PartNumber,lengthY,widthX,height,padX,padY,padInsideX,landingX,landingY,landingSpacingX,datasheet
XGL6060-XXX,6.71,6.51,6.1,1.25,5.0,2.79,1.43,5.5,4.04,https://www.coilcraft.com/getmedia/329fe97c-7311-4726-9bf3-37718f42b168/xgl6060.pdf
