time v(acsrc) v(acn) i(Vac) v(load) v(vb) i(Lboost) v(vd) v(sw) v(gate) v(q) v(en) v(fault) v(vcomp) v(icomp)
2.00000000000000007e-10 1.17466059216422967e-5 -1.04889694025378689e-6 -1.04367887190309802e-6 1.93251650167266058e-36 1.01711394844202048e-26 6.05081094591067758e-19 1.18021770826339156e-28 2.65984759475180223e-19 2.45588130428314654e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948830681359946e-288 2.22057735011102833e-3
2.00159598510353944e-10 1.17559789620591800e-5 -1.04973461581684319e-6 -1.04451159033350548e-6 1.93405986704051707e-36 1.01792624600420440e-26 6.05564693387342198e-19 1.18188259583016629e-28 2.66197179847869148e-19 2.45784261669790653e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948830611026502e-288 2.22234935324960425e-3
2.00478795531061790e-10 1.17747237151905551e-5 -1.05141129464535048e-6 -1.04617676817565414e-6 1.93714906292725670e-36 1.01955213857648161e-26 6.06533333320828825e-19 1.18842431873424585e-28 2.66622345758164084e-19 2.46176824363326626e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948830470359541e-288 2.22589335743187582e-3
2.01117189572477509e-10 1.18122052595184984e-5 -1.05477261423716713e-6 -1.04950557021767514e-6 1.94334226918182155e-36 1.02281172081634567e-26 6.08480662051146870e-19 1.23733234252414792e-28 2.67474563378014531e-19 2.46963690728132708e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948830189025693e-288 2.23298135322714999e-3
2.02393977655308922e-10 1.18871365222535426e-5 -1.06152707934164099e-6 -1.05615696439120757e-6 1.95578817539652634e-36 1.02936219777269804e-26 6.12416505981406896e-19 1.56678977265445348e-28 2.69186232336984288e-19 2.48544101153385684e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948829626357995e-288 2.24715729454076814e-3
2.04947553820971772e-10 1.20368719434924669e-5 -1.07516311378176124e-6 -1.06943495200681102e-6 1.98091984909107726e-36 1.04258939445655367e-26 6.20439384271056710e-19 3.32842515080041679e-28 2.72638284876362613e-19 2.51731428797442087e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948828501022307e-288 2.27550897606147674e-3
2.10054706152297473e-10 1.23358359493040141e-5 -1.10294201932829993e-6 -1.09589203199389614e-6 2.03215773341695124e-36 1.06955670200161115e-26 6.37111375313705674e-19 1.12949919706641624e-27 2.79661458981668133e-19 2.58216002143690226e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948826250351151e-288 2.33221153468630114e-3
2.20269010814948876e-10 1.29317491623713583e-5 -1.16051462897712732e-6 -1.14841306015586955e-6 2.13865238648586245e-36 1.12560651941695083e-26 6.73158633891889308e-19 4.53649173474625843e-27 2.94219792829087340e-19 2.71657819437174407e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948821749009131e-288 2.44561343434565202e-3
2.40697620140251681e-10 1.41156157000335846e-5 -1.28361973674724431e-6 -1.25190196552398312e-6 2.36868319683931845e-36 1.24667536699440444e-26 7.57414940007398179e-19 1.96929254765691820e-26 3.25670190487569593e-19 3.00696203387491156e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948812746325163e-288 2.67240436391175595e-3
2.81554838790857290e-10 1.64522862003635566e-5 -1.56089252728194874e-6 -1.45281877714621114e-6 2.90464020422828725e-36 1.52875800251587840e-26 9.87205177740380728e-19 9.53203826948448742e-26 4.00677670589314948e-19 3.69952982373636685e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948794740957810e-288 3.12593474890192477e-3
3.63269276092068458e-10 2.10073249589016324e-5 -2.23374035047321903e-6 -1.83156898870019229e-6 4.34192449363814052e-36 2.28522341813847713e-26 1.82297991349695976e-18 2.06680466824792178e-25 6.48138185822214461e-19 5.98483373196977770e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948758730225220e-288 4.03278966125432663e-3
3.71496063288428902e-10 2.14573824565204074e-5 -2.31001224843064285e-6 -1.86803585967952234e-6 4.51581136031783765e-36 2.37674282167149584e-26 1.94001013438335944e-18 2.15477355118067428e-25 6.81774602633528028e-19 6.29549139587796665e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948755104762844e-288 4.12407413976447878e-3
3.75046294179305828e-10 2.16511405415401467e-5 -2.34338911103393243e-6 -1.88368280069835551e-6 4.59271586665814258e-36 2.41721887764776768e-26 1.99297288115782325e-18 2.20560773158083175e-25 6.96897318260314896e-19 6.43516191630041938e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948753540211789e-288 4.16346666321243050e-3
3.76028678845228109e-10 2.17047063661098004e-5 -2.35267381548573859e-6 -1.88800290784466128e-6 4.61419715571472849e-36 2.42852481925864550e-26 2.00789837901570467e-18 2.21144948056104700e-25 7.01191240409170487e-19 6.47482032817069185e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948753107284723e-288 4.17436687994523440e-3
3.77993448177072620e-10 2.18117744784982418e-5 -2.37130676114020674e-6 -1.89663072468611431e-6 4.65742308131952754e-36 2.45127530642338840e-26 2.03811061670238272e-18 2.21690024627843019e-25 7.09903511351887922e-19 6.55528684251216836e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752241430589e-288 4.19616719443120963e-3
3.78191255807115042e-10 2.18225491134261995e-5 -2.37318736669381455e-6 -1.89749843444125004e-6 4.66179443515621597e-36 2.45357601896945108e-26 2.04117911106028580e-18 2.21718526471911270e-25 7.10789005181810023e-19 6.56346528793520777e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752154258664e-288 4.19836198198367781e-3
3.78280614319256888e-10 2.18274162144327917e-5 -2.37403720117644989e-6 -1.89789036271530540e-6 4.66377034231107815e-36 2.45461597010378666e-26 2.04256683791958237e-18 2.21731167289821187e-25 7.11189480113289339e-19 6.56716408649515441e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752114879168e-288 4.19935346469755416e-3
3.78321026642969819e-10 2.18296173002656870e-5 -2.37442159536217876e-6 -1.89806760079721288e-6 4.66466418452573290e-36 2.45508641337474706e-26 2.04319477603323292e-18 2.21736691809751579e-25 7.11370696452355421e-19 6.56883780637966396e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752097069946e-288 4.19980186194365314e-3
3.78371573757179217e-10 2.18323703341687676e-5 -2.37490244018173036e-6 -1.89828927766867582e-6 4.66578239875046590e-36 2.45567494717734996e-26 2.04398052704497096e-18 2.21743257268094069e-25 7.11597454065841861e-19 6.57093214725606427e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752074794402e-288 4.20036271024213075e-3
3.78472667985597960e-10 2.18378762337635979e-5 -2.37586429803216806e-6 -1.89873259862006624e-6 4.66801952786660518e-36 2.45685238355448881e-26 2.04555298217294835e-18 2.21754822089884340e-25 7.12051299172957031e-19 6.57512387703399965e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948752030243459e-288 4.20148440652409576e-3
3.78674856442435446e-10 2.18488873614570949e-5 -2.37778868522920358e-6 -1.89961910945819332e-6 4.67249658969690912e-36 2.45920873188667552e-26 2.04870171998471928e-18 2.21771266363600520e-25 7.12960325302012445e-19 6.58351968027685717e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948751941141209e-288 4.20372779782805621e-3
3.79079233356110470e-10 2.18709069309034297e-5 -2.38164014556393721e-6 -1.90139160705067699e-6 4.68146193520590770e-36 2.46392733478704506e-26 2.05501426826294946e-18 2.21782737059756454e-25 7.14783504132740504e-19 6.60035865401327838e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948751762936343e-288 4.20821457539612229e-3
3.79887987183460466e-10 2.19149353333943821e-5 -2.38935380263511490e-6 -1.90493450728331652e-6 4.69943757339945046e-36 2.47338819699597024e-26 2.06769902207808463e-18 2.21772200493751849e-25 7.18448175505731950e-19 6.63420579499309565e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948751406526759e-288 4.21718811037284733e-3
3.81505494838160510e-10 2.20029492337349197e-5 -2.40482402141883750e-6 -1.91201193611160735e-6 4.73556911809864864e-36 2.49240479947284576e-26 2.09330985232885428e-18 2.21861052403666591e-25 7.25840716024175044e-19 6.70248384836857430e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948750693707590e-288 4.23513509968897160e-3
3.84740510147560547e-10 2.21788057561271747e-5 -2.43593573727511311e-6 -1.92613337346834814e-6 4.80855712478816635e-36 2.53081953984304867e-26 2.14552186257200505e-18 2.23017234082221571e-25 7.40859539538245687e-19 6.84119886442336811e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948749268068960e-288 4.27102875577434551e-3
3.91210540766360620e-10 2.25298363788730372e-5 -2.49884159102630154e-6 -1.95424309204995028e-6 4.95746357192473168e-36 2.60919135414034221e-26 2.25403584533584989e-18 2.29369977476683354e-25 7.71862617506017516e-19 7.12754593871368024e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948746416791773e-288 4.34281477777692399e-3
4.04150602003960819e-10 2.32291893105173701e-5 -2.62736161237608402e-6 -2.00993407586905163e-6 5.26724429421768110e-36 2.77223383958866208e-26 2.48832419215118102e-18 2.57425350149915092e-25 8.38068509113964706e-19 7.73903154386269701e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948740714237255e-288 4.48638166126396135e-3
4.30030724479161164e-10 2.46172305844190360e-5 -2.89506624446262862e-6 -2.11923513995788887e-6 5.93664628205004737e-36 3.12455067535684768e-26 3.03322139063935882e-18 3.82119335353719373e-25 9.89623170170216063e-19 9.13882206457838070e-21 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948729309128362e-288 4.77349478740211886e-3
4.81790969429561905e-10 2.73519667353386041e-5 -3.47182190551949176e-6 -2.32976964379586137e-6 7.49058101353147394e-36 3.94241106050246584e-26 4.49110977546121235e-18 9.97042585698825033e-25 1.39056942848064217e-18 1.28421123466567827e-20 0.00000000000000000e0 1.40779337255100529e-19 0.00000000000000000e0 -4.61948706498910505e-288 5.34763848622616528e-3
