 time            v(out)          i(Lboost)       v(anode)       
 2.00000000e-10  3.89614586e+02  2.32320269e+01  2.51083558e-02 
 2.00000560e-10  3.89614586e+02  2.32320269e+01  2.44399285e-02 
 2.00001680e-10  3.89614586e+02  2.32320269e+01  2.36365560e-02 
 2.00003920e-10  3.89614586e+02  2.32320269e+01  2.31297259e-02 
 2.00007777e-10  3.89614586e+02  2.32320269e+01  2.30999347e-02 
 2.00012229e-10  3.89614586e+02  2.32320269e+01  2.31947403e-02 
 2.00021132e-10  3.89614586e+02  2.32320269e+01  2.32381681e-02 
 2.00038938e-10  3.89614586e+02  2.32320269e+01  2.32355644e-02 
 2.00074550e-10  3.89614586e+02  2.32320269e+01  2.32320927e-02 
 2.00145773e-10  3.89614586e+02  2.32320270e+01  2.32319643e-02 
 2.00288220e-10  3.89614586e+02  2.32320271e+01  2.32320252e-02 
 2.00573115e-10  3.89614586e+02  2.32320274e+01  2.32320277e-02 
 2.01142904e-10  3.89614586e+02  2.32320279e+01  2.32320279e-02 
 2.02282482e-10  3.89614586e+02  2.32320290e+01  2.32320290e-02 
 2.04561637e-10  3.89614586e+02  2.32320312e+01  2.32320312e-02 
 2.09119949e-10  3.89614586e+02  2.32320355e+01  2.32320354e-02 
 2.18236572e-10  3.89614586e+02  2.32320440e+01  2.32320440e-02 
 2.36469818e-10  3.89614586e+02  2.32320612e+01  2.32320612e-02 
 2.72936310e-10  3.89614586e+02  2.32320956e+01  2.32320956e-02 
 3.45869293e-10  3.89614586e+02  2.32321644e+01  2.32321644e-02 
 4.91735260e-10  3.89614586e+02  2.32323019e+01  2.32323019e-02 
 7.83467195e-10  3.89614586e+02  2.32325769e+01  2.32325769e-02 
 1.36693106e-09  3.89614585e+02  2.32331269e+01  2.32331269e-02 
 2.53385880e-09  3.89614584e+02  2.32342269e+01  2.32342269e-02 
 4.86771427e-09  3.89614582e+02  2.32364270e+01  2.32364270e-02 
 9.53542522e-09  3.89614578e+02  2.32408272e+01  2.32408272e-02 
 1.45354252e-08  3.89614574e+02  2.32455406e+01  2.32455406e-02 
 1.95354252e-08  3.89614570e+02  2.32502540e+01  2.32502540e-02 
 2.00000000e-08  3.89614570e+02  2.32506919e+01  2.32506919e-02 
 2.05000000e-08  3.89614569e+02  2.32511633e+01  2.32511633e-02 
 2.15000000e-08  3.89614569e+02  2.32521059e+01  2.32521059e-02 
 2.35000000e-08  3.89614567e+02  2.32539913e+01  2.32539913e-02 
 2.75000000e-08  3.89614564e+02  2.32577620e+01  2.32577620e-02 
 3.25000000e-08  3.89614560e+02  2.32624754e+01  2.32624754e-02 
 3.75000000e-08  3.89614555e+02  2.32671888e+01  2.32671888e-02 
 4.25000000e-08  3.89614551e+02  2.32719022e+01  2.32719022e-02 
 4.75000000e-08  3.89614547e+02  2.32766156e+01  2.32766156e-02 
 5.25000000e-08  3.89614543e+02  2.32813290e+01  2.32813290e-02 
 5.75000000e-08  3.89614539e+02  2.32860424e+01  2.32860424e-02 
 6.25000000e-08  3.89614535e+02  2.32907558e+01  2.32907558e-02 
 6.75000000e-08  3.89614531e+02  2.32954692e+01  2.32954692e-02 
 7.25000000e-08  3.89614527e+02  2.33001826e+01  2.33001826e-02 
 7.75000000e-08  3.89614523e+02  2.33048960e+01  2.33048960e-02 
 8.25000000e-08  3.89614519e+02  2.33096094e+01  2.33096094e-02 
 8.75000000e-08  3.89614515e+02  2.33143228e+01  2.33143228e-02 
 9.25000000e-08  3.89614510e+02  2.33190362e+01  2.33190362e-02 
 9.75000000e-08  3.89614506e+02  2.33237496e+01  2.33237496e-02 
 1.02500000e-07  3.89614502e+02  2.33284630e+01  2.33284630e-02 
 1.07500000e-07  3.89614498e+02  2.33331764e+01  2.33331764e-02 
 1.12500000e-07  3.89614494e+02  2.33378898e+01  2.33378898e-02 
 1.17500000e-07  3.89614490e+02  2.33426032e+01  2.33426032e-02 
 1.22500000e-07  3.89614486e+02  2.33473166e+01  2.33473166e-02 
 1.27500000e-07  3.89614482e+02  2.33520300e+01  2.33520300e-02 
 1.32500000e-07  3.89614478e+02  2.33567434e+01  2.33567434e-02 
 1.37500000e-07  3.89614474e+02  2.33614568e+01  2.33614568e-02 
 1.42500000e-07  3.89614470e+02  2.33661702e+01  2.33661702e-02 
 1.47500000e-07  3.89614465e+02  2.33708836e+01  2.33708836e-02 
 1.52500000e-07  3.89614461e+02  2.33755970e+01  2.33755970e-02 
 1.57500000e-07  3.89614457e+02  2.33803103e+01  2.33803103e-02 
 1.62500000e-07  3.89614453e+02  2.33850237e+01  2.33850237e-02 
 1.67500000e-07  3.89614449e+02  2.33897371e+01  2.33897371e-02 
 1.72500000e-07  3.89614445e+02  2.33944505e+01  2.33944505e-02 
 1.77500000e-07  3.89614441e+02  2.33991639e+01  2.33991639e-02 
 1.82500000e-07  3.89614437e+02  2.34038773e+01  2.34038773e-02 
 1.87500000e-07  3.89614433e+02  2.34085907e+01  2.34085907e-02 
 1.92500000e-07  3.89614429e+02  2.34133041e+01  2.34133041e-02 
 1.97500000e-07  3.89614425e+02  2.34180175e+01  2.34180175e-02 
 2.02500000e-07  3.89614420e+02  2.34227309e+01  2.34227309e-02 
 2.07500000e-07  3.89614416e+02  2.34274443e+01  2.34274443e-02 
 2.12500000e-07  3.89614412e+02  2.34321577e+01  2.34321577e-02 
 2.17500000e-07  3.89614408e+02  2.34368711e+01  2.34368711e-02 
 2.22500000e-07  3.89614404e+02  2.34415845e+01  2.34415845e-02 
 2.27500000e-07  3.89614400e+02  2.34462979e+01  2.34462979e-02 
 2.32500000e-07  3.89614396e+02  2.34510113e+01  2.34510113e-02 
 2.37500000e-07  3.89614392e+02  2.34557247e+01  2.34557247e-02 
 2.42500000e-07  3.89614388e+02  2.34604381e+01  2.34604381e-02 
 2.47500000e-07  3.89614384e+02  2.34651515e+01  2.34651515e-02 
 2.52500000e-07  3.89614380e+02  2.34698648e+01  2.34698648e-02 
 2.57500000e-07  3.89614375e+02  2.34745782e+01  2.34745782e-02 
 2.62500000e-07  3.89614371e+02  2.34792916e+01  2.34792916e-02 
 2.67500000e-07  3.89614367e+02  2.34840050e+01  2.34840050e-02 
 2.72500000e-07  3.89614363e+02  2.34887184e+01  2.34887184e-02 
 2.77500000e-07  3.89614359e+02  2.34934318e+01  2.34934318e-02 
 2.82500000e-07  3.89614355e+02  2.34981452e+01  2.34981452e-02 
 2.87500000e-07  3.89614351e+02  2.35028586e+01  2.35028586e-02 
 2.92500000e-07  3.89614347e+02  2.35075720e+01  2.35075720e-02 
 2.97500000e-07  3.89614343e+02  2.35122854e+01  2.35122854e-02 
 3.02500000e-07  3.89614339e+02  2.35169988e+01  2.35169988e-02 
 3.07500000e-07  3.89614335e+02  2.35217122e+01  2.35217122e-02 
 3.12500000e-07  3.89614330e+02  2.35264256e+01  2.35264256e-02 
 3.17500000e-07  3.89614326e+02  2.35311389e+01  2.35311389e-02 
 3.22500000e-07  3.89614322e+02  2.35358523e+01  2.35358523e-02 
 3.27500000e-07  3.89614318e+02  2.35405657e+01  2.35405657e-02 
 3.32500000e-07  3.89614314e+02  2.35452791e+01  2.35452791e-02 
 3.37500000e-07  3.89614310e+02  2.35499925e+01  2.35499925e-02 
 3.42500000e-07  3.89614306e+02  2.35547059e+01  2.35547059e-02 
 3.47500000e-07  3.89614302e+02  2.35594193e+01  2.35594193e-02 
 3.52500000e-07  3.89614298e+02  2.35641327e+01  2.35641327e-02 
 3.57500000e-07  3.89614294e+02  2.35688461e+01  2.35688461e-02 
 3.62500000e-07  3.89614290e+02  2.35735595e+01  2.35735595e-02 
 3.67500000e-07  3.89614285e+02  2.35782729e+01  2.35782729e-02 
 3.72500000e-07  3.89614281e+02  2.35829862e+01  2.35829862e-02 
 3.77500000e-07  3.89614277e+02  2.35876996e+01  2.35876996e-02 
 3.82500000e-07  3.89614273e+02  2.35924130e+01  2.35924130e-02 
 3.87500000e-07  3.89614269e+02  2.35971264e+01  2.35971264e-02 
 3.92500000e-07  3.89614265e+02  2.36018398e+01  2.36018398e-02 
 3.97500000e-07  3.89614261e+02  2.36065532e+01  2.36065532e-02 
 4.02500000e-07  3.89614257e+02  2.36112666e+01  2.36112666e-02 
 4.07500000e-07  3.89614253e+02  2.36159800e+01  2.36159800e-02 
 4.12500000e-07  3.89614249e+02  2.36206934e+01  2.36206934e-02 
 4.17500000e-07  3.89614245e+02  2.36254068e+01  2.36254067e-02 
 4.22500000e-07  3.89614240e+02  2.36301201e+01  2.36301201e-02 
 4.27500000e-07  3.89614236e+02  2.36348335e+01  2.36348335e-02 
