 time            v(out)          i(Lboost)       v(anode)       
 9.55000000e-07  4.64185185e+02  1.85359565e+01  4.64993913e+02 
 9.65000000e-07  4.64579383e+02  1.85195406e+01  4.65388072e+02 
 9.75000000e-07  4.64973231e+02  1.85031029e+01  4.65781880e+02 
 9.85000000e-07  4.65366729e+02  1.84866433e+01  4.66175339e+02 
 9.95000000e-07  4.65759877e+02  1.84701618e+01  4.66568447e+02 
 1.00500000e-06  4.66152673e+02  1.84536585e+01  4.66961204e+02 
 1.01500000e-06  4.66545119e+02  1.84371334e+01  4.67353610e+02 
 1.02500000e-06  4.66937212e+02  1.84205865e+01  4.67745663e+02 
 1.03500000e-06  4.67328953e+02  1.84040179e+01  4.68137365e+02 
 1.04500000e-06  4.67720342e+02  1.83874275e+01  4.68528713e+02 
 1.05500000e-06  4.68111377e+02  1.83708153e+01  4.68919708e+02 
 1.06500000e-06  4.68502058e+02  1.83541815e+01  4.69310350e+02 
 1.07500000e-06  4.68892386e+02  1.83375260e+01  4.69700637e+02 
 1.08500000e-06  4.69282358e+02  1.83208487e+01  4.70090570e+02 
 1.09500000e-06  4.69671976e+02  1.83041499e+01  4.70480147e+02 
 1.10500000e-06  4.70061238e+02  1.82874294e+01  4.70869369e+02 
 1.11500000e-06  4.70450144e+02  1.82706872e+01  4.71258234e+02 
 1.12500000e-06  4.70838694e+02  1.82539235e+01  4.71646744e+02 
 1.13500000e-06  4.71226887e+02  1.82371383e+01  4.72034896e+02 
 1.14500000e-06  4.71614722e+02  1.82203314e+01  4.72422691e+02 
 1.15500000e-06  4.72002200e+02  1.82035030e+01  4.72810127e+02 
 1.16500000e-06  4.72389319e+02  1.81866532e+01  4.73197206e+02 
 1.17500000e-06  4.72776080e+02  1.81697818e+01  4.73583926e+02 
 1.18500000e-06  4.73162481e+02  1.81528889e+01  4.73970286e+02 
 1.19500000e-06  4.73548523e+02  1.81359746e+01  4.74356287e+02 
 1.20500000e-06  4.73934204e+02  1.81190389e+01  4.74741927e+02 
 1.21500000e-06  4.74319525e+02  1.81020817e+01  4.75127207e+02 
 1.22500000e-06  4.74704485e+02  1.80851032e+01  4.75512126e+02 
 1.23500000e-06  4.75089084e+02  1.80681032e+01  4.75896683e+02 
 1.24500000e-06  4.75473320e+02  1.80510820e+01  4.76280878e+02 
 1.25500000e-06  4.75857194e+02  1.80340393e+01  4.76664711e+02 
 1.26500000e-06  4.76240706e+02  1.80169754e+01  4.77048180e+02 
 1.27500000e-06  4.76623854e+02  1.79998902e+01  4.77431287e+02 
 1.28500000e-06  4.77006638e+02  1.79827837e+01  4.77814029e+02 
 1.29500000e-06  4.77389058e+02  1.79656559e+01  4.78196408e+02 
 1.30500000e-06  4.77771114e+02  1.79485070e+01  4.78578421e+02 
 1.31500000e-06  4.78152804e+02  1.79313368e+01  4.78960070e+02 
 1.32500000e-06  4.78534129e+02  1.79141454e+01  4.79341352e+02 
 1.33500000e-06  4.78915087e+02  1.78969328e+01  4.79722269e+02 
 1.34500000e-06  4.79295680e+02  1.78796991e+01  4.80102819e+02 
 1.35500000e-06  4.79675905e+02  1.78624443e+01  4.80483002e+02 
 1.36500000e-06  4.80055763e+02  1.78451683e+01  4.80862818e+02 
 1.37500000e-06  4.80435253e+02  1.78278713e+01  4.81242266e+02 
 1.38500000e-06  4.80814375e+02  1.78105531e+01  4.81621345e+02 
 1.39500000e-06  4.81193129e+02  1.77932140e+01  4.82000056e+02 
 1.40500000e-06  4.81571513e+02  1.77758538e+01  4.82378398e+02 
 1.41500000e-06  4.81949527e+02  1.77584726e+01  4.82756370e+02 
 1.42500000e-06  4.82327172e+02  1.77410704e+01  4.83133971e+02 
 1.43500000e-06  4.82704446e+02  1.77236472e+01  4.83511202e+02 
 1.44500000e-06  4.83081349e+02  1.77062031e+01  4.83888063e+02 
 1.45500000e-06  4.83457880e+02  1.76887381e+01  4.84264551e+02 
 1.46500000e-06  4.83834040e+02  1.76712521e+01  4.84640668e+02 
 1.47500000e-06  4.84209828e+02  1.76537453e+01  4.85016412e+02 
 1.48500000e-06  4.84585243e+02  1.76362176e+01  4.85391784e+02 
 1.49500000e-06  4.84960284e+02  1.76186691e+01  4.85766782e+02 
 1.50500000e-06  4.85334952e+02  1.76010997e+01  4.86141407e+02 
 1.51500000e-06  4.85709246e+02  1.75835096e+01  4.86515658e+02 
 1.52500000e-06  4.86083166e+02  1.75658987e+01  4.86889534e+02 
 1.53500000e-06  4.86456711e+02  1.75482670e+01  4.87263035e+02 
 1.54500000e-06  4.86829880e+02  1.75306145e+01  4.87636160e+02 
 1.55500000e-06  4.87202673e+02  1.75129414e+01  4.88008910e+02 
 1.56500000e-06  4.87575091e+02  1.74952475e+01  4.88381283e+02 
 1.57500000e-06  4.87947131e+02  1.74775330e+01  4.88753280e+02 
 1.58500000e-06  4.88318794e+02  1.74597978e+01  4.89124899e+02 
 1.59500000e-06  4.88690080e+02  1.74420420e+01  4.89496141e+02 
 1.60500000e-06  4.89060988e+02  1.74242655e+01  4.89867005e+02 
 1.61500000e-06  4.89431517e+02  1.74064685e+01  4.90237490e+02 
 1.62500000e-06  4.89801668e+02  1.73886509e+01  4.90607596e+02 
 1.63500000e-06  4.90171439e+02  1.73708127e+01  4.90977323e+02 
 1.64500000e-06  4.90540830e+02  1.73529541e+01  4.91346670e+02 
 1.65500000e-06  4.90909841e+02  1.73350749e+01  4.91715636e+02 
 1.66500000e-06  4.91278472e+02  1.73171752e+01  4.92084222e+02 
 1.67500000e-06  4.91646721e+02  1.72992551e+01  4.92452427e+02 
 1.68500000e-06  4.92014589e+02  1.72813145e+01  4.92820250e+02 
 1.69500000e-06  4.92382075e+02  1.72633535e+01  4.93187691e+02 
 1.70500000e-06  4.92749179e+02  1.72453720e+01  4.93554750e+02 
 1.71500000e-06  4.93115900e+02  1.72273702e+01  4.93921426e+02 
 1.72500000e-06  4.93482237e+02  1.72093481e+01  4.94287718e+02 
 1.73500000e-06  4.93848191e+02  1.71913056e+01  4.94653627e+02 
 1.74500000e-06  4.94213761e+02  1.71732428e+01  4.95019152e+02 
 1.75500000e-06  4.94578947e+02  1.71551597e+01  4.95384292e+02 
 1.76500000e-06  4.94943747e+02  1.71370563e+01  4.95749046e+02 
 1.77500000e-06  4.95308162e+02  1.71189326e+01  4.96113416e+02 
 1.78500000e-06  4.95672191e+02  1.71007888e+01  4.96477399e+02 
 1.79500000e-06  4.96035834e+02  1.70826247e+01  4.96840997e+02 
 1.80500000e-06  4.96399090e+02  1.70644404e+01  4.97204207e+02 
 1.81500000e-06  4.96761959e+02  1.70462360e+01  4.97567030e+02 
 1.82500000e-06  4.97124440e+02  1.70280114e+01  4.97929466e+02 
 1.83500000e-06  4.97486534e+02  1.70097667e+01  4.98291513e+02 
 1.84500000e-06  4.97848239e+02  1.69915019e+01  4.98653172e+02 
 1.85500000e-06  4.98209555e+02  1.69732170e+01  4.99014442e+02 
 1.86500000e-06  4.98570482e+02  1.69549120e+01  4.99375323e+02 
 1.87500000e-06  4.98931019e+02  1.69365870e+01  4.99735814e+02 
 1.88500000e-06  4.99291166e+02  1.69182420e+01  5.00095915e+02 
 1.89500000e-06  4.99650923e+02  1.68998770e+01  5.00455625e+02 
 1.90500000e-06  5.00010289e+02  1.68814920e+01  5.00814944e+02 
 1.91500000e-06  5.00369263e+02  1.68630871e+01  5.01173872e+02 
 1.92500000e-06  5.00727845e+02  1.68446623e+01  5.01532408e+02 
 1.93500000e-06  5.01086036e+02  1.68262175e+01  5.01890551e+02 
 1.94500000e-06  5.01443833e+02  1.68077528e+01  5.02248302e+02 
 1.95500000e-06  5.01801238e+02  1.67892683e+01  5.02605659e+02 
 1.96500000e-06  5.02158249e+02  1.67707640e+01  5.02962623e+02 
 1.97500000e-06  5.02514866e+02  1.67522398e+01  5.03319193e+02 
 1.98500000e-06  5.02871088e+02  1.67336958e+01  5.03675369e+02 
 1.99500000e-06  5.03226916e+02  1.67151321e+01  5.04031149e+02 
 2.00500000e-06  5.03582349e+02  1.66965486e+01  5.04386535e+02 
 2.01500000e-06  5.03937386e+02  1.66779453e+01  5.04741524e+02 
 2.02500000e-06  5.04292027e+02  1.66593224e+01  5.05096118e+02 
 2.03500000e-06  5.04646272e+02  1.66406797e+01  5.05450315e+02 
 2.04500000e-06  5.05000120e+02  1.66220174e+01  5.05804115e+02 
 2.05500000e-06  5.05353570e+02  1.66033355e+01  5.06157518e+02 
 2.06500000e-06  5.05706623e+02  1.65846339e+01  5.06510523e+02 
 2.07500000e-06  5.06059278e+02  1.65659127e+01  5.06863129e+02 
 2.08500000e-06  5.06411534e+02  1.65471720e+01  5.07215337e+02 
 2.09500000e-06  5.06763391e+02  1.65284117e+01  5.07567147e+02 
 2.10500000e-06  5.07114849e+02  1.65096318e+01  5.07918556e+02 
 2.11500000e-06  5.07465907e+02  1.64908325e+01  5.08269566e+02 
 2.12500000e-06  5.07816564e+02  1.64720136e+01  5.08620175e+02 
 2.13500000e-06  5.08166822e+02  1.64531753e+01  5.08970384e+02 
 2.14500000e-06  5.08516678e+02  1.64343176e+01  5.09320192e+02 
 2.15500000e-06  5.08866133e+02  1.64154404e+01  5.09669598e+02 
 2.16500000e-06  5.09215185e+02  1.63965438e+01  5.10018602e+02 
 2.17500000e-06  5.09563836e+02  1.63776279e+01  5.10367204e+02 
 2.18500000e-06  5.09912084e+02  1.63586926e+01  5.10715403e+02 
 2.19500000e-06  5.10259929e+02  1.63397379e+01  5.11063199e+02 
 2.20500000e-06  5.10607370e+02  1.63207640e+01  5.11410591e+02 
 2.21500000e-06  5.10954407e+02  1.63017707e+01  5.11757579e+02 
 2.22500000e-06  5.11301041e+02  1.62827582e+01  5.12104163e+02 
 2.23500000e-06  5.11647269e+02  1.62637265e+01  5.12450342e+02 
 2.24500000e-06  5.11993092e+02  1.62446755e+01  5.12796116e+02 
 2.25500000e-06  5.12338510e+02  1.62256053e+01  5.13141484e+02 
 2.26500000e-06  5.12683521e+02  1.62065160e+01  5.13486447e+02 
 2.27500000e-06  5.13028127e+02  1.61874075e+01  5.13831002e+02 
 2.28500000e-06  5.13372325e+02  1.61682798e+01  5.14175151e+02 
 2.29500000e-06  5.13716117e+02  1.61491331e+01  5.14518893e+02 
 2.30500000e-06  5.14059501e+02  1.61299673e+01  5.14862227e+02 
 2.31500000e-06  5.14402476e+02  1.61107824e+01  5.15205152e+02 
 2.32500000e-06  5.14745044e+02  1.60915785e+01  5.15547670e+02 
 2.33500000e-06  5.15087202e+02  1.60723555e+01  5.15889778e+02 
 2.34500000e-06  5.15428952e+02  1.60531136e+01  5.16231477e+02 
 2.35500000e-06  5.15770292e+02  1.60338527e+01  5.16572767e+02 
 2.36500000e-06  5.16111221e+02  1.60145728e+01  5.16913646e+02 
 2.37500000e-06  5.16451741e+02  1.59952740e+01  5.17254115e+02 
 2.38500000e-06  5.16791849e+02  1.59759563e+01  5.17594173e+02 
 2.39500000e-06  5.17131546e+02  1.59566198e+01  5.17933820e+02 
 2.40500000e-06  5.17470832e+02  1.59372643e+01  5.18273055e+02 
 2.41500000e-06  5.17809706e+02  1.59178901e+01  5.18611877e+02 
 2.42500000e-06  5.18148167e+02  1.58984970e+01  5.18950288e+02 
 2.43500000e-06  5.18486215e+02  1.58790851e+01  5.19288285e+02 
 2.44500000e-06  5.18823851e+02  1.58596545e+01  5.19625869e+02 
 2.45500000e-06  5.19161072e+02  1.58402051e+01  5.19963040e+02 
 2.46500000e-06  5.19497880e+02  1.58207370e+01  5.20299796e+02 
 2.47500000e-06  5.19834273e+02  1.58012503e+01  5.20636138e+02 
 2.48500000e-06  5.20170251e+02  1.57817448e+01  5.20972064e+02 
 2.49500000e-06  5.20505814e+02  1.57622207e+01  5.21307576e+02 
 2.50500000e-06  5.20840962e+02  1.57426779e+01  5.21642672e+02 
 2.51500000e-06  5.21175693e+02  1.57231166e+01  5.21977351e+02 
 2.52500000e-06  5.21510008e+02  1.57035366e+01  5.22311615e+02 
 2.53500000e-06  5.21843906e+02  1.56839382e+01  5.22645461e+02 
 2.54500000e-06  5.22177387e+02  1.56643211e+01  5.22978890e+02 
 2.55500000e-06  5.22510451e+02  1.56446856e+01  5.23311901e+02 
 2.56500000e-06  5.22843096e+02  1.56250316e+01  5.23644495e+02 
 2.57500000e-06  5.23175323e+02  1.56053591e+01  5.23976670e+02 
 2.58500000e-06  5.23507132e+02  1.55856681e+01  5.24308426e+02 
 2.59500000e-06  5.23838521e+02  1.55659588e+01  5.24639762e+02 
 2.60500000e-06  5.24169491e+02  1.55462310e+01  5.24970680e+02 
 2.61500000e-06  5.24500040e+02  1.55264849e+01  5.25301177e+02 
 2.62500000e-06  5.24830170e+02  1.55067205e+01  5.25631253e+02 
 2.63500000e-06  5.25159878e+02  1.54869377e+01  5.25960909e+02 
 2.64500000e-06  5.25489166e+02  1.54671366e+01  5.26290144e+02 
 2.65500000e-06  5.25818032e+02  1.54473172e+01  5.26618957e+02 
 2.66500000e-06  5.26146476e+02  1.54274795e+01  5.26947348e+02 
 2.67500000e-06  5.26474498e+02  1.54076237e+01  5.27275317e+02 
 2.68500000e-06  5.26802097e+02  1.53877496e+01  5.27602862e+02 
 2.69500000e-06  5.27129273e+02  1.53678573e+01  5.27929985e+02 
 2.70500000e-06  5.27456026e+02  1.53479469e+01  5.28256685e+02 
 2.71500000e-06  5.27782355e+02  1.53280184e+01  5.28582960e+02 
 2.72500000e-06  5.28108259e+02  1.53080717e+01  5.28908811e+02 
 2.73500000e-06  5.28433740e+02  1.52881069e+01  5.29234237e+02 
 2.74500000e-06  5.28758795e+02  1.52681241e+01  5.29559239e+02 
 2.75500000e-06  5.29083424e+02  1.52481232e+01  5.29883814e+02 
 2.76500000e-06  5.29407628e+02  1.52281043e+01  5.30207964e+02 
 2.77500000e-06  5.29731406e+02  1.52080674e+01  5.30531688e+02 
 2.78500000e-06  5.30054757e+02  1.51880125e+01  5.30854985e+02 
 2.79500000e-06  5.30377682e+02  1.51679397e+01  5.31177855e+02 
 2.80500000e-06  5.30700179e+02  1.51478490e+01  5.31500298e+02 
 2.81500000e-06  5.31022249e+02  1.51277403e+01  5.31822313e+02 
 2.82500000e-06  5.31343890e+02  1.51076138e+01  5.32143900e+02 
 2.83500000e-06  5.31665103e+02  1.50874695e+01  5.32465058e+02 
 2.84500000e-06  5.31985887e+02  1.50673072e+01  5.32785788e+02 
 2.85500000e-06  5.32306242e+02  1.50471272e+01  5.33106088e+02 
 2.86500000e-06  5.32626168e+02  1.50269294e+01  5.33425959e+02 
 2.87500000e-06  5.32945663e+02  1.50067139e+01  5.33745399e+02 
 2.88500000e-06  5.33264729e+02  1.49864806e+01  5.34064409e+02 
 2.89500000e-06  5.33583363e+02  1.49662296e+01  5.34382989e+02 
 2.90500000e-06  5.33901567e+02  1.49459609e+01  5.34701137e+02 
 2.91500000e-06  5.34219339e+02  1.49256746e+01  5.35018853e+02 
 2.92500000e-06  5.34536679e+02  1.49053706e+01  5.35336138e+02 
 2.93500000e-06  5.34853587e+02  1.48850490e+01  5.35652991e+02 
 2.94500000e-06  5.35170062e+02  1.48647098e+01  5.35969410e+02 
 2.95500000e-06  5.35486105e+02  1.48443530e+01  5.36285397e+02 
 2.96500000e-06  5.35801714e+02  1.48239787e+01  5.36600950e+02 
 2.97500000e-06  5.36116890e+02  1.48035869e+01  5.36916070e+02 
 2.98500000e-06  5.36431631e+02  1.47831776e+01  5.37230755e+02 
 2.99500000e-06  5.36745938e+02  1.47627508e+01  5.37545006e+02 
 3.00500000e-06  5.37059810e+02  1.47423066e+01  5.37858822e+02 
 3.01500000e-06  5.37373247e+02  1.47218449e+01  5.38172203e+02 
 3.02500000e-06  5.37686249e+02  1.47013659e+01  5.38485148e+02 
 3.03500000e-06  5.37998815e+02  1.46808694e+01  5.38797657e+02 
 3.04500000e-06  5.38310944e+02  1.46603557e+01  5.39109729e+02 
 3.05500000e-06  5.38622636e+02  1.46398246e+01  5.39421365e+02 
 3.06500000e-06  5.38933892e+02  1.46192762e+01  5.39732564e+02 
 3.07500000e-06  5.39244710e+02  1.45987105e+01  5.40043325e+02 
 3.08500000e-06  5.39555091e+02  1.45781276e+01  5.40353649e+02 
 3.09500000e-06  5.39865033e+02  1.45575274e+01  5.40663534e+02 
 3.10500000e-06  5.40174537e+02  1.45369100e+01  5.40972980e+02 
 3.11500000e-06  5.40483602e+02  1.45162755e+01  5.41281988e+02 
 3.12500000e-06  5.40792228e+02  1.44956238e+01  5.41590556e+02 
 3.13500000e-06  5.41100414e+02  1.44749550e+01  5.41898685e+02 
 3.14500000e-06  5.41408160e+02  1.44542690e+01  5.42206373e+02 
 3.15500000e-06  5.41715466e+02  1.44335660e+01  5.42513622e+02 
 3.16500000e-06  5.42022331e+02  1.44128460e+01  5.42820429e+02 
 3.17500000e-06  5.42328756e+02  1.43921088e+01  5.43126795e+02 
 3.18500000e-06  5.42634738e+02  1.43713547e+01  5.43432720e+02 
 3.19500000e-06  5.42940279e+02  1.43505836e+01  5.43738203e+02 
 3.20500000e-06  5.43245378e+02  1.43297956e+01  5.44043243e+02 
 3.21500000e-06  5.43550035e+02  1.43089906e+01  5.44347842e+02 
 3.22500000e-06  5.43854248e+02  1.42881687e+01  5.44651997e+02 
 3.23500000e-06  5.44158019e+02  1.42673299e+01  5.44955708e+02 
 3.24500000e-06  5.44461346e+02  1.42464743e+01  5.45258977e+02 
 3.25500000e-06  5.44764228e+02  1.42256018e+01  5.45561801e+02 
 3.26500000e-06  5.45066667e+02  1.42047125e+01  5.45864180e+02 
 3.27500000e-06  5.45368661e+02  1.41838064e+01  5.46166115e+02 
 3.28500000e-06  5.45670210e+02  1.41628836e+01  5.46467605e+02 
 3.29500000e-06  5.45971314e+02  1.41419440e+01  5.46768650e+02 
 3.30500000e-06  5.46271972e+02  1.41209877e+01  5.47069248e+02 
 3.31500000e-06  5.46572183e+02  1.41000147e+01  5.47369401e+02 
 3.32500000e-06  5.46871949e+02  1.40790251e+01  5.47669107e+02 
 3.33500000e-06  5.47171268e+02  1.40580188e+01  5.47968366e+02 
 3.34500000e-06  5.47470139e+02  1.40369959e+01  5.48267177e+02 
 3.35500000e-06  5.47768563e+02  1.40159564e+01  5.48565542e+02 
