time v(acsrc) v(acn) i(Vac) v(load) v(vb) i(Lboost) v(vd) v(sw) v(gate) v(q) v(en) v(fault) v(vcomp) v(icomp) v(xu.raw) v(xu.pwm_hold) v(pwm) v(pwm_input) v(xdriver.driver_req) v(xdriver.drv_delay) v(xu.phase) v(xu.blank) v(isense) v(xu.ov) v(xu.fault) v(xu.pcl_hold) v(xu.pcl_request) v(disable) v(xu.m1) v(xu.m2) v(acsrc,acn) i(Vchannel) i(Vbody) v(f2ctl) v(standby_req) v(arm) v(permit) i(Vf2sense) i(Vdboost1sense) i(Vdboost2sense) v(fault_inject)
3.63269276092068561e-10 2.10073249595058007e-5 -2.23374034986906050e-6 -1.83156898866757305e-6 4.34192459322506296e-36 2.28522347055264668e-26 1.82369333384045401e-18 2.06925065028467918e-25 6.48260925373862098e-19 5.98596824843542022e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311463321569543e-289 4.03278966125432490e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.00210125014777887e-46 5.43932657710498636e-24 3.63269276092068561e-10 0.00000000000000000e0 7.79963175013365259e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.08988006104915368e-8 6.80000000000000049e-2 0.00000000000000000e0 2.32410653093748616e-5 6.48260925373861487e-31 -1.08150248907191024e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.22715220215294314e-23 5.39221271943197592e-22 5.39221271943344952e-22 0.00000000000000000e0
3.71496063288429006e-10 2.14573824574352876e-5 -2.31001224751576214e-6 -1.86803585965959165e-6 4.51581147137818259e-36 2.37674288012430902e-26 1.94074574103926851e-18 2.15726020910946757e-25 6.81910264537887589e-19 6.29674533189536054e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311462330252986e-289 4.12407413976447704e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.04744188866177786e-46 5.68162813852265448e-24 3.71496063288429006e-10 0.00000000000000000e0 7.94158058681832481e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.12814223614396598e-8 6.80000000000000049e-2 0.00000000000000000e0 2.37673947049510502e-5 6.81910264537887030e-31 -2.24008536887765786e-22 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.27972394739802442e-23 2.06552061513780748e-20 2.06552061513768560e-20 0.00000000000000000e0
3.75046294179305931e-10 2.16511405425906539e-5 -2.34338910998342396e-6 -1.88368280067176545e-6 4.59271598272834977e-36 2.41721893873735043e-26 1.99371812325714880e-18 2.20811205403439444e-25 6.97038680546347713e-19 6.43646852976173789e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461902455037e-289 4.16346666321242790e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.06700842558833232e-46 5.79003328914220503e-24 3.75046294179305931e-10 0.00000000000000000e0 7.99621574301891935e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.14491724806201666e-8 6.80000000000000049e-2 0.00000000000000000e0 2.39945296525740791e-5 6.97038680546347071e-31 -4.99079233223974050e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31092677344043964e-23 7.71833998959610870e-21 7.71833998959702352e-21 0.00000000000000000e0
3.76028678845228212e-10 2.17047063669239210e-5 -2.35267381467162050e-6 -1.88800290779391215e-6 4.61419727317652599e-36 2.42852488108064388e-26 2.00864570456777392e-18 2.21395525428409261e-25 7.01334207741333958e-19 6.47614177384118330e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461784079023e-289 4.17436687994523180e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.07242268354300320e-46 5.82045335893780160e-24 3.76028678845228212e-10 0.00000000000000000e0 8.01005148515109652e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.14958708229814739e-8 6.80000000000000049e-2 0.00000000000000000e0 2.40573801815955423e-5 7.01334207741333265e-31 -1.31999443804787757e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31406851078401875e-23 4.07177713259878829e-21 4.07177713259233943e-21 0.00000000000000000e0
3.77993448177072723e-10 2.18117744788366992e-5 -2.37130676080175525e-6 -1.89663072459853618e-6 4.65742320156551331e-36 2.45127536971074926e-26 2.03885873528238166e-18 2.21940639292428470e-25 7.10049705988101711e-19 6.55663811142940732e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461547326995e-289 4.19616719443120789e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08325119945234495e-46 5.88186062695131126e-24 3.77993448177072723e-10 0.00000000000000000e0 8.04090684076033816e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.15896318339305715e-8 6.80000000000000049e-2 0.00000000000000000e0 2.41830812396384553e-5 7.10049705988101114e-31 -1.24823910573412539e-22 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31618590396880668e-23 1.43476938629844159e-21 1.43476938630107093e-21 0.00000000000000000e0
3.78191255807115145e-10 2.18225491141834571e-5 -2.37318736593655989e-6 -1.89749843437275387e-6 4.66179455568252129e-36 2.45357608240434853e-26 2.04192727137403724e-18 2.21969131970407467e-25 7.10935525476757427e-19 6.56481956621770814e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461523491428e-289 4.19836198198367695e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08434138496887670e-46 5.88808507840609268e-24 3.78191255807115145e-10 0.00000000000000000e0 8.04547361599949875e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.15990983514597332e-8 6.80000000000000049e-2 0.00000000000000000e0 2.41957364801200174e-5 7.10935525476756764e-31 -8.93425120030888003e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31622247430909319e-23 1.43043139652687833e-21 1.43043139652234731e-21 0.00000000000000000e0
3.78280614319256991e-10 2.18274162152525163e-5 -2.37403720035673248e-6 -1.89789036267784452e-6 4.66377046296401305e-36 2.45461603360533143e-26 2.04331516239964387e-18 2.21981768510250886e-25 7.11336147550533074e-19 6.56851972449703906e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461512723854e-289 4.19935346469755416e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08483387029765376e-46 5.89089949059521740e-24 3.78280614319256991e-10 0.00000000000000000e0 8.04583472215416926e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16033764132544417e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42014534156092483e-5 7.11336147550532503e-31 -2.17883311177347956e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31623738782798390e-23 1.38272704236111021e-21 1.38272704235375632e-21 0.00000000000000000e0
3.78321026642969923e-10 2.18296173005708797e-5 -2.37442159505698728e-6 -1.89806760074040916e-6 4.66466430523593513e-36 2.45508647690643224e-26 2.04394312955840298e-18 2.21987291138285339e-25 7.11517430441710469e-19 6.57019405937914466e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461507854205e-289 4.19980186194365314e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08505659643815583e-46 5.89217282824041831e-24 3.78321026642969923e-10 0.00000000000000000e0 8.04344531160542517e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16053114936050423e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42040388956278657e-5 7.11517430441709808e-31 -4.70624701065811102e-25 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31624284246147357e-23 1.33624450565711432e-21 1.33624450573163841e-21 0.00000000000000000e0
3.78371573757179320e-10 2.18323703339677837e-5 -2.37490244038272408e-6 -1.89828927759158736e-6 4.66578251953229889e-36 2.45567501074673562e-26 2.04472882279632759e-18 2.21993854338366208e-25 7.11744271291381834e-19 6.57228916942773832e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461501763315e-289 4.20036271024212989e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08533517887606116e-46 5.89376595710953616e-24 3.78371573757179320e-10 0.00000000000000000e0 8.04154533341980641e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16077321516643786e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42072727743505082e-5 7.11744271291381233e-31 4.73358407413067022e-24 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31624736153932578e-23 1.24781370744885960e-21 1.24781370722791406e-21 0.00000000000000000e0
3.78472667985598063e-10 2.18378762336639699e-5 -2.37586429813180158e-6 -1.89873259846987206e-6 4.66801964879169636e-36 2.45685244719927371e-26 2.04630120144549169e-18 2.22005415171380519e-25 7.12198282833043419e-19 6.57648243719943135e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461489581627e-289 4.20148440652409316e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08589234375187339e-46 5.89695374192338028e-24 3.78472667985598063e-10 0.00000000000000000e0 8.04731644753813148e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16125744322438191e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42137405317957727e-5 7.12198282833042819e-31 -2.94749877933980313e-24 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31624593799591863e-23 1.02961742740925114e-21 1.02961742749990527e-21 0.00000000000000000e0
3.78674856442435549e-10 2.18488873613303923e-5 -2.37778868535591123e-6 -1.89961910927566281e-6 4.67249671090850531e-36 2.45920879568225258e-26 2.04944994523705554e-18 2.22021853902753517e-25 7.13107641709608282e-19 6.58488131530201795e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461465218252e-289 4.20372779782805621e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08700667350349511e-46 5.90333542735325901e-24 3.78674856442435549e-10 0.00000000000000000e0 8.05799594847615052e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16222628512245764e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42266760466863053e-5 7.13107641709607675e-31 -1.36753265529976149e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31619843963953992e-23 5.93364101587313731e-22 5.93364101672915957e-22 0.00000000000000000e0
3.79079233356110573e-10 2.18709069314029928e-5 -2.38164014506437835e-6 -1.90139160687311686e-6 4.68146205699050722e-36 2.46392739888420272e-26 2.05576312978328811e-18 2.22033322895681870e-25 7.14931485912365931e-19 6.60172643760660874e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461416491365e-289 4.20821457539612229e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.08923533300674013e-46 5.91612331959560970e-24 3.79079233356110573e-10 0.00000000000000000e0 8.06662677532665807e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16416551203039821e-8 6.80000000000000049e-2 0.00000000000000000e0 2.42525470764673703e-5 7.14931485912365328e-31 -2.58219148429954916e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31596032604559891e-23 -1.86330188278415969e-23 -1.86330187765238012e-23 0.00000000000000000e0
3.79887987183460570e-10 2.19149353345071700e-5 -2.38935380152232749e-6 -1.90493450713835361e-6 4.69943769633011612e-36 2.47338826169632065e-26 2.06845144993094827e-18 2.22022813585696994e-25 7.18597490424087229e-19 6.63558589781025738e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461319037658e-289 4.21718811037284647e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.09369265201323092e-46 5.94179761134808272e-24 3.79887987183460570e-10 0.00000000000000000e0 8.08157060365475355e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16805013815775036e-8 6.80000000000000049e-2 0.00000000000000000e0 2.43042891360294970e-5 7.18597490424086548e-31 -4.54224277727756811e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31525953979155858e-23 -2.25500962147400569e-22 -2.25500962049844083e-22 0.00000000000000000e0
3.81505494838160614e-10 2.20029492361867955e-5 -2.40482401896696723e-6 -1.91201193611282877e-6 4.73556924332233260e-36 2.49240486538004804e-26 2.09407640809187649e-18 2.22111831430728940e-25 7.25992723765210620e-19 6.70388883487181388e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311461124130199e-289 4.23513509968897160e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.10260729002621252e-46 5.99354315420691628e-24 3.81505494838160614e-10 0.00000000000000000e0 8.09950729390457071e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.17584407857290864e-8 6.80000000000000049e-2 0.00000000000000000e0 2.44077732551537640e-5 7.25992723765209906e-31 -7.82737062407279995e-23 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31458521851285635e-23 1.32832251457248561e-21 1.32832251462447405e-21 0.00000000000000000e0
3.84740510147560651e-10 2.21788057595882360e-5 -2.43593573381406322e-6 -1.92613337355709347e-6 4.80855725460813429e-36 2.53081960816934744e-26 2.14633242267115077e-18 2.23268967783448540e-25 7.41017112121053745e-19 6.84265527440592407e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311460734315328e-289 4.27102875577434638e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.12043656605217494e-46 6.09864341282265551e-24 3.84740510147560651e-10 0.00000000000000000e0 8.15357524554525385e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.19153070336224349e-8 6.80000000000000049e-2 0.00000000000000000e0 2.46147414934022979e-5 7.41017112121053108e-31 -1.44651732434755199e-22 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.31973847801170051e-23 5.76713391420021668e-21 5.76713391419742258e-21 0.00000000000000000e0
3.91210540766360776e-10 2.25298363820859551e-5 -2.49884158781339546e-6 -1.95424309204298428e-6 4.95746371105352349e-36 2.60919142736602193e-26 2.25495255987135185e-18 2.29627112091435616e-25 7.72032233740120706e-19 7.12911364318639222e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311459954685584e-289 4.34281477777692573e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.15609511810409978e-46 6.31545295874284948e-24 3.91210540766360776e-10 0.00000000000000000e0 8.26491689216717488e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.22329885932570196e-8 6.80000000000000049e-2 0.00000000000000000e0 2.50286779698993489e-5 7.72032233740119943e-31 -2.98725319438990651e-22 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.35690131878516939e-23 1.37038476674322139e-20 1.37038476674078719e-20 0.00000000000000000e0
4.04150602003961026e-10 2.32291893139959616e-5 -2.62736160889750605e-6 -2.00993407581967639e-6 5.26724445314237089e-36 2.77223392323323554e-26 2.48947772323227066e-18 2.57709288516385786e-25 8.38266385989865138e-19 7.74086041019943143e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311458395426006e-289 4.48638166126396482e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.22741222220794945e-46 6.77699325009821329e-24 4.04150602003961026e-10 0.00000000000000000e0 8.41465472608392175e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.28841424135848506e-8 6.80000000000000049e-2 0.00000000000000000e0 2.58565509228934677e-5 8.38266385989864373e-31 -6.49852228609554711e-22 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.53324632856035620e-23 2.92800359837015222e-20 2.92800359836941495e-20 0.00000000000000000e0
4.30030724479161526e-10 2.46172305882385346e-5 -2.89506624064315335e-6 -2.11923513995599321e-6 5.93664649158810804e-36 3.12455078564003733e-26 3.03491540804863384e-18 3.82527093821123125e-25 9.89896586592080972e-19 9.14134902381022305e-21 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311455276906919e-289 4.77349478740212493e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.37004643041564879e-46 7.82518421763482117e-24 4.30030724479161526e-10 0.00000000000000000e0 8.42160345901939700e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.42495684521101617e-8 6.80000000000000049e-2 0.00000000000000000e0 2.75122968288816884e-5 9.89896586592080104e-31 -1.48110222080329952e-21 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.34187723976481835e-23 6.62331900739315062e-20 6.62331900739338414e-20 0.00000000000000000e0
4.81790969429562526e-10 2.73519667387763449e-5 -3.47182190208179669e-6 -2.32976964379995593e-6 7.49058142380177103e-36 3.94241127643420095e-26 4.49398956285433906e-18 9.98006458908928674e-25 1.39107854326581971e-18 1.28468174093456052e-20 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311449039868789e-289 5.34763848622617569e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.65531484683104981e-46 1.05565673764439356e-23 4.81790969429562526e-10 0.00000000000000000e0 6.91490779872707961e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.72325393219452372e-8 6.80000000000000049e-2 0.00000000000000000e0 3.08237886408581433e-5 1.39107854326581833e-30 -3.78438969243904351e-21 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 6.39054897429724362e-23 1.69251618838292486e-19 1.69251618838292895e-19 0.00000000000000000e0
5.85311459330364422e-10 3.26659821015285533e-5 -4.78079016328241522e-6 -2.72050542321166625e-6 1.15854520095045331e-35 6.09760632195040492e-26 9.47913638492637972e-18 4.70416297468087835e-24 2.81762645087292841e-18 2.60230400034491260e-20 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311436565793510e-289 6.49559574917942147e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 3.22585167966184951e-46 2.02186190932566720e-23 5.85311459330364422e-10 0.00000000000000000e0 -6.60993535383472102e-24 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.42041250614059245e-8 6.80000000000000049e-2 0.00000000000000000e0 3.74467722648109719e-5 2.81762645087292582e-30 -1.20788254264803956e-20 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 3.09545794097424972e-22 5.39798628233518419e-19 5.39798628233519190e-19 0.00000000000000000e0
7.92352439131968216e-10 4.27434247573302951e-5 -7.94931475538620691e-6 -3.39454426625821685e-6 2.47438552008932948e-35 1.30230816871550665e-25 3.39912436819242094e-17 3.59631906238147130e-23 1.13324545503156904e-17 1.04658323187411680e-19 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311411617646643e-289 8.79019036894736379e-3 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 4.36692534532344736e-46 8.51750982563721209e-23 7.92352439131968216e-10 0.00000000000000000e0 -1.50270297133203427e-22 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 4.21473381053592076e-8 6.80000000000000049e-2 0.00000000000000000e0 5.06927395127165003e-5 1.13324545503156797e-29 -5.46953071702585088e-20 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.38886398712954450e-21 2.45095271354441437e-18 2.45095271354441398e-18 0.00000000000000000e0
1.20643439873517580e-9 6.11582194261029653e-5 -1.60264545824235448e-5 -4.40308671026238847e-6 7.94089217428251436e-35 4.17941693462699189e-25 2.14961720687762742e-16 4.42149626303749994e-22 1.06734380233175523e-16 9.85149106923465130e-19 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311361721367582e-289 1.33741050406932793e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 6.64907267664664462e-46 1.16411304746503623e-21 1.20643439873517580e-9 0.00000000000000000e0 -2.26139659261634150e-21 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 9.38554763828197915e-8 6.80000000000000049e-2 0.00000000000000000e0 7.71846740085265067e-5 1.06734380233175416e-28 -3.78645958910522038e-19 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.94487789740191516e-20 1.69874288362787099e-17 1.69874288362787037e-17 0.00000000000000000e0
1.68960996856076983e-9 8.05111751283554909e-5 -2.75858708126747134e-5 -5.16340786287599164e-6 2.11569270924086800e-34 1.11352247875939450e-24 8.85746842740286758e-16 2.50270597876617950e-21 5.99903907629274120e-16 5.53368570726511261e-18 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311303499433026e-289 1.87140110132757928e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 9.31201852991366651e-46 8.66173823637986061e-21 1.68960996856076983e-9 0.00000000000000000e0 -1.38307806148386611e-20 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.80464902209340021e-7 6.80000000000000049e-2 0.00000000000000000e0 1.08097045941030201e-4 5.99903907629273524e-28 -2.50003747918158359e-18 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.66772830419161347e-19 6.75500003615761296e-17 6.75500003615761296e-17 0.00000000000000000e0
2.23503921691852475e-9 1.00615813230214396e-4 -4.23764402524236033e-5 -5.68180355571345315e-6 4.93761902276266657e-34 2.59874685457937619e-24 2.79512564907553126e-15 1.10402471899804809e-20 2.43056085674128545e-15 2.24046802651534833e-17 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311237776055469e-289 2.47304547315166101e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.23180657017297135e-45 4.47557418259203094e-20 2.23503921691852475e-9 0.00000000000000000e0 -5.84157819450565977e-20 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 3.11532499321022413e-7 6.80000000000000049e-2 0.00000000000000000e0 1.42992253482637999e-4 2.43056085674128315e-27 -3.54389312496124775e-18 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 7.35843229541726871e-19 2.42828427448924196e-16 2.42828427448924245e-16 0.00000000000000000e0
2.82552631743553580e-9 1.21145051099103931e-4 -5.96250993064075788e-5 -6.00177449257765453e-6 1.03691147126197572e-33 5.45742879715257316e-24 7.14138021538119658e-15 3.52218371385169246e-20 7.81257218648506247e-15 7.19634268633671382e-17 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311166623315259e-289 3.12302298069721367e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.55724421104894222e-45 1.76049221030850705e-19 2.82552631743553580e-9 0.00000000000000000e0 -1.89825245006434557e-19 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 4.92321349699204179e-7 6.80000000000000049e-2 0.00000000000000000e0 1.80770150405511524e-4 7.81257218648505418e-27 -1.45319877122369638e-17 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.34775864731465163e-18 5.69561706369891197e-16 5.69561706369890704e-16 0.00000000000000000e0
3.54742418251100410e-9 1.45294733559941762e-4 -8.16606478383855039e-5 -6.20787979877023086e-6 2.23149699342728901e-33 1.17447210202698607e-23 1.73301573554811180e-14 1.08745093251370056e-19 2.39837744797911550e-14 2.20707507177102095e-16 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26311079635845004e-289 3.91572198825163309e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.95510681966115543e-45 6.70462274027041917e-19 3.54742418251100410e-9 0.00000000000000000e0 -5.87025972644608813e-19 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 7.66790946536568574e-7 6.80000000000000049e-2 0.00000000000000000e0 2.26955381398327266e-4 2.39837744797911296e-26 -3.07433469983096549e-17 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 7.24888990202332022e-18 1.45181062600136416e-15 1.45181062600136416e-15 0.00000000000000000e0
4.40338944022651929e-9 1.73250149601271187e-4 -1.08467761320906670e-4 -6.31966085518889577e-6 4.90014859815752470e-33 2.57902557846765955e-23 3.91625142938248842e-14 3.08736644575909880e-19 6.82983127206044291e-14 6.27766432401485861e-16 0.00000000000000000e0 6.77700898058125211e-20 0.00000000000000000e0 -1.26310976493558682e-289 4.85289517894789135e-2 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.42685855462510055e-45 2.35574772114286210e-18 4.40338944022651929e-9 0.00000000000000000e0 -1.67603848488314269e-18 4.99999999499999936e-9 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 1.16607523999207316e-6 6.80000000000000049e-2 0.00000000000000000e0 2.81717910922177871e-4 6.82983127206043705e-26 -7.27654742749783152e-17 5.00000000000000000e0 5.00000000000000000e0 0.00000000000000000e0 0.00000000000000000e0 2.05807236213416818e-17 3.18826474177970668e-15 3.18826474177970668e-15 0.00000000000000000e0
