 5.01554914485579983e-01  9.29386038626375353e+01 -9.40892019459951712e-01 -4.10479151193434433e+00  3.76863725815423720e+02  3.76893478214830168e+02  4.10477981623026089e+00  3.76961384801303495e+02  3.78195769832813653e+02 -9.40577687191406572e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010777633e+00  2.57002920689648384e+00  5.00000000000000000e+00  8.09347588948128305e-01  2.42804276684438491e+00  2.19862140304806530e+00  2.51592717843232763e-19 -1.27816332591655900e-07  1.93904660306110088e-06 -1.51306969384746926e-29 -4.45686842140777043e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764479916e-01  4.99969949153734106e-01  1.37425890230933789e+00 
 5.01554914485653036e-01  9.29386038699720416e+01 -9.40892016018977984e-01 -4.10479139522017888e+00  3.76863725815506825e+02  3.76893478214913273e+02  4.10477969951165811e+00  3.76961384799740074e+02  3.78195769829053688e+02 -9.40580654518180136e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010809163e+00  2.57002920636379750e+00  5.00000000000000000e+00  8.09712852323229981e-01  2.42913855696968994e+00  2.19961365394893216e+00  2.51592717843232763e-19 -1.27819121991343410e-07  1.93904667611377590e-06 -1.40638727310375094e-29 -4.45686830468785267e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480499e-01  4.99969949153832638e-01  1.37425890230970227e+00 
 5.01554914485660364e-01  9.29386038706968236e+01 -9.40892015683942873e-01 -4.10479138391806408e+00  3.76863725815515181e+02  3.76893478214921629e+02  4.10477968776074675e+00  3.76961384799582731e+02  3.78195769828675111e+02 -9.40580953269978481e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010812361e+00  2.57002920631016840e+00  5.00000000000000000e+00  8.09749489683042611e-01  2.42924846904912783e+00  2.19971318063503718e+00  2.79667834888800177e-15 -1.27819402820420062e-07  1.93904668344124786e-06 -1.39607718592523905e-29 -4.45686829293681017e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480638e-01  4.99969949153842685e-01  1.37425890230973891e+00 
 5.01554914485675130e-01  9.29386038721762873e+01 -9.40892014992044778e-01 -4.10479135980068843e+00  3.76863725815531836e+02  3.76893478214938284e+02  4.10477966425892404e+00  3.76961384799268160e+02  3.78195769827917900e+02 -9.40581550768338305e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010818622e+00  2.57002920620291064e+00  5.00000000000000000e+00  8.09823319514180184e-01  2.42946995854254055e+00  2.19991374198734002e+00  2.65145244998742568e-19 -1.27819964478532472e-07  1.93904669820721409e-06 -1.37568293018865953e-29 -4.45686826943472447e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764481429e-01  4.99969949153862281e-01  1.37425890230981151e+00 
 5.01554914485676573e-01  9.29386038724342569e+01 -9.40892014810415844e-01 -4.10479135599344680e+00  3.76863725815533599e+02  3.76893478214940046e+02  4.10477966189282562e+00  3.76961384799236328e+02  3.78195769827841559e+02 -9.40581611023306366e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010819244e+00  2.57002920619211306e+00  5.00000000000000000e+00  8.09830535963840248e-01  2.42949160789152074e+00  2.19993334572854238e+00  2.79667834888800177e-15 -1.27820021024736154e-07  1.93904669965050402e-06 -1.37364630828297967e-29 -4.45686826706859773e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764481387e-01  4.99969949153864279e-01  1.37425890230981862e+00 
 5.01554914485679570e-01  9.29386038726042329e+01 -9.40892014801150367e-01 -4.10479135353467584e+00  3.76863725815537009e+02  3.76893478214943457e+02  4.10477965716062787e+00  3.76961384799172436e+02  3.78195769827689048e+02 -9.40581731321171697e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820488e+00  2.57002920617051789e+00  5.00000000000000000e+00  8.09845523974672687e-01  2.42953657192401806e+00  2.19997406119104033e+00  2.65145244998742568e-19 -1.27820134117141850e-07  1.93904670264810619e-06 -1.36958210309669527e-29 -4.45686826233634426e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480804e-01  4.99969949153868110e-01  1.37425890230983305e+00 
 5.01554914485679904e-01  9.29386038727653556e+01 -9.40892014656100173e-01 -4.10479134662614875e+00  3.76863725815537407e+02  3.76893478214943855e+02  4.10477965668368228e+00  3.76961384799166069e+02  3.78195769827673701e+02 -9.40581743376895412e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820621e+00  2.57002920616834141e+00  5.00000000000000000e+00  8.09847189309209625e-01  2.42954156792762888e+00  2.19997858513131783e+00  2.79667834888800177e-15 -1.27820145515434357e-07  1.93904670298117310e-06 -1.36917315024668632e-29 -4.45686826185939383e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480402e-01  4.99969949153868554e-01  1.37425890230983461e+00 
 5.01554914485680459e-01  9.29386038728408437e+01 -9.40892014612757066e-01 -4.10479135359732794e+00  3.76863725815538146e+02  3.76893478214944594e+02  4.10477965572979109e+00  3.76961384799153279e+02  3.78195769827642948e+02 -9.40581767532967927e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820932e+00  2.57002920616398800e+00  5.00000000000000000e+00  8.09849964866771188e-01  2.42954989460031356e+00  2.19998612503178004e+00  2.65145244998742568e-19 -1.27820168312019267e-07  1.93904670353628461e-06 -1.36835561082803519e-29 -4.45686826090549368e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480555e-01  4.99969949153869553e-01  1.37425890230983838e+00 
 5.01554914485680570e-01  9.29386038721502530e+01 -9.40892015307383645e-01 -4.10479134640089516e+00  3.76863725815538317e+02  3.76893478214944764e+02  4.10477965551564417e+00  3.76961384799150380e+02  3.78195769827636070e+02 -9.40581772888969519e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820976e+00  2.57002920616301056e+00  5.00000000000000000e+00  8.09850519978283501e-01  2.42955155993485050e+00  2.19998763301187283e+00  1.49999999999999716e+01 -7.41843118119578036e-08  1.93904670364730691e-06 -1.36817214079757010e-29 -4.45686826069134415e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480638e-01  4.99969949153869664e-01  1.37425890230983883e+00 
 5.01554914485680681e-01  9.29386038718766940e+01 -9.40892015588971731e-01 -4.10479136191028537e+00  3.76863725815538544e+02  3.76893478214944992e+02  4.10477965536628808e+00  3.76961384799148277e+02  3.78195769827631239e+02 -9.40581776590234311e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820976e+00  2.57002920616232888e+00  5.00000000000000000e+00  8.09851075089795813e-01  2.42955322526938744e+00  2.19998914099196519e+00  1.49999999999999716e+01  6.31427861899156580e-10  1.93904670375832922e-06 -1.36804419575991445e-29 -4.45686826054198793e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764481013e-01  4.99969949153869608e-01  1.37425890230983883e+00 
 5.01554914485680681e-01  9.29386038725097166e+01 -9.40892014955949207e-01 -4.10479136042706383e+00  3.76863725815538544e+02  3.76893478214944992e+02  4.10477965528731925e+00  3.76961384799147254e+02  3.78195769827628624e+02 -9.40581778762493842e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010820976e+00  2.57002920616196873e+00  5.00000000000000000e+00  8.09851075089795813e-01  2.42955322526938744e+00  2.19998914099196519e+00  1.49999999999999716e+01  4.01881825656310270e-08  1.93904670375832922e-06 -1.36797655319243903e-29 -4.45686826046301984e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764480888e-01  4.99969949153869664e-01  1.37425890230983860e+00 
 5.01554914485680792e-01  9.29386038734261319e+01 -9.40892014043541280e-01 -4.10479139160464523e+00  3.76863725815538544e+02  3.76893478214944992e+02  4.10477965518529420e+00  3.76961384799146003e+02  3.78195769827625156e+02 -9.40581781567654358e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010821020e+00  2.57002920616150332e+00  5.00000000000000000e+00  8.09851630201308126e-01  2.42955489060392438e+00  2.19999064897205754e+00  1.49999999999999716e+01  9.12948841274664552e-08  1.93904670386935152e-06 -1.36788916501655574e-29 -4.45686826036099243e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764479319e-01  4.99969949153869830e-01  1.37425890230983949e+00 
 5.01554914485680903e-01  9.29386038729953015e+01 -9.40892014482415107e-01 -4.10479132556108439e+00  3.76863725815538714e+02  3.76893478214945162e+02  4.10477965498124497e+00  3.76961384799143218e+02  3.78195769827618449e+02 -9.40581787010176639e-06  5.00000000000000000e+00  4.99999999999999467e+00  0.00000000000000000e+00  2.87849824010821154e+00  2.57002920616057251e+00  5.00000000000000000e+00  8.09852185312820438e-01  2.42955655593846132e+00  2.19999215695215034e+00  1.49999999999999716e+01  1.93508286681269255e-07  1.93904670398037382e-06 -1.36771440541167545e-29 -4.45686826015693968e-02  4.99999999499999936e-09  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  1.04086116764478334e-01  4.99969949153870163e-01  1.37425890230984082e+00 
