role	group_id	source_row	time	v(acsrc,acn)	v(vd)	v(vb)	v(sw)	v(gate)	i(Lboost)	i(Vchannel)	i(Vbody)	i(Vac)	v(q)	v(en)	v(fault)	v(f2ctl)	v(standby_req)	v(arm)	v(permit)
GROUP	5	23587331	5.18238759120075443e-1	9.47930514067426628e1	3.77880216467710056e2	3.77811042934136935e2	3.79116188092992218e2	-1.23635409279979439e-5	4.18948048734510703e0	3.79116188092991827e-10	1.25484008825822312e-9	-4.18949211787747799e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	5	23587332	5.18238759120075554e-1	9.47930514067506920e1	3.77880216467708578e2	3.77811042934137106e2	3.79116188092988750e2	-1.23635409536526034e-5	4.18948048723457944e0	3.79116188092988363e-10	1.24059312925459161e-9	-4.18949211779408870e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	6	23999476	5.26565165799687263e-1	-9.44251555413570856e1	3.78310852526814017e2	3.78243155154930946e2	3.79544964302935171e2	-4.71231200653059277e-6	4.09027359201184915e0	3.79544964302934748e-10	1.25395186222402295e-9	4.09028528085554388e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	6	23999477	5.26565165799687374e-1	-9.44251555413610930e1	3.78310852526811914e2	3.78243155154931003e2	3.79544964302930225e2	-4.71231204937779083e-6	4.09027359185543027e0	3.79544964302929888e-10	1.23177679599405722e-9	4.09028528066639563e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	6	23999478	5.26565165799687374e-1	-9.44251555413610930e1	3.78310852526810891e2	3.78243155154931003e2	3.79544964302927553e2	-4.71231207211179176e-6	4.09027359177283056e0	3.79544964302927200e-10	1.23357526856300945e-9	4.09028528062225760e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	6	23999479	5.26565165799687485e-1	-9.44251555413691221e1	3.78310852526809526e2	3.78243155154931003e2	3.79544964302924086e2	-4.71231210292939571e-6	4.09027359166590543e0	3.79544964302923736e-10	1.23025723255475199e-9	4.09028528046841267e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	7	24000301	5.26580672095010693e-1	-9.52478461016744262e1	3.78306867252609777e2	3.78237825878834713e2	3.79542680495305774e2	-1.04569191179588383e-5	4.18098903372101116e0	3.79542680495305370e-10	1.20437785392886872e-9	4.18100063312654235e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	24000302	5.26580672095010804e-1	-9.52478461016784479e1	3.78306867252608470e2	3.78237825878834769e2	3.79542680495302136e2	-1.04569191462188051e-5	4.18098903360760854e0	3.79542680495301751e-10	1.19042369137868158e-9	4.18100063297127900e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	24000303	5.26580672095010804e-1	-9.52478461016784337e1	3.78306867252607674e2	3.78237825878834713e2	3.79542680495300203e2	-1.04569191605757425e-5	4.18098903354680385e0	3.79542680495299839e-10	1.17935979648664039e-9	4.18100063304449954e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	24000304	5.26580672095010804e-1	-9.52478461016784479e1	3.78306867252606594e2	3.78237825878834713e2	3.79542680495297816e2	-1.04569191774652441e-5	4.18098903347045336e0	3.79542680495297460e-10	1.19430960003984825e-9	4.18100063287224710e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	7	24000305	5.26580672095010915e-1	-9.52478461016864344e1	3.78306867252604491e2	3.78237825878834883e2	3.79542680495292927e2	-1.04569192145389885e-5	4.18098903331775240e0	3.79542680495292549e-10	1.17807229615936025e-9	4.18100063275340617e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	8	24000714	5.26588415234414353e-1	-9.56574436708226870e1	3.78304955913568108e2	3.78235245769235462e2	3.79541624148885887e2	-9.24264826222670771e-6	4.22692301820943683e0	3.79541624148885553e-10	1.22836952535827201e-9	4.22693457352972235e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	8	24000715	5.26588415234414464e-1	-9.56574436708306592e1	3.78304955913566744e2	3.78235245769235746e2	3.79541624148882363e2	-9.24264829032305315e-6	4.22692301809613902e0	3.79541624148881986e-10	1.22733264749019646e-9	4.22693457346217372e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
