<!-- provenance: commit=73c8db9aa517366d42d9645d3be8f84fe6198f10 dirty=UNKNOWN -->
netclass,group,net,layer,required_mm,actual_mm,length_mm,pct_of_min,pos_x,pos_y,uuid
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,10.0409,30.5,136.25,91.95,66cbb037-64ee-40ee-b2ed-f4e4fc8a9721
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.5,30.5,143.35,99.05,33116ddc-9ba0-4eaa-a669-a23f275062a5
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.2828,30.5,143.85,99.05,41d039eb-9e4f-4888-84ac-46b5c7f5b4c2
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.4,30.5,144.05,99.25,e3eed17f-f9c6-4f6e-962b-903e771e277a
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.5657,30.5,144.45,99.25,7b13d6f7-b08d-44f1-bfe3-2d0d23531daa
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,5.6,30.5,144.85,99.65,dd186dac-3f21-4ddb-96ac-53dacba79b7b
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,2.8284,30.5,150.45,99.65,e3583f50-6a06-491b-865b-c0b3c39142f7
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,8.7,30.5,152.45,101.65,59c053cd-e4b4-44dc-aa80-72bf86ea03a6
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,1.8385,30.5,161.15,101.65,62f25060-ae49-4910-a953-0327a2c2d48d
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.1,30.5,162.45,102.95,ab179266-96c4-468e-9f82-ce0380c327d7
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.7071,30.5,162.55,102.95,cc59b0ef-6702-4ba9-bad0-c5f0bee7e45c
Power,Power-all,discharge.k_dis1-coil1,B.Cu,1.0,0.3048,0.05,30.5,163.05,103.45,b2b3e1fc-cb2c-496a-ab69-3562396d8907
