<!-- provenance: commit=73c8db9aa517366d42d9645d3be8f84fe6198f10 dirty=UNKNOWN -->
netclass,group,net,layer,required_mm,actual_mm,length_mm,pct_of_min,pos_x,pos_y,uuid
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.0364,8.3,75.415,159.44,69cc9dc8-9254-4b1d-b606-f864739a24e6
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,27.7186,8.3,75.45,159.45,4e17cd03-7c05-460b-ac38-d7dddb53c5f0
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,6.1,8.3,95.05,139.85,44a3a1f1-787d-4db2-8eff-be670566ea91
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,14.7078,8.3,101.15,139.85,be7484d5-add1-4a9d-bb3e-38c35ea60425
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,2.6,8.3,111.55,129.45,3607cb56-c770-4632-ad38-36402099a362
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.2828,8.3,114.15,129.45,0374323a-73e7-4b70-82a3-b00b35612f69
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.2,8.3,114.35,129.25,983f2bbe-9463-41e2-a6e5-2abecf5e76bb
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,114.55,129.25,c6db2f88-3842-4034-b007-0f460dbaaad0
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,114.65,129.15,e13bde92-cd78-4c36-a559-c631d39d891d
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,114.75,129.15,47f498d9-288f-4da6-b387-f882b7a34cd2
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,114.85,129.05,921a2f58-785a-49e0-92cf-a1425591199c
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,114.95,129.05,74a459e3-cdba-41a3-80a8-09721bf985a6
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,115.05,128.95,a1a2142c-b6f2-4d87-a6e5-aff98c7cba6a
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.2828,8.3,115.15,128.95,1ad33cf2-c322-4a86-ad3f-d7224db7413a
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,115.35,128.75,f5e54bdd-fe61-46ed-8398-a58d4b2c500a
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.4243,8.3,115.45,128.75,dc69ae42-06a6-4492-85af-41a700d25cfe
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,115.75,128.45,b6d19ec8-259c-45f1-a680-82c496fc7e4e
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.4243,8.3,115.85,128.45,796c9060-80fd-481a-b8be-01e6062aa61b
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,116.15,128.15,863b2eb1-bc7c-4b30-8510-0e59671806cb
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.9899,8.3,116.25,128.15,e0c796ee-af98-44c3-b3f3-c171cf698231
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,116.95,127.45,f7db90ad-aae1-4015-8397-fbaa97b783f3
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,1.2728,8.3,117.05,127.45,be9747cc-14f7-4566-b501-17349f224435
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1,8.3,117.95,126.55,229c94a1-f82e-4712-9588-42c8f5660f61
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,118.05,126.55,83ed87c3-6cea-4f62-9912-3f2861dd466c
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,5.8,8.3,118.15,126.45,a4bbce25-8a31-4708-9d32-76d14efc909a
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,123.95,126.45,965e2f85-647d-48ff-86da-164a5e10c25f
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,1.5,8.3,124.05,126.35,82c5d935-0ef9-467e-bb0f-4461ae09665b
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.1414,8.3,125.55,126.35,21d7c397-10e4-4564-b0f9-3bd2b8f56328
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.8,8.3,125.65,126.25,dd7148ff-bea9-4b24-a94c-c3bb1273d941
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.7071,8.3,125.65,125.45,0ebd5c20-1189-4022-945d-d97d7d9a6353
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,2.9,8.3,125.15,124.95,03c07dde-9421-4fa2-9183-4c547cf1a696
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.9899,8.3,125.15,122.05,09e8ce56-f91e-49ea-aa4c-aed532922428
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,2.9,8.3,124.45,121.35,e264fe47-5235-4ab4-a724-83bffc2e28cf
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.5657,8.3,124.45,118.45,5635ba3b-3c61-42bb-bcf7-c9a7f7d2d4db
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,2.0,8.3,124.05,118.05,3c3bf591-d629-4776-956f-49921a205a99
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,1.6971,8.3,124.05,116.05,3f697d45-9d24-4b33-ad59-80ff5053dcd3
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.8,8.3,122.85,114.85,2b1d0b7f-7581-46ab-b3ea-c844272ffd01
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,4.3841,8.3,122.85,114.05,ef9f312c-8c14-4e12-8192-e702968064f1
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,2.3,8.3,119.75,110.95,71d3871d-f033-4d01-8de9-4f1d0a592e18
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,1.2728,8.3,119.75,108.65,13950aca-833d-40e7-bf7f-aff455192d40
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.7,8.3,118.85,107.75,b16c3102-4dfc-445c-9a74-6229ecc021b3
HighVoltage,HV-group-A,a,F.Cu,3.0,0.25,0.0424,8.3,118.85,107.05,bbeefa8c-2378-43d2-b9cf-25a86391e4ff
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.0141,8.3,153.96,117.06,8a94b585-f0a2-4364-8920-a7de73d7da79
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,3.2527,8.3,153.95,117.05,0bd09c09-0160-424f-afe5-540813d1dab8
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,2.6,8.3,156.25,114.75,41e0ff05-6405-4259-92fb-9afd3cd4b2dc
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,7.6368,8.3,156.25,112.15,c4d96b4e-0364-468b-8a28-bdd8dfc56290
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.2,8.3,161.65,106.75,5b284c01-b474-4e66-ad94-6cc46c1f8fe9
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,2.5456,8.3,161.65,105.55,b749e2e2-5e07-42eb-a12e-129daf2f9d11
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.6,8.3,163.45,103.75,ae81837b-a6b2-4ac8-b731-3bc9f81adf02
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,8.9095,8.3,163.45,103.15,2193bddb-df7c-4171-863e-627f4e454150
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,56.0,8.3,157.15,96.85,a7ff3e45-99a4-4943-970e-fa78d0c86ff2
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,14.425,8.3,157.15,40.85,22f0f6af-0148-43c2-8546-d2fd74b53fa8
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.6,8.3,167.35,30.65,600ef415-0f93-4226-a2e8-aa42ee43e9bf
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,167.35,29.05,53be55f6-8216-4d63-a99a-c577773ae57c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,14.3,8.3,167.05,28.75,7ab06d53-6673-4ab1-9091-84ed2d18555d
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,8.061,8.3,152.75,28.75,6fccacf8-dcd2-4d7a-a6e7-89714b110a5f
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,81.2,8.3,147.05,23.05,ee3e58f1-2b93-4237-9bbc-e93352f5ad5f
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.9799,8.3,65.85,23.05,73b7d9bd-4a30-4ffa-b304-62e546ca275e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,42.8,8.3,64.45,21.65,e9c204a4-1997-4b55-9c2d-ff3b6685ace5
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,21.65,21.65,cc2eddde-80f2-40e5-a398-41f857efc439
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4,8.3,21.45,21.45,890f9252-75e0-45d7-b35c-bcb77438170e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,21.05,21.45,ca2ae783-fa72-43e9-9894-397d8897023f
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,117.6,8.3,20.75,21.75,22ad345b-7000-4d4c-a5cd-9cd566db6772
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,20.75,139.35,34f3155a-cfb9-47ae-adec-d82f032e9545
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.3,8.3,21.05,139.65,cd37d8ab-a609-447c-af32-b7bea8b7bff6
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,21.05,139.95,91b04ebc-8422-43e5-8ed1-f4a45f5b1227
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4,8.3,21.15,140.05,c093d457-7a24-4bc3-a4a8-94c5d3d3fa00
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,21.15,140.45,f3d0246f-feca-4f06-b87b-dcbb34463172
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,21.35,140.65,3cdc680a-4330-4102-9859-ae0717841ae6
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,21.35,140.75,a2e2dbde-0f91-48d3-8018-6ab4d1c8620a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,21.55,140.95,eb87955e-b5ce-4722-a1f1-9470d305e467
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,21.55,141.05,1501d124-6e46-4b27-8079-58b8e07bdd0b
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,21.75,141.25,98d523e9-9fb1-4f04-b01d-d052d4601326
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.5657,8.3,21.75,141.35,92a70f86-818b-4b9e-83dc-b5a873a86af3
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.3,8.3,22.15,141.75,a19ee17a-6cb0-4b50-984b-330cffee54f3
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,22.15,142.05,a27ab452-c767-4ced-b9f0-79f76dee97f9
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2,8.3,22.35,142.25,bfee7611-05c2-4e82-8889-c5952cb68f02
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,22.35,142.45,05dc6ca9-7f53-4ad2-9a7d-f2e6a36afe13
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2,8.3,22.55,142.65,dee64364-4378-4042-8868-7131da7c1c70
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,22.55,142.85,427966b7-2b0b-48c5-973e-11dc04b68edf
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.5,8.3,22.65,142.95,3414a7c7-b85e-4dd7-901a-d8851e1f933a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.9899,8.3,22.65,143.45,bc1e9be8-b9fa-44f7-a1db-d6ec97b7d6d9
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4,8.3,23.35,144.15,bde17f7d-7ad3-4325-80f1-d2ddae13dafa
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,23.35,144.55,c18cebc9-6d46-4ee5-8675-9a852cd4d394
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,23.65,144.85,485fb78a-c997-45ca-924e-a9d71b57b8af
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,23.65,144.95,5ac91db4-6dcb-427c-90a1-d92197c3432c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,23.85,145.15,980d3250-ae85-4906-90ae-6ed48445431e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.8485,8.3,23.85,145.25,69f37afa-627a-4e3c-8ca8-229500a9d54e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4,8.3,24.45,145.85,437d5b73-6ba0-4bb6-aff0-47b1bfbebbd7
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,24.45,146.25,20bb6119-9124-4cc0-87ad-671fd1ca1e9a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,24.75,146.55,14222dbc-8b1b-4a17-a691-8ebe0d724ddd
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,24.75,146.65,9b4fb3b2-5393-4889-b6e2-a55a3d38c063
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,24.85,146.75,e702ad18-aae0-4d6c-860c-8c6b62c6376e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,24.85,146.85,0dd7bdf2-dcd9-4110-aa2f-8c5904126a8a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,24.95,146.95,b1dbc5d9-0ba7-4f6a-bc42-863355a6d505
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,24.95,147.05,ecacd4ef-23a4-45af-b2dc-478185565e0e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,25.15,147.25,8e28077c-7aaf-43a5-9688-1ae6d240a2eb
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.5657,8.3,25.15,147.35,9c9361a2-8525-4c9e-85e5-966e1bfa1103
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,25.55,147.75,80cd787d-2c71-4ba5-8842-859ee59c3c25
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.7071,8.3,25.55,147.85,57a5f9b1-acb7-4c9e-b318-522f77fcce99
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.6,8.3,26.05,148.35,ccc624c4-1b70-42e1-bb49-2248ee813514
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,26.65,148.35,d30f4977-a041-4726-9056-9e3373d7dcae
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,2.2,8.3,26.85,148.15,72a30a16-c906-4eb7-b177-805fd3a01b5e
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.4243,8.3,29.05,148.15,3d762f94-b6e3-4cba-8891-31c35054b9f0
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,29.35,147.85,62cddbb0-d613-4062-baca-7d73724b2e50
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.8485,8.3,29.35,147.75,a965cb7f-c906-4c6e-bfc2-338967540b8f
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,29.95,147.15,a3ec9cd0-b24a-404b-a617-7e4e8b5ecf26
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.9899,8.3,29.95,147.05,b868bc90-5ae7-4cf8-a89f-bbb46eb25b75
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,30.65,146.35,86605075-478d-4835-88e2-bdf692aa0502
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.5657,8.3,30.65,146.25,80f8b6b0-422e-45c0-a17f-14f6cab5d95c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,31.05,145.85,0286dd8d-801b-45c9-ad62-bc93147f72c9
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.1314,8.3,31.05,145.75,19dc4872-4f12-4b20-b241-57c8e076ea52
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,31.85,144.95,fa2b4d09-b4ce-4010-b803-779f475b9963
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,31.85,144.85,b1e8c71a-7653-45e9-8939-9f5ea4f67163
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.3,8.3,32.05,144.65,7ef09014-1258-41c0-80a4-6384ed3364d3
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.8385,8.3,32.05,144.35,b173a231-c851-4bc1-9640-abafb6ee2752
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,33.35,143.05,b5056636-64f6-48f4-a48e-ca819471f2ec
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.7071,8.3,33.35,142.95,0ae23841-c4c3-4bd7-8219-204534143dae
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,33.85,142.45,4f4ad2f6-baa7-4428-9263-c2ad84e4a523
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.9899,8.3,33.85,142.35,433aa8bd-5852-42b0-afb4-32923e06f0c5
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,34.55,141.65,8c5eae85-c62e-44a3-9f44-092411d609a9
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,6.0811,8.3,34.55,141.55,aa56f1dc-7ed8-4b65-ad3d-2f4f844dd83a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,38.85,137.25,caecb075-8854-41df-a111-e3032a5018b7
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.1314,8.3,38.85,137.15,cecb858f-04f5-4a03-905c-2112d709902b
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,39.65,136.35,d5fc539c-b6f5-4647-a992-497113ae975c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.7071,8.3,39.65,136.25,ee650342-5ea8-4f6a-9271-a61d57cad230
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,40.15,135.75,965c967d-3f8b-4d17-83b6-5d20b271c07c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.2828,8.3,40.15,135.65,ba6bda6a-5983-4685-a51e-4c930eb5b0b1
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,40.35,135.45,e9b65bc0-19b2-4475-86a2-f7b6140d73f5
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.9899,8.3,40.35,135.35,d30f3eb0-29d1-42df-904a-b1a0a7d9a1f1
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,41.05,134.65,ff2c9c51-35be-4957-b67f-7840b7924358
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.9799,8.3,41.05,134.55,637fd2a8-65c3-4991-9aa7-7257c407783c
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,42.45,133.15,19cda2d9-4e0d-42fe-b959-496d7971a6ba
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,42.45,133.05,2d4fe840-64e7-4c84-b018-743e3aae8035
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,42.55,132.95,cc1731f4-aac6-40e3-93b9-3ebcf4b390ee
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.7071,8.3,42.55,132.85,f1a5d8ff-28f1-42c6-b11e-38e36a9cfc41
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,43.05,132.35,873e3009-464b-47cd-937f-daa4e9107ab3
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,2.4042,8.3,43.05,132.25,3f2ccb2d-e0dc-43d4-b8b1-e5c41fb1e605
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1,8.3,44.75,130.55,823ad610-90a9-4006-9920-05707bfb07d4
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,3.5355,8.3,44.75,130.45,4a2cb849-45e3-4a62-a921-806767098fdb
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.2,8.3,47.25,127.95,194eeca7-7592-474d-a151-12414b45e4f8
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,2.5456,8.3,47.25,126.75,8f4388a4-ff8b-40df-889d-1619dd4dae78
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,1.8,8.3,49.05,124.95,28cbfac4-0f15-4376-b736-90d406f9a6b7
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.1414,8.3,49.05,123.15,48a5acba-104a-4cb3-babb-e2a1d2fa3796
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,31.9,8.3,49.15,123.05,90bac451-4269-4f11-a821-0166dbe0d86a
HighVoltage,HV-group-A,discharge.k_dis1-nc,B.Cu,3.0,0.25,0.0548,8.3,49.15,91.15,f54f589e-fcd9-4a39-aa1d-bcd43a78feee
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.0515,16.9,152.795,172.825,37275964-5af1-495c-8cfa-c0b3b4416644
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.1414,16.9,152.75,172.85,a1d6596c-559f-4ce6-960e-772d0f688416
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.7,16.9,152.85,172.95,200ea382-b410-4aaa-8e04-dfde9f988243
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.8485,16.9,153.55,172.95,3d0d182e-1a57-4d30-98ab-88d08e7f822a
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,8.2,16.9,154.15,173.55,9ed09188-77a0-4d03-9b41-b1f743c68deb
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.1414,16.9,162.35,173.55,c50839ef-1604-4300-bb8a-361ea93cbf9b
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.3,16.9,162.45,173.45,ccad56da-fe98-4208-a437-b6cf87eec58a
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,12.1622,16.9,162.45,172.15,c302dae1-a1cc-4701-8f81-8bc6872f3555
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.2,16.9,153.85,163.55,d2e42f2f-cd62-48ea-8bf7-88154320944a
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,11.1723,16.9,153.85,162.35,32042f35-78fd-43ea-b814-cdb67c74feba
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,13.1,16.9,145.95,154.45,bcda6a83-75ee-4c91-8bbb-e4fc8ec914b2
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.7071,16.9,145.95,141.35,d0497906-ef68-4f99-809d-b45ae95fc3f9
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.6,16.9,145.45,140.85,d57c6277-887a-45f2-a08c-ca34e0715905
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.4142,16.9,145.45,139.25,fd0de5b0-110d-426a-be3a-0de52326beed
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.8,16.9,144.45,138.25,6afdc9a6-dca7-43d8-8755-a7230c380acb
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,3.5355,16.9,142.65,138.25,13a81e72-aa37-4543-bcfa-5e171d2080dc
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.5,16.9,140.15,140.75,232c683a-8b44-478d-b0eb-9eadeea7ec62
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.1314,16.9,139.65,140.75,7c0841f1-c75d-4410-81ce-f1cd85e7fde2
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,0.8,16.9,138.85,141.55,50c3e0f1-bc0a-427e-b668-37c706473351
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,7.0711,16.9,138.05,141.55,17178ad6-f362-4294-b6a1-9191f6610843
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,3.0,16.9,133.05,146.55,fe86de5a-2dc8-48fa-ab0b-b30f3797a73e
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,22.9103,16.9,130.05,146.55,cf19ddd3-349f-4d5a-8fbf-9fd487b6fe12
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,1.2,16.9,113.85,162.75,776ba931-d88c-4265-9cdf-1aa492ff1669
HighVoltage,HV-group-B,power_in.ntc-no,F.Cu,3.0,0.508,16.9706,16.9,113.85,163.95,b3814dd6-76ba-4998-a52e-361728300218
