type,rule,actual,required,itemA,netA,domA,itemB,netB,domB,crossing
creepage,HighVoltageIsolated to LV,0.1668,8.0,Pad 2 [safety.ovp.r_div_top1-p2] of R51 on F.Cu,safety.ovp.r_div_top1-p2,HV-chain,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 52.1845 mm",hb.gate_hs.driver-p1-1,HV,HV-HV
creepage,HighVoltageIsolated to LV,0.1226,8.0,"Track [safety.ovp.r_div_top2-p2] on F.Cu, length 1.0000 mm",safety.ovp.r_div_top2-p2,HV-chain,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 0.6000 mm",hb.gate_hs.driver-p1-1,HV,HV-HV
creepage,HighVoltageIsolated to LV,0.0981,8.0,Pad 3 [safety.thermal.comp-inp] of U18 on F.Cu,safety.thermal.comp-inp,SELV,Via [hb.gate_hs.driver-p1-1] on F.Cu - B.Cu,hb.gate_hs.driver-p1-1,HV,HV-SELV
creepage,HV to LV,5.3197,8.0,PTH pad 2 [tank-out] of R30,tank-out,HV,Pad 1 [hb.gate_hs.driver-p1-1] of C17 on F.Cu,hb.gate_hs.driver-p1-1,HV,HV-HV
creepage,HV to LV,6.723,8.0,"Track [w1_2] on F.Cu, length 1.9000 mm",w1_2,HV,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 13.1522 mm",hb.gate_hs.driver-p1-1,HV,HV-HV
creepage,HighVoltageIsolated to LV,0.2917,8.0,"Track [y] on B.Cu, length 7.3539 mm",y,SELV,Via [hb.gate_hs.driver-p1-1] on F.Cu - B.Cu,hb.gate_hs.driver-p1-1,HV,HV-SELV
creepage,HighVoltageIsolated to LV,0.4297,8.0,"Track [y1] on F.Cu, length 0.0320 mm",y1,SELV,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 7.2000 mm",hb.gate_hs.driver-p1-1,HV,HV-SELV
creepage,HV to LV,2.1781,8.0,Pad 2 [hb.power_loop.q_high-g] of R23 on F.Cu,hb.power_loop.q_high-g,HV,Pad 2 [hb.gate_hs.driver-p2] of C17 on F.Cu,hb.gate_hs.driver-p2,HV,HV-HV
creepage,HighVoltageIsolated to LV,4.48,8.0,Pad 10 [input] of U7 on F.Cu,input,HV,Pad 14 [hb.gate_hs.driver-p2] of U7 on F.Cu,hb.gate_hs.driver-p2,HV,HV-HV
creepage,HighVoltageIsolated to LV,0.0,8.0,"Track [power_in.bypass_relay-coil2] on F.Cu, length 14.9907 mm",power_in.bypass_relay-coil2,SELV,Pad 2 [hb.gate_hs.driver-p2] of C17 on F.Cu,hb.gate_hs.driver-p2,HV,HV-SELV
creepage,HighVoltageIsolated to LV,1.74,8.0,"Track [safety.ovp.r_div_top1-p2] on F.Cu, length 51.1000 mm",safety.ovp.r_div_top1-p2,HV-chain,Pad 2 [hb.gate_hs.driver-p2] of C22 on F.Cu,hb.gate_hs.driver-p2,HV,HV-HV
creepage,HighVoltageIsolated to LV,5.0072,8.0,Via [safety.thermal.comp-inp] on F.Cu - B.Cu,safety.thermal.comp-inp,SELV,Pad 2 [hb.gate_hs.driver-p2] of C22 on F.Cu,hb.gate_hs.driver-p2,HV,HV-SELV
creepage,HV to LV,0.7901,8.0,PTH pad 1 [tank.c_tank1-p2] of R30,tank.c_tank1-p2,HV,Pad 2 [hb.gate_hs.driver-p2] of C17 on F.Cu,hb.gate_hs.driver-p2,HV,HV-HV
creepage,HV to LV,1.0804,8.0,Pad 2 [safety-line] of R61 on F.Cu,safety-line,SELV,"Track [hb.power_loop.q_high-g] on F.Cu, length 2.6870 mm",hb.power_loop.q_high-g,HV,HV-SELV
creepage,HV to LV,7.875,8.0,PTH pad 2 [tank.c_tank1-p2] of C25,tank.c_tank1-p2,HV,"Track [i2c_scl_ui] on B.Cu, length 28.0000 mm",i2c_scl_ui,SELV,HV-SELV
creepage,HV to LV,6.235,8.0,PTH pad 1 [w1_1] of RV1,w1_1,HV,"Track [i2c_scl_ui] on B.Cu, length 15.1000 mm",i2c_scl_ui,SELV,HV-SELV
creepage,HV to LV,0.0,8.0,"Track [power_in.ntc-no] on F.Cu, length 1.1314 mm",power_in.ntc-no,HV,Pad 2 [i2c_sda_ui] of R77 on F.Cu,i2c_sda_ui,SELV,HV-SELV
creepage,HV to LV,6.2767,8.0,PTH pad 2 [tank-out] of R30,tank-out,HV,"Track [ina] on B.Cu, length 14.3000 mm",ina,SELV,HV-SELV
creepage,HV to LV,0.2333,8.0,PTH pad 2 [power_in.ntc-no] of RT1,power_in.ntc-no,HV,"Track [inb] on F.Cu, length 0.1414 mm",inb,SELV,HV-SELV
creepage,HV to LV,6.0336,8.0,PTH pad 1 [w1_2] of RT1,w1_2,HV,"Track [inb] on F.Cu, length 0.2828 mm",inb,SELV,HV-SELV
creepage,HV to LV,0.03,8.0,Pad 1 [zcd] of R9 on F.Cu,zcd,HV,"Track [inb] on F.Cu, length 30.7000 mm",inb,SELV,HV-SELV
creepage,HV to LV,7.1127,8.0,PTH pad 1 [w1_1] of C1,w1_1,HV,Pad 1 [input] of R27 on F.Cu,input,HV,HV-HV
creepage,HV to LV,1.7285,8.0,"Track [power_in.ntc-no] on F.Cu, length 0.8000 mm",power_in.ntc-no,HV,Pad 1 [io0] of SW2 on F.Cu,io0,SELV,HV-SELV
creepage,HV to LV,0.3281,8.0,PTH pad 1 [tank.c_tank1-p2] of R30,tank.c_tank1-p2,HV,"Track [power_in.bypass_relay-coil2] on F.Cu, length 14.9907 mm",power_in.bypass_relay-coil2,SELV,HV-SELV
creepage,HV to LV,2.7251,8.0,Pad 2 [refin_n] of R34 on F.Cu,refin_n,SELV,"Track [power_in.ntc-no] on F.Cu, length 0.5000 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,7.185,8.0,"Track [rtd_pan.rail_monitor-outa] on F.Cu, length 18.9000 mm",rtd_pan.rail_monitor-outa,SELV,PTH pad 1 [power_in.ntc-no] of U2,power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,3.0396,8.0,Pad 3 [safety.fault_any_or-a2] of U25 on F.Cu,safety.fault_any_or-a2,SELV,"Track [power_in.ntc-no] on F.Cu, length 22.9103 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,2.396,8.0,Pad 9 [safety.fault_any_or-y2] of U26 on F.Cu,safety.fault_any_or-y2,SELV,"Track [power_in.ntc-no] on F.Cu, length 22.9103 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,4.7225,8.0,Pad 11 [safety.fault_or-b2] of U26 on F.Cu,safety.fault_or-b2,SELV,"Track [power_in.ntc-no] on F.Cu, length 7.0711 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,2.2335,8.0,Pad 9 [safety.fault_or3-b2] of U25 on F.Cu,safety.fault_or3-b2,SELV,"Track [power_in.ntc-no] on F.Cu, length 22.9103 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,1.3355,8.0,Pad 10 [safety.fault_or3-y3] of U25 on F.Cu,safety.fault_or3-y3,SELV,"Track [power_in.ntc-no] on F.Cu, length 22.9103 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,1.126,8.0,Pad 8 [safety.latch-b2] of U26 on F.Cu,safety.latch-b2,SELV,"Track [power_in.ntc-no] on F.Cu, length 3.0000 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,7.6335,8.0,"Track [safety.ovp.r_adc_top2-p2] on B.Cu, length 4.3841 mm",safety.ovp.r_adc_top2-p2,HV-chain,PTH pad 2 [power_in.ntc-no] of U1,power_in.ntc-no,HV,HV-HV
creepage,HV to LV,0.721,8.0,Pad 2 [safety.thermal-line] of R64 on F.Cu,safety.thermal-line,SELV,"Track [power_in.ntc-no] on F.Cu, length 0.8000 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,1.4481,8.0,Pad 1 [safety.thermal.comp-inp] of R64 on F.Cu,safety.thermal.comp-inp,SELV,"Track [power_in.ntc-no] on F.Cu, length 7.0711 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,1.2436,8.0,Pad 1 [safety.uvlo_logic-line] of U25 on F.Cu,safety.uvlo_logic-line,SELV,"Track [power_in.ntc-no] on F.Cu, length 22.9103 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,0.0,8.0,Pad 1 [sw] of L2 on F.Cu,sw,SELV,"Track [power_in.ntc-no] on F.Cu, length 0.8000 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,6.185,8.0,Pad 4 [y1] of U26 on F.Cu,y1,SELV,"Track [power_in.ntc-no] on F.Cu, length 3.0000 mm",power_in.ntc-no,HV,HV-SELV
creepage,HV to LV,1.8,8.0,Pad 2 [zcd] of R7 on F.Cu,zcd,HV,Pad 1 [power_in.r_zcd_top1-p2] of R7 on F.Cu,power_in.r_zcd_top1-p2,HV,HV-HV
creepage,HV to LV,3.9995,8.0,PTH pad 1 [w1_1] of C1,w1_1,HV,"Track [rtd_pan.high_window-out] on B.Cu, length 33.5169 mm",rtd_pan.high_window-out,SELV,HV-SELV
creepage,HV to LV,1.0887,8.0,Pad 1 [zcd] of R8 on F.Cu,zcd,HV,Via [rtd_pan.high_window-out] on F.Cu - B.Cu,rtd_pan.high_window-out,SELV,HV-SELV
creepage,HV to LV,6.1707,8.0,PTH pad 2 [tank.c_tank1-p2] of C27,tank.c_tank1-p2,HV,"Track [rtd_pan.r_high_top-inp] on B.Cu, length 0.4000 mm",rtd_pan.r_high_top-inp,SELV,HV-SELV
creepage,HV to LV,6.5444,8.0,Pad 1 [tank-out] of T1 on F.Cu,tank-out,HV,"Track [rtd_pan.rail_monitor-outa] on F.Cu, length 2.8000 mm",rtd_pan.rail_monitor-outa,SELV,HV-SELV
creepage,HV to LV,4.895,8.0,PTH pad 2 [tank.c_tank1-p2] of C27,tank.c_tank1-p2,HV,"Track [rtd_pan.rail_monitor-outa] on F.Cu, length 10.1000 mm",rtd_pan.rail_monitor-outa,SELV,HV-SELV
creepage,HV to LV,3.3631,8.0,PTH pad 1 [w1_1] of C1,w1_1,HV,"Track [rtd_pan.rail_monitor-outa] on F.Cu, length 16.2635 mm",rtd_pan.rail_monitor-outa,SELV,HV-SELV
creepage,HV to LV,1.9341,8.0,PTH pad 2 [tank.c_tank1-p2] of C27,tank.c_tank1-p2,HV,"Track [safety.fault_or-b2] on F.Cu, length 1.6971 mm",safety.fault_or-b2,SELV,HV-SELV
creepage,HV to LV,0.6,8.0,Pad 1 [zcd] of R8 on F.Cu,zcd,HV,"Track [safety.fault_or-b2] on F.Cu, length 6.6000 mm",safety.fault_or-b2,SELV,HV-SELV
creepage,HV to LV,7.985,8.0,PTH pad 2 [tank.c_tank1-p2] of C27,tank.c_tank1-p2,HV,Via [safety.ovp-line] on F.Cu - B.Cu,safety.ovp-line,SELV,HV-SELV
creepage,HV to LV,7.825,8.0,PTH pad 2 [w1_1] of F1,w1_1,HV,"Track [safety.ovp.r_div_top1-p2] on F.Cu, length 34.2000 mm",safety.ovp.r_div_top1-p2,HV-chain,HV-HV
creepage,HV to LV,6.4683,8.0,Via [zcd] on F.Cu - B.Cu,zcd,HV,"Track [safety.ovp.r_div_top1-p2] on F.Cu, length 0.1414 mm",safety.ovp.r_div_top1-p2,HV-chain,HV-HV
creepage,HV to LV,6.6719,8.0,PTH pad 2 [w1_1] of F1,w1_1,HV,"Track [sw] on B.Cu, length 89.0955 mm",sw,SELV,HV-SELV
creepage,HV to LV,5.4894,8.0,Via [y] on F.Cu - B.Cu,y,SELV,Pad 1 [tank-out] of T1 on F.Cu,tank-out,HV,HV-SELV
creepage,HV to LV,1.515,8.0,"Track [y] on B.Cu, length 15.3000 mm",y,SELV,PTH pad 1 [w1_1] of C1,w1_1,HV,HV-SELV
creepage,HV to LV,7.125,8.0,"Track [y] on B.Cu, length 15.3000 mm",y,SELV,PTH pad 1 [w1_2] of RT1,w1_2,HV,HV-SELV
creepage,HV to LV,0.015,8.0,Via [zcd] on F.Cu - B.Cu,zcd,HV,"Track [y] on B.Cu, length 1.4000 mm",y,SELV,HV-SELV
clearance,Default routing,0.1226,0.2,"Track [safety.ovp.r_div_top2-p2] on F.Cu, length 1.0000 mm",safety.ovp.r_div_top2-p2,HV-chain,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 0.6000 mm",hb.gate_hs.driver-p1-1,HV,HV-HV
clearance,Default routing,0.1226,0.2,"Track [safety.ovp.r_div_top2-p2] on F.Cu, length 0.0520 mm",safety.ovp.r_div_top2-p2,HV-chain,"Track [hb.gate_hs.driver-p1-1] on F.Cu, length 0.6000 mm",hb.gate_hs.driver-p1-1,HV,HV-HV
clearance,Default routing,0.1217,0.2,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,Pad 2 [gnd] of C18 on F.Cu,gnd,SELV,SELV-SELV
clearance,Default routing,0.135,0.2,Pad 17 [RTD_DRDY] of U27 on F.Cu,RTD_DRDY,SELV,"Track [sw] on F.Cu, length 0.0673 mm",sw,SELV,SELV-SELV
clearance,Default routing,0.075,0.2,Pad 1 [discharge.k_dis1-coil1] of D3 on F.Cu,discharge.k_dis1-coil1,SELV,"Track [inb] on F.Cu, length 82.4000 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.075,0.2,Pad 2 [discharge.k_dis1-coil2] of D3 on F.Cu,discharge.k_dis1-coil2,SELV,"Track [inb] on F.Cu, length 82.4000 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.09,0.2,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,Pad 1 [I_SENSE] of R31 on F.Cu,I_SENSE,SELV,SELV-SELV
clearance,Default routing,0.09,0.2,Pad 2 [gnd] of R31 on F.Cu,gnd,SELV,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.135,0.2,Pad 17 [RTD_DRDY] of U27 on F.Cu,RTD_DRDY,SELV,"Track [sw] on F.Cu, length 0.4000 mm",sw,SELV,SELV-SELV
clearance,Default routing,0.09,0.2,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,Pad 1 [ina] of C18 on F.Cu,ina,SELV,SELV-SELV
clearance,Default routing,0.09,0.2,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,Pad 1 [vcc] of C32 on F.Cu,vcc,SELV,SELV-SELV
clearance,Default routing,0.09,0.2,"Track [inb] on F.Cu, length 29.4000 mm",inb,SELV,Pad 2 [gnd] of C32 on F.Cu,gnd,SELV,SELV-SELV
clearance,Default routing,0.14,0.2,"Track [inb] on F.Cu, length 12.7000 mm",inb,SELV,Pad 2 [safety.uvlo_logic.mon-outa] of R72 on F.Cu,safety.uvlo_logic.mon-outa,SELV,SELV-SELV
clearance,Default routing,0.175,0.2,"Track [inb] on F.Cu, length 0.1000 mm",inb,SELV,Pad 4 [+3V3] of U10 on F.Cu,+3V3,SELV,SELV-SELV
clearance,Default routing,0.075,0.2,"Track [inb] on F.Cu, length 0.5657 mm",inb,SELV,Pad 4 [+3V3] of U10 on F.Cu,+3V3,SELV,SELV-SELV
clearance,Default routing,0.1033,0.2,Pad 5 [OVP_VREF_2V5] of U10 on F.Cu,OVP_VREF_2V5,SELV,"Track [inb] on F.Cu, length 0.2828 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.1041,0.2,Pad 5 [OVP_VREF_2V5] of U10 on F.Cu,OVP_VREF_2V5,SELV,"Track [inb] on F.Cu, length 0.1414 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.01,0.2,Pad 5 [OVP_VREF_2V5] of U10 on F.Cu,OVP_VREF_2V5,SELV,"Track [inb] on F.Cu, length 0.8000 mm",inb,SELV,SELV-SELV
clearance,Default routing,0.183,0.2,"Track [inb] on F.Cu, length 0.1000 mm",inb,SELV,Pad 5 [OVP_VREF_2V5] of U10 on F.Cu,OVP_VREF_2V5,SELV,SELV-SELV
clearance,netclass:Default,0.1925,0.2,Via [safety.ovp.r_adc_top2-p2] on F.Cu - B.Cu,safety.ovp.r_adc_top2-p2,HV-chain,Pad 2 [safety.ovp.comp-inp] of R53 on F.Cu,safety.ovp.comp-inp,SELV,HV-SELV
clearance,Default routing,0.195,0.2,"Track [RTD_SDI] on F.Cu, length 24.8000 mm",RTD_SDI,SELV,Pad 2 [PWR_RTN] of C14 on F.Cu,PWR_RTN,HV,HV-SELV
clearance,Default routing,0.1765,0.2,Pad 2 [PWR_RTN] of C14 on F.Cu,PWR_RTN,HV,"Track [RTD_SDI] on F.Cu, length 3.5355 mm",RTD_SDI,SELV,HV-SELV
clearance,Default routing,0.1947,0.2,Via [RTD_SDI] on F.Cu - B.Cu,RTD_SDI,SELV,"Track [sw] on B.Cu, length 12.5865 mm",sw,SELV,SELV-SELV
clearance,Default routing,0.1478,0.2,PTH pad 2 [DC_BUS_RTN] of C3,DC_BUS_RTN,HV,"Track [RTD_SDI] on F.Cu, length 2.1213 mm",RTD_SDI,SELV,HV-SELV
clearance,Default routing,0.0135,0.2,Via [sw] on F.Cu - B.Cu,sw,SELV,"Track [RTD_SDI] on F.Cu, length 0.1414 mm",RTD_SDI,SELV,SELV-SELV
clearance,Default routing,0.0135,0.2,Via [sw] on F.Cu - B.Cu,sw,SELV,"Track [RTD_SDI] on F.Cu, length 0.0522 mm",RTD_SDI,SELV,SELV-SELV
clearance,HV to LV,1.0887,2.0,Via [rtd_pan.high_window-out] on F.Cu - B.Cu,rtd_pan.high_window-out,SELV,Pad 1 [zcd] of R8 on F.Cu,zcd,HV,HV-SELV
clearance,Default routing,0.0833,0.2,Via [sw] on F.Cu - B.Cu,sw,SELV,"Track [RTD_SDI] on F.Cu, length 51.1000 mm",RTD_SDI,SELV,SELV-SELV
clearance,Default routing,0.025,0.2,Pad 17 [RTD_DRDY] of U27 on F.Cu,RTD_DRDY,SELV,"Track [RTD_SDI] on F.Cu, length 51.1000 mm",RTD_SDI,SELV,SELV-SELV
clearance,Default routing,0.0609,0.2,Pad 1 [safety.thermal-line] of U18 on F.Cu,safety.thermal-line,SELV,"Track [rtd_pan.high_window-out] on F.Cu, length 10.6066 mm",rtd_pan.high_window-out,SELV,SELV-SELV
clearance,Default routing,0.022,0.2,"Track [rtd_pan.high_window-out] on F.Cu, length 0.2828 mm",rtd_pan.high_window-out,SELV,Pad 4 [safety-line] of U18 on F.Cu,safety-line,SELV,SELV-SELV
clearance,Default routing,0.0609,0.2,Pad 5 [+3V3] of U18 on F.Cu,+3V3,SELV,"Track [rtd_pan.high_window-out] on F.Cu, length 10.6066 mm",rtd_pan.high_window-out,SELV,SELV-SELV
clearance,Default routing,0.0927,0.2,Pad 8 [safety.coil_thermal-line] of U24 on F.Cu,safety.coil_thermal-line,SELV,"Track [rtd_pan.high_window-out] on F.Cu, length 10.6066 mm",rtd_pan.high_window-out,SELV,SELV-SELV
clearance,Default routing,0.021,0.2,"Track [power_in.r_zcd_top1-p2] on B.Cu, length 0.6000 mm",power_in.r_zcd_top1-p2,HV,"Track [safety.ovp.r_adc_top2-p2] on B.Cu, length 14.6000 mm",safety.ovp.r_adc_top2-p2,HV-chain,HV-HV
clearance,Default routing,0.116,0.2,"Track [power_in.r_zcd_top1-p2] on B.Cu, length 0.2828 mm",power_in.r_zcd_top1-p2,HV,"Track [safety.ovp.r_adc_top2-p2] on B.Cu, length 14.6000 mm",safety.ovp.r_adc_top2-p2,HV-chain,HV-HV
clearance,Default routing,0.021,0.2,"Track [safety.ovp.r_adc_top2-p2] on B.Cu, length 14.6000 mm",safety.ovp.r_adc_top2-p2,HV-chain,"Track [power_in.r_zcd_top1-p2] on B.Cu, length 0.1414 mm",power_in.r_zcd_top1-p2,HV,HV-HV
clearance,Default routing,0.1595,0.2,"Track [power_in.r_zcd_top1-p2] on B.Cu, length 1.8000 mm",power_in.r_zcd_top1-p2,HV,"Track [safety.ovp.r_adc_top2-p2] on B.Cu, length 14.6000 mm",safety.ovp.r_adc_top2-p2,HV-chain,HV-HV
