 time                     v(gate)                 
 9.23871341135720629e-06  0.00000000000000000e+00 
 9.23971341135720679e-06  0.00000000000000000e+00 
 9.24071341135720728e-06  0.00000000000000000e+00 
 9.24171341135720778e-06  0.00000000000000000e+00 
 9.24271341135720828e-06  0.00000000000000000e+00 
 9.24371341135720878e-06  0.00000000000000000e+00 
 9.24471341135720928e-06  0.00000000000000000e+00 
 9.24571341135720978e-06  0.00000000000000000e+00 
 9.24671341135721028e-06  0.00000000000000000e+00 
 9.24771341135721078e-06  0.00000000000000000e+00 
 9.24871341135721127e-06  0.00000000000000000e+00 
 9.24971341135721177e-06  0.00000000000000000e+00 
 9.25071341135721227e-06  0.00000000000000000e+00 
 9.25171341135721277e-06  0.00000000000000000e+00 
 9.25271341135721327e-06  0.00000000000000000e+00 
 9.25371341135721377e-06  0.00000000000000000e+00 
 9.25471341135721427e-06  0.00000000000000000e+00 
 9.25571341135721476e-06  0.00000000000000000e+00 
 9.25671341135721526e-06  0.00000000000000000e+00 
 9.25771341135721576e-06  0.00000000000000000e+00 
 9.25871341135721626e-06  0.00000000000000000e+00 
 9.25971341135721676e-06  0.00000000000000000e+00 
 9.26071341135721726e-06  0.00000000000000000e+00 
 9.26171341135721776e-06  0.00000000000000000e+00 
 9.26271341135721825e-06  0.00000000000000000e+00 
 9.26371341135721875e-06  0.00000000000000000e+00 
 9.26471341135721925e-06  0.00000000000000000e+00 
 9.26571341135721975e-06  0.00000000000000000e+00 
 9.26671341135722025e-06  0.00000000000000000e+00 
 9.26771341135722075e-06  0.00000000000000000e+00 
 9.26871341135722125e-06  0.00000000000000000e+00 
 9.26971341135722175e-06  0.00000000000000000e+00 
 9.27071341135722224e-06  0.00000000000000000e+00 
 9.27171341135722274e-06  0.00000000000000000e+00 
 9.27271341135722324e-06  0.00000000000000000e+00 
 9.27371341135722374e-06  0.00000000000000000e+00 
 9.27471341135722424e-06  0.00000000000000000e+00 
 9.27571341135722474e-06  0.00000000000000000e+00 
 9.27671341135722524e-06  0.00000000000000000e+00 
 9.27771341135722573e-06  0.00000000000000000e+00 
 9.27871341135722623e-06  0.00000000000000000e+00 
 9.27971341135722673e-06  0.00000000000000000e+00 
 9.28071341135722723e-06  0.00000000000000000e+00 
 9.28171341135722773e-06  0.00000000000000000e+00 
 9.28271341135722823e-06  0.00000000000000000e+00 
 9.28371341135722873e-06  0.00000000000000000e+00 
 9.28471341135722923e-06  0.00000000000000000e+00 
 9.28571341135722972e-06  0.00000000000000000e+00 
 9.28671341135723022e-06  0.00000000000000000e+00 
 9.28771341135723072e-06  0.00000000000000000e+00 
 9.28871341135723122e-06  0.00000000000000000e+00 
 9.28971341135723172e-06  0.00000000000000000e+00 
 9.29071341135723222e-06  0.00000000000000000e+00 
 9.29171341135723272e-06  0.00000000000000000e+00 
 9.29271341135723321e-06  0.00000000000000000e+00 
 9.29371341135723371e-06  0.00000000000000000e+00 
 9.29471341135723421e-06  0.00000000000000000e+00 
 9.29571341135723471e-06  0.00000000000000000e+00 
 9.29671341135723521e-06  0.00000000000000000e+00 
 9.29771341135723571e-06  0.00000000000000000e+00 
 9.29871341135723621e-06  0.00000000000000000e+00 
 9.29971341135723670e-06  0.00000000000000000e+00 
 9.30071341135723720e-06  0.00000000000000000e+00 
 9.30171341135723770e-06  0.00000000000000000e+00 
 9.30271341135723820e-06  0.00000000000000000e+00 
 9.30371341135723870e-06  0.00000000000000000e+00 
 9.30471341135723920e-06  0.00000000000000000e+00 
 9.30571341135723970e-06  0.00000000000000000e+00 
 9.30671341135724020e-06  0.00000000000000000e+00 
 9.30771341135724069e-06  0.00000000000000000e+00 
 9.30871341135724119e-06  0.00000000000000000e+00 
 9.30971341135724169e-06  0.00000000000000000e+00 
 9.31071341135724219e-06  0.00000000000000000e+00 
 9.31171341135724269e-06  0.00000000000000000e+00 
 9.31271341135724319e-06  0.00000000000000000e+00 
 9.31371341135724369e-06  0.00000000000000000e+00 
 9.31471341135724418e-06  0.00000000000000000e+00 
 9.31571341135724468e-06  0.00000000000000000e+00 
 9.31671341135724518e-06  0.00000000000000000e+00 
 9.31771341135724568e-06  0.00000000000000000e+00 
 9.31871341135724618e-06  0.00000000000000000e+00 
 9.31971341135724668e-06  0.00000000000000000e+00 
 9.32071341135724718e-06  0.00000000000000000e+00 
 9.32171341135724768e-06  0.00000000000000000e+00 
 9.32271341135724817e-06  0.00000000000000000e+00 
 9.32371341135724867e-06  0.00000000000000000e+00 
 9.32471341135724917e-06  0.00000000000000000e+00 
 9.32571341135724967e-06  0.00000000000000000e+00 
 9.32671341135725017e-06  0.00000000000000000e+00 
 9.32771341135725067e-06  0.00000000000000000e+00 
 9.32871341135725117e-06  0.00000000000000000e+00 
 9.32971341135725166e-06  0.00000000000000000e+00 
 9.33071341135725216e-06  0.00000000000000000e+00 
 9.33171341135725266e-06  0.00000000000000000e+00 
 9.33271341135725316e-06  0.00000000000000000e+00 
 9.33371341135725366e-06  0.00000000000000000e+00 
 9.33471341135725416e-06  0.00000000000000000e+00 
 9.33571341135725466e-06  0.00000000000000000e+00 
 9.33671341135725515e-06  0.00000000000000000e+00 
 9.33771341135725565e-06  0.00000000000000000e+00 
 9.33871341135725615e-06  0.00000000000000000e+00 
 9.33971341135725665e-06  0.00000000000000000e+00 
 9.34071341135725715e-06  0.00000000000000000e+00 
 9.34171341135725765e-06  0.00000000000000000e+00 
 9.34271341135725815e-06  0.00000000000000000e+00 
 9.34371341135725865e-06  0.00000000000000000e+00 
 9.34471341135725914e-06  0.00000000000000000e+00 
 9.34571341135725964e-06  0.00000000000000000e+00 
 9.34671341135726014e-06  0.00000000000000000e+00 
 9.34771341135726064e-06  0.00000000000000000e+00 
 9.34871341135726114e-06  0.00000000000000000e+00 
 9.34971341135726164e-06  0.00000000000000000e+00 
 9.35071341135726214e-06  0.00000000000000000e+00 
 9.35171341135726263e-06  0.00000000000000000e+00 
 9.35271341135726313e-06  0.00000000000000000e+00 
 9.35371341135726363e-06  0.00000000000000000e+00 
 9.35471341135726413e-06  0.00000000000000000e+00 
 9.35571341135726463e-06  0.00000000000000000e+00 
 9.35671341135726513e-06  0.00000000000000000e+00 
 9.35771341135726563e-06  0.00000000000000000e+00 
 9.35871341135726612e-06  0.00000000000000000e+00 
 9.35971341135726662e-06  0.00000000000000000e+00 
 9.36071341135726712e-06  0.00000000000000000e+00 
 9.36171341135726762e-06  0.00000000000000000e+00 
 9.36271341135726812e-06  0.00000000000000000e+00 
 9.36371341135726862e-06  0.00000000000000000e+00 
 9.36471341135726912e-06  0.00000000000000000e+00 
 9.36571341135726962e-06  0.00000000000000000e+00 
 9.36671341135727011e-06  0.00000000000000000e+00 
 9.36771341135727061e-06  0.00000000000000000e+00 
 9.36871341135727111e-06  0.00000000000000000e+00 
 9.36971341135727161e-06  0.00000000000000000e+00 
 9.37071341135727211e-06  0.00000000000000000e+00 
 9.37171341135727261e-06  0.00000000000000000e+00 
 9.37271341135727311e-06  0.00000000000000000e+00 
 9.37371341135727360e-06  0.00000000000000000e+00 
 9.37471341135727410e-06  0.00000000000000000e+00 
 9.37571341135727460e-06  0.00000000000000000e+00 
 9.37671341135727510e-06  0.00000000000000000e+00 
 9.37771341135727560e-06  0.00000000000000000e+00 
 9.37871341135727610e-06  0.00000000000000000e+00 
 9.37971341135727660e-06  0.00000000000000000e+00 
 9.38071341135727710e-06  0.00000000000000000e+00 
 9.38171341135727759e-06  0.00000000000000000e+00 
 9.38271341135727809e-06  0.00000000000000000e+00 
 9.38371341135727859e-06  0.00000000000000000e+00 
 9.38471341135727909e-06  0.00000000000000000e+00 
 9.38571341135727959e-06  0.00000000000000000e+00 
 9.38671341135728009e-06  0.00000000000000000e+00 
 9.38771341135728059e-06  0.00000000000000000e+00 
 9.38871341135728108e-06  0.00000000000000000e+00 
 9.38971341135728158e-06  0.00000000000000000e+00 
 9.39071341135728208e-06  0.00000000000000000e+00 
 9.39171341135728258e-06  0.00000000000000000e+00 
 9.39271341135728308e-06  0.00000000000000000e+00 
 9.39371341135728358e-06  0.00000000000000000e+00 
 9.39471341135728408e-06  0.00000000000000000e+00 
 9.39571341135728457e-06  0.00000000000000000e+00 
 9.39671341135728507e-06  0.00000000000000000e+00 
 9.39771341135728557e-06  0.00000000000000000e+00 
 9.39871341135728607e-06  0.00000000000000000e+00 
 9.39971341135728657e-06  0.00000000000000000e+00 
 9.40071341135728707e-06  0.00000000000000000e+00 
 9.40171341135728757e-06  0.00000000000000000e+00 
 9.40271341135728807e-06  0.00000000000000000e+00 
 9.40371341135728856e-06  0.00000000000000000e+00 
 9.40471341135728906e-06  0.00000000000000000e+00 
 9.40571341135728956e-06  0.00000000000000000e+00 
 9.40671341135729006e-06  0.00000000000000000e+00 
 9.40771341135729056e-06  0.00000000000000000e+00 
 9.40871341135729106e-06  0.00000000000000000e+00 
 9.40971341135729156e-06  0.00000000000000000e+00 
 9.41071341135729205e-06  0.00000000000000000e+00 
 9.41171341135729255e-06  0.00000000000000000e+00 
 9.41271341135729305e-06  0.00000000000000000e+00 
 9.41371341135729355e-06  0.00000000000000000e+00 
 9.41471341135729405e-06  0.00000000000000000e+00 
 9.41571341135729455e-06  0.00000000000000000e+00 
 9.41671341135729505e-06  0.00000000000000000e+00 
 9.41771341135729554e-06  0.00000000000000000e+00 
 9.41871341135729604e-06  0.00000000000000000e+00 
 9.41971341135729654e-06  0.00000000000000000e+00 
 9.42071341135729704e-06  0.00000000000000000e+00 
 9.42171341135729754e-06  0.00000000000000000e+00 
 9.42271341135729804e-06  0.00000000000000000e+00 
 9.42371341135729854e-06  0.00000000000000000e+00 
 9.42471341135729904e-06  0.00000000000000000e+00 
 9.42571341135729953e-06  0.00000000000000000e+00 
 9.42671341135730003e-06  0.00000000000000000e+00 
 9.42771341135730053e-06  0.00000000000000000e+00 
 9.42871341135730103e-06  0.00000000000000000e+00 
 9.42971341135730153e-06  0.00000000000000000e+00 
 9.43071341135730203e-06  0.00000000000000000e+00 
 9.43171341135730253e-06  0.00000000000000000e+00 
 9.43271341135730302e-06  0.00000000000000000e+00 
 9.43371341135730352e-06  0.00000000000000000e+00 
 9.43471341135730402e-06  0.00000000000000000e+00 
 9.43571341135730452e-06  0.00000000000000000e+00 
 9.43671341135730502e-06  0.00000000000000000e+00 
 9.43771341135730552e-06  0.00000000000000000e+00 
 9.43871341135730602e-06  0.00000000000000000e+00 
 9.43971341135730652e-06  0.00000000000000000e+00 
 9.44071341135730701e-06  0.00000000000000000e+00 
 9.44171341135730751e-06  0.00000000000000000e+00 
 9.44271341135730801e-06  0.00000000000000000e+00 
 9.44371341135730851e-06  0.00000000000000000e+00 
 9.44471341135730901e-06  0.00000000000000000e+00 
 9.44571341135730951e-06  0.00000000000000000e+00 
 9.44671341135731001e-06  0.00000000000000000e+00 
 9.44771341135731050e-06  0.00000000000000000e+00 
 9.44871341135731100e-06  0.00000000000000000e+00 
 9.44971341135731150e-06  0.00000000000000000e+00 
 9.45071341135731200e-06  0.00000000000000000e+00 
 9.45171341135731250e-06  0.00000000000000000e+00 
 9.45271341135731300e-06  0.00000000000000000e+00 
 9.45371341135731350e-06  0.00000000000000000e+00 
 9.45471341135731399e-06  0.00000000000000000e+00 
 9.45571341135731449e-06  0.00000000000000000e+00 
 9.45671341135731499e-06  0.00000000000000000e+00 
 9.45771341135731549e-06  0.00000000000000000e+00 
 9.45871341135731599e-06  0.00000000000000000e+00 
 9.45971341135731649e-06  0.00000000000000000e+00 
 9.46071341135731699e-06  0.00000000000000000e+00 
 9.46171341135731749e-06  0.00000000000000000e+00 
 9.46271341135731798e-06  0.00000000000000000e+00 
 9.46371341135731848e-06  0.00000000000000000e+00 
 9.46471341135731898e-06  0.00000000000000000e+00 
 9.46571341135731948e-06  0.00000000000000000e+00 
 9.46671341135731998e-06  0.00000000000000000e+00 
 9.46771341135732048e-06  0.00000000000000000e+00 
 9.46871341135732098e-06  0.00000000000000000e+00 
 9.46971341135732147e-06  0.00000000000000000e+00 
 9.47071341135732197e-06  0.00000000000000000e+00 
 9.47171341135732247e-06  0.00000000000000000e+00 
 9.47271341135732297e-06  0.00000000000000000e+00 
 9.47371341135732347e-06  0.00000000000000000e+00 
 9.47471341135732397e-06  0.00000000000000000e+00 
 9.47571341135732447e-06  0.00000000000000000e+00 
 9.47671341135732497e-06  0.00000000000000000e+00 
 9.47771341135732546e-06  0.00000000000000000e+00 
 9.47871341135732596e-06  0.00000000000000000e+00 
 9.47971341135732646e-06  0.00000000000000000e+00 
 9.48071341135732696e-06  0.00000000000000000e+00 
 9.48171341135732746e-06  0.00000000000000000e+00 
 9.48271341135732796e-06  0.00000000000000000e+00 
 9.48371341135732846e-06  0.00000000000000000e+00 
 9.48471341135732895e-06  0.00000000000000000e+00 
 9.48571341135732945e-06  0.00000000000000000e+00 
 9.48671341135732995e-06  0.00000000000000000e+00 
 9.48771341135733045e-06  0.00000000000000000e+00 
 9.48871341135733095e-06  0.00000000000000000e+00 
 9.48971341135733145e-06  0.00000000000000000e+00 
 9.49071341135733195e-06  0.00000000000000000e+00 
 9.49171341135733244e-06  0.00000000000000000e+00 
 9.49271341135733294e-06  0.00000000000000000e+00 
 9.49371341135733344e-06  0.00000000000000000e+00 
 9.49471341135733394e-06  0.00000000000000000e+00 
 9.49571341135733444e-06  0.00000000000000000e+00 
 9.49671341135733494e-06  0.00000000000000000e+00 
 9.49771341135733544e-06  0.00000000000000000e+00 
 9.49871341135733594e-06  0.00000000000000000e+00 
 9.49971341135733643e-06  0.00000000000000000e+00 
 9.50071341135733693e-06  0.00000000000000000e+00 
 9.50171341135733743e-06  0.00000000000000000e+00 
 9.50271341135733793e-06  0.00000000000000000e+00 
 9.50371341135733843e-06  0.00000000000000000e+00 
 9.50471341135733893e-06  0.00000000000000000e+00 
 9.50571341135733943e-06  0.00000000000000000e+00 
 9.50671341135733992e-06  0.00000000000000000e+00 
 9.50771341135734042e-06  0.00000000000000000e+00 
 9.50871341135734092e-06  0.00000000000000000e+00 
 9.50971341135734142e-06  0.00000000000000000e+00 
 9.51071341135734192e-06  0.00000000000000000e+00 
 9.51171341135734242e-06  0.00000000000000000e+00 
 9.51271341135734292e-06  0.00000000000000000e+00 
 9.51371341135734341e-06  0.00000000000000000e+00 
 9.51471341135734391e-06  0.00000000000000000e+00 
 9.51571341135734441e-06  0.00000000000000000e+00 
 9.51671341135734491e-06  0.00000000000000000e+00 
 9.51771341135734541e-06  0.00000000000000000e+00 
 9.51871341135734591e-06  0.00000000000000000e+00 
 9.51971341135734641e-06  0.00000000000000000e+00 
 9.52071341135734691e-06  0.00000000000000000e+00 
 9.52171341135734740e-06  0.00000000000000000e+00 
 9.52271341135734790e-06  0.00000000000000000e+00 
 9.52371341135734840e-06  0.00000000000000000e+00 
 9.52471341135734890e-06  0.00000000000000000e+00 
 9.52571341135734940e-06  0.00000000000000000e+00 
 9.52671341135734990e-06  0.00000000000000000e+00 
 9.52771341135735040e-06  0.00000000000000000e+00 
 9.52871341135735089e-06  0.00000000000000000e+00 
 9.52971341135735139e-06  0.00000000000000000e+00 
 9.53071341135735189e-06  0.00000000000000000e+00 
 9.53171341135735239e-06  0.00000000000000000e+00 
 9.53271341135735289e-06  0.00000000000000000e+00 
 9.53371341135735339e-06  0.00000000000000000e+00 
 9.53471341135735389e-06  0.00000000000000000e+00 
 9.53571341135735439e-06  0.00000000000000000e+00 
 9.53671341135735488e-06  0.00000000000000000e+00 
