role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	14	24821061	5.43249016059792145e-1	-2.20818573584475031e0	9.31284552775877899e1	4.21685475741792626e0	3.79017532299269078e2	3.79047454736029522e2	4.21684313897634944e0	3.79117044366570951e2	3.80353525351104622e2	-1.00580154849452142e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88241394298708009e0	2.59536009172410376e0
GROUP	14	24821062	5.43249016059792256e-1	-2.20818573583637612e0	9.31284552776041465e1	4.21685475727875669e0	3.79017532299269305e2	3.79047454736029749e2	4.21684313880082495e0	3.79117044366568678e2	3.80353525351098995e2	-1.00580155290052457e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88241394298708054e0	2.59536009172333104e0
GROUP	14	24821063	5.43249016059792256e-1	-2.20818573603956869e0	9.31284552774009740e1	4.21685475720270553e0	3.79017532299269305e2	3.79047454736029749e2	4.21684313871210481e0	3.79117044366567427e2	3.80353525351096209e2	-1.00580155508676539e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88241394298708098e0	2.59536009172294113e0
RIGHT	14	24821064	5.43249016059792367e-1	-2.20818573641173987e0	9.31284552770327707e1	4.21685475709678936e0	3.79017532299269249e2	3.79047454736029692e2	4.21684313859329496e0	3.79117044366565835e2	3.80353525351092458e2	-1.00580155815415850e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88241394298708142e0	2.59536009172241888e0
LEFT	15	25233185	5.51583195026331019e-1	9.44379434446112214e1	-9.43450308806822013e-1	-4.19194807064104680e0	3.79404915415470725e2	3.79434868435108740e2	4.19193644184579473e0	3.79504104487467600e2	3.80740121895046741e2	-1.27241856610628130e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88302127352909521e0	2.59456204936521129e0
GROUP	15	25233186	5.51583195026331130e-1	9.44379434450242172e1	-9.43450308401808990e-1	-4.19194807047364293e0	3.79404915415470953e2	3.79434868435108967e2	4.19193644171082980e0	3.79504104487465554e2	3.80740121895042421e2	-1.27241856933155170e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88302127352909610e0	2.59456204936460066e0
GROUP	15	25233187	5.51583195026331130e-1	9.44379434430996980e1	-9.43450310326344632e-1	-4.19194807039195894e0	3.79404915415471010e2	3.79434868435109024e2	4.19193644163901880e0	3.79504104487464645e2	3.80740121895040090e2	-1.27241857101425871e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88302127352909654e0	2.59456204936427604e0
RIGHT	15	25233188	5.51583195026331241e-1	9.44379434444669386e1	-9.43450308963101114e-1	-4.19194807030476113e0	3.79404915415471066e2	3.79434868435109081e2	4.19193644154721579e0	3.79504104487463621e2	3.80740121895037021e2	-1.27241857324940739e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88302127352909654e0	2.59456204936386081e0
LEFT	16	25234771	5.51614189094426943e-1	9.60686280877963270e1	-9.46312905117051462e-1	-4.29015542739170996e0	3.79394814730199585e2	3.79424766952415098e2	4.29014396981636814e0	3.79495434401406669e2	3.80733272428033160e2	-1.62872766509333173e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88315298997685465e0	2.63402634848278039e0
GROUP	16	25234772	5.51614189094427054e-1	9.60686280880786256e1	-9.46312904842651736e-1	-4.29015542728450328e0	3.79394814730199755e2	3.79424766952415268e2	4.29014396965415745e0	3.79495434401404452e2	3.80733272428027988e2	-1.62872766874846322e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88315298997685554e0	2.63402634848202588e0
GROUP	16	25234773	5.51614189094427054e-1	9.60686280878031056e1	-9.46312905118168235e-1	-4.29015542712664910e0	3.79394814730199926e2	3.79424766952415439e2	4.29014396957228161e0	3.79495434401403372e2	3.80733272428025373e2	-1.62872767063519624e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88315298997685510e0	2.63402634848164485e0
RIGHT	16	25234774	5.51614189094427165e-1	9.60686280869288964e1	-9.46312905992384046e-1	-4.29015542694827445e0	3.79394814730200039e2	3.79424766952415553e2	4.29014396946680776e0	3.79495434401402065e2	3.80733272428021962e2	-1.62872767298296422e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88315298997685421e0	2.63402634848115369e0
LEFT	17	25645098	5.59909613592224353e-1	-2.19826287532184494e0	9.28169023772274642e1	4.18669270148668193e0	3.79761169279045930e2	3.79791150423988995e2	4.18668102142577059e0	3.79860316195140058e2	3.81096235623788800e2	-9.65674321030181399e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88374925640851432e0	2.57873420722214330e0
GROUP	17	25645099	5.59909613592224464e-1	-2.19826287646493057e0	9.28169023760923722e1	4.18669270145114947e0	3.79761169279046101e2	3.79791150423989166e2	4.18668102130551212e0	3.79860316195138466e2	3.81096235623785049e2	-9.65674323998523151e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88374925640851432e0	2.57873420722162372e0
GROUP	17	25645100	5.59909613592224464e-1	-2.19826287630857786e0	9.28169023762487058e1	4.18669270132682669e0	3.79761169279046157e2	3.79791150423989222e2	4.18668102124115649e0	3.79860316195137727e2	3.81096235623783002e2	-9.65674325588019779e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88374925640851387e0	2.57873420722134528e0
GROUP	17	25645101	5.59909613592224464e-1	-2.19826287537495002e0	9.28169023771823447e1	4.18669270119899739e0	3.79761169279046214e2	3.79791150423989279e2	4.18668102115989349e0	3.79860316195136875e2	3.81096235623780501e2	-9.65674327621692014e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88374925640851298e0	2.57873420722099400e0
