role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)	v(xu.raw)	v(xu.pwm_hold)	v(pwm)	v(pwm_input)	v(xdriver.driver_req)	v(xdriver.drv_delay)	v(xu.phase)	v(xu.blank)	v(isense)	v(xu.ov)	v(xu.fault)	v(xu.pcl_hold)	v(xu.pcl_request)	v(disable)	v(xu.m1)	v(xu.m2)
LEFT	30	26883159	5.84919877302998326e-1	9.46145680110101921e1	-9.43963817824624130e-1	-4.20951241788950803e0	3.80756917001584270e2	3.80786976758189610e2	4.20950074941248342e0	3.80856493230600222e2	3.82092837688766906e2	-9.94147763399250079e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88641439326266624e0	2.59394327390385993e0	5.00000000000000000e0	8.09853295535845064e-1	2.42955988660753519e0	2.19999517291233504e0	1.49999999999999716e1	-1.34040807691164608e-7	1.94101759165565824e-6	-2.48583979160942085e-26	-4.56435442940444983e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480652e-1	5.02447705091214614e-1	1.38342178275748395e0
GROUP	30	26883160	5.84919877302998437e-1	9.46145680092382833e1	-9.43963819604505261e-1	-4.20951240418173089e0	3.80756917001584441e2	3.80786976758189780e2	4.20950074927503515e0	3.80856493230598517e2	3.82092837688762529e2	-9.94147766839891981e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88641439326266713e0	2.59394327390324708e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-6.57265541854001997e-8	1.94101759176668054e-6	-2.48562752779895289e-26	-4.56435442926700213e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480471e-1	5.02447705091214836e-1	1.38342178275748506e0
GROUP	30	26883161	5.84919877302998437e-1	9.46145680088485221e1	-9.43963819994266373e-1	-4.20951241890426608e0	3.80756917001584384e2	3.80786976758189724e2	4.20950074920196116e0	3.80856493230597550e2	3.82092837688760255e2	-9.94147768643466192e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88641439326266713e0	2.59394327390292156e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-2.94071760561729914e-8	1.94101759176668054e-6	-2.48551468479644805e-26	-4.56435442919392725e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480277e-1	5.02447705091214836e-1	1.38342178275748506e0
RIGHT	30	26883162	5.84919877302998548e-1	9.46145680101337518e1	-9.43963818709036673e-1	-4.20951235555169045e0	3.80756917001584213e2	3.80786976758189553e2	4.20950074910840755e0	3.80856493230596186e2	3.82092837688757243e2	-9.94147770900305858e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88641439326266669e0	2.59394327390250412e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	1.70910307569589279e-8	1.94101759187770284e-6	-2.48537022401622460e-26	-4.56435442910037084e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764479625e-1	5.02447705091214725e-1	1.38342178275748462e0
LEFT	31	26883569	5.84927622370974509e-1	9.50226865026627507e1	-9.44926854539687611e-1	-4.24251489559841133e0	3.80754310476666149e2	3.80784370027493196e2	4.24250330239091067e0	3.80854365709617923e2	3.82091322976697882e2	-9.53841705566487909e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88644708939753292e0	2.60502636595829262e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-1.13720487865689068e-7	1.94057215652243542e-6	2.43314240293112566e-22	-4.59686850029264044e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764484440e-1	5.02457938981427765e-1	1.38345969139160774e0
GROUP	31	26883570	5.84927622370974620e-1	9.50226865038776936e1	-9.44926853328738048e-1	-4.24251489617858901e0	3.80754310476666319e2	3.80784370027493367e2	4.24250330227864225e0	3.80854365709616502e2	3.82091322976694357e2	-9.53841708324831390e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88644708939753203e0	2.60502636595779169e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-5.78443027835529848e-8	1.94057215663345772e-6	2.43297246546297587e-22	-4.59686850018037191e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764485301e-1	5.02457938981427654e-1	1.38345969139160685e0
GROUP	31	26883571	5.84927622370974620e-1	9.50226865055041543e1	-9.44926851702277304e-1	-4.24251493861345530e0	3.80754310476666433e2	3.80784370027493480e2	4.24250330221831451e0	3.80854365709615934e2	3.82091322976692595e2	-9.53841709666975254e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88644708939753158e0	2.60502636595752302e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-2.78180681114773675e-8	1.94057215663345772e-6	2.43288115091887780e-22	-4.59686850012004239e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764485329e-1	5.02457938981427321e-1	1.38345969139160618e0
GROUP	31	26883572	5.84927622370974620e-1	9.50226865023136043e1	-9.44926854892827350e-1	-4.24251495716956128e0	3.80754310476666433e2	3.80784370027493480e2	4.24250330214273319e0	3.80854365709615195e2	3.82091322976690151e2	-9.53841711529650172e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88644708939753070e0	2.60502636595718640e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	9.79983867193550545e-9	1.94057215663345772e-6	2.43276675373151486e-22	-4.59686850004445979e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764485218e-1	5.02457938981427099e-1	1.38345969139160507e0
RIGHT	31	26883573	5.84927622370974731e-1	9.50226865009295523e1	-9.44926856284837413e-1	-4.24251494338362534e0	3.80754310476666546e2	3.80784370027493594e2	4.24250330199156700e0	3.80854365709613262e2	3.82091322976684978e2	-9.53841715727466854e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88644708939753070e0	2.60502636595651271e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	8.50356519300106233e-8	1.94057215674448003e-6	2.43253797549371822e-22	-4.59686849989329391e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764482747e-1	5.02457938981427210e-1	1.38345969139160507e0
LEFT	32	27149816	5.90093877594281002e-1	9.38946851836737153e1	-9.35330067124354514e-1	-3.91735686593422372e0	3.83396226257899173e2	3.83426494381024725e2	3.91734722057968598e0	3.83491754738171835e2	3.84722573068038628e2	-1.06667974575811854e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88501726483468124e0	2.60509952722517824e0	5.00000000000000000e0	8.09853850647357376e-1	2.42956155194207213e0	2.19999668089242784e0	1.49999999999999716e1	-1.73640352773624670e-7	1.93835008821530153e-6	1.54322800516828198e-27	-4.27615012845453391e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764476669e-1	5.02010403893255241e-1	1.38180240590402525e0
GROUP	32	27149817	5.90093877594281113e-1	9.38946851853057751e1	-9.35330065488273021e-1	-3.91735687459965920e0	3.83396226257899400e2	3.83426494381024952e2	3.91734722043129047e0	3.83491754738169902e2	3.84722573068033796e2	-1.06667974947619829e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88501726483468079e0	2.60509952722427096e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-1.00703272171589889e-7	1.93835008832632383e-6	1.54308731339236954e-27	-4.27615012830614913e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764476655e-1	5.02010403893255019e-1	1.38180240590402459e0
GROUP	32	27149818	5.90093877594281113e-1	9.38946851859542164e1	-9.35330064839831721e-1	-3.91735682330713875e0	3.83396226257899400e2	3.83426494381024952e2	3.91734722035336924e0	3.83491754738168652e2	3.84722573068031295e2	-1.06667975139649906e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88501726483468035e0	2.60509952722379401e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	-6.24040650390576471e-8	1.93835008832632383e-6	1.54301344138050760e-27	-4.27615012822823159e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764475975e-1	5.02010403893254908e-1	1.38180240590402437e0
RIGHT	32	27149819	5.90093877594281224e-1	9.38946851805744558e1	-9.35330070211605857e-1	-3.91735690037352180e0	3.83396226257899286e2	3.83426494381024838e2	3.91734722025469484e0	3.83491754738167117e2	3.84722573068028112e2	-1.06667975384519643e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88501726483468035e0	2.60509952722319005e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	-1.39048988141116155e-8	1.93835008843734613e-6	1.54291990062839957e-27	-4.27615012812956330e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764475101e-1	5.02010403893254908e-1	1.38180240590402437e0
LEFT	33	27150224	5.90101634100829719e-1	9.34840987618831747e1	-9.33974000707607388e-1	-3.87209677212992842e0	3.83393319570628819e2	3.83423587464279080e2	3.87208707770617400e0	3.83488198582306836e2	3.84718143508593528e2	-1.52889090242140867e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88498963102127792e0	2.59511019009440114e0	5.00000000000000000e0	8.09855515981894314e-1	2.42956654794568294e0	2.20000120483270534e0	1.49999999999999716e1	-6.05671990771514364e-7	1.94934322561568507e-6	3.05913592842815686e-26	-4.23137787211059213e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764487480e-1	5.02001754509660003e-1	1.38177038580153178e0
GROUP	33	27150225	5.90101634100829830e-1	9.34840987604503937e1	-9.33974002132359260e-1	-3.87209678335139529e0	3.83393319570629046e2	3.83423587464279308e2	3.87208707755437898e0	3.83488198582304562e2	3.84718143508588469e2	-1.52889090607762131e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88498963102127748e0	2.59511019009346100e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	-5.31162961280410357e-7	1.94934322572670737e-6	3.05885102511956740e-26	-4.23137787195880313e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764487147e-1	5.02001754509659781e-1	1.38177038580153133e0
GROUP	33	27150226	5.90101634100829830e-1	9.34840987631086477e1	-9.33973999474105199e-1	-3.87209674472928089e0	3.83393319570629103e2	3.83423587464279365e2	3.87208707747853165e0	3.83488198582303482e2	3.84718143508585968e2	-1.52889090786511324e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88498963102127659e0	2.59511019009299115e0	5.00000000000000000e0	8.09856071093406626e-1	2.42956821328021988e0	2.20000271281279769e0	1.49999999999999716e1	-4.93933297027565230e-7	1.94934322572670737e-6	3.05870867842805234e-26	-4.23137787188295894e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764487785e-1	5.02001754509659559e-1	1.38177038580153022e0
RIGHT	33	27150227	5.90101634100829942e-1	9.34840987612235494e1	-9.33974001355196037e-1	-3.87209673432276213e0	3.83393319570629160e2	3.83423587464279422e2	3.87208707737932878e0	3.83488198582302061e2	3.84718143508582784e2	-1.52889091014984265e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88498963102127615e0	2.59511019009237609e0	5.00000000000000000e0	8.09856626204918939e-1	2.42956987861475682e0	2.20000422079289004e0	1.49999999999999716e1	-4.45239808566895461e-7	1.94934322583772968e-6	3.05852251008822994e-26	-4.23137787178376121e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764487299e-1	5.02001754509659448e-1	1.38177038580152978e0
LEFT	34	27707688	6.01580463341360283e-1	9.42925777302095725e1	-9.44214443247545887e-1	-4.21809333813171428e0	3.81359789555086365e2	3.81389896906893284e2	4.21808162944666698e0	3.81459546815116425e2	3.82696050821432550e2	-4.54315095922714931e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88749292403898528e0	2.58794908953605773e0	5.00000000000000000e0	8.09854405758869689e-1	2.42956321727660907e0	2.19999818887252019e0	1.49999999999999716e1	3.68841064607711842e-7	1.92770812590392637e-6	7.54535746312790864e-27	-4.57406079197115248e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764481235e-1	5.02785285224202516e-1	1.38467252960145060e0
GROUP	34	27707689	6.01580463341360394e-1	9.42925777315510629e1	-9.44214441914041913e-1	-4.21809335152045861e0	3.81359789555086593e2	3.81389896906893512e2	4.21808162931114250e0	3.81459546815114663e2	3.82696050821428344e2	-4.54315099544320340e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.88749292403898483e0	2.58794908953547198e0	5.00000000000000000e0	8.09854960870382001e-1	2.42956488261114600e0	2.19999969685261254e0	1.49999999999999716e1	4.35984475001385690e-7	1.92770812601494868e-6	7.54472421337514027e-27	-4.57406079183563172e-2	4.99999999499999936e-9	0.00000000000000000e0	0.00000000000000000e0	0.00000000000000000e0	1.04086116764480749e-1	5.02785285224202405e-1	1.38467252960145015e0
