role	group_id	source_row	time	v(acsrc,acn)	v(vd)	v(vb)	v(sw)	v(gate)	i(Lboost)	i(Vchannel)	i(Vbody)	i(Vac)	v(q)	v(en)	v(fault)	v(f2ctl)	v(standby_req)	v(arm)	v(permit)
GROUP	3	22761727	5.01578160328497780e-1	9.51148038490214844e1	3.76988449562904179e2	3.76919420270454566e2	3.78224275845052773e2	-1.23889265589407471e-5	4.18168791662571060e0	3.78224275845052399e-10	1.27651824926560539e-9	-4.18169948136431913e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	3	22761728	5.01578160328497891e-1	9.51148038490294851e1	3.76988449562901906e2	3.76919420270454509e2	3.78224275845047146e2	-1.23889266005375983e-5	4.18168791645009552e0	3.78224275845046763e-10	1.33276829836401771e-9	-4.18169948138569225e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	4	22762541	5.01593661338212482e-1	9.59344897440103495e1	3.76984167079610643e2	3.76914394727881472e2	3.78220935842723350e2	-1.56118687929609469e-5	4.23233914323540361e0	3.78220935842722965e-10	1.21877453396048146e-9	-4.23235062174967425e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	4	22762542	5.01593661338212593e-1	9.59344897440183360e1	3.76984167079608710e2	3.76914394727881756e2	3.78220935842718859e2	-1.56118688241876940e-5	4.23233914309133308e0	3.78220935842718519e-10	1.15124583679799109e-9	-4.23235062159642439e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	4	22762543	5.01593661338212593e-1	9.59344897440183075e1	3.76984167079607744e2	3.76914394727881813e2	3.78220935842716472e2	-1.56118688404668744e-5	4.23233914301805658e0	3.78220935842716089e-10	1.18213116748280272e-9	-4.23235062150450858e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	4	22762544	5.01593661338212704e-1	9.59344897440223008e1	3.76984167079606493e2	3.76914394727881984e2	3.78220935842713459e2	-1.56118688609672368e-5	4.23233914292422408e0	3.78220935842713091e-10	1.17103241431274603e-9	-4.23235062140923901e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	5	23442661	5.15117301660029892e-1	-9.35835212582132669e1	3.80169215540416189e2	3.80104981741689812e2	3.81398771871326915e2	-8.22529036728161235e-6	3.85203180686321422e0	3.81398771871326561e-10	1.32875225019143077e-9	3.85204144493737921e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	5	23442662	5.15117301660030003e-1	-9.35835212582052378e1	3.80169215540414541e2	3.80104981741689869e2	3.81398771871322595e2	-8.22529040141028080e-6	3.85203180674068202e0	3.81398771871322270e-10	1.31131729276503969e-9	3.85204144477034305e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	5	23442663	5.15117301660030003e-1	-9.35835212582052378e1	3.80169215540413632e2	3.80104981741689926e2	3.81398771871320264e2	-8.22529042033935467e-6	3.85203180667514600e0	3.81398771871319892e-10	1.29820527782117181e-9	3.85204144473472443e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	5	23442664	5.15117301660030003e-1	-9.35835212582052236e1	3.80169215540412495e2	3.80104981741690040e2	3.81398771871317479e2	-8.22529044324883118e-6	3.85203180659227495e0	3.81398771871317100e-10	1.29251735409447681e-9	3.85204144464950460e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	5	23442665	5.15117301660030114e-1	-9.35835212582012019e1	3.80169215540410278e2	3.80104981741690210e2	3.81398771871312135e2	-8.22529048860208548e-6	3.85203180642653376e0	3.81398771871311775e-10	1.26678637764511164e-9	3.85204144452542252e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	6	23587229	5.18246501945209492e-1	9.52035314197395053e1	3.77891441613272605e2	3.77821316198902139e2	3.79128621070900351e2	-1.09908876391930590e-5	4.25449877599539406e0	3.79128621070899937e-10	1.16312595954376780e-9	-4.25451036187303089e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	6	23587230	5.18246501945209603e-1	9.52035314197434843e1	3.77891441613271070e2	3.77821316198902309e2	3.79128621070896713e2	-1.09908876661562488e-5	4.25449877588058545e0	3.79128621070896370e-10	1.17525868950113967e-9	-4.25451036186086640e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	6	23587231	5.18246501945209603e-1	9.52035314197434843e1	3.77891441613270217e2	3.77821316198902423e2	3.79128621070894781e2	-1.09908876816298636e-5	4.25449877581905600e0	3.79128621070894405e-10	1.22525889532742156e-9	-4.25451036179651965e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	6	23587232	5.18246501945209603e-1	9.52035314197434843e1	3.77891441613269137e2	3.77821316198902480e2	3.79128621070892393e2	-1.09908877010268690e-5	4.25449877574168323e0	3.79128621070891975e-10	1.26743113288312903e-9	-4.25451036157545559e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	6	23587233	5.18246501945209714e-1	9.52035314197514708e1	3.77891441613266977e2	3.77821316198902593e2	3.79128621070887391e2	-1.09908877378289920e-5	4.25449877558693590e0	3.79128621070887012e-10	1.32205298484266131e-9	-4.25451036155959628e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	7	23855034	5.23443742321405892e-1	9.39510717131240511e1	3.80595362632543925e2	3.80531034145396632e2	3.81825020343621134e2	-1.37165297974512562e-5	3.85725917542001318e0	3.81825020343620761e-10	1.34197875102002285e-9	-3.85726879793850230e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	23855035	5.23443742321406003e-1	9.39510717131200721e1	3.80595362632542333e2	3.80531034145396859e2	3.81825020343617098e2	-1.37165298268416241e-5	3.85725917529329276e0	3.81825020343616729e-10	1.33190268438029675e-9	-3.85726879787307553e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	23855036	5.23443742321406003e-1	9.39510717131200721e1	3.80595362632541480e2	3.80531034145397030e2	3.81825020343614824e2	-1.37165298435753546e-5	3.85725917522561979e0	3.81825020343614454e-10	1.38165512052435903e-9	-3.85726879791224064e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	7	23855037	5.23443742321406003e-1	9.39510717131200579e1	3.80595362632540400e2	3.80531034145397257e2	3.81825020343611982e2	-1.37165298632328412e-5	3.85725917513974448e0	3.81825020343611559e-10	1.41178998931114456e-9	-3.85726879781122989e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	7	23855038	5.23443742321406114e-1	9.39510717131160362e1	3.80595362632538070e2	3.80531034145397598e2	3.81825020343606298e2	-1.37165299036180338e-5	3.85725917496799386e0	3.81825020343605924e-10	1.40460904685635021e-9	-3.85726879758919949e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	8	23999118	5.26565172875331777e-1	-9.44255316795308772e1	3.78313629046867447e2	3.78245836980404647e2	3.79547850274963537e2	-7.70324849981002783e-6	4.09608110891584420e0	3.79547850274963195e-10	1.27253787291875545e-9	4.09609279756615319e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	8	23999119	5.26565172875331888e-1	-9.44255316795389064e1	3.78313629046865287e2	3.78245836980404817e2	3.79547850274958193e2	-7.70324854375391079e-6	4.09608110875110309e0	3.79547850274957870e-10	1.27435862790222368e-9	4.09609279739621712e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	8	23999120	5.26565172875331888e-1	-9.44255316795388921e1	3.78313629046864094e2	3.78245836980404988e2	3.79547850274955351e2	-7.70324856787788855e-6	4.09608110866456077e0	3.79547850274954975e-10	1.29643789042120309e-9	4.09609279729438391e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
