role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	1	22564664	5.01702032239095375e-1	9.05507232116685401e1	-8.64102309727329043e-1	-1.83116823909069470e0	3.82941540978779358e2	3.82955333699258233e2	1.83115589387454647e0	3.82989536847143768e2	3.84171956618903721e2	-6.54056040232433467e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55698659567821052e0	2.05646741763223728e0
GROUP	1	22564665	5.01702032239095486e-1	9.05507232106903359e1	-8.64102310712482335e-1	-1.83116824635101239e0	3.82941540978779472e2	3.82955333699258347e2	1.83115589373445409e0	3.82989536847141949e2	3.84171956618897582e2	-6.54056045481334011e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55698659567821140e0	2.05646741763159246e0
GROUP	1	22564666	5.01702032239095486e-1	9.05507232074500479e1	-8.64102313952770373e-1	-1.83116826665817678e0	3.82941540978779528e2	3.82955333699258404e2	1.83115589365587006e0	3.82989536847140982e2	3.84171956618894058e2	-6.54056048522369571e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55698659567821185e0	2.05646741763123098e0
RIGHT	1	22564667	5.01702032239095597e-1	9.05507232101135600e1	-8.64102311292725744e-1	-1.83116819728579028e0	3.82941540978779585e2	3.82955333699258460e2	1.83115589356096931e0	3.82989536847139846e2	3.84171956618889851e2	-6.54056052149102664e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55698659567821185e0	2.05646741763079399e0
LEFT	2	22565472	5.01717528291310666e-1	9.12619125451073927e1	-8.66145468883289027e-1	-1.88111911979527680e0	3.82939866723283728e2	3.82953659383459581e2	1.88110687074489746e0	3.82988590581037954e2	3.84172484370683151e2	-7.85375668696772909e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55701634225044705e0	2.06933403922619474e0
GROUP	2	22565473	5.01717528291310777e-1	9.12619125440968162e1	-8.66145469900786225e-1	-1.88111909364013918e0	3.82939866723283785e2	3.82953659383459637e2	1.88110687057739701e0	3.82988590581035680e2	3.84172484370675932e2	-7.85375674806635688e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55701634225044749e0	2.06933403922543979e0
GROUP	2	22565474	5.01717528291310777e-1	9.12619125423926789e1	-8.66145471604923500e-1	-1.88111911898125506e0	3.82939866723283842e2	3.82953659383459694e2	1.88110687048937830e0	3.82988590581034543e2	3.84172484370672350e2	-7.85375677834022413e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55701634225044794e0	2.06933403922504366e0
RIGHT	2	22565475	5.01717528291310888e-1	9.12619125437793883e1	-8.66145470225148983e-1	-1.88111912875082776e0	3.82939866723283899e2	3.82953659383459751e2	1.88110687037465740e0	3.82988590581033066e2	3.84172484370667689e2	-7.85375681668967300e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55701634225044838e0	2.06933403922452719e0
LEFT	3	22820774	5.06643670401280555e-1	8.99880661917719493e1	-8.55200471971102161e-1	-1.62171204605054653e0	3.84333930562268847e2	3.84347773433588713e2	1.62170145798130894e0	3.84378918459478825e2	3.85554845267362850e2	-1.14520017048252066e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55554986284618968e0	2.06191989092398886e0
GROUP	3	22820775	5.06643670401280666e-1	8.99880661905976211e1	-8.55200473138452821e-1	-1.62171207780054250e0	3.84333930562268961e2	3.84347773433588827e2	1.62170145783128228e0	3.84378918459476779e2	3.85554845267355915e2	-1.14520017616745259e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.55554986284618968e0	2.06191989092313088e0
