t_ms,i_leg_a_ma,i_total_ma,v_cap_v
417.000,4.0150,12.0300,14.035864
417.500,4.0150,12.0300,14.035864
418.000,4.0150,12.0300,14.035864
418.500,4.0150,12.0300,14.035864
419.000,4.0150,12.0300,14.035864
419.500,4.0150,12.0300,14.035864
420.000,4.0150,12.0300,14.035864
420.500,4.0150,12.0300,14.035864
421.000,4.0150,12.0300,14.035864
421.500,4.0150,12.0300,14.035864
422.000,4.0150,12.0300,14.035864
422.500,4.0150,12.0300,14.035864
423.000,4.0150,12.0300,14.035864
423.500,4.0150,12.0300,14.035864
424.000,4.0150,12.0300,14.035864
424.500,4.0150,12.0300,14.035864
425.000,4.0150,12.0300,14.035864
425.500,4.0150,12.0300,14.035864
426.000,4.0150,12.0300,14.035864
426.500,4.0150,12.0300,14.035864
427.000,4.0150,12.0300,14.035864
427.500,4.0150,12.0300,14.035864
428.000,4.0150,12.0300,14.035864
428.500,4.0150,12.0300,14.035864
429.000,4.0150,12.0300,14.035864
429.500,4.0150,12.0300,14.035864
430.000,4.0150,12.0300,14.035864
430.500,4.0150,12.0300,14.035865
431.000,4.0150,12.0300,14.035865
431.500,4.0150,12.0300,14.035865
432.000,4.0150,12.0300,14.035865
432.500,4.0150,12.0300,14.035865
433.000,4.0150,12.0300,14.035865
433.500,4.0150,12.0300,14.035865
434.000,4.0150,12.0300,14.035865
434.500,4.0150,12.0300,14.035865
435.000,4.0150,12.0300,14.035865
435.500,4.0150,12.0300,14.035865
436.000,4.0150,12.0300,14.035865
436.500,4.0150,12.0300,14.035865
437.000,4.0150,12.0300,14.035865
437.500,4.0150,12.0300,14.035865
438.000,4.0150,12.0300,14.035865
438.500,4.0150,12.0300,14.035865
439.000,4.0150,12.0300,14.035865
439.500,4.0150,12.0300,14.035865
440.000,4.0150,12.0300,14.035865
440.500,4.0150,12.0300,14.035865
441.000,4.0150,12.0300,14.035865
441.500,4.0150,12.0300,14.035865
442.000,4.0150,12.0300,14.035865
442.500,4.0150,12.0300,14.035865
443.000,4.0150,12.0300,14.035865
443.500,4.0150,12.0300,14.035865
444.000,4.0150,12.0300,14.035865
444.500,4.0150,12.0300,14.035865
445.000,4.0150,12.0300,14.035865
445.500,4.0150,12.0300,14.035865
446.000,4.0150,12.0300,14.035865
446.500,4.0150,12.0300,14.035865
447.000,4.0150,12.0300,14.035865
447.500,4.0150,12.0300,14.035865
448.000,4.0150,12.0300,14.035865
448.500,4.0150,12.0300,14.035865
449.000,4.0150,12.0300,14.035865
449.500,4.0150,12.0300,14.035865
450.000,4.0150,12.0300,14.035865
450.500,4.0150,12.0300,14.035865
451.000,4.0150,12.0300,14.035865
451.500,4.0150,12.0300,14.035865
452.000,4.0150,12.0300,14.035865
452.500,4.0150,12.0300,14.035865
453.000,4.0150,12.0300,14.035865
453.500,4.0150,12.0300,14.035865
454.000,4.0150,12.0300,14.035865
454.500,4.0150,12.0300,14.035865
455.000,4.0150,12.0300,14.035865
455.500,4.0150,12.0300,14.035865
456.000,4.0150,12.0300,14.035865
456.500,4.0150,12.0300,14.035865
457.000,4.0150,12.0300,14.035865
457.500,4.0150,12.0300,14.035865
458.000,4.0150,12.0300,14.035865
458.500,4.0150,12.0300,14.035865
459.000,4.0150,12.0300,14.035865
459.500,4.0150,12.0300,14.035865
460.000,4.0150,12.0300,14.035865
460.500,4.0150,12.0300,14.035865
461.000,4.0150,12.0300,14.035865
461.500,4.0150,12.0300,14.035865
462.000,4.0150,12.0300,14.035865
462.500,4.0150,12.0300,14.035865
463.000,4.0150,12.0300,14.035865
463.500,4.0150,12.0300,14.035865
464.000,4.0150,12.0300,14.035865
464.500,4.0150,12.0300,14.035865
465.000,4.0150,12.0300,14.035865
465.500,4.0150,12.0300,14.035865
466.000,4.0150,12.0300,14.035865
466.500,4.0150,12.0300,14.035865
467.000,4.0150,12.0300,14.035865
467.500,4.0150,12.0300,14.035865
468.000,4.0150,12.0300,14.035865
468.500,4.0150,12.0300,14.035865
469.000,4.0150,12.0300,14.035865
469.500,4.0150,12.0300,14.035865
470.000,4.0150,12.0300,14.035865
470.500,4.0150,12.0300,14.035865
471.000,4.0150,12.0300,14.035865
471.500,4.0150,12.0300,14.035865
472.000,4.0150,12.0300,14.035865
472.500,4.0150,12.0300,14.035865
473.000,4.0150,12.0300,14.035865
473.500,4.0150,12.0300,14.035865
474.000,4.0150,12.0300,14.035865
474.500,4.0150,12.0300,14.035865
475.000,4.0150,12.0300,14.035865
475.500,4.0150,12.0300,14.035865
476.000,4.0150,12.0300,14.035865
476.500,4.0150,12.0300,14.035865
477.000,4.0150,12.0300,14.035865
477.500,4.0150,12.0300,14.035865
478.000,4.0150,12.0300,14.035865
478.500,4.0150,12.0300,14.035865
479.000,4.0150,12.0300,14.035865
479.500,4.0150,12.0300,14.035865
480.000,4.0150,12.0300,14.035865
480.500,4.0150,12.0300,14.035865
481.000,4.0150,12.0300,14.035865
481.500,4.0150,12.0300,14.035865
482.000,4.0150,12.0300,14.035865
482.500,4.0150,12.0300,14.035865
483.000,4.0150,12.0300,14.035865
483.500,4.0150,12.0300,14.035865
484.000,4.0150,12.0300,14.035865
484.500,4.0150,12.0300,14.035865
485.000,4.0150,12.0300,14.035865
485.500,4.0150,12.0300,14.035865
486.000,4.0150,12.0300,14.035865
486.500,4.0150,12.0300,14.035865
487.000,4.0150,12.0300,14.035865
487.500,4.0150,12.0300,14.035865
488.000,4.0150,12.0300,14.035865
488.500,4.0150,12.0300,14.035865
489.000,4.0150,12.0300,14.035865
489.500,4.0150,12.0300,14.035865
490.000,4.0150,12.0300,14.035865
490.500,4.0150,12.0300,14.035865
491.000,4.0150,12.0300,14.035865
491.500,4.0150,12.0300,14.035865
492.000,4.0150,12.0300,14.035865
492.500,4.0150,12.0300,14.035865
493.000,4.0150,12.0300,14.035865
493.500,4.0150,12.0300,14.035865
494.000,4.0150,12.0300,14.035865
494.500,4.0150,12.0300,14.035865
495.000,4.0150,12.0300,14.035865
495.500,4.0150,12.0300,14.035865
496.000,4.0150,12.0300,14.035865
496.500,4.0150,12.0300,14.035865
497.000,4.0150,12.0300,14.035865
497.500,4.0150,12.0300,14.035865
498.000,4.0150,12.0300,14.035865
498.500,4.0150,12.0300,14.035865
499.000,4.0150,12.0300,14.035865
499.500,4.0150,12.0300,14.035865
500.000,4.0150,12.0300,14.035865
