t_ms,i_leg_a_ma,i_total_ma,v_cap_v
492.000,0.0000,4.0000,14.875000
492.500,0.0000,4.0000,14.875000
493.000,0.0000,4.0000,14.875000
493.500,0.0000,4.0000,14.875000
494.000,0.0000,4.0000,14.875000
494.500,0.0000,4.0000,14.875000
495.000,0.0000,4.0000,14.875000
495.500,0.0000,4.0000,14.875000
496.000,0.0000,4.0000,14.875000
496.500,0.0000,4.0000,14.875000
497.000,0.0000,4.0000,14.875000
497.500,0.0000,4.0000,14.875000
498.000,0.0000,4.0000,14.875000
498.500,0.0000,4.0000,14.875000
499.000,0.0000,4.0000,14.875000
499.500,0.0000,4.0000,14.875000
