 time                     v(raw)                   v(pwm_hold)              v(blank)                 v(pwm)                   v(gate)                 
 3.48534537976300018e-01  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537976399994e-01  4.99888975241478795e-01  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537976600001e-01  1.49994448762073929e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537977000014e-01  3.50005551237926049e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537977299996e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537977379988e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537977539971e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537977859937e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537978499925e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537979779901e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537982339854e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537987459758e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534537997699512e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534538018179074e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534538059138144e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534538141056338e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534538304892727e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534538632565505e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534539287911005e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534539978000046e-01  5.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534540109069146e-01  5.00000000000000000e+00  6.55345500089055122e-01  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534540371207346e-01  5.00000000000000000e+00  1.96603650026716537e+00  0.00000000000000000e+00  0.00000000000000000e+00  0.00000000000000000e+00 
 3.48534540430057216e-01  5.00000000000000000e+00  2.26028584737747451e+00 -1.54806496706654907e-42  0.00000000000000000e+00 -4.32849828677524900e-22 
 3.48534540449338293e-01  5.00000000000000000e+00  2.35669123105353151e+00  1.48417517374262424e-40  0.00000000000000000e+00 -6.39235878950655292e-22 
 3.48534540455030351e-01  5.00000000000000000e+00  2.38515152073404124e+00  2.12921227712518624e-40  0.00000000000000000e+00 -6.67864745375323938e-22 
 3.48534540466414466e-01  5.00000000000000000e+00  2.44207210009506070e+00  3.78186759927452649e-41  0.00000000000000000e+00 -7.04460389100433996e-22 
 3.48534540468970200e-01  5.00000000000000000e+00  2.45485076710849626e+00 -1.38496105711637880e-40  0.00000000000000000e+00 -7.11679677612653520e-22 
 3.48534540474081667e-01  5.00000000000000000e+00  2.48040810113536736e+00 -1.10939566525841331e-40  0.00000000000000000e+00 -7.19311162323176639e-22 
 3.48534540475229193e-01  5.00000000000000000e+00  2.48614573372663017e+00 -1.06281670787693816e-39  0.00000000000000000e+00 -7.19883563238444726e-22 
 3.48534540477524246e-01  5.00000000000000000e+00  2.49762099890915579e+00 -1.44067372462792187e-39  0.00000000000000000e+00 -7.21400570700272147e-22 
 3.48534540477755284e-01  5.00000000000000000e+00  2.49877618596627826e+00 -1.16991808146760363e-39  0.00000000000000000e+00 -7.21574724760369022e-22 
 3.48534540477854982e-01  5.00000000000000000e+00  2.49927467610433496e+00 -1.25072223866644780e-39  0.00000000000000000e+00 -7.21651392408026279e-22 
 3.48534540477882571e-01  5.00000000000000000e+00  2.49941262131514463e+00 -1.25772801086264847e-39  0.00000000000000000e+00 -7.21672541540848033e-22 
 3.48534540477937749e-01  5.00000000000000000e+00  2.49968851173676399e+00 -1.16983040478942822e-39  0.00000000000000000e+00 -7.21715107206141567e-22 
 3.48534540477950128e-01  5.00000000000000000e+00  2.49975040667038684e+00 -1.16633679782911372e-39  0.00000000000000000e+00 -7.21724601950689076e-22 
 3.48534540477974886e-01  5.00000000000000000e+00  2.49987419653763254e+00 -1.15947783662665737e-39  0.00000000000000000e+00 -7.21743543906915052e-22 
 3.48534540477984878e-01  5.00000000000000000e+00  2.49992415657374067e+00 -1.14331318574971814e-39  0.00000000000000000e+00 -7.21751172210275558e-22 
 3.48534540477994870e-01  5.00000000000000000e+00  2.49997411660984881e+00 -1.13600289749833579e-39  0.00000000000000000e+00 -7.21758798634529069e-22 
