wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks
10.002223	1.68965052500546810e-2	3.379301	1.689274992249e-3	283502
20.106665	2.90689325328208348e-2	5.813787	1.204661042472e-3	561734
30.122223	4.07921901935373657e-2	8.158438	1.170504719293e-3	829761
40.201761	5.63632786216273010e-2	11.272656	1.544821499903e-3	1081358
50.210123	5.97101650871053533e-2	11.942033	3.344090429669e-4	1248265
60.005227	6.63267728313750721e-2	13.265355	6.755014990030e-4	1420779
