U1	1	FB
U1	2	AUX_PROTECTED
U1	3	SNS
U1	4	GATE_DRV
U1	5	AUX_RAW
U1	6	SERVICE_RESET_N
U1	7	HOT_GND
U1	8	UV
U1	9	HOT_GND
U1	10	FLT_TP
U1	11	ENOUT_TP
U1	12	TMR
Q1	1	Q_GATE
Q1	2	AUX_RAW
Q1	3	SNS
R1	1	SNS
R1	2	AUX_PROTECTED
R2	1	AUX_PROTECTED
R2	2	FB
R3	1	FB
R3	2	HOT_GND
R4	1	AUX_RAW
R4	2	UV
R5	1	UV
R5	2	HOT_GND
R6	1	GATE_DRV
R6	2	Q_GATE
R7	1	Q_GATE
R7	2	CG
C1	1	AUX_RAW
C1	2	HOT_GND
C2	1	TMR
C2	2	HOT_GND
C3	1	CG
C3	2	HOT_GND
C4	1	AUX_PROTECTED
C4	2	HOT_GND
D1	1	CG
D1	2	Q_GATE
