wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count	nonfinite_time
0.105030	1.99999999999999982e-5	100.000000	1.904217842521e-4	2253	false	0	0	false
