runner_wall_s	case	tracked_wall_s	sim_s	percent	sim_per_wall	callbacks
5.007	LL03	wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
15.022	LL03	10.006725	1.66122545208311247e-2	2.555731	1.660108945812e-3	242815	false	0	0
25.036	LL03	20.103387	2.55769517713833362e-2	3.934916	8.878872734866e-4	475312	false	0	0
35.051	LL03	30.123108	4.16796318189039533e-2	6.412251	1.607098692348e-3	697861	false	0	0
45.066	LL03	40.218164	5.74964230132484627e-2	8.845604	1.566785886096e-3	895212	false	0	0
55.076	LL03	50.293748	6.03676562094152755e-2	9.287332	2.849693867992e-4	1050269	false	0	0
65.090	LL03	60.338111	6.63649234489744333e-2	10.209988	5.970779394547e-4	1211929	false	0	0
75.105	LL03	70.353137	6.94462939462221346e-2	10.684045	3.076747389543e-4	1368152	false	0	0
85.119	LL03	80.359739	7.47676088528165944e-2	11.502709	5.317803804298e-4	1528344	false	0	0
95.134	LL03	90.382570	7.78501574989654832e-2	11.976947	3.075527000260e-4	1684210	false	0	0
105.149	LL03	100.394770	8.23510976023474478e-2	12.669400	4.495455572509e-4	1843587	false	0	0
115.160	LL03	110.407414	8.53555600064205416e-2	13.131625	3.000668334126e-4	1997465	false	0	0
125.175	LL03	120.414647	8.85724124401316149e-2	13.626525	3.214527339085e-4	2153069	false	0	0
135.190	LL03	130.433967	9.15760610055670610e-2	14.088625	2.997856718846e-4	2307716	false	0	0
145.204	LL03	140.469912	9.46876692070338644e-2	14.567334	3.100463791170e-4	2463671	false	0	0
155.219	LL03	150.479522	9.78025999301981724e-2	15.046554	3.111939928257e-4	2619582	false	0	0
165.234	LL03	160.486529	1.00877587369506694e-1	15.519629	3.072834406872e-4	2774326	false	0	0
175.248	LL03	170.584781	1.06105790428446797e-1	16.323968	5.177334666881e-4	2935047	false	0	0
185.263	LL03	180.585230	1.09204238776171469e-1	16.800652	3.098309156186e-4	3090412	false	0	0
195.278	LL03	190.688531	1.12565546107243605e-1	17.317776	3.326939766154e-4	3249580	false	0	0
205.289	LL03	200.714831	1.15787889659812390e-1	17.813521	3.213891179461e-4	3407111	false	0	0
215.303	LL03	210.806666	1.18947851940064742e-1	18.299670	3.131206790402e-4	3564179	false	0	0
225.318	LL03	220.846738	1.22177730753989799e-1	18.796574	3.216987794371e-4	3721889	false	0	0
235.332	LL03	230.848566	1.25269296692196802e-1	19.272199	3.091000916222e-4	3876740	false	0	0
245.352	LL03	240.912301	1.28398235485012252e-1	19.753575	3.109122798658e-4	4033566	false	0	0
255.373	LL03	250.923284	1.31508181097507754e-1	20.232028	3.106533706526e-4	4189752	false	0	0
265.398	LL03	260.977159	1.34694649913163073e-1	20.722254	3.169393680578e-4	4346078	false	0	0
275.423	LL03	270.995852	1.37807602515753247e-1	21.201170	3.107144339997e-4	4503178	false	0	0
285.447	LL03	281.085862	1.40922799369745583e-1	21.680431	3.087407128364e-4	4661337	false	0	0
295.471	LL03	291.145426	1.44136261295547408e-1	22.174809	3.194434370432e-4	4818088	false	0	0
305.496	LL03	301.220701	1.47273194196856722e-1	22.657414	3.113496343094e-4	4976055	false	0	0
315.521	LL03	311.277721	1.50448852582188097e-1	23.145977	3.157653445386e-4	5132071	false	0	0
325.546	LL03	321.304952	1.53547064749718770e-1	23.622625	3.089798170665e-4	5288060	false	0	0
335.570	LL03	331.310820	1.56622028894525311e-1	24.095697	3.073160942117e-4	5443724	false	0	0
345.590	LL03	341.389903	1.59805434905178761e-1	24.585452	3.158428082145e-4	5598119	false	0	0
355.615	LL03	351.443917	1.62901782596150374e-1	25.061813	3.079712865840e-4	5754505	false	0	0
365.640	LL03	361.544603	1.66009591542941093e-1	25.539937	3.076829580477e-4	5912103	false	0	0
375.664	LL03	371.607348	1.69221413425130862e-1	26.034064	3.191795043981e-4	6067265	false	0	0
385.689	LL03	381.717311	1.72392097358577634e-1	26.521861	3.136197418152e-4	6226967	false	0	0
395.711	LL03	391.768403	1.75614027727344302e-1	27.017543	3.205552413242e-4	6382404	false	0	0
405.736	LL03	401.839177	1.78748790213021869e-1	27.499814	3.112732446137e-4	6540526	false	0	0
415.761	LL03	411.937593	1.81883239207124903e-1	27.982037	3.103901751026e-4	6699449	false	0	0
425.778	LL03	422.037247	1.85141006771653738e-1	28.483232	3.225622888330e-4	6855039	false	0	0
435.794	LL03	432.061983	1.88285824879128150e-1	28.967050	3.137058240996e-4	7013741	false	0	0
445.820	LL03	442.163987	1.91446044128114834e-1	29.453238	3.128309230684e-4	7171132	false	0	0
455.845	LL03	452.254319	1.94665212096930690e-1	29.948494	3.190348974816e-4	7327533	false	0	0
465.870	LL03	462.301758	1.97832050971515044e-1	30.435700	3.151886600342e-4	7487249	false	0	0
475.894	LL03	472.407406	2.01120225168643363e-1	30.941573	3.253798628072e-4	7643388	false	0	0
485.920	LL03	482.446474	2.04256938600797938e-1	31.424144	3.124506674468e-4	7802095	false	0	0
495.945	LL03	492.447339	2.07380335246729636e-1	31.904667	3.123126495490e-4	7960418	false	0	0
505.965	LL03	502.493573	2.10671727143339343e-1	32.411035	3.276244276862e-4	8115809	false	0	0
515.990	LL03	512.500633	2.13799564002605302e-1	32.892241	3.125630086284e-4	8274402	false	0	0
526.015	LL03	522.533484	2.17030020963384973e-1	33.389234	3.219879509122e-4	8430009	false	0	0
536.032	LL03	532.537196	2.20173966437959917e-1	33.872918	3.142778992867e-4	8585699	false	0	0
546.057	LL03	542.644004	2.23349632626166805e-1	34.361482	3.142105839929e-4	8746785	false	0	0
556.074	LL03	552.679414	2.26633964963031759e-1	34.866764	3.272743484115e-4	8900785	false	0	0
566.093	LL03	562.745689	2.29791284390109263e-1	35.352505	3.136532242500e-4	9061254	false	0	0
576.116	LL03	572.835702	2.32954063905635861e-1	35.839087	3.134564193274e-4	9217901	false	0	0
586.141	LL03	582.858294	2.36060023965903171e-1	36.316927	3.098958879351e-4	9366019	false	0	0
596.164	LL03	592.865273	2.39068633132491604e-1	36.779790	3.006510885060e-4	9519107	false	0	0
606.189	LL03	602.927345	2.42195481238603794e-1	37.260843	3.107559085373e-4	9667489	false	0	0
616.204	LL03	613.031472	2.45242469744616415e-1	37.729611	3.015587955198e-4	9818612	false	0	0
626.227	LL03	623.094315	2.48184575768942844e-1	38.182242	2.923732352291e-4	9968298	false	0	0
636.245	LL03	633.195935	2.51357400055264468e-1	38.670369	3.140906434397e-4	10114447	false	0	0
646.268	LL03	643.209009	2.54324050851914729e-1	39.126777	2.962777397176e-4	10265587	false	0	0
