role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	1	23024531	5.01392241185122711e-1	9.26281359034060756e1	-9.14196241740455662e-1	-3.23308474501182364e0	3.77635261192049825e2	3.77665486969460915e2	3.23307277385854341e0	3.77720475250095660e2	3.78937499086983166e2	-6.41515312576379259e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74726173101526161e0	2.37117625453661640e0
GROUP	1	23024532	5.01392241185122822e-1	9.26281359053382403e1	-9.14196239812866907e-1	-3.23308474318748740e0	3.77635261192049995e2	3.77665486969461085e2	3.23307277374742918e0	3.77720475250094069e2	3.78937499086979585e2	-6.41515315520262173e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74726173101526205e0	2.37117625453616299e0
GROUP	1	23024533	5.01392241185122822e-1	9.26281359054982261e1	-9.14196239652881104e-1	-3.23308473892603354e0	3.77635261192049995e2	3.77665486969461085e2	3.23307277368764368e0	3.77720475250093216e2	3.78937499086977539e2	-6.41515317219964309e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74726173101526161e0	2.37117625453591918e0
GROUP	1	23024534	5.01392241185122822e-1	9.26281359032104774e1	-9.14196241940629761e-1	-3.23308476974560133e0	3.77635261192049938e2	3.77665486969461028e2	3.23307277361281509e0	3.77720475250092022e2	3.78937499086974924e2	-6.41515319441108822e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74726173101526161e0	2.37117625453561454e0
RIGHT	1	23024535	5.01392241185122933e-1	9.26281359057157232e1	-9.14196239444564185e-1	-3.23308473498143112e0	3.77635261192050052e2	3.77665486969461142e2	3.23307277346315924e0	3.77720475250089919e2	3.78937499086969524e2	-6.41515323914829546e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74726173101526161e0	2.37117625453500347e0
LEFT	2	23311098	5.06945785690749884e-1	9.23529747843989810e1	-9.03363776532643215e-1	-2.90142202705671215e0	3.80221408109849335e2	3.80251840881440046e2	2.90141243130441895e0	3.80301991040418955e2	3.81511779042861576e2	-1.42238728563984529e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74620504547734345e0	2.38597755368974029e0
GROUP	2	23311099	5.06945785690749995e-1	9.23529747835039956e1	-9.03363777423024317e-1	-2.90142204623331956e0	3.80221408109849506e2	3.80251840881440216e2	2.90141243116473335e0	3.80301991040416908e2	3.81511779042856404e2	-1.42238728948981688e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74620504547734390e0	2.38597755368889830e0
GROUP	2	23311100	5.06945785690749995e-1	9.23529747853299483e1	-9.03363775597071594e-1	-2.90142197327698481e0	3.80221408109849449e2	3.80251840881440160e2	2.90141243109051983e0	3.80301991040415771e2	3.81511779042853505e2	-1.42238729156951316e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74620504547734345e0	2.38597755368845066e0
RIGHT	2	23311101	5.06945785690750106e-1	9.23529747832199632e1	-9.03363777697876458e-1	-2.90142207560498067e0	3.80221408109849222e2	3.80251840881439932e2	2.90141243099539148e0	3.80301991040414350e2	3.81511779042849923e2	-1.42238729419376980e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74620504547734345e0	2.38597755368787690e0
LEFT	3	23311501	5.06953538211563970e-1	9.18808872390258387e1	-9.02424746777398923e-1	-2.87333841155631431e0	3.80217643919680825e2	3.80248076389987204e2	2.87332879776614947e0	3.80297828130255937e2	3.81506983100263994e2	-1.74869978616918643e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.74618025073645988e0	2.37682386726170058e0
