time_s v_ac_v i_ac_a v_load_v i_load_a v_b_v i_l_a v_d_v v_ds_v v_gs_v armed on
3.84740510147560547e-10 2.46147414934022878e-5 1.92613337346834814e-6 4.80855712478816635e-36 2.53081953936219270e-38 2.53081953984304867e-26 2.14552186257200505e-18 2.23017234082221571e-25 7.40859539538245687e-19 6.84119886442336811e-21 0.00000000000000000e0 0.00000000000000000e0
3.91210540766360620e-10 2.50286779698993387e-5 1.95424309204995028e-6 4.95746357192473168e-36 2.60919135364459558e-38 2.60919135414034221e-26 2.25403584533584989e-18 2.29369977476683354e-25 7.71862617506017516e-19 7.12754593871368024e-21 0.00000000000000000e0 0.00000000000000000e0
4.04150602003960819e-10 2.58565509228934541e-5 2.00993407586905163e-6 5.26724429421768110e-36 2.77223383906193737e-38 2.77223383958866208e-26 2.48832419215118102e-18 2.57425350149915092e-25 8.38068509113964706e-19 7.73903154386269701e-21 0.00000000000000000e0 0.00000000000000000e0
4.30030724479161164e-10 2.75122968288816647e-5 2.11923513995788887e-6 5.93664628205004737e-36 3.12455067476318266e-38 3.12455067535684768e-26 3.03322139063935882e-18 3.82119335353719373e-25 9.89623170170216063e-19 9.13882206457838070e-21 0.00000000000000000e0 0.00000000000000000e0
4.81790969429561905e-10 3.08237886408580959e-5 2.32976964379586137e-6 7.49058101353147394e-36 3.94241105975340730e-38 3.94241106050246584e-26 4.49110977546121235e-18 9.97042585698825033e-25 1.39056942848064217e-18 1.28421123466567827e-20 0.00000000000000000e0 0.00000000000000000e0
5.85311459330363285e-10 3.74467722648109109e-5 2.72050542333770814e-6 1.15854503388769760e-35 6.09760544151419807e-38 6.09760544267274299e-26 9.47383706720032728e-18 4.70082074774094484e-24 2.81629150941703832e-18 2.60107051228581690e-20 0.00000000000000000e0 0.00000000000000000e0
7.92352439131966148e-10 5.06927395127163715e-5 3.39454426633831907e-6 2.47438438500052619e-35 1.30230757105290858e-37 1.30230757130034709e-25 3.39809612348739362e-17 3.59499961752606180e-23 1.13280080027276138e-17 1.04617256706798239e-19 0.00000000000000000e0 0.00000000000000000e0
1.20643439873517187e-9 7.71846740085262628e-5 4.40308671031009336e-6 7.94088307898074060e-35 4.17941214683196846e-37 4.17941214762605741e-25 2.14940577621070321e-16 4.42094828802772941e-22 1.06717465699918280e-16 9.84993054886435482e-19 0.00000000000000000e0 0.00000000000000000e0
1.68960996658989704e-9 1.08097045814938640e-4 5.16340786031983595e-6 2.11568912408441963e-34 1.11352059162337869e-36 1.11352059183494777e-24 8.85711611528715656e-16 2.50256545515898546e-21 5.99860835251843545e-16 5.53328877481656044e-18 0.00000000000000000e0 0.00000000000000000e0
2.23503921610900362e-9 1.42992253430846881e-4 5.68180355511047411e-6 4.93760901848947143e-34 2.59874158867866902e-36 2.59874158917243022e-24 2.79507369617498308e-15 1.10399712881283134e-20 2.43047150371732790e-15 2.24038578660614550e-17 0.00000000000000000e0 0.00000000000000000e0
2.82552631531681936e-9 1.80770150269961261e-4 6.00177449172742319e-6 1.03690924986297138e-33 5.45741710454195471e-36 5.45741710557886410e-24 7.14131002749873434e-15 3.52213827522911550e-20 7.81241144456072518e-15 7.19619494139740392e-17 0.00000000000000000e0 0.00000000000000000e0
3.54742418190650960e-9 2.26955381359653124e-4 6.20787979866809902e-6 2.23149238790392108e-33 1.17446967784416894e-35 1.17446967806731821e-23 1.73300632406583786e-14 1.08744378651804928e-19 2.39834949434844880e-14 2.20704942146580641e-16 0.00000000000000000e0 0.00000000000000000e0
4.40338943751328251e-9 2.81717910748591790e-4 6.31966085497232639e-6 4.90013959801978279e-33 2.57902084106304332e-35 2.57902084155305747e-23 3.91623901324977523e-14 3.08735546571760593e-19 6.82978447137926427e-14 6.27762146495710822e-16 0.00000000000000000e0 0.00000000000000000e0
5.55343375796491910e-9 3.55294887716692937e-4 6.37575947547814551e-6 1.24266773545545910e-32 6.54035650239715277e-35 6.54035650363982167e-23 9.13997570542025130e-14 9.30295869912476616e-19 2.05854109343893966e-13 1.88892389008083105e-15 0.00000000000000000e0 0.00000000000000000e0
7.22743060234440927e-9 4.62393044781694428e-4 6.39552829446359081e-6 4.02410445426356624e-32 2.11794971277029812e-34 2.11794971317270859e-22 2.31582681938257327e-13 3.16797236305286782e-18 7.01057295177953951e-13 6.41615902439845638e-15 0.00000000000000000e0 0.00000000000000000e0
9.94183970694615404e-9 6.36054192112219517e-4 6.39807458783863379e-6 1.92666457953993330e-31 1.01403398923154384e-33 1.01403398942421039e-21 6.86225217805544485e-13 1.34594337543996047e-17 2.98268020862530435e-12 2.71746784445337188e-14 0.00000000000000000e0 0.00000000000000000e0
1.50064090709550072e-8 9.60072751065820396e-4 6.39764150471913706e-6 1.67644558515850252e-30 8.82339781662369764e-33 8.82339781830014421e-21 2.66295672060542520e-12 8.32289309864847185e-17 1.85165931992964172e-11 1.67166826848272721e-13 0.00000000000000000e0 0.00000000000000000e0
1.96329325065177443e-8 1.25606622036133521e-3 6.39783103762413263e-6 6.22741056836668472e-30 3.27758450966667629e-32 3.27758451028941735e-20 6.21827750553757415e-12 2.51632922283596398e-16 5.61451599812222495e-11 5.03643591597871146e-13 0.00000000000000000e0 0.00000000000000000e0
2.00000000000000004e-8 1.27955028617748596e-3 6.39781628371596800e-6 6.78709034697587762e-30 3.57215281419783029e-32 3.57215281487653934e-20 6.58593745987460250e-12 2.70871385213562888e-16 6.04492929318224371e-11 5.42026020396904571e-13 0.00000000000000000e0 0.00000000000000000e0
2.01000000000000013e-8 1.28594803760825123e-3 6.39781331795465091e-6 6.94823475754300888e-30 3.65696566186474151e-32 3.65696566255956534e-20 6.68912916230625487e-12 2.76346339509020627e-16 6.16744335953273139e-11 5.52946437016633541e-13 0.00000000000000000e0 0.00000000000000000e0
2.02999999999999998e-8 1.29874354046977634e-3 6.39780794253145407e-6 7.27690876028175659e-30 3.82995197909566112e-32 3.82995197982335265e-20 6.89768395564332988e-12 2.87466349063611881e-16 6.41629009229032794e-11 5.75124040391060950e-13 0.00000000000000000e0 0.00000000000000000e0
2.07000000000000001e-8 1.32433454619280424e-3 6.39779998389163052e-6 7.97374939227769501e-30 4.19671020646194483e-32 4.19671020725931998e-20 7.32795665410232176e-12 3.10746138943580723e-16 6.93738633667458168e-11 6.21542263195305373e-13 0.00000000000000000e0 0.00000000000000000e0
2.09999999999999994e-8 1.34352780048505537e-3 6.39779593866870652e-6 8.53224836414868132e-30 4.49065703376246392e-32 4.49065703461568880e-20 7.66232629181204245e-12 3.29139535964254902e-16 7.34921566765474043e-11 6.58206694998527746e-13 0.00000000000000000e0 0.00000000000000000e0
2.10800000000000008e-8 1.34864600162965301e-3 6.39779511177373042e-6 8.68772923801735719e-30 4.57248907264071414e-32 4.57248907350948710e-20 7.75356316730534799e-12 3.34212594852469884e-16 7.46282357662885137e-11 6.68317286337525455e-13 0.00000000000000000e0 0.00000000000000000e0
2.12400000000000003e-8 1.35888240391884396e-3 6.39779359660813327e-6 9.00340022816475828e-30 4.73863169903408336e-32 4.73863169993442334e-20 7.93749559127918580e-12 3.44478822036703660e-16 7.69273263571128250e-11 6.88775466008216690e-13 0.00000000000000000e0 0.00000000000000000e0
2.15599999999999992e-8 1.37935520849721176e-3 6.39779128628909649e-6 9.66366029328612677e-30 5.08613699646638276e-32 5.08613699743274873e-20 8.31418140599349709e-12 3.65740504102366970e-16 8.16898090309011710e-11 7.31137145769431936e-13 0.00000000000000000e0 0.00000000000000000e0
2.22000000000000003e-8 1.42030081765388621e-3 6.39778869006377843e-6 1.11066914845438008e-29 5.84562709712831675e-32 5.84562709823898533e-20 9.10352589807290115e-12 4.11298203682208721e-16 9.18981389882883300e-11 8.21866221564041432e-13 0.00000000000000000e0 0.00000000000000000e0
2.34799999999999992e-8 1.50219203596698445e-3 6.39778770666291768e-6 1.45413778354137360e-29 7.65335675548091330e-32 7.65335675693505116e-20 1.08316127966631713e-11 5.15503191014952496e-16 1.15265544733147773e-10 1.02920719929739329e-12 0.00000000000000000e0 0.00000000000000000e0
2.60399999999999969e-8 1.66597447259211298e-3 6.39779089505734463e-6 2.41394425953645655e-29 1.27049697870339820e-31 1.27049697894479271e-19 1.49293359312836395e-11 7.84379796020010438e-16 1.75657518866341791e-10 1.56320837692479580e-12 0.00000000000000000e0 0.00000000000000000e0
3.11599999999999958e-8 1.99353934583756205e-3 6.39779949400398618e-6 5.96914377171384935e-29 3.14165461669149944e-31 3.14165461728841387e-19 2.60409525760833379e-11 1.63657437930493691e-15 3.67749634535409691e-10 3.24897839699190524e-12 0.00000000000000000e0 0.00000000000000000e0
3.57927599791974841e-8 2.28993181367541680e-3 6.39780708601694198e-6 1.19378222918981497e-28 6.28306436415692055e-31 6.28306436535070287e-19 3.98954223969712328e-11 2.87277058269099608e-15 6.47472550293445760e-10 5.68395131620350346e-12 0.00000000000000000e0 0.00000000000000000e0
4.01617757002889529e-8 2.56945057946121212e-3 6.39781433205924982e-6 2.12137252375447865e-28 1.11651185460762032e-30 1.11651185481975761e-18 5.67816067413223343e-11 4.57595136055073248e-15 1.03425211939919510e-9 9.02557674504020176e-12 0.00000000000000000e0 0.00000000000000000e0
4.48917808229902730e-8 2.87206454984382034e-3 6.39782215095755641e-6 3.70236436399813350e-28 1.94861282315691250e-30 1.94861282352714896e-18 7.97909190735859975e-11 7.17101269165734002e-15 1.62577975198351114e-9 1.40965336092898352e-11 0.00000000000000000e0 0.00000000000000000e0
4.94714610391099181e-8 3.16506110635707489e-3 6.39782974281351974e-6 6.01510883549256111e-28 3.16584675552240038e-30 3.16584675612391145e-18 1.07264314232938799e-10 1.05993686467249954e-14 2.41019979716589574e-9 2.07689171809240502e-11 0.00000000000000000e0 0.00000000000000000e0
5.42084315599068767e-8 3.46812070557703375e-3 6.39783760258624823e-6 9.49818897880671804e-28 4.99904683095090442e-30 4.99904683190072328e-18 1.41611838399078279e-10 1.52994232399481543e-14 3.48969646569025981e-9 2.98795599102598110e-11 0.00000000000000000e0 0.00000000000000000e0
5.47261520484742384e-8 3.50124317553568085e-3 6.39783846297786729e-6 9.95647376547203508e-28 5.24024935024843970e-30 5.24024935124408672e-18 1.45749570603286070e-10 1.58914196668009014e-14 3.62592183633337237e-9 3.10248104737533148e-11 0.00000000000000000e0 0.00000000000000000e0
5.49427079706894479e-8 3.51509788514504712e-3 6.39783882293645800e-6 1.01533484261769663e-27 5.34386759272471878e-30 5.34386759374005421e-18 1.47503787949872051e-10 1.61440464898822987e-14 3.68407144528691360e-9 3.15133803914121424e-11 0.00000000000000000e0 0.00000000000000000e0
5.49752058054449167e-8 3.51717701583269564e-3 6.39783887690110326e-6 1.01831603813776761e-27 5.35955809546193472e-30 5.35955809648025102e-18 1.47768237251457718e-10 1.61822142913916429e-14 3.69285784047500423e-9 3.15871880373854130e-11 0.00000000000000000e0 0.00000000000000000e0
5.49838433867043067e-8 3.51772962681119912e-3 6.39783889128803240e-6 1.01910959046168610e-27 5.36373468664045280e-30 5.36373468765956265e-18 1.47838577851316169e-10 1.61923703824696561e-14 3.69519581243550838e-9 3.16068268384534213e-11 0.00000000000000000e0 0.00000000000000000e0
5.49884099211609137e-8 3.51802178233467846e-3 6.39783889875948641e-6 1.01952932815952199e-27 5.36594383241853645e-30 5.36594383343806668e-18 1.47875774624011626e-10 1.61977418641027323e-14 3.69643229639043086e-9 3.16172130953230369e-11 0.00000000000000000e0 0.00000000000000000e0
5.49900909062755635e-8 3.51812932758388238e-3 6.39783890174234343e-6 1.01968387261408896e-27 5.36675722428467848e-30 5.36675722530436297e-18 1.47889468672990239e-10 1.61997193427340529e-14 3.69688754284070805e-9 3.16210370744926619e-11 0.00000000000000000e0 0.00000000000000000e0
5.49914845161740046e-8 3.51821848728108228e-3 6.39783890398794297e-6 1.01981201097377374e-27 5.36743163670407225e-30 5.36743163772388479e-18 1.47900822272869433e-10 1.62013585708062881e-14 3.69726500781929206e-9 3.16242077085130380e-11 0.00000000000000000e0 0.00000000000000000e0
5.49930664976556886e-8 3.51831969852394203e-3 6.39783890668283589e-6 1.01995748523140572e-27 5.36819729069160904e-30 5.36819729171156642e-18 1.47913711216563316e-10 1.62032195758449693e-14 3.69769352678918563e-9 3.16278071754707723e-11 0.00000000000000000e0 0.00000000000000000e0
5.49949173769467945e-8 3.51843811318024819e-3 6.39783890968997904e-6 1.02012770769292158e-27 5.36909319838379784e-30 5.36909319940392526e-18 1.47928791906708529e-10 1.62053975545251695e-14 3.69819491160865555e-9 3.16320186715842106e-11 0.00000000000000000e0 0.00000000000000000e0
5.49986191355289998e-8 3.51867494249286138e-3 6.39783891578839942e-6 1.02046822112224305e-27 5.37088537432759527e-30 5.37088537534806376e-18 1.47958956341343618e-10 1.62097545737987813e-14 3.69919781716905750e-9 3.16404427519148702e-11 0.00000000000000000e0 0.00000000000000000e0
5.50060226526934104e-8 3.51914860111808602e-3 6.39783892809886456e-6 1.02114952206703610e-27 5.37447116877387389e-30 5.37447116979502414e-18 1.48019297428992872e-10 1.62184704636441620e-14 3.70120427613806788e-9 3.16572962280136608e-11 0.00000000000000000e0 0.00000000000000000e0
5.50208296870222315e-8 3.52009591836853529e-3 6.39783895272846848e-6 1.02251322081469050e-27 5.38164853060363404e-30 5.38164853162614796e-18 1.48140028485678407e-10 1.62359126552301268e-14 3.70521965184528572e-9 3.16910232049960467e-11 0.00000000000000000e0 0.00000000000000000e0
5.50504437556798737e-8 3.52199055286943384e-3 6.39783900194777766e-6 1.02524501011264966e-27 5.39602636901394538e-30 5.39602637003919085e-18 1.48381686187245321e-10 1.62708388160841136e-14 3.71326024161846768e-9 3.17585573148195736e-11 0.00000000000000000e0 0.00000000000000000e0
5.51096718929951647e-8 3.52577982187122965e-3 6.39783910038639603e-6 1.03072619102821879e-27 5.42487468962220407e-30 5.42487469065293014e-18 1.48865784444805151e-10 1.63408589906326109e-14 3.72938080352797044e-9 3.18939463404173236e-11 0.00000000000000000e0 0.00000000000000000e0
5.52281281676257401e-8 3.53335835987481604e-3 6.39783929727230638e-6 1.04175924467434859e-27 5.48294339302288739e-30 5.48294339406464698e-18 1.49837116391248558e-10 1.64815749791073534e-14 3.76177977710047849e-9 3.21660098963804751e-11 0.00000000000000000e0 0.00000000000000000e0
5.54650407168868976e-8 3.54851543588196759e-3 6.39783969104672917e-6 1.06411039238336875e-27 5.60058101254404585e-30 5.60058101360815656e-18 1.51792354099444999e-10 1.67657245061277459e-14 3.82721248822077854e-9 3.27153046730608972e-11 0.00000000000000000e0 0.00000000000000000e0
5.59388658154092125e-8 3.57882958789618611e-3 6.39784047872741374e-6 1.10997119901572303e-27 5.84195367903012106e-30 5.84195368014009221e-18 1.55753381228084209e-10 1.73450015125884220e-14 3.96064460363832322e-9 3.38347762899601103e-11 0.00000000000000000e0 0.00000000000000000e0
5.68865160124538424e-8 3.63945789192428011e-3 6.39784205434031777e-6 1.20647639226558835e-27 6.34987574876625442e-30 6.34987574997273143e-18 1.63879689726421098e-10 1.85483826337780187e-14 4.23799669788152782e-9 3.61589326059788150e-11 0.00000000000000000e0 0.00000000000000000e0
5.87818164065431021e-8 3.76071449997906647e-3 6.39784520715166311e-6 1.41986214654851931e-27 7.47295866604483883e-30 7.47295866746470050e-18 1.80965634301449324e-10 2.11418993546922006e-14 4.83645264403533936e-9 4.11617656141946985e-11 0.00000000000000000e0 0.00000000000000000e0
6.25724171947216150e-8 4.00322771608281700e-3 6.39785152106199517e-6 1.93880088448257259e-27 1.02042151814872239e-29 1.02042151834260259e-17 2.18600185920178122e-10 2.71373688817554195e-14 6.22327967799627890e-9 5.26978512282426247e-11 0.00000000000000000e0 0.00000000000000000e0
6.71842230616583634e-8 4.29827959183901823e-3 6.39785922003539842e-6 2.76466422219232340e-27 1.45508643273280175e-29 1.45508643300926836e-17 2.70929115276795159e-10 3.60426964304561564e-14 8.29042086415787391e-9 6.97713726832366575e-11 0.00000000000000000e0 0.00000000000000000e0
7.22187221177012669e-8 4.62037432712682217e-3 6.39786764895962368e-6 3.96433171591234724e-27 2.08649037679597236e-29 2.08649037719240530e-17 3.36780010810700375e-10 4.80629817643939161e-14 1.10917640410488927e-8 9.27236297713280062e-11 0.00000000000000000e0 0.00000000000000000e0
7.67950258416803394e-8 4.91315486399668874e-3 6.39787533648558671e-6 5.38244917035932155e-27 2.83286798439964298e-29 2.83286798493788799e-17 4.05028045169151429e-10 6.13482331762233296e-14 1.42000055966433456e-8 1.17991581441748128e-10 0.00000000000000000e0 0.00000000000000000e0
8.15266566880170257e-8 5.21587284404053438e-3 6.39788331272331257e-6 7.24612511188415823e-27 3.81375005888639928e-29 3.81375005961101161e-17 4.84500915934419692e-10 7.77566691808794079e-14 1.80536675503510222e-8 1.49080393684883347e-10 0.00000000000000000e0 0.00000000000000000e0
8.60693095780350666e-8 5.50650048416960816e-3 6.39789100131786526e-6 9.48514204317378382e-27 4.99218002272304420e-29 4.99218002367155830e-17 5.69761786652283343e-10 9.63562509623590463e-14 2.24385250470924551e-8 1.84188283089560949e-10 0.00000000000000000e0 0.00000000000000000e0
9.07945622372476281e-8 5.80881040362225126e-3 6.39789903344838151e-6 1.23651158425150208e-26 6.50795570658685273e-29 6.50795570782336511e-17 6.68227124285699236e-10 1.18988314784307241e-13 2.77944359394914807e-8 2.26747371533755978e-10 0.00000000000000000e0 0.00000000000000000e0
9.53800244881101793e-8 6.10217688021171337e-3 6.39790686636151906e-6 1.57837374588474162e-26 8.30723024149863956e-29 8.30723024307701379e-17 7.73732177450027958e-10 1.44471639608156150e-13 3.38481542623944910e-8 2.74489550595991450e-10 0.00000000000000000e0 0.00000000000000000e0
1.00086197635306977e-7 6.40326613987498173e-3 6.39791494743378875e-6 2.00320373346106287e-26 1.05431775445319088e-28 1.05431775465351139e-16 8.92639152481323740e-10 1.74580360694719038e-13 4.10280866838070210e-8 3.30687880100281989e-10 0.00000000000000000e0 0.00000000000000000e0
1.04686647381573949e-7 6.69759147912753466e-3 6.39792289277782422e-6 2.50140706729807695e-26 1.31653003542004053e-28 1.31653003567018123e-16 1.01967371652365072e-9 2.08227324069829603e-13 4.90825120705146261e-8 3.93259001566254740e-10 0.00000000000000000e0 0.00000000000000000e0
1.09376107413255904e-7 6.99761147516392984e-3 6.39793104190156114e-6 3.10548751225949462e-26 1.63446711171552344e-28 1.63446711202607233e-16 1.16055080315601057e-9 2.47180349837763157e-13 5.84429053078491306e-8 4.65431841232181415e-10 0.00000000000000000e0 0.00000000000000000e0
1.13989498072185096e-7 7.29276474179915007e-3 6.39793911271294147e-6 3.80698645694551532e-26 2.00367708260290274e-28 2.00367708298360155e-16 1.31072565862998271e-9 2.90450523469157368e-13 6.88806427752848940e-8 5.45311334423572473e-10 0.00000000000000000e0 0.00000000000000000e0
1.18667956614365517e-7 7.59208088983994063e-3 6.39794735579450602e-6 4.64075006765312806e-26 2.44250003560690936e-28 2.44250003607098463e-16 1.47511272894934026e-9 3.39726174661381338e-13 8.08127824205829475e-8 6.35947206017018583e-10 0.00000000000000000e0 0.00000000000000000e0
1.23290833665216364e-7 7.88784107220407565e-3 6.39795556330383097e-6 5.60006644484242387e-26 2.94740339202232831e-28 2.94740339258233520e-16 1.64984532340105244e-9 3.94133224449621012e-13 9.40382498320689072e-8 7.35660266331779980e-10 0.00000000000000000e0 0.00000000000000000e0
1.27961099617569689e-7 8.18663307866471235e-3 6.39796392215563614e-6 6.72169951999382403e-26 3.53773658947043385e-28 3.53773659014260376e-16 1.83910816512360484e-9 4.55263611199394182e-13 1.08955411825719263e-7 8.47292515725659405e-10 0.00000000000000000e0 0.00000000000000000e0
1.32590844715259994e-7 8.48283266154417626e-3 6.39797227978966543e-6 8.00137014745173287e-26 4.21124744602722825e-28 4.21124744682736475e-16 2.03966847898973961e-9 5.22374266707398510e-13 1.25395200578425303e-7 9.69406820061098626e-10 0.00000000000000000e0 0.00000000000000000e0
1.37255160852830562e-7 8.78124401359347065e-3 6.39798077603156989e-6 9.47732292241517894e-26 4.98806469600798931e-28 4.98806469695572126e-16 2.25504221121039914e-9 5.96946534634641124e-13 1.43733593864109940e-7 1.10461433540469455e-9 0.00000000000000000e0 0.00000000000000000e0
1.41889937664748617e-7 9.07776551298869125e-3 6.39798929924842441e-6 1.11482052375909935e-25 5.86747644083736512e-28 5.86747644195218549e-16 2.48255602073960101e-9 6.78371057365483015e-13 1.63834771357967612e-7 1.25172121338091971e-9 0.00000000000000000e0 0.00000000000000000e0
1.46549924365963061e-7 9.37589987840693750e-3 6.39799795403711569e-6 1.30533903083113458e-25 6.87020542542702389e-28 6.87020542673236291e-16 2.72512770244136295e-9 7.68011991817132269e-13 1.86050410861270678e-7 1.41309895519179900e-9 0.00000000000000000e0 0.00000000000000000e0
1.51188372861421539e-7 9.67265628293153407e-3 6.39800665915707389e-6 1.51948363060481581e-25 7.99728226634113561e-28 7.99728226786061952e-16 2.98056744952058203e-9 8.65390607950654014e-13 2.10277764583849345e-7 1.58778786148585806e-9 0.00000000000000000e0 0.00000000000000000e0
1.55845204877968472e-7 9.97058881940801785e-3 6.39801549367005618e-6 1.76127912901653314e-25 9.26989015271859534e-28 9.26989015447987483e-16 3.25126874556455302e-9 9.71753444716472843e-13 2.36843782018179289e-7 1.77792223058569475e-9 0.00000000000000000e0 0.00000000000000000e0
1.60486333005544375e-7 1.02675166600742513e-2 6.39802439855383098e-6 2.03127854241715442e-25 1.06909396969323922e-27 1.06909396989636701e-15 3.53545007372194376e-9 1.08674433179147165e-12 2.65677356017301467e-7 1.98275871087781785e-9 0.00000000000000000e0 0.00000000000000000e0
1.65140866638145861e-7 1.05653021515969923e-2 6.39803343324349405e-6 2.33357695047848791e-25 1.22819839498867788e-27 1.22819839522203556e-15 3.83505149247839289e-9 1.21149568781263688e-12 2.97081251709542079e-7 2.20420384332073895e-9 0.00000000000000000e0 0.00000000000000000e0
1.69783950003061055e-7 1.08623550834239559e-2 6.39804255556444823e-6 2.66909950081735350e-25 1.40478921095650188e-27 1.40478921122341188e-15 4.14862915437587117e-9 1.34576255922010788e-12 3.31013702641942957e-7 2.44170741595157079e-9 0.00000000000000000e0 0.00000000000000000e0
1.74436808638479652e-7 1.11600334127247968e-2 6.39805181137584333e-6 3.04200147782106545e-25 1.60105340937950822e-27 1.60105340968370842e-15 4.47773519978624620e-9 1.49056934110247739e-12 3.67754498711636059e-7 2.69696209893982702e-9 0.00000000000000000e0 0.00000000000000000e0
1.79081318363807086e-7 1.14571775994776921e-2 6.39806116981347928e-6 3.45358540565397970e-25 1.81767652929156842e-27 1.81767652963692698e-15 4.82119961282980264e-9 1.64576904941200345e-12 4.07288368988720753e-7 2.96958477929096124e-9 0.00000000000000000e0 0.00000000000000000e0
1.83732956130960287e-7 1.17547778205922739e-2 6.39807066648775957e-6 3.90806231011847362e-25 2.05687490006235470e-27 2.05687490045316089e-15 5.18024524821793647e-9 1.81228557205824647e-12 4.49873723163269832e-7 3.26107039244154483e-9 0.00000000000000000e0 0.00000000000000000e0
1.88378506275658591e-7 1.20519885707189699e-2 6.39808027937463497e-6 4.40710920763845648e-25 2.31953116191497715e-27 2.31953116235568799e-15 5.55391977097512620e-9 1.99005578514427938e-12 4.95518643907898227e-7 3.57117594058771821e-9 0.00000000000000000e0 0.00000000000000000e0
1.93029254084953880e-7 1.23495318544689491e-2 6.39809003672928145e-6 4.95499245948379340e-25 2.60789076814936491e-27 2.60789076864486409e-15 5.94316800785503412e-9 2.17991113044850459e-12 5.44461928358125741e-7 3.90121541801881740e-9 0.00000000000000000e0 0.00000000000000000e0
1.97675563062955862e-7 1.26467911527891712e-2 6.39809992262346805e-6 5.55375413329207883e-25 2.92302849120635728e-27 2.92302849176173265e-15 6.34720701026401554e-9 2.38185814998000696e-12 5.96731766770072246e-7 4.25105939959062440e-9 0.00000000000000000e0 0.00000000000000000e0
2.02325662080621707e-7 1.29442929283867109e-2 6.39810995933104421e-6 6.20771812615620940e-25 3.26722006639800474e-27 3.26722006701877696e-15 6.76674757896661691e-9 2.59664381796177050e-12 6.52549128036912759e-7 4.62185729243847977e-9 0.00000000000000000e0 0.00000000000000000e0
2.07021959011461093e-7 1.32447503315866015e-2 6.39812024553002012e-6 6.92717746487051346e-25 3.64588287624763857e-27 3.64588287694035670e-15 7.20583763279216801e-9 2.82682497746468915e-12 7.12611327214504711e-7 5.01785164927615628e-9 0.00000000000000000e0 0.00000000000000000e0
2.12273536447922189e-7 1.35807332011257092e-2 6.39813192891691696e-6 7.80640465711764249e-25 4.10863403006191684e-27 4.10863403084255781e-15 7.71509248869954284e-9 3.10049197620266748e-12 7.84332898638521560e-7 5.48691031143713032e-9 0.00000000000000000e0 0.00000000000000000e0
2.17847924990703680e-7 1.39373687227159117e-2 6.39814455209372634e-6 8.83150263762960327e-25 4.64815928296294931e-27 4.64815928384609954e-15 8.27662268492760202e-9 3.41034350223618119e-12 8.65925585686959600e-7 6.01584738085506609e-9 0.00000000000000000e0 0.00000000000000000e0
2.24068001318878280e-7 1.43353137436270511e-2 6.39815890881439975e-6 1.00947136817715284e-24 5.31300720093238327e-27 5.31300720194185491e-15 8.92849197602040324e-9 3.78037310574674860e-12 9.63876078935197470e-7 6.64473312028950981e-9 0.00000000000000000e0 0.00000000000000000e0
2.30748711571653809e-7 1.47627289778506712e-2 6.39817466600162144e-6 1.16017471404772627e-24 6.10618270551434862e-27 6.10618270667452339e-15 9.65803472345899504e-9 4.20724682133336488e-12 1.07752573539220752e-6 7.36673949458158523e-9 0.00000000000000000e0 0.00000000000000000e0
2.38274421307056959e-7 1.52442051782546249e-2 6.39819283934986438e-6 1.35002211657187543e-24 7.10537956090460763e-27 7.10537956225463032e-15 1.05157691046878101e-8 4.72584327623736269e-12 1.21648126442656783e-6 8.23922597089328551e-9 0.00000000000000000e0 0.00000000000000000e0
2.46545931335807645e-7 1.57733958272700536e-2 6.39821335945284231e-6 1.58520727513888447e-24 8.34319618494149780e-27 8.34319618652670486e-15 1.15015119828525684e-8 5.34346529852616990e-12 1.38316057537941483e-6 9.27217236448542121e-9 0.00000000000000000e0 0.00000000000000000e0
2.56032199703761486e-7 1.63803036948007262e-2 6.39823760729962832e-6 1.89212657823930658e-24 9.95856093810161424e-27 9.95856093999374086e-15 1.26859121702498971e-8 6.11527247341414156e-12 1.59315608040614910e-6 1.05543752386902997e-8 0.00000000000000000e0 0.00000000000000000e0
2.66765922178552457e-7 1.70670205746907867e-2 6.39826601192550193e-6 2.29179051341251611e-24 1.20620553337500844e-26 1.20620553360418749e-14 1.40928661108864673e-8 7.07307165483449709e-12 1.85621727456122676e-6 1.21334410548436150e-8 0.00000000000000000e0 0.00000000000000000e0
2.79433144647166131e-7 1.78774379771419259e-2 6.39830087569015493e-6 2.84233254424845221e-24 1.49596449697286957e-26 1.49596449725710296e-14 1.58396292913820163e-8 8.32258430135624089e-12 2.20321711522597004e-6 1.41751360084026792e-8 0.00000000000000000e0 0.00000000000000000e0
2.94382854655205339e-7 1.88338832575078580e-2 6.39834397712230052e-6 3.61417008332320916e-24 1.90219478069642585e-26 1.90219478105784293e-14 1.80123570597973041e-8 9.96824225262454435e-12 2.66635395818989892e-6 1.68357163399013960e-8 0.00000000000000000e0 0.00000000000000000e0
3.12903645697357398e-7 2.00187974236643342e-2 6.39840033224425841e-6 4.77659074565241755e-24 2.51399512929074617e-26 2.51399512976840527e-14 2.08521041908704842e-8 1.22702978330677767e-11 3.32505666693098267e-6 2.05091733833669373e-8 0.00000000000000000e0 0.00000000000000000e0
3.31768763898578156e-7 2.12257407844192100e-2 6.39846138162508682e-6 6.22399393347130083e-24 3.27578628077436859e-26 3.27578628139676821e-14 2.38867903082051735e-8 1.49191902145236789e-11 4.09739125784021845e-6 2.46745313195049970e-8 0.00000000000000000e0 0.00000000000000000e0
