role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	1	22417823	5.01787283162294040e-1	9.43304356501332393e1	-9.68930109075756718e-1	-5.08955503960690603e0	3.76725888846687667e2	3.76753026539133998e2	5.08954367567484134e0	3.76835484973455152e2	3.78087504217996070e2	-6.91041408755638620e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98836299587556242e0	2.76710747510305088e0
GROUP	1	22417824	5.01787283162294151e-1	9.43304356515342306e1	-9.68930107681543973e-1	-5.08955502266294424e0	3.76725888846687837e2	3.76753026539134169e2	5.08954367551806808e0	3.76835484973453163e2	3.78087504217991466e2	-6.91041412479611773e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98836299587556375e0	2.76710747510234789e0
GROUP	1	22417825	5.01787283162294151e-1	9.43304356538979221e1	-9.68930105317852508e-1	-5.08955501253174436e0	3.76725888846687894e2	3.76753026539134225e2	5.08954367543546660e0	3.76835484973452139e2	3.78087504217989078e2	-6.91041414482599816e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98836299587556331e0	2.76710747510197796e0
RIGHT	1	22417826	5.01787283162294262e-1	9.43304356497834249e1	-9.68930109435746090e-1	-5.08955505463012159e0	3.76725888846687951e2	3.76753026539134282e2	5.08954367532820040e0	3.76835484973450775e2	3.78087504217985895e2	-6.91041417004046561e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98836299587556375e0	2.76710747510149746e0
LEFT	2	22418225	5.01795044850063543e-1	9.46791522888169936e1	-9.69053237658329181e-1	-5.09401302983072668e0	3.76724670993701181e2	3.76751808598418734e2	5.09400171268620117e0	3.76834345329610358e2	3.78086440858460378e2	-1.27598735148742141e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98839491290963322e0	2.77791092312278742e0
GROUP	2	22418226	5.01795044850063654e-1	9.46791522887088064e1	-9.69053237769898601e-1	-5.09401303300463315e0	3.76724670993701352e2	3.76751808598418904e2	5.09400171256991374e0	3.76834345329608709e2	3.78086440858456854e2	-1.27598735394721271e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98839491290963366e0	2.77791092312224785e0
GROUP	2	22418227	5.01795044850063654e-1	9.46791522920268136e1	-9.69053234451891399e-1	-5.09401299340162073e0	3.76724670993701352e2	3.76751808598418904e2	5.09400171250762934e0	3.76834345329607856e2	3.78086440858454978e2	-1.27598735524315449e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98839491290963366e0	2.77791092312195831e0
GROUP	2	22418228	5.01795044850063654e-1	9.46791522910117180e1	-9.69053235466986962e-1	-5.09401302110979159e0	3.76724670993701181e2	3.76751808598418734e2	5.09400171242916411e0	3.76834345329607061e2	3.78086440858452534e2	-1.27598735694972869e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98839491290963410e0	2.77791092312159460e0
RIGHT	2	22418229	5.01795044850063765e-1	9.46791522892810065e1	-9.69053237204477114e-1	-5.09401300430439807e0	3.76724670993701068e2	3.76751808598418620e2	5.09400171227223275e0	3.76834345329605242e2	3.78086440858447702e2	-1.27598736043732535e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98839491290963588e0	2.77791092312086585e0
LEFT	3	22662168	5.06558520763431108e-1	9.37763737235870565e1	-9.60808800494959314e-1	-4.79794534306677356e0	3.79410723718789427e2	3.79438054815047906e2	4.79793567632247520e0	3.79516266721630586e2	3.80763233378376071e2	-8.81162322285095832e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98725918681235925e0	2.77616887698497594e0
GROUP	3	22662169	5.06558520763431219e-1	9.37763737240244950e1	-9.60808800057520784e-1	-4.79794532684773767e0	3.79410723718789598e2	3.79438054815048076e2	4.79793567620689299e0	3.79516266721629108e2	3.80763233378372433e2	-8.81162325134646295e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98725918681235925e0	2.77616887698426540e0
GROUP	3	22662170	5.06558520763431219e-1	9.37763737202185155e1	-9.60808803863500316e-1	-4.79794527742952681e0	3.79410723718789654e2	3.79438054815048133e2	4.79793567614494609e0	3.79516266721628426e2	3.80763233378370444e2	-8.81162326878144016e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98725918681235880e0	2.77616887698388526e0
GROUP	3	22662171	5.06558520763431219e-1	9.37763737227950003e1	-9.60808801287015513e-1	-4.79794532224756409e0	3.79410723718789711e2	3.79438054815048190e2	4.79793567606705995e0	3.79516266721627574e2	3.80763233378367829e2	-8.81162329138260853e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98725918681235747e0	2.77616887698340653e0
RIGHT	3	22662172	5.06558520763431330e-1	9.37763737242710533e1	-9.60808799804141245e-1	-4.79794530549334475e0	3.79410723718789882e2	3.79438054815048361e2	4.79793567591128500e0	3.79516266721625527e2	3.80763233378362713e2	-8.81162333366681513e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98725918681235569e0	2.77616887698245041e0
LEFT	4	22663328	5.06581752927746543e-1	9.27269492051291166e1	-9.57336307936429876e-1	-4.67477170792413510e0	3.79405981625223717e2	3.79433312379882409e2	4.67476194850027671e0	3.79509716576422193e2	3.80754509750073737e2	-7.74710992785490699e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98717633005191097e0	2.74531327656936375e0
GROUP	4	22663329	5.06581752927746654e-1	9.27269492075164550e1	-9.57336305545666733e-1	-4.67477170215296400e0	3.79405981625223887e2	3.79433312379882580e2	4.67476194834999514e0	3.79509716576419976e2	3.80754509750069133e2	-7.74710996452664787e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98717633005191097e0	2.74531327656842139e0
GROUP	4	22663330	5.06581752927746654e-1	9.27269492091175067e1	-9.57336303944614997e-1	-4.67477171363692712e0	3.79405981625223887e2	3.79433312379882580e2	4.67476194827051561e0	3.79509716576418896e2	3.80754509750066745e2	-7.74710998403680159e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98717633005191008e0	2.74531327656792312e0
RIGHT	4	22663331	5.06581752927746765e-1	9.27269492075777464e1	-9.57336305477511473e-1	-4.67477172869706692e0	3.79405981625223660e2	3.79433312379882352e2	4.67476194816787061e0	3.79509716576417532e2	3.80754509750063676e2	-7.74711000887267835e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98717633005190786e0	2.74531327656728008e0
LEFT	5	22825654	5.10121449632895296e-1	-2.48718810344573571e0	9.28496611573803818e1	5.06712785925384424e0	3.77199554932031958e2	3.77226726745320377e2	5.06711649232515349e0	3.77308855192062310e2	3.78560490249739928e2	-4.69302811797441742e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98926641019453321e0	2.76138613561173152e0
GROUP	5	22825655	5.10121449632895407e-1	-2.48718810341832608e0	9.28496611574111625e1	5.06712785688029044e0	3.77199554932032186e2	3.77226726745320605e2	5.06711649218109805e0	3.77308855192060548e2	3.78560490249735437e2	-4.69302815646404601e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98926641019453543e0	2.76138613561108137e0
GROUP	5	22825656	5.10121449632895407e-1	-2.48718810283700531e0	9.28496611579924860e1	5.06712785649625630e0	3.77199554932032299e2	3.77226726745320718e2	5.06711649210477155e0	3.77308855192059582e2	3.78560490249733164e2	-4.69302817571179570e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98926641019453587e0	2.76138613561073676e0
RIGHT	5	22825657	5.10121449632895518e-1	-2.48718810350584985e0	9.28496611573304449e1	5.06712786031511087e0	3.77199554932032243e2	3.77226726745320661e2	5.06711649200648750e0	3.77308855192058218e2	3.78560490249730321e2	-4.69302819933460948e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98926641019453543e0	2.76138613561029311e0
LEFT	6	22826825	5.10144709558583487e-1	-2.51374068707693388e0	9.38657809874197113e1	5.14824226686499742e0	3.77195877886659503e2	3.77223049435069584e2	5.14823100850783977e0	3.77306386235119078e2	3.78559407507025014e2	-1.29229981091041787e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98936187585748092e0	2.79296988852510397e0
GROUP	6	22826826	5.10144709558583598e-1	-2.51374068708659903e0	9.38657809874167697e1	5.14824226716280009e0	3.77195877886659730e2	3.77223049435069811e2	5.14823100836619663e0	3.77306386235117429e2	3.78559407507020637e2	-1.29229981408324659e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98936187585748225e0	2.79296988852444672e0
GROUP	6	22826827	5.10144709558583598e-1	-2.51374068837662046e0	9.38657809861267509e1	5.14824226924662298e0	3.77195877886659787e2	3.77223049435069868e2	5.14823100830226998e0	3.77306386235116747e2	3.78559407507018534e2	-1.29229981563689204e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98936187585748225e0	2.79296988852415007e0
GROUP	6	22826828	5.10144709558583598e-1	-2.51374068734210399e0	9.38657809871612585e1	5.14824226507039384e0	3.77195877886659730e2	3.77223049435069811e2	5.14823100821882917e0	3.77306386235115667e2	3.78559407507015919e2	-1.29229981748250805e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98936187585748137e0	2.79296988852376327e0
RIGHT	6	22826829	5.10144709558583709e-1	-2.51374068682617935e0	9.38657809876839337e1	5.14824226564098808e0	3.77195877886659787e2	3.77223049435069868e2	5.14823100805194667e0	3.77306386235113337e2	3.78559407507011031e2	-1.29229982093750039e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98936187585748003e0	2.79296988852299100e0
LEFT	7	23070574	5.14892691698624616e-1	-2.38476121633478844e0	9.23145864346190308e1	4.75452117643266092e0	3.79866721171259144e2	3.79894085115588268e2	4.75451151159000585e0	3.79971662878541736e2	3.81217866074923677e2	-8.45004660487347102e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98816445769661154e0	2.76713395423567121e0
GROUP	7	23070575	5.14892691698624727e-1	-2.38476121665658436e0	9.23145864342938296e1	4.75452117683516917e0	3.79866721171259371e2	3.79894085115588496e2	4.75451151142184436e0	3.79971662878539576e2	3.81217866074918504e2	-8.45004664621593115e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98816445769661199e0	2.76713395423462361e0
GROUP	7	23070576	5.14892691698624727e-1	-2.38476121605070768e0	9.23145864348997094e1	4.75452117784055872e0	3.79866721171259428e2	3.79894085115588553e2	4.75451151133359762e0	3.79971662878538496e2	3.81217866074915662e2	-8.45004666904060780e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98816445769661154e0	2.76713395423407382e0
RIGHT	7	23070577	5.14892691698624838e-1	-2.38476121626794901e0	9.23145864346790574e1	4.75452117743327562e0	3.79866721171259542e2	3.79894085115588666e2	4.75451151121837245e0	3.79971662878537245e2	3.81217866074911967e2	-8.45004669803174021e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98816445769661065e0	2.76713395423335662e0
LEFT	8	23070974	5.14900425773930026e-1	-2.38058797242600884e0	9.19689621980039931e1	4.74179485567725578e0	3.79865114627613593e2	3.79892478456214349e2	4.74178516169149322e0	3.79969861071660375e2	3.81215839950193867e2	-3.93458586232527860e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98813687023053420e0	2.75654056417952154e0
GROUP	8	23070975	5.14900425773930137e-1	-2.38058797199483019e0	9.19689621984283434e1	4.74179485670231315e0	3.79865114627613821e2	3.79892478456214576e2	4.74178516153490293e0	3.79969861071658272e2	3.81215839950188922e2	-3.93458590481159742e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98813687023053376e0	2.75654056417856541e0
GROUP	8	23070976	5.14900425773930137e-1	-2.38058797154748225e0	9.19689621988756869e1	4.74179485525968403e0	3.79865114627613877e2	3.79892478456214633e2	4.74178516144902940e0	3.79969861071657078e2	3.81215839950186194e2	-3.93458592811349244e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98813687023053287e0	2.75654056417804005e0
RIGHT	8	23070977	5.14900425773930248e-1	-2.38058797226087293e0	9.19689621981588914e1	4.74179485715740157e0	3.79865114627613934e2	3.79892478456214690e2	4.74178516134311145e0	3.79969861071655771e2	3.81215839950182954e2	-3.93458595695989656e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98813687023053243e0	2.75654056417739168e0
LEFT	9	23479174	5.23226856174622279e-1	9.37006602538218800e1	-9.61134955429116644e-1	-4.80956195649355767e0	3.80299915364292190e2	3.80327310514044484e2	4.80955229112243288e0	3.80405705896081770e2	3.81652876285914374e2	-5.16740806289938518e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98909523548959433e0	2.76765288969292644e0
GROUP	9	23479175	5.23226856174622390e-1	9.37006602542528384e1	-9.61134954991337054e-1	-4.80956197320166634e0	3.80299915364292474e2	3.80327310514044768e2	4.80955229097645098e0	3.80405705896079837e2	3.81652876285909826e2	-5.16740810152064184e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98909523548959344e0	2.76765288969205914e0
GROUP	9	23479176	5.23226856174622390e-1	9.37006602553509254e1	-9.61134953893250099e-1	-4.80956198588053319e0	3.80299915364292531e2	3.80327310514044825e2	4.80955229091030834e0	3.80405705896079041e2	3.81652876285907666e2	-5.16740811976177080e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98909523548959388e0	2.76765288969166612e0
GROUP	9	23479177	5.23226856174622390e-1	9.37006602530233721e1	-9.61134956220803360e-1	-4.80956200280970858e0	3.80299915364292417e2	3.80327310514044711e2	4.80955229082440816e0	3.80405705896078075e2	3.81652876285905052e2	-5.16740814191234221e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98909523548959477e0	2.76765288969115675e0
RIGHT	9	23479178	5.23226856174622501e-1	9.37006602548736964e1	-9.61134954367082628e-1	-4.80956196280617299e0	3.80299915364292474e2	3.80327310514044768e2	4.80955229065260692e0	3.80405705896076142e2	3.81652876285899936e2	-5.16740818304276119e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98909523548959388e0	2.76765288969013579e0
LEFT	10	23479962	5.23242354708370994e-1	9.30011731015690941e1	-9.58673470686875362e-1	-4.72209224110588188e0	3.80296762595690154e2	3.80324157518330765e2	4.72208251348536301e0	3.80401281663910083e2	3.81646912745156101e2	-8.61748596505392793e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98904027781725690e0	2.75109676651285673e0
GROUP	10	23479963	5.23242354708371105e-1	9.30011731012681935e1	-9.58673470980926368e-1	-4.72209226586516895e0	3.80296762595690268e2	3.80324157518330878e2	4.72208251336378559e0	3.80401281663908378e2	3.81646912745152292e2	-8.61748599499212449e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.98904027781725690e0	2.75109676651211155e0
