wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
1367.180379	4.73769821276119441e-1	72.887665	2.975445425161e-4	21051729	false	0	0
1377.276219	4.77063331488318809e-1	73.394359	3.262245099831e-4	21203331	false	0	0
1387.282906	4.80004959726245295e-1	73.846917	2.939662400135e-4	21355547	false	0	0
1397.379512	4.83118675079948545e-1	74.325950	3.083922897898e-4	21508173	false	0	0
1407.398804	4.86302248895733369e-1	74.815731	3.177443626859e-4	21659927	false	0	0
1417.418278	4.89276571661168780e-1	75.273319	2.968541802490e-4	21813464	false	0	0
1427.450189	4.92506541680357846e-1	75.770237	3.219695755280e-4	21964045	false	0	0
1437.543785	4.95581205838821148e-1	76.243262	3.046153393951e-4	22118250	false	0	0
1447.564557	4.98570955010228634e-1	76.703224	2.983551749945e-4	22271286	false	0	0
1457.609182	5.01855052666205448e-1	77.208470	3.269507492523e-4	22421153	true	3	0
1467.616746	5.04837075336451169e-1	77.667242	2.979768661489e-4	22574153	true	3	0
1477.631247	5.07912044152254771e-1	78.140314	3.070516247297e-4	22724751	true	6	0
1487.639142	5.11072232121534076e-1	78.626497	3.157694995605e-4	22874128	true	9	0
1497.660386	5.14025883572567510e-1	79.080905	2.947390052448e-4	23026379	true	9	0
1507.750561	5.17237836900192871e-1	79.575052	3.183248516551e-4	23177588	true	11	0
1517.764560	5.20312739485504827e-1	80.048114	3.070603995806e-4	23329275	true	11	0
1527.785408	5.23294633787208419e-1	80.506867	2.975690643744e-4	23482478	true	15	0
1537.885554	5.26595978022085021e-1	81.014766	3.268610193219e-4	23633107	true	15	0
1547.899710	5.29593413233123700e-1	81.475910	2.993198164533e-4	23786645	true	16	0
1557.928927	5.32659856579045909e-1	81.947670	3.057510129298e-4	23938819	true	18	0
1567.959985	5.35888946256999121e-1	82.444453	3.219091942913e-4	24090086	true	18	0
1577.983924	5.38858203427209026e-1	82.901262	2.962166090275e-4	24242780	true	18	0
1588.001888	5.42054694333135689e-1	83.393030	3.190758999976e-4	24394410	true	18	0
1598.043867	5.45175709180212187e-1	83.873186	3.107967831219e-4	24546913	true	22	0
1608.050231	5.48142240810840065e-1	84.329576	2.964644918150e-4	24699416	true	22	0
1618.094731	5.51434084405398095e-1	84.836013	3.277259774796e-4	24850235	true	23	0
1628.131519	5.54424079698390249e-1	85.296012	2.979036101968e-4	25003056	true	24	0
1638.139648	5.57460287273571553e-1	85.763121	3.033741471919e-4	25155630	true	28	0
1648.214322	5.60738935516306936e-1	86.267529	3.254346774312e-4	25307748	true	28	0
1658.280705	5.63749683814320446e-1	86.730721	2.990893785586e-4	25462479	true	28	0
1668.367996	5.66956736714510301e-1	87.224113	3.179300389676e-4	25615190	true	33	0
1678.439602	5.70070033954459876e-1	87.703082	3.091162826952e-4	25767141	true	35	0
1688.492297	5.73046300826330235e-1	88.160969	2.960665411002e-4	25919884	true	35	0
1698.556185	5.76320418608169183e-1	88.664680	3.253333117553e-4	26069506	true	36	0
1708.652956	5.79279267691990007e-1	89.119887	2.930490301904e-4	26220493	true	37	0
1718.734827	5.82270400651145992e-1	89.580062	2.966843203794e-4	26371344	true	39	0
1728.803613	5.85509803175720767e-1	90.078431	3.217272089324e-4	26520147	true	43	0
1738.862979	5.88452857956132003e-1	90.531209	2.925686200572e-4	26671330	true	43	0
1748.969651	5.91571541901409481e-1	91.011006	3.085767357616e-4	26822461	true	47	0
1759.024259	5.94720029786505511e-1	91.495389	3.131388196146e-4	26972618	true	50	0
1769.094431	5.97669525636417065e-1	91.949158	2.928942750995e-4	27123991	true	50	0
1779.167944	6.00890243343562891e-1	92.444653	3.197213921657e-4	27273284	true	50	0
1789.216047	6.03910149981541355e-1	92.909254	3.005449736199e-4	27424471	true	54	0
1799.306979	6.06885859130135819e-1	93.367055	2.948894299809e-4	27576588	true	57	0
1809.346711	6.10145075676458037e-1	93.868473	3.246318072462e-4	27725128	true	57	0
1819.363423	6.13088394602509967e-1	94.321291	2.938408221502e-4	27876398	true	60	0
1829.455444	6.16164244556366092e-1	94.794499	3.047803909887e-4	28027806	true	63	0
1839.525007	6.19354491046942290e-1	95.285306	3.168207331506e-4	28177888	true	63	0
1849.580953	6.22297930910310382e-1	95.738143	2.927064243809e-4	28329474	true	63	0
1859.641508	6.25465783705528300e-1	96.225505	3.148785143209e-4	28479049	true	64	0
1869.726504	6.28548643375026139e-1	96.699791	3.056877459218e-4	28630087	true	65	0
1879.736121	6.31485939167431232e-1	97.151683	2.934473879955e-4	28780828	true	65	0
1889.819354	6.34737078247251563e-1	97.651858	3.224302191863e-4	28929147	true	66	0
1899.911740	6.37711409980566302e-1	98.109448	2.947104576139e-4	29080690	true	68	0
1910.005511	6.40709575736533532e-1	98.570704	2.970312945830e-4	29231356	true	71	0
1920.038028	6.43915664063502313e-1	99.063948	3.195696905864e-4	29379178	true	74	0
1930.121408	6.46853833717334181e-1	99.515974	2.913873545431e-4	29530396	true	74	0
1940.224486	6.49957691447166419e-1	99.993491	3.072190271164e-4	29680473	true	80	0
1940.444551	6.50000000000000022e-1	100.000000	1.922546186462e-4	29682485	true	80	0
