wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count	nonfinite_time
7.062781	1.00000000000000002e-2	100.000000	1.415872919459e-3	142428	false	0	0	false
