wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count	nonfinite_time
1.045177	4.41687293081717298e-3	4.962779	4.225958732858e-3	24712	false	0	0	false
