runner_wall_s	case	tracked_wall_s	sim_s	percent	sim_per_wall	callbacks
5.006	LL07	wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
10.014	LL07	10.000475	1.64064837731926205e-2	2.524074	1.640570470729e-3	239559	false	0	0
25.038	LL07	20.073872	2.48550274943812044e-2	3.823850	8.386985969940e-4	477447	false	0	0
35.051	LL07	30.173905	3.30851321151924074e-2	5.090020	8.148591408941e-4	715787	false	0	0
45.068	LL07	40.275559	4.13603828992596956e-2	6.363136	8.191976577366e-4	945823	false	0	0
55.082	LL07	50.337648	4.99819953952002904e-2	7.689538	8.568412046398e-4	1168655	false	0	0
65.098	LL07	60.342992	5.78434963585641101e-2	8.898999	7.857301792638e-4	1342294	false	0	0
75.120	LL07	70.378039	6.06391297827142961e-2	9.329097	2.785869867096e-4	1493810	false	0	0
85.137	LL07	80.446352	6.66049140361943820e-2	10.246910	5.925306460961e-4	1651520	false	0	0
95.161	LL07	90.505095	7.20413688390263707e-2	11.083288	5.404705647512e-4	1809271	false	0	0
105.182	LL07	100.526160	7.50703518372275863e-2	11.549285	3.022616071448e-4	1962403	false	0	0
115.202	LL07	110.534659	7.81212504843681044e-2	12.018654	3.048307776050e-4	2114901	false	0	0
125.223	LL07	120.545636	8.29486090146467903e-2	12.761324	4.822065288935e-4	2271176	false	0	0
135.246	LL07	130.559657	8.59976864301067179e-2	13.230413	3.044808264520e-4	2427458	false	0	0
145.266	LL07	140.611330	8.99301854590330990e-2	13.835413	3.912283234479e-4	2582737	false	0	0
155.285	LL07	150.645617	9.28254641276439890e-2	14.280841	2.885385439353e-4	2733675	false	0	0
165.308	LL07	160.669590	9.59128430348156064e-2	14.755822	3.079995260099e-4	2888609	false	0	0
175.383	LL07	170.701271	9.89443117242767012e-2	15.222202	3.021895187106e-4	3042459	false	0	0
185.401	LL07	180.752653	1.01961940748523064e-1	15.686452	3.002203154137e-4	3196796	false	0	0
195.427	LL07	190.792992	1.06834124176883566e-1	16.436019	4.852608389957e-4	3351728	false	0	0
205.447	LL07	200.819864	1.09173014012758918e-1	16.795848	2.332621624842e-4	3496000	false	0	0
215.459	LL07	210.836346	1.12581926894138470e-1	17.320296	3.403303513987e-4	3654071	false	0	0
225.485	LL07	220.916441	1.15859807282792757e-1	17.824586	3.251834763808e-4	3811921	false	0	0
235.505	LL07	230.971520	1.18837581401252376e-1	18.282705	2.961462580098e-4	3966284	false	0	0
245.528	LL07	241.019950	1.22207554220342823e-1	18.801162	3.353730882200e-4	4125548	false	0	0
255.543	LL07	251.111714	1.25129463775624533e-1	19.250687	2.895340582869e-4	4275087	false	0	0
265.563	LL07	261.209716	1.28211054106556033e-1	19.724778	3.051683224990e-4	4430333	false	0	0
275.584	LL07	271.242385	1.31291921196901945e-1	20.198757	3.070835132593e-4	4585419	false	0	0
285.609	LL07	281.330382	1.34392457482727490e-1	20.675763	3.073490326722e-4	4739303	false	0	0
295.632	LL07	291.405571	1.37444289535676972e-1	21.145275	3.029057077425e-4	4894562	false	0	0
305.648	LL07	301.468063	1.40499018766493261e-1	21.615234	3.035757982298e-4	5050208	false	0	0
