runner_wall_s	case	tracked_wall_s	sim_s	percent	sim_per_wall	callbacks
5.012	LL04	wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
15.036	LL04	10.030194	1.64692672749090704e-2	2.533733	1.641968898293e-3	240393	false	0	0
25.051	LL04	20.072088	2.50524920804338080e-2	3.854230	8.547416294744e-4	476429	false	0	0
35.066	LL04	30.087812	3.34865496393699710e-2	5.151777	8.420816702121e-4	704981	false	0	0
45.080	LL04	40.150088	4.34833119913552377e-2	6.689740	9.934892066524e-4	925221	false	0	0
55.095	LL04	50.241282	5.71696547892221255e-2	8.795332	1.356265903344e-3	1124433	false	0	0
65.109	LL04	60.246095	5.98729393306990793e-2	9.211221	2.701984098957e-4	1275048	false	0	0
75.124	LL04	70.255240	6.60099776117874792e-2	10.155381	6.131431163932e-4	1436281	false	0	0
85.136	LL04	80.351960	6.89195818648121461e-2	10.603013	2.881732187433e-4	1590453	false	0	0
95.149	LL04	90.435819	7.44268184582818765e-2	11.450280	5.461437546738e-4	1749341	false	0	0
105.164	LL04	100.530244	7.73699356704535962e-2	11.903067	2.915586892276e-4	1902392	false	0	0
115.178	LL04	110.546000	8.21722169492738463e-2	12.641880	4.794726687793e-4	2061082	false	0	0
125.192	LL04	120.554364	8.51386856184645213e-2	13.098259	2.963989551280e-4	2214680	false	0	0
135.205	LL04	130.655163	8.86157472936047047e-2	13.633192	3.442362986019e-4	2373421	false	0	0
145.219	LL04	140.734087	9.16149211374249622e-2	14.094603	2.975688532147e-4	2529259	false	0	0
155.231	LL04	150.832692	9.47508677468074101e-2	14.577057	3.105326562586e-4	2686819	false	0	0
165.246	LL04	160.864144	9.78852387268756147e-2	15.059267	3.124543665332e-4	2843273	false	0	0
175.260	LL04	170.966802	1.00981769504949428e-1	15.535657	3.065065264950e-4	3000557	false	0	0
185.275	LL04	181.060868	1.06098044926208626e-1	16.322776	5.068597029724e-4	3161736	false	0	0
195.290	LL04	191.140522	1.08748571507056815e-1	16.730549	2.629581058409e-4	3313553	false	0	0
205.304	LL04	201.180174	1.11784248225121716e-1	17.197577	3.023687155958e-4	3470113	false	0	0
215.318	LL04	211.197090	1.15347332522052842e-1	17.745743	3.557067221422e-4	3629056	false	0	0
225.332	LL04	221.301902	1.18340427211303376e-1	18.206220	2.962048777116e-4	3783475	false	0	0
235.347	LL04	231.302050	1.21503871069630967e-1	18.692903	3.163397158677e-4	3938587	false	0	0
245.362	LL04	241.323569	1.24532524566386749e-1	19.158850	3.022150018800e-4	4092789	false	0	0
255.376	LL04	251.396234	1.27597762192464159e-1	19.630425	3.043124709555e-4	4245307	false	0	0
265.390	LL04	261.493678	1.30666813401241227e-1	20.102587	3.039433863417e-4	4399755	false	0	0
275.404	LL04	271.550411	1.33657982530388519e-1	20.562767	2.974294937945e-4	4549252	false	0	0
285.418	LL04	281.553710	1.36716268858049633e-1	21.033272	3.057277922754e-4	4702964	false	0	0
295.433	LL04	291.560684	1.39775758369960618e-1	21.503963	3.057357247068e-4	4857765	false	0	0
305.447	LL04	301.565226	1.42883049315713745e-1	21.982008	3.105880358631e-4	5010235	false	0	0
315.463	LL04	311.670222	1.45958574640557254e-1	22.455165	3.043568853520e-4	5166376	false	0	0
325.478	LL04	321.767069	1.48977447874764468e-1	22.919607	2.989916935161e-4	5320084	false	0	0
335.493	LL04	331.775218	1.52075638711675565e-1	23.396252	3.095668202896e-4	5470906	false	0	0
345.508	LL04	341.779589	1.55142754300512609e-1	23.868116	3.065775525479e-4	5626418	false	0	0
355.520	LL04	351.788701	1.58202819476805701e-1	24.338895	3.057279421500e-4	5780369	false	0	0
365.532	LL04	361.822197	1.61298141556593916e-1	24.815099	3.084988550620e-4	5933188	false	0	0
375.547	LL04	371.914253	1.64352051282313893e-1	25.284931	3.026053178937e-4	6088274	false	0	0
385.559	LL04	381.932054	1.67475273060952695e-1	25.765427	3.117671932889e-4	6239932	false	0	0
395.574	LL04	391.936927	1.70525225477719172e-1	26.234650	3.048466771788e-4	6395202	false	0	0
405.589	LL04	401.963702	1.73610795802468215e-1	26.709353	3.077330848336e-4	6552457	false	0	0
