 time                     v(raw)                   v(pwm_hold)              v(blank)                 v(pwm)                   v(pwm_input)             v(drv_req)               v(drv)                   v(gate)                 
 2.56990379609739028e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.48013893854892012e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  8.09957754078463132e+00  5.09164604561838763e-01 
 2.56990383135648592e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.83272989308735264e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  9.16043402425307818e+00  7.21730222820429757e-01 
 2.56990387282315436e-01  5.00000000000000000e+00  5.00000000000000000e+00  2.24739657745211471e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.01639337172612780e+01  9.96311059270238553e-01 
 2.56990392257419875e-01  5.00000000000000000e+00  5.00000000000000000e+00  2.74490702114494126e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.10954419805445763e+01  1.35018576140516533e+00 
 2.56990398184800684e-01  5.00000000000000000e+00  5.00000000000000000e+00  3.33764510446610055e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.19147917852127581e+01  1.79304783206084917e+00 
 2.56990405120126331e-01  5.00000000000000000e+00  5.00000000000000000e+00  4.03117767175520184e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.25886032567090851e+01  2.32471934599668595e+00 
 2.56990412847726946e-01  5.00000000000000000e+00  5.00000000000000000e+00  4.80393773249098779e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.30951324478763542e+01  2.91868187863503614e+00 
 2.56990421831122695e-01  5.00000000000000000e+00  5.00000000000000000e+00  5.70227730818637507e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.34789807567543782e+01  3.59624175250997657e+00 
 2.56990432212272968e-01  5.00000000000000000e+00  5.00000000000000000e+00  6.74039233379432751e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.37582843080538044e+01  4.34920001447896798e+00 
 2.56990444747882074e-01  5.00000000000000000e+00  5.00000000000000000e+00  7.99395324508231503e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.39666257231060538e+01  5.20545692039775698e+00 
 2.56990459965279472e-01  5.00000000000000000e+00  5.00000000000000000e+00  9.51569298530479668e-02  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.41243569047672626e+01  6.16197457507391544e+00 
 2.56990479464387356e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.14656037738678676e-01  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.42581440948286708e+01  7.25828053807129070e+00 
 2.56990505278538173e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.40470188555999881e-01  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.43857330336748017e+01  8.50706617792560138e+00 
 2.56990542450510340e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.77642160715093644e-01  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.45248568972472700e+01  9.96388033162812548e+00 
 2.56990562212805473e-01  5.00000000000000000e+00  5.00000000000000000e+00  1.97404455848767618e-01  1.50000000000000000e+01  1.36363636363636349e+01  1.50000000000000000e+01  1.45846297942875243e+01  1.05976045274200654e+01 
