role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
GROUP	13	24481154	5.40065628339567838e-1	9.52731176076390511e1	-1.05031490993613374e0	-8.22716824866919438e0	3.77304545700503695e2	3.77358904453236278e2	8.22715895438264333e0	3.77488169518966743e2	3.78788955189384467e2	-8.19170615970498707e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33198887771197150e0	3.38692281369327164e0
RIGHT	13	24481155	5.40065628339567949e-1	9.52731176061619607e1	-1.05031491140924516e0	-8.22716824342924724e0	3.77304545700503866e2	3.77358904453236448e2	8.22715895421417898e0	3.77488169518964639e2	3.78788955189379806e2	-8.19170619783060579e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33198887771197017e0	3.38692281369215253e0
LEFT	14	24888449	5.48392061315152946e-1	-3.54125872548365583e0	9.31453124803595358e1	8.30372939822365197e0	3.77842429926219097e2	3.77896866172626119e2	8.30372013922738361e0	3.78027281898962258e2	3.79329168597117416e2	-1.00554301816942447e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33440157340270860e0	3.40613006059438028e0
GROUP	14	24888450	5.48392061315153057e-1	-3.54125872386107776e0	9.31453124819781664e1	8.30372939894976980e0	3.77842429926219268e2	3.77896866172626289e2	8.30372013911629736e0	3.78027281898961007e2	3.79329168597114631e2	-1.00554302021361652e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33440157340270726e0	3.40613006059364087e0
GROUP	14	24888451	5.48392061315153057e-1	-3.54125872714285972e0	9.31453124786963826e1	8.30372939815771360e0	3.77842429926219381e2	3.77896866172626403e2	8.30372013905656026e0	3.78027281898960268e2	3.79329168597113210e2	-1.00554302125588599e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33440157340270771e0	3.40613006059324386e0
GROUP	14	24888452	5.48392061315153057e-1	-3.54125872354033433e0	9.31453124822989054e1	8.30372939695388368e0	3.77842429926219438e2	3.77896866172626460e2	8.30372013898176142e0	3.78027281898959245e2	3.79329168597111334e2	-1.00554302270582818e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33440157340270860e0	3.40613006059274648e0
RIGHT	14	24888453	5.48392061315153168e-1	-3.54125872396491781e0	9.31453124818663980e1	8.30372939895499940e0	3.77842429926219609e2	3.77896866172626630e2	8.30372013883216553e0	3.78027281898957312e2	3.79329168597107468e2	-1.00554302564447007e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33440157340270860e0	3.40613006059174950e0
LEFT	15	25036523	5.51652915786260745e-1	9.79711831336130814e1	-1.06621441129169625e0	-8.87509005763725511e0	3.73600690336985053e2	3.73654515470496392e2	8.87507903494418571e0	3.73793238238822823e2	3.75103248111330004e2	-5.97959777900799259e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33857538323392999e0	3.42580454933340839e0
GROUP	15	25036524	5.51652915786260856e-1	9.79711831317784316e1	-1.06621441313416199e0	-8.87509005924118277e0	3.73600690336985338e2	3.73654515470496676e2	8.87507903483496285e0	3.73793238238821630e2	3.75103248111327332e2	-5.97959780161835720e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33857538323393088e0	3.42580454933295453e0
GROUP	15	25036525	5.51652915786260856e-1	9.79711831340080863e1	-1.06621441090450730e0	-8.87509012540442122e0	3.73600690336985451e2	3.73654515470496790e2	8.87507903477629334e0	3.73793238238821004e2	3.75103248111325968e2	-5.97959781279668912e-6	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	3.33857538323393177e0	3.42580454933270939e0
