 time                     v(vb)                   
 1.79959999999999598e-04  1.64696387724736520e-01 
 1.80959999999999596e-04  1.65531273893927189e-01 
 1.81959999999999593e-04  1.66365325594183155e-01 
 1.82959999999999590e-04  1.67198543659556248e-01 
 1.83959999999999587e-04  1.68030928923264794e-01 
 1.84959999999999584e-04  1.68862482217694287e-01 
 1.85959999999999582e-04  1.69693204374398249e-01 
 1.86959999999999579e-04  1.70523096224098947e-01 
 1.87959999999999576e-04  1.71352158596688481e-01 
 1.88959999999999573e-04  1.72180392321229475e-01 
 1.89959999999999570e-04  1.73007798225955883e-01 
 1.90959999999999568e-04  1.73834377138273766e-01 
 1.91959999999999565e-04  1.74660129884762205e-01 
 1.92959999999999562e-04  1.75485057291174223e-01 
 1.93959999999999559e-04  1.76309160182437447e-01 
 1.94959999999999556e-04  1.77132439382654910e-01 
 1.95959999999999554e-04  1.77954895715106004e-01 
 1.96959999999999551e-04  1.78776530002247330e-01 
 1.97959999999999548e-04  1.79597343065713316e-01 
 1.98959999999999545e-04  1.80417335726317268e-01 
 1.99959999999999542e-04  1.81236508804052093e-01 
 2.00959999999999540e-04  1.82054863118091020e-01 
 2.01959999999999537e-04  1.82872399486788573e-01 
 2.02959999999999534e-04  1.83689118727681289e-01 
 2.03959999999999531e-04  1.84505021657488638e-01 
 2.04959999999999528e-04  1.85320109092113772e-01 
 2.05959999999999526e-04  1.86134381846644353e-01 
 2.06959999999999523e-04  1.86947840735353310e-01 
 2.07959999999999520e-04  1.87760486571699775e-01 
 2.08959999999999517e-04  1.88572320168329755e-01 
 2.09959999999999514e-04  1.89383342337077015e-01 
 2.10959999999999512e-04  1.90193553888964001e-01 
 2.11959999999999509e-04  1.91002955634202443e-01 
 2.12959999999999506e-04  1.91811548382194191e-01 
 2.13959999999999503e-04  1.92619332941532301e-01 
 2.14959999999999500e-04  1.93426310120001527e-01 
 2.15959999999999498e-04  1.94232480724579243e-01 
 2.16959999999999495e-04  1.95037845561436218e-01 
 2.17959999999999492e-04  1.95842405435937533e-01 
 2.18959999999999489e-04  1.96646161152643273e-01 
 2.19959999999999486e-04  1.97449113515309277e-01 
 2.20959999999999484e-04  1.98251263326888166e-01 
 2.21959999999999481e-04  1.99052611389529954e-01 
 2.22959999999999478e-04  1.99853158504582851e-01 
 2.23959999999999475e-04  2.00652905472594262e-01 
 2.24959999999999472e-04  2.01451853093311289e-01 
 2.25959999999999470e-04  2.02250002165681814e-01 
 2.26959999999999467e-04  2.03047353487855020e-01 
 2.27959999999999464e-04  2.03843907857182510e-01 
 2.28959999999999461e-04  2.04639666070218829e-01 
 2.29959999999999458e-04  2.05434628922722351e-01 
 2.30959999999999456e-04  2.06228797209656173e-01 
 2.31959999999999453e-04  2.07022171725188719e-01 
 2.32959999999999450e-04  2.07814753262694746e-01 
 2.33959999999999447e-04  2.08606542614756002e-01 
 2.34959999999999444e-04  2.09397540573162039e-01 
 2.35959999999999442e-04  2.10187747928911012e-01 
 2.36959999999999439e-04  2.10977165472210459e-01 
 2.37959999999999436e-04  2.11765793992478135e-01 
 2.38959999999999433e-04  2.12553634278342701e-01 
 2.39959999999999430e-04  2.13340687117644673e-01 
 2.40959999999999428e-04  2.14126953297437111e-01 
 2.41959999999999425e-04  2.14912433603986402e-01 
 2.42959999999999422e-04  2.15697128822773004e-01 
 2.43959999999999419e-04  2.16481039738492365e-01 
 2.44959999999999416e-04  2.17264167135055558e-01 
 2.45959999999999441e-04  2.18046511795590203e-01 
 2.46959999999999465e-04  2.18828074502441183e-01 
 2.47959999999999489e-04  2.19608856037171341e-01 
 2.48959999999999514e-04  2.20388857180562447e-01 
 2.49959999999999538e-04  2.21168078712615873e-01 
 2.50959999999999562e-04  2.21946521412553277e-01 
 2.51959999999999587e-04  2.22724186058817580e-01 
 2.52959999999999611e-04  2.23501073429073605e-01 
 2.53959999999999635e-04  2.24277184300208987e-01 
 2.54959999999999660e-04  2.25052519448334737e-01 
 2.55959999999999684e-04  2.25827079648786150e-01 
 2.56959999999999708e-04  2.26600865676123642e-01 
 2.57959999999999732e-04  2.27373878304133498e-01 
 2.58959999999999757e-04  2.28146118305828510e-01 
 2.59959999999999781e-04  2.28917586453448896e-01 
 2.60959999999999805e-04  2.29688283518462960e-01 
 2.61959999999999830e-04  2.30458210271567931e-01 
 2.62959999999999854e-04  2.31227367482690793e-01 
 2.63959999999999878e-04  2.31995755920988950e-01 
 2.64959999999999903e-04  2.32763376354851032e-01 
 2.65959999999999927e-04  2.33530229551897645e-01 
 2.66959999999999951e-04  2.34296316278982203e-01 
 2.67959999999999976e-04  2.35061637302191595e-01 
 2.68960000000000000e-04  2.35826193386847016e-01 
 2.69960000000000024e-04  2.36589985297504801e-01 
 2.70960000000000048e-04  2.37353013797957035e-01 
 2.71960000000000073e-04  2.38115279651232414e-01 
 2.72960000000000097e-04  2.38876783619596994e-01 
 2.73960000000000121e-04  2.39637526464554912e-01 
 2.74960000000000146e-04  2.40397508946849248e-01 
 2.75960000000000170e-04  2.41156731826462578e-01 
 2.76960000000000194e-04  2.41915195862618004e-01 
 2.77960000000000219e-04  2.42672901813779818e-01 
 2.78960000000000243e-04  2.43429850437654055e-01 
 2.79960000000000267e-04  2.44186042491189581e-01 
 2.80960000000000292e-04  2.44941478730578727e-01 
 2.81960000000000316e-04  2.45696159911257761e-01 
 2.82960000000000340e-04  2.46450086787908168e-01 
 2.83960000000000364e-04  2.47203260114457007e-01 
 2.84960000000000389e-04  2.47955680644077692e-01 
 2.85960000000000413e-04  2.48707349129191013e-01 
 2.86960000000000437e-04  2.49458266321465727e-01 
 2.87960000000000462e-04  2.50208432971818995e-01 
 2.88960000000000486e-04  2.50957849830417856e-01 
 2.89960000000000510e-04  2.51706517646679340e-01 
 2.90960000000000535e-04  2.52454437169271295e-01 
 2.91960000000000559e-04  2.53201609146113615e-01 
 2.92960000000000583e-04  2.53948034324378347e-01 
 2.93960000000000608e-04  2.54693713450490966e-01 
 2.94960000000000632e-04  2.55438647270130659e-01 
 2.95960000000000656e-04  2.56182836528231428e-01 
 2.96960000000000680e-04  2.56926281968982873e-01 
 2.97960000000000705e-04  2.57668984335830409e-01 
 2.98960000000000729e-04  2.58410944371476603e-01 
 2.99960000000000753e-04  2.59152162817881893e-01 
 3.00960000000000778e-04  2.59892640416264809e-01 
 3.01960000000000802e-04  2.60632377907103086e-01 
 3.02960000000000826e-04  2.61371376030134439e-01 
 3.03960000000000851e-04  2.62109635524357232e-01 
 3.04960000000000875e-04  2.62847157128031084e-01 
 3.05960000000000899e-04  2.63583941578677705e-01 
 3.06960000000000924e-04  2.64319989613081840e-01 
 3.07960000000000948e-04  2.65055301967291712e-01 
 3.08960000000000972e-04  2.65789879376619687e-01 
 3.09960000000000996e-04  2.66523722575643551e-01 
 3.10960000000001021e-04  2.67256832298206570e-01 
 3.11960000000001045e-04  2.67989209277418705e-01 
 3.12960000000001069e-04  2.68720854245657170e-01 
 3.13960000000001094e-04  2.69451767934566988e-01 
 3.14960000000001118e-04  2.70181951075062154e-01 
 3.15960000000001142e-04  2.70911404397325917e-01 
 3.16960000000001167e-04  2.71640128630811828e-01 
 3.17960000000001191e-04  2.72368124504244302e-01 
 3.18960000000001215e-04  2.73095392745619336e-01 
 3.19960000000001240e-04  2.73821934082205343e-01 
 3.20960000000001264e-04  2.74547749240543926e-01 
 3.21960000000001288e-04  2.75272838946450493e-01 
 3.22960000000001312e-04  2.75997203925014811e-01 
 3.23960000000001337e-04  2.76720844900601948e-01 
 3.24960000000001361e-04  2.77443762596853216e-01 
 3.25960000000001385e-04  2.78165957736686398e-01 
 3.26960000000001410e-04  2.78887431042296852e-01 
 3.27960000000001434e-04  2.79608183235158070e-01 
 3.28960000000001458e-04  2.80328215036022510e-01 
 3.29960000000001483e-04  2.81047527164922040e-01 
 3.30960000000001507e-04  2.81766120341168991e-01 
 3.31960000000001531e-04  2.82483995283356715e-01 
 3.32960000000001556e-04  2.83201152709360360e-01 
 3.33960000000001580e-04  2.83917593336337426e-01 
 3.34960000000001604e-04  2.84633317880728931e-01 
 3.35960000000001628e-04  2.85348327058259410e-01 
 3.36960000000001653e-04  2.86062621583938304e-01 
 3.37960000000001677e-04  2.86776202172060291e-01 
 3.38960000000001701e-04  2.87489069536206066e-01 
 3.39960000000001726e-04  2.88201224389243338e-01 
 3.40960000000001750e-04  2.88912667443327109e-01 
 3.41960000000001774e-04  2.89623399409900506e-01 
 3.42960000000001799e-04  2.90333420999695724e-01 
 3.43960000000001823e-04  2.91042732922734526e-01 
 3.44960000000001847e-04  2.91751335888329022e-01 
 3.45960000000001871e-04  2.92459230605082332e-01 
 3.46960000000001896e-04  2.93166417780889310e-01 
 3.47960000000001920e-04  2.93872898122937432e-01 
 3.48960000000001944e-04  2.94578672337707070e-01 
 3.49960000000001969e-04  2.95283741130972610e-01 
 3.50960000000001993e-04  2.95988105207803109e-01 
 3.51960000000002017e-04  2.96691765272562802e-01 
 3.52960000000002042e-04  2.97394722028912040e-01 
 3.53960000000002066e-04  2.98096976179807627e-01 
 3.54960000000002090e-04  2.98798528427503929e-01 
 3.55960000000002115e-04  2.99499379473553262e-01 
 3.56960000000002139e-04  3.00199530018806948e-01 
 3.57960000000002163e-04  3.00898980763415758e-01 
 3.58960000000002187e-04  3.01597732406830688e-01 
 3.59960000000002212e-04  3.02295785647803461e-01 
 3.60960000000002236e-04  3.02993141184387360e-01 
 3.61960000000002260e-04  3.03689799713938113e-01 
 3.62960000000002285e-04  3.04385761933114507e-01 
 3.63960000000002309e-04  3.05081028537878940e-01 
 3.64960000000002333e-04  3.05775600223498256e-01 
 3.65960000000002358e-04  3.06469477684544189e-01 
 3.66960000000002382e-04  3.07162661614894417e-01 
 3.67960000000002406e-04  3.07855152707733060e-01 
 3.68960000000002431e-04  3.08546951655551405e-01 
 3.69960000000002455e-04  3.09238059150148570e-01 
 3.70960000000002479e-04  3.09928475882632115e-01 
 3.71960000000002503e-04  3.10618202543419097e-01 
 3.72960000000002528e-04  3.11307239822236237e-01 
 3.73960000000002552e-04  3.11995588408121027e-01 
 3.74960000000002576e-04  3.12683248989422347e-01 
 3.75960000000002601e-04  3.13370222253800845e-01 
 3.76960000000002625e-04  3.14056508888229835e-01 
 3.77960000000002649e-04  3.14742109578996121e-01 
 3.78960000000002674e-04  3.15427025011700668e-01 
 3.79960000000002698e-04  3.16111255871259156e-01 
 3.80960000000002722e-04  3.16794802841902590e-01 
 3.81960000000002747e-04  3.17477666607178133e-01 
 3.82960000000002771e-04  3.18159847849949551e-01 
 3.83960000000002795e-04  3.18841347252398433e-01 
 3.84960000000002819e-04  3.19522165496024246e-01 
 3.85960000000002844e-04  3.20202303261645393e-01 
 3.86960000000002868e-04  3.20881761229399820e-01 
 3.87960000000002892e-04  3.21560540078745738e-01 
 3.88960000000002917e-04  3.22238640488462125e-01 
 3.89960000000002941e-04  3.22916063136649500e-01 
 3.90960000000002965e-04  3.23592808700730761e-01 
 3.91960000000002990e-04  3.24268877857451621e-01 
 3.92960000000003014e-04  3.24944271282881447e-01 
 3.93960000000003038e-04  3.25618989652413815e-01 
 3.94960000000003063e-04  3.26293033640767172e-01 
 3.95960000000003087e-04  3.26966403921985838e-01 
 3.96960000000003111e-04  3.27639101169440172e-01 
 3.97960000000003135e-04  3.28311126055827573e-01 
 3.98960000000003160e-04  3.28982479253173032e-01 
 3.99960000000003184e-04  3.29653161432830022e-01 
 4.00960000000003208e-04  3.30323173265480829e-01 
 4.01960000000003233e-04  3.30992515421137501e-01 
 4.02960000000003257e-04  3.31661188569142340e-01 
 4.03960000000003281e-04  3.32329193378168686e-01 
 4.04960000000003306e-04  3.32996530516221467e-01 
 4.05960000000003330e-04  3.33663200650638037e-01 
 4.06960000000003354e-04  3.34329204448088668e-01 
 4.07960000000003379e-04  3.34994542574577336e-01 
 4.08960000000003403e-04  3.35659215695442270e-01 
 4.09960000000003427e-04  3.36323224475356897e-01 
 4.10960000000003451e-04  3.36986569578330064e-01 
 4.11960000000003476e-04  3.37649251667707040e-01 
 4.12960000000003500e-04  3.38311271406170067e-01 
 4.13960000000003524e-04  3.38972629455739138e-01 
 4.14960000000003549e-04  3.39633326477772390e-01 
 4.15960000000003573e-04  3.40293363132967042e-01 
 4.16960000000003597e-04  3.40952740081359840e-01 
 4.17960000000003622e-04  3.41611457982328004e-01 
 4.18960000000003646e-04  3.42269517494589504e-01 
 4.19960000000003670e-04  3.42926919276204056e-01 
 4.20960000000003695e-04  3.43583663984573684e-01 
 4.21960000000003719e-04  3.44239752276443156e-01 
 4.22960000000003743e-04  3.44895184807900990e-01 
 4.23960000000003767e-04  3.45549962234379837e-01 
 4.24960000000003792e-04  3.46204085210657320e-01 
 4.25960000000003816e-04  3.46857554390856526e-01 
 4.26960000000003840e-04  3.47510370428446846e-01 
 4.27960000000003865e-04  3.48162533976244470e-01 
 4.28960000000003889e-04  3.48814045686413166e-01 
 4.29960000000003913e-04  3.49464906210464665e-01 
 4.30960000000003938e-04  3.50115116199259835e-01 
 4.31960000000003962e-04  3.50764676303008671e-01 
 4.32960000000003986e-04  3.51413587171271469e-01 
 4.33960000000004011e-04  3.52061849452959374e-01 
 4.34960000000004035e-04  3.52709463796334721e-01 
 4.35960000000004059e-04  3.53356430849012026e-01 
 4.36960000000004083e-04  3.54002751257958492e-01 
 4.37960000000004108e-04  3.54648425669494727e-01 
 4.38960000000004132e-04  3.55293454729295299e-01 
 4.39960000000004156e-04  3.55937839082389462e-01 
 4.40960000000004181e-04  3.56581579373161706e-01 
 4.41960000000004205e-04  3.57224676245352424e-01 
 4.42960000000004229e-04  3.57867130342058692e-01 
 4.43960000000004254e-04  3.58508942305734823e-01 
 4.44960000000004278e-04  3.59150112778192865e-01 
 4.45960000000004302e-04  3.59790642400603433e-01 
 4.46960000000004326e-04  3.60430531813496380e-01 
 4.47960000000004351e-04  3.61069781656761235e-01 
 4.48960000000004375e-04  3.61708392569648041e-01 
 4.49960000000004399e-04  3.62346365190767850e-01 
 4.50960000000004424e-04  3.62983700158093336e-01 
 4.51960000000004448e-04  3.63620398108959741e-01 
 4.52960000000004472e-04  3.64256459680065148e-01 
 4.53960000000004497e-04  3.64891885507471370e-01 
 4.54960000000004521e-04  3.65526676226604286e-01 
 4.55960000000004545e-04  3.66160832472254838e-01 
 4.56960000000004570e-04  3.66794354878579421e-01 
 4.57960000000004594e-04  3.67427244079100490e-01 
 4.58960000000004618e-04  3.68059500706707565e-01 
 4.59960000000004642e-04  3.68691125393657337e-01 
 4.60960000000004667e-04  3.69322118771574615e-01 
 4.61960000000004691e-04  3.69952481471452987e-01 
 4.62960000000004715e-04  3.70582214123655385e-01 
 4.63960000000004740e-04  3.71211317357914572e-01 
 4.64960000000004764e-04  3.71839791803333986e-01 
 4.65960000000004788e-04  3.72467638088388064e-01 
 4.66960000000004813e-04  3.73094856840923417e-01 
 4.67960000000004837e-04  3.73721448688158875e-01 
 4.68960000000004861e-04  3.74347414256686384e-01 
 4.69960000000004886e-04  3.74972754172471778e-01 
 4.70960000000004910e-04  3.75597469060855116e-01 
 4.71960000000004934e-04  3.76221559546551454e-01 
 4.72960000000004958e-04  3.76845026253651350e-01 
 4.73960000000004983e-04  3.77467869805621636e-01 
 4.74960000000005007e-04  3.78090090825306147e-01 
 4.75960000000005031e-04  3.78711689934925932e-01 
 4.76960000000005056e-04  3.79332667756080433e-01 
 4.77960000000005080e-04  3.79953024909747528e-01 
 4.78960000000005104e-04  3.80572762016284427e-01 
 4.79960000000005129e-04  3.81191879695428559e-01 
 4.80960000000005153e-04  3.81810378566297626e-01 
 4.81960000000005177e-04  3.82428259247390656e-01 
 4.82960000000005202e-04  3.83045522356588619e-01 
 4.83960000000005226e-04  3.83662168511154644e-01 
 4.84960000000005250e-04  3.84278198327735188e-01 
 4.85960000000005274e-04  3.84893612422360143e-01 
 4.86960000000005299e-04  3.85508411410443785e-01 
 4.87960000000005323e-04  3.86122595906785160e-01 
 4.88960000000005293e-04  3.86736166525569025e-01 
 4.89960000000005317e-04  3.87349123880366075e-01 
 4.90960000000005342e-04  3.87961468584133773e-01 
 4.91960000000005366e-04  3.88573201249217015e-01 
 4.92960000000005390e-04  3.89184322487348688e-01 
 4.93960000000005415e-04  3.89794832909650113e-01 
 4.94960000000005439e-04  3.90404733126631875e-01 
 4.95960000000005463e-04  3.91014023748194439e-01 
 4.96960000000005488e-04  3.91622705383628478e-01 
 4.97960000000005512e-04  3.92230778641615818e-01 
 4.98960000000005536e-04  3.92838244130229830e-01 
 4.99960000000005561e-04  3.93445102456936202e-01 
 5.00960000000005585e-04  3.94051354228593387e-01 
 5.01960000000005609e-04  3.94657000051453377e-01 
 5.02960000000005633e-04  3.95262040531162040e-01 
 5.03960000000005658e-04  3.95866476272760004e-01 
 5.04960000000005682e-04  3.96470307880683270e-01 
 5.05960000000005706e-04  3.97073535958763491e-01 
 5.06960000000005731e-04  3.97676161110228965e-01 
 5.07960000000005755e-04  3.98278183937704977e-01 
 5.08960000000005779e-04  3.98879605043214513e-01 
 5.09960000000005804e-04  3.99480425028178765e-01 
 5.10960000000005828e-04  4.00080644493418014e-01 
 5.11960000000005852e-04  4.00680264039151746e-01 
 5.12960000000005877e-04  4.01279284264999647e-01 
 5.13960000000005901e-04  4.01877705769982108e-01 
 5.14960000000005925e-04  4.02475529152520883e-01 
 5.15960000000005949e-04  4.03072755010439376e-01 
 5.16960000000005974e-04  4.03669383940963689e-01 
 5.17960000000005998e-04  4.04265416540722788e-01 
 5.18960000000006022e-04  4.04860853405749510e-01 
 5.19960000000006047e-04  4.05455695131480831e-01 
 5.20960000000006071e-04  4.06049942312758705e-01 
 5.21960000000006095e-04  4.06643595543830338e-01 
 5.22960000000006120e-04  4.07236655418349192e-01 
 5.23960000000006144e-04  4.07829122529375365e-01 
 5.24960000000006168e-04  4.08420997469375935e-01 
 5.25960000000006193e-04  4.09012280830226060e-01 
 5.26960000000006217e-04  4.09602973203209320e-01 
