 time                     v(vb)                   
 5.27960000000006241e-04  4.10193075179018152e-01 
 5.28960000000006265e-04  4.10782587347754746e-01 
 5.29960000000006290e-04  4.11371510298931375e-01 
 5.30960000000006314e-04  4.11959844621471116e-01 
 5.31960000000006338e-04  4.12547590903708461e-01 
 5.32960000000006363e-04  4.13134749733389928e-01 
 5.33960000000006387e-04  4.13721321697674338e-01 
 5.34960000000006411e-04  4.14307307383133872e-01 
 5.35960000000006436e-04  4.14892707375754399e-01 
 5.36960000000006460e-04  4.15477522260936039e-01 
 5.37960000000006484e-04  4.16061752623493819e-01 
 5.38960000000006509e-04  4.16645399047658183e-01 
 5.39960000000006533e-04  4.17228462117075760e-01 
 5.40960000000006557e-04  4.17810942414809761e-01 
 5.41960000000006581e-04  4.18392840523340637e-01 
 5.42960000000006606e-04  4.18974157024566696e-01 
 5.43960000000006630e-04  4.19554892499804544e-01 
 5.44960000000006654e-04  4.20135047529789696e-01 
 5.45960000000006679e-04  4.20714622694677409e-01 
 5.46960000000006703e-04  4.21293618574043072e-01 
 5.47960000000006727e-04  4.21872035746882590e-01 
 5.48960000000006752e-04  4.22449874791613278e-01 
 5.49960000000006776e-04  4.23027136286074412e-01 
 5.50960000000006800e-04  4.23603820807527565e-01 
 5.51960000000006825e-04  4.24179928932657435e-01 
 5.52960000000006849e-04  4.24755461237572352e-01 
 5.53960000000006873e-04  4.25330418297804547e-01 
 5.54960000000006897e-04  4.25904800688311491e-01 
 5.55960000000006922e-04  4.26478608983475616e-01 
 5.56960000000006946e-04  4.27051843757105254e-01 
 5.57960000000006970e-04  4.27624505582435421e-01 
 5.58960000000006995e-04  4.28196595032128147e-01 
 5.59960000000007019e-04  4.28768112678272972e-01 
 5.60960000000007043e-04  4.29339059092387620e-01 
 5.61960000000007068e-04  4.29909434845418714e-01 
 5.62960000000007092e-04  4.30479240507742056e-01 
 5.63960000000007116e-04  4.31048476649163459e-01 
 5.64960000000007141e-04  4.31617143838919304e-01 
 5.65960000000007165e-04  4.32185242645676981e-01 
 5.66960000000007189e-04  4.32752773637535393e-01 
 5.67960000000007213e-04  4.33319737382025671e-01 
 5.68960000000007238e-04  4.33886134446111571e-01 
 5.69960000000007262e-04  4.34451965396190354e-01 
 5.70960000000007286e-04  4.35017230798093235e-01 
 5.71960000000007311e-04  4.35581931217085661e-01 
 5.72960000000007335e-04  4.36146067217868139e-01 
 5.73960000000007359e-04  4.36709639364576852e-01 
 5.74960000000007384e-04  4.37272648220784099e-01 
 5.75960000000007408e-04  4.37835094349498966e-01 
 5.76960000000007432e-04  4.38396978313167596e-01 
 5.77960000000007456e-04  4.38958300673674140e-01 
 5.78960000000007481e-04  4.39519061992341142e-01 
 5.79960000000007505e-04  4.40079262829929985e-01 
 5.80960000000007529e-04  4.40638903746641608e-01 
 5.81960000000007554e-04  4.41197985302117179e-01 
 5.82960000000007578e-04  4.41756508055438368e-01 
 5.83960000000007602e-04  4.42314472565128014e-01 
 5.84960000000007627e-04  4.42871879389150847e-01 
 5.85960000000007651e-04  4.43428729084913820e-01 
 5.86960000000007675e-04  4.43985022209266778e-01 
 5.87960000000007700e-04  4.44540759318502787e-01 
 5.88960000000007724e-04  4.45095940968359249e-01 
 5.89960000000007748e-04  4.45650567714018009e-01 
 5.90960000000007772e-04  4.46204640110105855e-01 
 5.91960000000007797e-04  4.46758158710695408e-01 
 5.92960000000007821e-04  4.47311124069305399e-01 
 5.93960000000007845e-04  4.47863536738901336e-01 
 5.94960000000007870e-04  4.48415397271895888e-01 
 5.95960000000007894e-04  4.48966706220149780e-01 
 5.96960000000007918e-04  4.49517464134972233e-01 
 5.97960000000007943e-04  4.50067671567121130e-01 
 5.98960000000007967e-04  4.50617329066804129e-01 
 5.99960000000007991e-04  4.51166437183678826e-01 
 6.00960000000008016e-04  4.51714996466853480e-01 
 6.01960000000008040e-04  4.52263007464887568e-01 
 6.02960000000008064e-04  4.52810470725792169e-01 
 6.03960000000008088e-04  4.53357386797030748e-01 
 6.04960000000008113e-04  4.53903756225519373e-01 
 6.05960000000008137e-04  4.54449579557627770e-01 
 6.06960000000008161e-04  4.54994857339179326e-01 
 6.07960000000008186e-04  4.55539590115452031e-01 
 6.08960000000008210e-04  4.56083778431178699e-01 
 6.09960000000008234e-04  4.56627422830547747e-01 
 6.10960000000008259e-04  4.57170523857203859e-01 
 6.11960000000008283e-04  4.57713082054248155e-01 
 6.12960000000008307e-04  4.58255097964238800e-01 
 6.13960000000008332e-04  4.58796572129192004e-01 
 6.14960000000008356e-04  4.59337505090582077e-01 
 6.15960000000008380e-04  4.59877897389342150e-01 
 6.16960000000008404e-04  4.60417749565864565e-01 
 6.17960000000008429e-04  4.60957062160001541e-01 
 6.18960000000008453e-04  4.61495835711065949e-01 
 6.19960000000008477e-04  4.62034070757831483e-01 
 6.20960000000008502e-04  4.62571767838533265e-01 
 6.21960000000008526e-04  4.63108927490868516e-01 
 6.22960000000008550e-04  4.63645550251997052e-01 
 6.23960000000008575e-04  4.64181636658541730e-01 
 6.24960000000008599e-04  4.64717187246589170e-01 
 6.25960000000008623e-04  4.65252202551689975e-01 
 6.26960000000008648e-04  4.65786683108859623e-01 
 6.27960000000008672e-04  4.66320629452578850e-01 
 6.28960000000008696e-04  4.66854042116794099e-01 
 6.29960000000008720e-04  4.67386921634918129e-01 
 6.30960000000008745e-04  4.67919268539830679e-01 
 6.31960000000008769e-04  4.68451083363878806e-01 
 6.32960000000008793e-04  4.68982366638877379e-01 
 6.33960000000008818e-04  4.69513118896109860e-01 
 6.34960000000008842e-04  4.70043340666328580e-01 
 6.35960000000008866e-04  4.70573032479755515e-01 
 6.36960000000008891e-04  4.71102194866082513e-01 
 6.37960000000008915e-04  4.71630828354472176e-01 
 6.38960000000008939e-04  4.72158933473558140e-01 
 6.39960000000008964e-04  4.72686510751445688e-01 
 6.40960000000008988e-04  4.73213560715712134e-01 
 6.41960000000009012e-04  4.73740083893407493e-01 
 6.42960000000009036e-04  4.74266080811055146e-01 
 6.43960000000009061e-04  4.74791551994652172e-01 
 6.44960000000009085e-04  4.75316497969669960e-01 
 6.45960000000009109e-04  4.75840919261054596e-01 
 6.46960000000009134e-04  4.76364816393227419e-01 
 6.47960000000009158e-04  4.76888189890085690e-01 
 6.48960000000009182e-04  4.77411040275003140e-01 
 6.49960000000009207e-04  4.77933368070830200e-01 
 6.50960000000009231e-04  4.78455173799894884e-01 
 6.51960000000009255e-04  4.78976457984002957e-01 
 6.52960000000009280e-04  4.79497221144438712e-01 
 6.53960000000009304e-04  4.80017463801965472e-01 
 6.54960000000009328e-04  4.80537186476826139e-01 
 6.55960000000009352e-04  4.81056389688743258e-01 
 6.56960000000009377e-04  4.81575073956920396e-01 
 6.57960000000009401e-04  4.82093239800041873e-01 
 6.58960000000009425e-04  4.82610887736273642e-01 
 6.59960000000009450e-04  4.83128018283263849e-01 
 6.60960000000009474e-04  4.83644631958143056e-01 
 6.61960000000009498e-04  4.84160729277525237e-01 
 6.62960000000009523e-04  4.84676310757507611e-01 
 6.63960000000009547e-04  4.85191376913672034e-01 
 6.64960000000009571e-04  4.85705928261084552e-01 
 6.65960000000009596e-04  4.86219965314296898e-01 
 6.66960000000009620e-04  4.86733488587346053e-01 
 6.67960000000009644e-04  4.87246498593755517e-01 
 6.68960000000009668e-04  4.87758995846535259e-01 
 6.69960000000009693e-04  4.88270980858182879e-01 
 6.70960000000009717e-04  4.88782454140683498e-01 
 6.71960000000009741e-04  4.89293416205510312e-01 
 6.72960000000009766e-04  4.89803867563625650e-01 
 6.73960000000009790e-04  4.90313808725481193e-01 
 6.74960000000009814e-04  4.90823240201017919e-01 
 6.75960000000009839e-04  4.91332162499667546e-01 
 6.76960000000009863e-04  4.91840576130352536e-01 
 6.77960000000009887e-04  4.92348481601486643e-01 
 6.78960000000009911e-04  4.92855879420975307e-01 
 6.79960000000009936e-04  4.93362770096216652e-01 
 6.80960000000009960e-04  4.93869154134101485e-01 
 6.81960000000009984e-04  4.94375032041013962e-01 
 6.82960000000010009e-04  4.94880404322831979e-01 
 6.83960000000010033e-04  4.95385271484928114e-01 
 6.84960000000010057e-04  4.95889634032169457e-01 
 6.85960000000010082e-04  4.96393492468918895e-01 
 6.86960000000010106e-04  4.96896847299034827e-01 
 6.87960000000010130e-04  4.97399699025872277e-01 
 6.88960000000010155e-04  4.97902048152283172e-01 
 6.89960000000010179e-04  4.98403895180616618e-01 
 6.90960000000010203e-04  4.98905240612719847e-01 
 6.91960000000010227e-04  4.99406084949938600e-01 
 6.92960000000010252e-04  4.99906428693116911e-01 
 6.93960000000010276e-04  5.00406272342598935e-01 
 6.94960000000010300e-04  5.00905616398228282e-01 
 6.95960000000010325e-04  5.01404461359349352e-01 
 6.96960000000010349e-04  5.01902807724807110e-01 
 6.97960000000010373e-04  5.02400655992947920e-01 
 6.98960000000010398e-04  5.02898006661620323e-01 
 6.99960000000010422e-04  5.03394860228175256e-01 
 7.00960000000010446e-04  5.03891217189466278e-01 
 7.01960000000010471e-04  5.04387078041850567e-01 
 7.02960000000010495e-04  5.04882443281188920e-01 
 7.03960000000010519e-04  5.05377313402846640e-01 
 7.04960000000010543e-04  5.05871688901693983e-01 
 7.05960000000010568e-04  5.06365570272106935e-01 
 7.06960000000010592e-04  5.06858958007966653e-01 
 7.07960000000010616e-04  5.07351852602661135e-01 
 7.08960000000010641e-04  5.07844254549085217e-01 
 7.09960000000010665e-04  5.08336164339640906e-01 
 7.10960000000010689e-04  5.08827582466237827e-01 
 7.11960000000010714e-04  5.09318509420294441e-01 
 7.12960000000010738e-04  5.09808945692737714e-01 
 7.13960000000010762e-04  5.10298891774004115e-01 
 7.14960000000010787e-04  5.10788348154039951e-01 
 7.15960000000010811e-04  5.11277315322301695e-01 
 7.16960000000010835e-04  5.11765793767756660e-01 
 7.17960000000010859e-04  5.12253783978883215e-01 
 7.18960000000010884e-04  5.12741286443671784e-01 
 7.19960000000010908e-04  5.13228301649624963e-01 
 7.20960000000010932e-04  5.13714830083758067e-01 
 7.21960000000010957e-04  5.14200872232599804e-01 
 7.22960000000010981e-04  5.14686428582192268e-01 
 7.23960000000011005e-04  5.15171499618091944e-01 
 7.24960000000011030e-04  5.15656085825370036e-01 
 7.25960000000011054e-04  5.16140187688612917e-01 
 7.26960000000011078e-04  5.16623805691922455e-01 
 7.27960000000011103e-04  5.17106940318916686e-01 
 7.28960000000011127e-04  5.17589592052730696e-01 
 7.29960000000011151e-04  5.18071761376016071e-01 
 7.30960000000011175e-04  5.18553448770942449e-01 
 7.31960000000011200e-04  5.19034654719197186e-01 
 7.32960000000011224e-04  5.19515379701986468e-01 
 7.33960000000011248e-04  5.19995624200035200e-01 
 7.34960000000011273e-04  5.20475388693588226e-01 
 7.35960000000011297e-04  5.20954673662409995e-01 
 7.36960000000011321e-04  5.21433479585785786e-01 
 7.37960000000011346e-04  5.21911806942521372e-01 
 7.38960000000011370e-04  5.22389656210944464e-01 
 7.39960000000011394e-04  5.22867027868904377e-01 
 7.40960000000011419e-04  5.23343922393772809e-01 
 7.41960000000011443e-04  5.23820340262444617e-01 
 7.42960000000011467e-04  5.24296281951337595e-01 
 7.43960000000011491e-04  5.24771747936393584e-01 
 7.44960000000011516e-04  5.25246738693078696e-01 
 7.45960000000011540e-04  5.25721254696383755e-01 
 7.46960000000011564e-04  5.26195296420824965e-01 
 7.47960000000011589e-04  5.26668864340444243e-01 
 7.48960000000011613e-04  5.27141958928809551e-01 
 7.49960000000011637e-04  5.27614580659015342e-01 
 7.50960000000011662e-04  5.28086730003683780e-01 
 7.51960000000011686e-04  5.28558407434964184e-01 
 7.52960000000011710e-04  5.29029613424534140e-01 
 7.53960000000011735e-04  5.29500348443599833e-01 
 7.54960000000011759e-04  5.29970612962896492e-01 
 7.55960000000011783e-04  5.30440407452688611e-01 
 7.56960000000011807e-04  5.30909732382770727e-01 
 7.57960000000011832e-04  5.31378588222468085e-01 
 7.58960000000011856e-04  5.31846975440636416e-01 
 7.59960000000011880e-04  5.32314894505663050e-01 
 7.60960000000011905e-04  5.32782345885467357e-01 
 7.61960000000011929e-04  5.33249330047500747e-01 
 7.62960000000011953e-04  5.33715847458747450e-01 
 7.63960000000011978e-04  5.34181898585724957e-01 
 7.64960000000012002e-04  5.34647483894484687e-01 
 7.65960000000012026e-04  5.35112603850611990e-01 
 7.66960000000012051e-04  5.35577258919226806e-01 
 7.67960000000012075e-04  5.36041449564984562e-01 
 7.68960000000012099e-04  5.36505176252075944e-01 
 7.69960000000012123e-04  5.36968439444227674e-01 
 7.70960000000012148e-04  5.37431239604703070e-01 
 7.71960000000012172e-04  5.37893577196302375e-01 
 7.72960000000012196e-04  5.38355452681363422e-01 
 7.73960000000012221e-04  5.38816866521761861e-01 
 7.74960000000012245e-04  5.39277819178911488e-01 
 7.75960000000012269e-04  5.39738311113764913e-01 
 7.76960000000012294e-04  5.40198342786814223e-01 
 7.77960000000012318e-04  5.40657914658091432e-01 
 7.78960000000012342e-04  5.41117027187168698e-01 
 7.79960000000012366e-04  5.41575680833158435e-01 
 7.80960000000012391e-04  5.42033876054714425e-01 
 7.81960000000012415e-04  5.42491613310031928e-01 
 7.82960000000012439e-04  5.42948893056848347e-01 
 7.83960000000012464e-04  5.43405715752443563e-01 
 7.84960000000012488e-04  5.43862081853640378e-01 
 7.85960000000012512e-04  5.44317991816804958e-01 
 7.86960000000012537e-04  5.44773446097847391e-01 
 7.87960000000012561e-04  5.45228445152222019e-01 
 7.88960000000012585e-04  5.45682989434928323e-01 
 7.89960000000012610e-04  5.46137079400510372e-01 
 7.90960000000012634e-04  5.46590715503058378e-01 
 7.91960000000012658e-04  5.47043898196208578e-01 
 7.92960000000012682e-04  5.47496627933143687e-01 
 7.93960000000012707e-04  5.47948905166593780e-01 
 7.94960000000012731e-04  5.48400730348835852e-01 
 7.95960000000012755e-04  5.48852103931695368e-01 
 7.96960000000012780e-04  5.49303026366546043e-01 
 7.97960000000012804e-04  5.49753498104310512e-01 
 7.98960000000012828e-04  5.50203519595460544e-01 
 7.99960000000012853e-04  5.50653091290017715e-01 
 8.00960000000012877e-04  5.51102213637553739e-01 
 8.01960000000012901e-04  5.51550887087191244e-01 
 8.02960000000012926e-04  5.51999112087603661e-01 
 8.03960000000012950e-04  5.52446889087016224e-01 
 8.04960000000012974e-04  5.52894218533205972e-01 
 8.05960000000012998e-04  5.53341100873502634e-01 
 8.06960000000013023e-04  5.53787536554788185e-01 
 8.07960000000013047e-04  5.54233526023498735e-01 
 8.08960000000013071e-04  5.54679069725623863e-01 
 8.09960000000013096e-04  5.55124168106707505e-01 
 8.10960000000013120e-04  5.55568821611848063e-01 
 8.11960000000013144e-04  5.56013030685698961e-01 
 8.12960000000013169e-04  5.56456795772469537e-01 
 8.13960000000013193e-04  5.56900117315925147e-01 
 8.14960000000013217e-04  5.57342995759387172e-01 
 8.15960000000013242e-04  5.57785431545734345e-01 
 8.16960000000013266e-04  5.58227425117402531e-01 
 8.17960000000013290e-04  5.58668976916385507e-01 
 8.18960000000013314e-04  5.59110087384235066e-01 
 8.19960000000013339e-04  5.59550756962061691e-01 
 8.20960000000013363e-04  5.59990986090535325e-01 
 8.21960000000013387e-04  5.60430775209884935e-01 
 8.22960000000013412e-04  5.60870124759899946e-01 
 8.23960000000013436e-04  5.61309035179929805e-01 
 8.24960000000013460e-04  5.61747506908885308e-01 
 8.25960000000013485e-04  5.62185540385238269e-01 
 8.26960000000013509e-04  5.62623136047022077e-01 
 8.27960000000013533e-04  5.63060294331832578e-01 
 8.28960000000013558e-04  5.63497015676828195e-01 
 8.29960000000013582e-04  5.63933300518730252e-01 
 8.30960000000013606e-04  5.64369149293823646e-01 
 8.31960000000013630e-04  5.64804562437957514e-01 
 8.32960000000013655e-04  5.65239540386545003e-01 
 8.33960000000013679e-04  5.65674083574564168e-01 
 8.34960000000013703e-04  5.66108192436558300e-01 
 8.35960000000013728e-04  5.66541867406636590e-01 
 8.36960000000013752e-04  5.66975108918473802e-01 
 8.37960000000013776e-04  5.67407917405311712e-01 
 8.38960000000013801e-04  5.67840293299958887e-01 
 8.39960000000013825e-04  5.68272237034791239e-01 
 8.40960000000013849e-04  5.68703749041752804e-01 
 8.41960000000013874e-04  5.69134829752355631e-01 
 8.42960000000013898e-04  5.69565479597680557e-01 
 8.43960000000013922e-04  5.69995699008377432e-01 
 8.44960000000013946e-04  5.70425488414665671e-01 
 8.45960000000013971e-04  5.70854848246334923e-01 
 8.46960000000013995e-04  5.71283778932745179e-01 
 8.47960000000014019e-04  5.71712280902827219e-01 
 8.48960000000014044e-04  5.72140354585083055e-01 
 8.49960000000014068e-04  5.72568000407586486e-01 
 8.50960000000014092e-04  5.72995218797983430e-01 
 8.51960000000014117e-04  5.73422010183492370e-01 
 8.52960000000014141e-04  5.73848374990905019e-01 
 8.53960000000014165e-04  5.74274313646586321e-01 
 8.54960000000014190e-04  5.74699826576474559e-01 
 8.55960000000014214e-04  5.75124914206083027e-01 
 8.56960000000014238e-04  5.75549576960499465e-01 
 8.57960000000014262e-04  5.75973815264386846e-01 
 8.58960000000014287e-04  5.76397629541983481e-01 
 8.59960000000014311e-04  5.76821020217103797e-01 
 8.60960000000014335e-04  5.77243987713138562e-01 
 8.61960000000014360e-04  5.77666532453055215e-01 
 8.62960000000014384e-04  5.78088654859398865e-01 
 8.63960000000014408e-04  5.78510355354291850e-01 
 8.64960000000014433e-04  5.78931634359434732e-01 
 8.65960000000014457e-04  5.79352492296106747e-01 
 8.66960000000014481e-04  5.79772929585165908e-01 
 8.67960000000014506e-04  5.80192946647049790e-01 
 8.68960000000014530e-04  5.80612543901775191e-01 
 8.69960000000014554e-04  5.81031721768939691e-01 
 8.70960000000014578e-04  5.81450480667721203e-01 
 8.71960000000014603e-04  5.81868821016878646e-01 
 8.72960000000014627e-04  5.82286743234752491e-01 
 8.73960000000014651e-04  5.82704247739265102e-01 
 8.74960000000014676e-04  5.83121334947921288e-01 
 8.75960000000014700e-04  5.83538005277808414e-01 
 8.76960000000014724e-04  5.83954259145596621e-01 
 8.77960000000014749e-04  5.84370096967540054e-01 
 8.78960000000014773e-04  5.84785519159476408e-01 
 8.79960000000014797e-04  5.85200526136828048e-01 
 8.80960000000014821e-04  5.85615118314602223e-01 
 8.81960000000014846e-04  5.86029296107391184e-01 
 8.82960000000014870e-04  5.86443059929372623e-01 
 8.83960000000014894e-04  5.86856410194310674e-01 
 8.84960000000014919e-04  5.87269347315555690e-01 
 8.85960000000014943e-04  5.87681871706044689e-01 
 8.86960000000014967e-04  5.88093983778302243e-01 
 8.87960000000014992e-04  5.88505683944440583e-01 
 8.88960000000015016e-04  5.88916972616160161e-01 
 8.89960000000015040e-04  5.89327850204749648e-01 
 8.90960000000015065e-04  5.89738317121086486e-01 
 8.91960000000015089e-04  5.90148373775637891e-01 
 8.92960000000015113e-04  5.90558020578460519e-01 
 8.93960000000015137e-04  5.90967257939201462e-01 
 8.94960000000015162e-04  5.91376086267098144e-01 
 8.95960000000015186e-04  5.91784505970978869e-01 
 8.96960000000015210e-04  5.92192517459263601e-01 
 8.97960000000015235e-04  5.92600121139963854e-01 
 8.98960000000015259e-04  5.93007317420683244e-01 
 8.99960000000015283e-04  5.93414106708618383e-01 
 9.00960000000015308e-04  5.93820489410558761e-01 
 9.01960000000015332e-04  5.94226465932886860e-01 
 9.02960000000015356e-04  5.94632036681579490e-01 
 9.03960000000015381e-04  5.95037202062207560e-01 
 9.04960000000015405e-04  5.95441962479936415e-01 
 9.05960000000015429e-04  5.95846318339526504e-01 
 9.06960000000015453e-04  5.96250270045333819e-01 
 9.07960000000015478e-04  5.96653818001310232e-01 
 9.08960000000015502e-04  5.97056962611003716e-01 
 9.09960000000015526e-04  5.97459704277559345e-01 
 9.10960000000015551e-04  5.97862043403718513e-01 
 9.11960000000015575e-04  5.98263980391820493e-01 
 9.12960000000015599e-04  5.98665515643802437e-01 
 9.13960000000015624e-04  5.99066649561199815e-01 
 9.14960000000015648e-04  5.99467382545146532e-01 
 9.15960000000015672e-04  5.99867714996375589e-01 
 9.16960000000015697e-04  6.00267647315219866e-01 
 9.17960000000015721e-04  6.00667179901611448e-01 
 9.18960000000015745e-04  6.01066313155082854e-01 
 9.19960000000015769e-04  6.01465047474767811e-01 
 9.20960000000015794e-04  6.01863383259400586e-01 
 9.21960000000015818e-04  6.02261320907316988e-01 
 9.22960000000015842e-04  6.02658860816454922e-01 
 9.23960000000015867e-04  6.03056003384354389e-01 
 9.24960000000015891e-04  6.03452749008158040e-01 
 9.25960000000015915e-04  6.03849098084611402e-01 
 9.26960000000015940e-04  6.04245051010063872e-01 
 9.27960000000015964e-04  6.04640608180468497e-01 
 9.28960000000015988e-04  6.05035769991382311e-01 
 9.29960000000016013e-04  6.05430536837967437e-01 
 9.30960000000016037e-04  6.05824909114990873e-01 
 9.31960000000016061e-04  6.06218887216824820e-01 
 9.32960000000016085e-04  6.06612471537447573e-01 
 9.33960000000016110e-04  6.07005662470443519e-01 
 9.34960000000016134e-04  6.07398460409003471e-01 
 9.35960000000016158e-04  6.07790865745925779e-01 
 9.36960000000016183e-04  6.08182878873615773e-01 
 9.37960000000016207e-04  6.08574500184086653e-01 
 9.38960000000016231e-04  6.08965730068959932e-01 
 9.39960000000016256e-04  6.09356568919465547e-01 
 9.40960000000016280e-04  6.09747017126442414e-01 
 9.41960000000016304e-04  6.10137075080338764e-01 
 9.42960000000016329e-04  6.10526743171212805e-01 
 9.43960000000016353e-04  6.10916021788732722e-01 
 9.44960000000016377e-04  6.11304911322177014e-01 
 9.45960000000016401e-04  6.11693412160435601e-01 
 9.46960000000016426e-04  6.12081524692009271e-01 
 9.47960000000016450e-04  6.12469249305010566e-01 
 9.48960000000016474e-04  6.12856586387164226e-01 
 9.49960000000016499e-04  6.13243536325807526e-01 
 9.50960000000016523e-04  6.13630099507890492e-01 
 9.51960000000016547e-04  6.14016276319976351e-01 
 9.52960000000016572e-04  6.14402067148242192e-01 
 9.53960000000016596e-04  6.14787472378478750e-01 
 9.54960000000016620e-04  6.15172492396091175e-01 
 9.55960000000016645e-04  6.15557127586099817e-01 
 9.56960000000016669e-04  6.15941378333139999e-01 
 9.57960000000016693e-04  6.16325245021462464e-01 
 9.58960000000016717e-04  6.16708728034934150e-01 
 9.59960000000016742e-04  6.17091827757038081e-01 
 9.60960000000016766e-04  6.17474544570873918e-01 
 9.61960000000016790e-04  6.17856878859158631e-01 
 9.62960000000016815e-04  6.18238831004226830e-01 
 9.63960000000016839e-04  6.18620401388030539e-01 
 9.64960000000016863e-04  6.19001590392140422e-01 
 9.65960000000016888e-04  6.19382398397745448e-01 
 9.66960000000016912e-04  6.19762825785653670e-01 
 9.67960000000016936e-04  6.20142872936292666e-01 
 9.68960000000016961e-04  6.20522540229709541e-01 
 9.69960000000016985e-04  6.20901828045571591e-01 
 9.70960000000017009e-04  6.21280736763166974e-01 
 9.71960000000017033e-04  6.21659266761404483e-01 
 9.72960000000017058e-04  6.22037418418814214e-01 
 9.73960000000017082e-04  6.22415192113548010e-01 
 9.74960000000017106e-04  6.22792588223379351e-01 
 9.75960000000017131e-04  6.23169607125704572e-01 
 9.76960000000017155e-04  6.23546249197542868e-01 
 9.77960000000017071e-04  6.23922514815536178e-01 
 9.78960000000016987e-04  6.24298404355950298e-01 
 9.79960000000016903e-04  6.24673918194674771e-01 
 9.80960000000016819e-04  6.25049056707223549e-01 
 9.81960000000016734e-04  6.25423820268735442e-01 
 9.82960000000016650e-04  6.25798209253973892e-01 
 9.83960000000016566e-04  6.26172224037328196e-01 
 9.84960000000016482e-04  6.26545864992813062e-01 
 9.85960000000016398e-04  6.26919132494069498e-01 
 9.86960000000016314e-04  6.27292026914365142e-01 
 9.87960000000016230e-04  6.27664548626594487e-01 
 9.88960000000016146e-04  6.28036698003279548e-01 
 9.89960000000016061e-04  6.28408475416569412e-01 
 9.90960000000015977e-04  6.28779881238241800e-01 
 9.91960000000015893e-04  6.29150915839702729e-01 
 9.92960000000015809e-04  6.29521579591986846e-01 
 9.93960000000015725e-04  6.29891872865757763e-01 
 9.94960000000015641e-04  6.30261796031309052e-01 
 9.95960000000015557e-04  6.30631349458563917e-01 
 9.96960000000015473e-04  6.31000533517075857e-01 
 9.97960000000015389e-04  6.31369348576029110e-01 
 9.98960000000015304e-04  6.31737795004238767e-01 
 9.99960000000015220e-04  6.32105873170151433e-01 
 1.00000000000000002e-03  6.32120588640909808e-01 
