role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	11	23996671	5.26580674444621533e-1	-2.20324957752870665e0	9.30447209374364235e1	4.20184978781529495e0	3.78237219846993639e2	3.78267080680139429e2	4.20183818813680876e0	3.78336434724122114e2	3.79572636579254208e2	-1.12790893450691492e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88036770895479943e0	2.59169644425639545e0
GROUP	11	23996672	5.26580674444621644e-1	-2.20324957804999944e0	9.30447209369191199e1	4.20184978772407725e0	3.78237219846993810e2	3.78267080680139600e2	4.20183818802441689e0	3.78336434724120693e2	3.79572636579250627e2	-1.12790893720474890e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88036770895479899e0	2.59169644425590118e0
GROUP	11	23996673	5.26580674444621644e-1	-2.20324957689233925e0	9.30447209380767930e1	4.20184978768259665e0	3.78237219846993867e2	3.78267080680139657e2	4.20183818796411224e0	3.78336434724120011e2	3.79572636579248808e2	-1.12790893858386762e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88036770895479854e0	2.59169644425563561e0
GROUP	11	23996674	5.26580674444621644e-1	-2.20324957800487642e0	9.30447209369642820e1	4.20184978752899241e0	3.78237219846993867e2	3.78267080680139657e2	4.20183818788847141e0	3.78336434724119044e2	3.79572636579246421e2	-1.12790894026558835e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88036770895479899e0	2.59169644425530210e0
RIGHT	11	23996675	5.26580674444621755e-1	-2.20324957764737794e0	9.30447209373297426e1	4.20184978739123061e0	3.78237219846994151e2	3.78267080680139941e2	4.20183818773718709e0	3.78336434724116941e2	3.79572636579241419e2	-1.12790894386599642e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88036770895480077e0	2.59169644425463597e0
LEFT	12	24264680	5.31785641643861551e-1	-2.06891126823454075e0	9.14252852469454353e1	3.79410149844573574e0	3.80913875998598826e2	3.80943948146703917e2	3.79409181851884547e0	3.81007339341113095e2	3.82235767479198273e2	-6.53510764987670495e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.87912129368462422e0	2.56708706385817553e0
GROUP	12	24264681	5.31785641643861662e-1	-2.06891126767648137e0	9.14252852474954523e1	3.79410149825240062e0	3.80913875998598940e2	3.80943948146704031e2	3.79409181834700071e0	3.81007339341110708e2	3.82235767479192702e2	-6.53510769627086873e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.87912129368462377e0	2.56708706385712393e0
GROUP	12	24264682	5.31785641643861662e-1	-2.06891126787927071e0	9.14252852472926776e1	3.79410149823026899e0	3.80913875998598883e2	3.80943948146703974e2	3.79409181825923492e0	3.81007339341109571e2	3.82235767479189860e2	-6.53510772009035000e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.87912129368462377e0	2.56708706385658658e0
RIGHT	12	24264683	5.31785641643861773e-1	-2.06891126803386394e0	9.14252852471340418e1	3.79410149808601993e0	3.80913875998598883e2	3.80943948146703974e2	3.79409181814264329e0	3.81007339341108263e2	3.82235767479186052e2	-6.53510775293499274e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.87912129368462333e0	2.56708706385587337e0
LEFT	13	24408747	5.34907086794883746e-1	9.39364322504096805e1	-9.44744412651025933e-1	-4.23625661697610667e0	3.78625042116575514e2	3.78654933567268870e2	4.23624496648541893e0	3.78724798776016200e2	3.79961640002172203e2	-5.42006459729935775e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88125817158604081e0	2.58457032094693639e0
GROUP	13	24408748	5.34907086794883857e-1	9.39364322507310590e1	-9.44744412337654826e-1	-4.23625661683689714e0	3.78625042116575628e2	3.78654933567268984e2	4.23624496637118053e0	3.78724798776014609e2	3.79961640002168565e2	-5.42006462795155481e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88125817158604169e0	2.58457032094646832e0
GROUP	13	24408749	5.34907086794883857e-1	9.39364322516856447e1	-9.44744411383074745e-1	-4.23625661696621592e0	3.78625042116575742e2	3.78654933567269097e2	4.23624496630993708e0	3.78724798776013813e2	3.79961640002166519e2	-5.42006464451637168e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88125817158604258e0	2.58457032094621653e0
GROUP	13	24408750	5.34907086794883857e-1	9.39364322512106469e1	-9.44744411858073563e-1	-4.23625661674958565e0	3.78625042116575855e2	3.78654933567269211e2	4.23624496623299684e0	3.78724798776012847e2	3.79961640002164131e2	-5.42006466398123201e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88125817158604258e0	2.58457032094590033e0
RIGHT	13	24408751	5.34907086794883968e-1	9.39364322506803830e1	-9.44744412392323540e-1	-4.23625661661384356e0	3.78625042116575969e2	3.78654933567269325e2	4.23624496607911638e0	3.78724798776010857e2	3.79961640002159527e2	-5.42006470252619896e-6	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88125817158604258e0	2.58457032094526840e0
LEFT	14	24676225	5.40104334426204979e-1	9.33414285310842189e1	-9.33042257951233966e-1	-3.84110070363612977e0	3.81298074020917227e2	3.81328176500445124e2	3.84109107763332736e0	3.81392268629301952e2	3.82621612561025643e2	-1.09940846127013670e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88031478017696152e0	2.58897799036651310e0
GROUP	14	24676226	5.40104334426205090e-1	9.33414285310620215e1	-9.33042257965416622e-1	-3.84110070352085131e0	3.81298074020917397e2	3.81328176500445295e2	3.84109107746561129e0	3.81392268629299735e2	3.82621612561020186e2	-1.09940846555563976e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88031478017696152e0	2.58897799036546683e0
GROUP	14	24676227	5.40104334426205090e-1	9.33414285323458017e1	-9.33042256681629323e-1	-3.84110070338806509e0	3.81298074020917568e2	3.81328176500445466e2	3.84109107737755151e0	3.81392268629298599e2	3.82621612561017344e2	-1.09940846785623274e-5	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	2.88031478017696152e0	2.58897799036491794e0
