wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
10.006725	1.66122545208311247e-2	2.555731	1.660108945812e-3	242815	false	0	0
20.103387	2.55769517713833362e-2	3.934916	8.878872734866e-4	475312	false	0	0
30.123108	4.16796318189039533e-2	6.412251	1.607098692348e-3	697861	false	0	0
40.218164	5.74964230132484627e-2	8.845604	1.566785886096e-3	895212	false	0	0
50.293748	6.03676562094152755e-2	9.287332	2.849693867992e-4	1050269	false	0	0
60.338111	6.63649234489744333e-2	10.209988	5.970779394547e-4	1211929	false	0	0
70.353137	6.94462939462221346e-2	10.684045	3.076747389543e-4	1368152	false	0	0
80.359739	7.47676088528165944e-2	11.502709	5.317803804298e-4	1528344	false	0	0
90.382570	7.78501574989654832e-2	11.976947	3.075527000260e-4	1684210	false	0	0
100.394770	8.23510976023474478e-2	12.669400	4.495455572509e-4	1843587	false	0	0
110.407414	8.53555600064205416e-2	13.131625	3.000668334126e-4	1997465	false	0	0
120.414647	8.85724124401316149e-2	13.626525	3.214527339085e-4	2153069	false	0	0
130.433967	9.15760610055670610e-2	14.088625	2.997856718846e-4	2307716	false	0	0
140.469912	9.46876692070338644e-2	14.567334	3.100463791170e-4	2463671	false	0	0
150.479522	9.78025999301981724e-2	15.046554	3.111939928257e-4	2619582	false	0	0
160.486529	1.00877587369506694e-1	15.519629	3.072834406872e-4	2774326	false	0	0
170.584781	1.06105790428446797e-1	16.323968	5.177334666881e-4	2935047	false	0	0
180.585230	1.09204238776171469e-1	16.800652	3.098309156186e-4	3090412	false	0	0
190.688531	1.12565546107243605e-1	17.317776	3.326939766154e-4	3249580	false	0	0
200.714831	1.15787889659812390e-1	17.813521	3.213891179461e-4	3407111	false	0	0
210.806666	1.18947851940064742e-1	18.299670	3.131206790402e-4	3564179	false	0	0
220.846738	1.22177730753989799e-1	18.796574	3.216987794371e-4	3721889	false	0	0
230.848566	1.25269296692196802e-1	19.272199	3.091000916222e-4	3876740	false	0	0
240.912301	1.28398235485012252e-1	19.753575	3.109122798658e-4	4033566	false	0	0
