role	group_id	source_row	time	v(acsrc,acn)	v(vd)	v(vb)	v(sw)	v(gate)	i(Lboost)	i(Vchannel)	i(Vbody)	i(Vac)	v(q)	v(en)	v(fault)	v(f2ctl)	v(standby_req)	v(arm)	v(permit)
GROUP	15	25233187	5.51583195026331130e-1	9.53813937534260390e1	3.79504104487464645e2	3.79434868435109024e2	3.80740121895040090e2	-1.27241857101425871e-5	4.19193644163901880e0	7.61480243790079812e-10	1.19355325760077620e-9	-4.19194807039195894e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	15	25233188	5.51583195026331241e-1	9.53813937534300464e1	3.79504104487463621e2	3.79434868435109081e2	3.80740121895037021e2	-1.27241857324940739e-5	4.19193644154721579e0	7.61480243790073505e-10	1.24596839283500299e-9	-4.19194807030476113e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	16	25234771	5.51614189094426943e-1	9.70149409929133810e1	3.79495434401406669e2	3.79424766952415098e2	3.80733272428033160e2	-1.62872766509333173e-5	4.29014396981636814e0	7.61466544856065892e-10	1.18007567299486848e-9	-4.29015542739170996e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	16	25234772	5.51614189094427054e-1	9.70149409929212823e1	3.79495434401404452e2	3.79424766952415268e2	3.80733272428027988e2	-1.62872766874846322e-5	4.29014396965415745e0	7.61466544856055449e-10	1.17358033848409109e-9	-4.29015542728450328e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	16	25234773	5.51614189094427054e-1	9.70149409929212680e1	3.79495434401403372e2	3.79424766952415439e2	3.80733272428025373e2	-1.62872767063519624e-5	4.29014396957228161e0	7.61466544856050279e-10	1.15494035593001196e-9	-4.29015542712664910e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	16	25234774	5.51614189094427165e-1	9.70149409929212823e1	3.79495434401402065e2	3.79424766952415553e2	3.80733272428021962e2	-1.62872767298296422e-5	4.29014396946680776e0	7.61466544856043455e-10	1.10879097497080006e-9	-4.29015542694827445e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	17	25645098	5.59909613592224353e-1	-9.50151652525493091e1	3.79860316195140058e2	3.79791150423988995e2	3.81096235623788800e2	-9.65674321030181399e-6	4.18668102142577059e0	7.62192471247577140e-10	1.19632180006251874e-9	4.18669270148668193e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	17	25645099	5.59909613592224464e-1	-9.50151652525572956e1	3.79860316195138466e2	3.79791150423989166e2	3.81096235623785049e2	-9.65674323998523151e-6	4.18668102130551212e0	7.62192471247569695e-10	1.20449878708727364e-9	4.18669270145114947e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	17	25645100	5.59909613592224464e-1	-9.50151652525572814e1	3.79860316195137727e2	3.79791150423989222e2	3.81096235623783002e2	-9.65674325588019779e-6	4.18668102124115649e0	7.62192471247565663e-10	1.17950599081668836e-9	4.18669270132682669e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	17	25645101	5.59909613592224464e-1	-9.50151652525572956e1	3.79860316195136875e2	3.79791150423989279e2	3.81096235623780501e2	-9.65674327621692014e-6	4.18668102115989349e0	7.62192471247560596e-10	1.17422147627761371e-9	4.18669270119899739e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	17	25645102	5.59909613592224575e-1	-9.50151652525652963e1	3.79860316195134772e2	3.79791150423989563e2	3.81096235623775272e2	-9.65674331681767586e-6	4.18668102099736661e0	7.62192471247550050e-10	1.22775753053770552e-9	4.18669270109537983e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	18	25645504	5.59917363465085360e-1	-9.54255798268377617e1	3.79857923565145370e2	3.79788538929830736e2	3.81094123841869930e2	-1.12284901446345979e-5	4.20175329829764888e0	7.62188247683739490e-10	1.20828652231266359e-9	4.20176493514233407e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	18	25645505	5.59917363465085471e-1	-9.54255798268457482e1	3.79857923565143210e2	3.79788538929830906e2	3.81094123841864530e2	-1.12284901861741118e-5	4.20175329813010023e0	7.62188247683728530e-10	1.21726247313260105e-9	4.20176493501349935e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	18	25645506	5.59917363465085471e-1	-9.54255798268457625e1	3.79857923565142016e2	3.79788538929830963e2	3.81094123841861744e2	-1.12284902072712088e-5	4.20175329804217590e0	7.62188247683723050e-10	1.14021692392154184e-9	4.20176493488970859e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	18	25645507	5.59917363465085582e-1	-9.54255798268497273e1	3.79857923565140482e2	3.79788538929830963e2	3.81094123841858050e2	-1.12284902352690799e-5	4.20175329792737173e0	7.62188247683715606e-10	1.15949535716440044e-9	4.20176493476096624e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	19	25913359	5.65122337077862524e-1	-9.33146089669372003e1	3.82511177965509205e2	3.82447993795705997e2	3.83739270685201063e2	-9.27312465506146279e-6	3.77694832777020117e0	7.67478541370401733e-10	1.34430826931715251e-9	3.77695807949999462e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	19	25913360	5.65122337077862635e-1	-9.33146089669291428e1	3.82511177965507613e2	3.82447993795706111e2	3.83739270685196971e2	-9.27312468800521855e-6	3.77694832764821919e0	7.67478541370393461e-10	1.33879015841250741e-9	3.77695807935054439e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	19	25913361	5.65122337077862635e-1	-9.33146089669291712e1	3.82511177965506874e2	3.82447993795706168e2	3.83739270685194754e2	-9.27312470540017853e-6	3.77694832758294119e0	7.67478541370389015e-10	1.33453971287334149e-9	3.77695807936410244e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	19	25913362	5.65122337077862635e-1	-9.33146089669291712e1	3.82511177965505851e2	3.82447993795706225e2	3.83739270685192082e2	-9.27312472548140864e-6	3.77694832750051379e0	7.67478541370383638e-10	1.34843289560883868e-9	3.77695807914110215e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	19	25913363	5.65122337077862746e-1	-9.33146089669251069e1	3.82511177965503578e2	3.82447993795706395e2	3.83739270685186852e2	-9.27312476479848593e-6	3.77694832733565944e0	7.67478541370373299e-10	1.31994247549051506e-9	3.77695807911206227e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	20	26325147	5.73441007297310512e-1	9.40967407050035547e1	3.82844748212581010e2	3.82780511098158229e2	3.84074256255826811e2	-3.95640640964769538e-6	3.84954301851584857e0	7.68148512511653135e-10	1.34298312285373536e-9	-3.84955271232621499e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	20	26325148	5.73441007297310623e-1	9.40967407049955114e1	3.82844748212578850e2	3.82780511098158399e2	3.84074256255821581e2	-3.95640645547312651e-6	3.84954301835389723e0	7.68148512511642796e-10	1.29955225551870463e-9	-3.84955271222770534e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	20	26325149	5.73441007297310623e-1	9.40967407049955114e1	3.82844748212577599e2	3.82780511098158456e2	3.84074256255818625e2	-3.95640648126891183e-6	3.84954301826375156e0	7.68148512511636799e-10	1.31612916526036853e-9	-3.84955271210458250e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	20	26325150	5.73441007297310734e-1	9.40967407049874964e1	3.82844748212576008e2	3.82780511098158456e2	3.84074256255815044e2	-3.95640651377491587e-6	3.84954301815421873e0	7.68148512511629561e-10	1.32921733934312722e-9	-3.84955271184077219e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	21	26470619	5.76593461529296469e-1	-9.59239447275131312e1	3.80533650299052908e2	3.80463649191295644e2	3.81770605878807714e2	-1.39394316252390307e-5	4.24241226874511579e0	7.63541211757614919e-10	1.23665982671411809e-9	4.24242387721641823e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	21	26470620	5.76593461529296580e-1	-9.59239447275131312e1	3.80533650299050919e2	3.80463649191295701e2	3.81770605878802826e2	-1.39394316612673620e-5	4.24241226859248943e0	7.63541211757605303e-10	1.26570535442742812e-9	4.24242387706677793e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	21	26470621	5.76593461529296580e-1	-9.59239447275131454e1	3.80533650299049725e2	3.80463649191295758e2	3.81770605878800211e2	-1.39394316805630385e-5	4.24241226851160125e0	7.63541211757600030e-10	1.22547611113955114e-9	4.24242387691512768e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	21	26470622	5.76593461529296691e-1	-9.59239447275171528e1	3.80533650299048190e2	3.80463649191295872e2	3.81770605878796914e2	-1.39394317032223591e-5	4.24241226840908769e0	7.63541211757593309e-10	1.16728460550722081e-9	4.24242387682904631e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	22	26736237	5.81744231539009227e-1	-9.56937221144067394e1	3.83192918548287139e2	3.83127076197111933e2	3.84424500811610471e2	-1.69157967572262424e-5	3.95714172719178769e0	7.68849001623220542e-10	1.31747700041724516e-9	3.95715129583958980e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	22	26736238	5.81744231539009338e-1	-9.56937221143987671e1	3.83192918548284752e2	3.83127076197112160e2	3.84424500811604958e2	-1.69157967953989070e-5	3.95714172702086664e0	7.68849001623209375e-10	1.32675011155893712e-9	3.95715129563699719e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	22	26736239	5.81744231539009338e-1	-9.56937221143987529e1	3.83192918548283615e2	3.83127076197112331e2	3.84424500811602229e2	-1.69157968140793039e-5	3.95714172693461430e0	7.68849001623203895e-10	1.26616165726104023e-9	3.95715129561576973e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	22	26736240	5.81744231539009449e-1	-9.56937221143948022e1	3.83192918548282080e2	3.83127076197112501e2	3.84424500811598705e2	-1.69157968382698635e-5	3.95714172682346499e0	7.68849001623196864e-10	1.25773326546486219e-9	3.95715129547063249e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	23	26737805	5.81775200422893546e-1	-9.40509584377042103e1	3.83179978970540958e2	3.83115529131021106e2	3.84409721535514109e2	-1.27674032306670249e-5	3.86163686431770392e0	7.68819443071027682e-10	1.36014290105642991e-9	3.86164657367703246e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	23	26737806	5.81775200422893657e-1	-9.40509584377001886e1	3.83179978970538741e2	3.83115529131021333e2	3.84409721535508936e2	-1.27674032697944024e-5	3.86163686416123131e0	7.68819443071017445e-10	1.36077394081901057e-9	3.86164657352722163e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	23	26737807	5.81775200422893657e-1	-9.40509584377001886e1	3.83179978970537718e2	3.83115529131021447e2	3.84409721535506151e2	-1.27674032907957424e-5	3.86163686407750406e0	7.68819443071011758e-10	1.34802248444703356e-9	3.86164657347967211e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	23	26737808	5.81775200422893768e-1	-9.40509584376921595e1	3.83179978970536411e2	3.83115529131021674e2	3.84409721535502683e2	-1.27674033165896557e-5	3.86163686397141070e0	7.68819443071004934e-10	1.34854084612409411e-9	3.86164657336152661e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	24	26738215	5.81782923745958858e-1	-9.36392640182326517e1	3.83176558961766204e2	3.83112541561943942e2	3.84405756770469225e2	-3.51542761106658117e-6	3.83357288410294750e0	7.68811513540938064e-10	1.34819961079704030e-9	3.83358262959482055e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	24	26738216	5.81782923745958969e-1	-9.36392640182286300e1	3.83176558961764385e2	3.83112541561944113e2	3.84405756770464961e2	-3.51542764946831654e-6	3.83357288396913543e0	7.68811513540929482e-10	1.32052196741531080e-9	3.83358262950063811e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	24	26738217	5.81782923745958969e-1	-9.36392640182286300e1	3.83176558961763419e2	3.83112541561944283e2	3.84405756770462460e2	-3.51542767032407104e-6	3.83357288389343909e0	7.68811513540924519e-10	1.29406929769968211e-9	3.83358262939003591e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	24	26738218	5.81782923745959080e-1	-9.36392640182205724e1	3.83176558961762282e2	3.83112541561944397e2	3.84405756770459277e2	-3.51542769873548478e-6	3.83357288380237549e0	7.68811513540918108e-10	1.30280191589934389e-9	3.83358262930886351e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	25	27150445	5.90117094340575465e-1	9.35945857592747501e1	3.83496260394120327e2	3.83431779367940237e2	3.84726056353786930e2	-2.57396059266476165e-6	3.86439290309870431e0	7.69452112707573340e-10	1.35415947541235930e-9	-3.86440266236820662e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	25	27150446	5.90117094340575576e-1	9.35945857592667068e1	3.83496260394118224e2	3.83431779367940408e2	3.84726056353782212e2	-2.57396063605814434e-6	3.86439290295452675e0	7.69452112707564035e-10	1.36864683642103786e-9	-3.86440266218642137e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	25	27150447	5.90117094340575576e-1	9.35945857592667210e1	3.83496260394117030e2	3.83431779367940521e2	3.84726056353779541e2	-2.57396066055137299e-6	3.86439290287229742e0	7.69452112707558658e-10	1.34167068053184002e-9	-3.86440266206096794e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	25	27150448	5.90117094340575687e-1	9.35945857592626709e1	3.83496260394115723e2	3.83431779367940578e2	3.84726056353776357e2	-2.57396068947463222e-6	3.86439290277366965e0	7.69452112707552247e-10	1.33453146063569516e-9	-3.86440266203942429e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	26	27151248	5.90132591252983452e-1	9.27659547008860557e1	3.83488994862693460e2	3.83425707537637834e2	3.84717188598018652e2	-5.83405485349549161e-6	3.78210715310661527e0	7.69434377196036880e-10	1.38056660876030267e-9	-3.78211698735174195e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	26	27151249	5.90132591252983563e-1	9.27659547008779981e1	3.83488994862691470e2	3.83425707537637948e2	3.84717188598014161e2	-5.83405489080756907e-6	3.78210715296952049e0	7.69434377196027781e-10	1.38234881836987496e-9	-3.78211698719422884e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	26	27151250	5.90132591252983563e-1	9.27659547008779839e1	3.83488994862690504e2	3.83425707537638004e2	3.84717188598011717e2	-5.83405491171031356e-6	3.78210715289655042e0	7.69434377196022921e-10	1.37242992924986452e-9	-3.78211698704376431e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	26	27151251	5.90132591252983674e-1	9.27659547008739338e1	3.83488994862689367e2	3.83425707537638004e2	3.84717188598008590e2	-5.83405493828197005e-6	3.78210715280332677e0	7.69434377196016821e-10	1.41597225486538508e-9	-3.78211698702881449e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	27	27295689	5.93261790158801761e-1	-9.60116390860926003e1	3.81181941110426294e2	3.81111421709554122e2	3.82419549923621901e2	-7.57477050216608265e-6	4.27772209730757513e0	7.64839099847243254e-10	1.21316471583098563e-9	4.27773371908302646e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	27	27295690	5.93261790158801872e-1	-9.60116390860965794e1	3.81181941110424020e2	3.81111421709554236e2	3.82419549923616728e2	-7.57477054388654816e-6	4.27772209714758844e0	7.64839099847233017e-10	1.21887672381861364e-9	4.27773371889035570e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	27	27295691	5.93261790158801872e-1	-9.60116390860965936e1	3.81181941110422827e2	3.81111421709554293e2	3.82419549923614113e2	-7.57477056479390052e-6	4.27772209706334472e0	7.64839099847227847e-10	1.19992408572848786e-9	4.27773371880885644e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	27	27295692	5.93261790158801983e-1	-9.60116390861045232e1	3.81181941110421349e2	3.81111421709554463e2	3.82419549923610646e2	-7.57477059298633846e-6	4.27772209695385452e0	7.64839099847220816e-10	1.21034669791426331e-9	4.27773371872295627e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	28	27296097	5.93269554945229038e-1	-9.64208522404670134e1	3.81179799538132727e2	3.81108886201370922e2	3.82417882078354694e2	-1.47898200873513958e-5	4.30341283846342826e0	7.64835764156708982e-10	1.24907805200313262e-9	4.30342441716116575e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	28	27296098	5.93269554945229149e-1	-9.64208522404749715e1	3.81179799538131192e2	3.81108886201371263e2	3.82417882078350715e2	-1.47898201155364934e-5	4.30341283833295218e0	7.64835764156700917e-10	1.24480346157907330e-9	4.30342441707189760e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	28	27296099	5.93269554945229149e-1	-9.64208522404749857e1	3.81179799538130396e2	3.81108886201371320e2	3.82417882078348498e2	-1.47898201302642059e-5	4.30341283826676335e0	7.64835764156696574e-10	1.27014448025674117e-9	4.30342441697256639e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	28	27296100	5.93269554945229149e-1	-9.64208522404749715e1	3.81179799538129259e2	3.81108886201371490e2	3.82417882078345428e2	-1.47898201521449372e-5	4.30341283818184550e0	7.64835764156690371e-10	1.31135512765723211e-9	4.30342441692037259e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	28	27296101	5.93269554945229260e-1	-9.64208522404789363e1	3.81179799538126815e2	3.81108886201371831e2	3.82417882078339687e2	-1.47898201953286894e-5	4.30341283801201069e0	7.64835764156678997e-10	1.29972077094101189e-9	4.30342441673470333e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	29	27562434	5.98435794446203206e-1	-9.43741030573592496e1	3.83794884397385090e2	3.83730355140598760e2	3.85024729203445872e2	-1.06029757759093778e-5	3.86691502011892618e0	7.70049458406891206e-10	1.39020294750342511e-9	3.86692472480724181e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	29	27562435	5.98435794446203317e-1	-9.43741030573512205e1	3.83794884397383271e2	3.83730355140598988e2	3.85024729203441552e2	-1.06029758086135401e-5	3.86691501998809883e0	7.70049458406882624e-10	1.43224818624560741e-9	3.86692472468285686e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	29	27562436	5.98435794446203317e-1	-9.43741030573512347e1	3.83794884397382305e2	3.83730355140599045e2	3.85024729203439279e2	-1.06029758258684619e-5	3.86691501991830888e0	7.70049458406878075e-10	1.42846953846797584e-9	3.86692472461726400e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	29	27562437	5.98435794446203317e-1	-9.43741030573512347e1	3.83794884397381168e2	3.83730355140599045e2	3.85024729203436266e2	-1.06029758489175158e-5	3.86691501982953900e0	7.70049458406872078e-10	1.42915171793486417e-9	3.86692472449834135e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	29	27562438	5.98435794446203428e-1	-9.43741030573432198e1	3.83794884397378837e2	3.83730355140599158e2	3.85024729203430354e2	-1.06029758956557808e-5	3.86691501965200013e0	7.70049458406860290e-10	1.41053454617510846e-9	3.86692472437634294e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	30	27974842	6.06769964383922833e-1	9.43296140225812110e1	3.84076657928239058e2	3.84012762238781818e2	3.85305666884328218e2	-9.71129159537195227e-6	3.82386697850882751e0	7.70611333768655984e-10	1.36980067314005024e-9	-3.82387669970654542e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	30	27974843	6.06769964383922944e-1	9.43296140225811968e1	3.84076657928236784e2	3.84012762238781875e2	3.85305666884322818e2	-9.71129163846245970e-6	3.82386697834421030e0	7.70611333768645127e-10	1.38467867404800033e-9	-3.82387669950111331e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	30	27974844	6.06769964383922944e-1	9.43296140225811968e1	3.84076657928235647e2	3.84012762238781988e2	3.85305666884320033e2	-9.71129165977329705e-6	3.82386697825760802e0	7.70611333768639647e-10	1.38354149835721974e-9	-3.82387669941414288e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	30	27974845	6.06769964383923055e-1	9.43296140225731534e1	3.84076657928234170e2	3.84012762238782102e2	3.85305666884316395e2	-9.71129168880057744e-6	3.82386697814490839e0	7.70611333768632306e-10	1.34567332742417934e-9	-3.82387669926737317e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	31	28119311	6.09899139518278233e-1	-9.44591954205352664e1	3.81761179182207968e2	3.81692655232346908e2	3.82996241890075396e2	-2.75717109544602586e-6	4.14085871410626805e0	7.65992483780150407e-10	1.23640069242526167e-9	4.14087052387924004e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
