 time            v(out)          i(Lboost)       v(anode)       
 2.09375729e-07  4.08853353e+02  1.97457575e+01  4.09664926e+02 
 2.19375729e-07  4.09273343e+02  1.97333576e+01  4.10084888e+02 
 2.29375729e-07  4.09693070e+02  1.97209344e+01  4.10504586e+02 
 2.39375729e-07  4.10112532e+02  1.97084878e+01  4.10924019e+02 
 2.49375729e-07  4.10531728e+02  1.96960180e+01  4.11343187e+02 
 2.59375729e-07  4.10950659e+02  1.96835248e+01  4.11762089e+02 
 2.69375729e-07  4.11369325e+02  1.96710084e+01  4.12180725e+02 
 2.79375729e-07  4.11787723e+02  1.96584688e+01  4.12599095e+02 
 2.89375729e-07  4.12205855e+02  1.96459059e+01  4.13017197e+02 
 2.99375729e-07  4.12623719e+02  1.96333198e+01  4.13435032e+02 
 3.09375729e-07  4.13041315e+02  1.96207105e+01  4.13852599e+02 
 3.19375729e-07  4.13458642e+02  1.96080780e+01  4.14269897e+02 
 3.29375729e-07  4.13875700e+02  1.95954223e+01  4.14686926e+02 
 3.39375729e-07  4.14292489e+02  1.95827435e+01  4.15103685e+02 
 3.49375729e-07  4.14709008e+02  1.95700415e+01  4.15520175e+02 
 3.59375729e-07  4.15125257e+02  1.95573164e+01  4.15936393e+02 
 3.69375729e-07  4.15541234e+02  1.95445682e+01  4.16352341e+02 
 3.79375729e-07  4.15956940e+02  1.95317968e+01  4.16768017e+02 
 3.89375729e-07  4.16372374e+02  1.95190024e+01  4.17183421e+02 
 3.99375729e-07  4.16787535e+02  1.95061849e+01  4.17598553e+02 
 4.09375729e-07  4.17202424e+02  1.94933444e+01  4.18013412e+02 
 4.19375729e-07  4.17617039e+02  1.94804808e+01  4.18427997e+02 
 4.29375729e-07  4.18031380e+02  1.94675942e+01  4.18842308e+02 
 4.39375729e-07  4.18445446e+02  1.94546846e+01  4.19256345e+02 
 4.49375729e-07  4.18859238e+02  1.94417520e+01  4.19670106e+02 
 4.59375729e-07  4.19272755e+02  1.94287964e+01  4.20083592e+02 
 4.69375729e-07  4.19685995e+02  1.94158178e+01  4.20496803e+02 
 4.79375729e-07  4.20098959e+02  1.94028163e+01  4.20909736e+02 
 4.89375729e-07  4.20511646e+02  1.93897919e+01  4.21322393e+02 
 4.99375729e-07  4.20924056e+02  1.93767445e+01  4.21734772e+02 
 5.09375729e-07  4.21336188e+02  1.93636743e+01  4.22146874e+02 
 5.19375729e-07  4.21748042e+02  1.93505812e+01  4.22558697e+02 
 5.29375729e-07  4.22159617e+02  1.93374651e+01  4.22970241e+02 
 5.39375729e-07  4.22570912e+02  1.93243263e+01  4.23381506e+02 
 5.49375729e-07  4.22981928e+02  1.93111646e+01  4.23792491e+02 
 5.59375729e-07  4.23392663e+02  1.92979800e+01  4.24203196e+02 
 5.69375729e-07  4.23803118e+02  1.92847727e+01  4.24613619e+02 
 5.79375729e-07  4.24213291e+02  1.92715426e+01  4.25023762e+02 
 5.89375729e-07  4.24623183e+02  1.92582896e+01  4.25433622e+02 
 5.99375729e-07  4.25032793e+02  1.92450140e+01  4.25843201e+02 
 6.09375729e-07  4.25442119e+02  1.92317155e+01  4.26252496e+02 
 6.19375729e-07  4.25851163e+02  1.92183944e+01  4.26661509e+02 
 6.29375729e-07  4.26259923e+02  1.92050505e+01  4.27070237e+02 
 6.39375729e-07  4.26668399e+02  1.91916840e+01  4.27478682e+02 
 6.49375729e-07  4.27076590e+02  1.91782947e+01  4.27886842e+02 
 6.59375729e-07  4.27484496e+02  1.91648828e+01  4.28294716e+02 
 6.69375729e-07  4.27892116e+02  1.91514482e+01  4.28702305e+02 
 6.79375729e-07  4.28299451e+02  1.91379910e+01  4.29109608e+02 
 6.89375729e-07  4.28706498e+02  1.91245112e+01  4.29516624e+02 
 6.99375729e-07  4.29113259e+02  1.91110088e+01  4.29923353e+02 
 7.09375729e-07  4.29519732e+02  1.90974837e+01  4.30329794e+02 
 7.19375729e-07  4.29925918e+02  1.90839362e+01  4.30735947e+02 
 7.29375729e-07  4.30331814e+02  1.90703660e+01  4.31141812e+02 
 7.39375729e-07  4.30737422e+02  1.90567733e+01  4.31547388e+02 
 7.49375729e-07  4.31142740e+02  1.90431581e+01  4.31952674e+02 
 7.59375729e-07  4.31547769e+02  1.90295204e+01  4.32357670e+02 
 7.69375729e-07  4.31952507e+02  1.90158602e+01  4.32762376e+02 
 7.79375729e-07  4.32356954e+02  1.90021775e+01  4.33166791e+02 
 7.89375729e-07  4.32761110e+02  1.89884724e+01  4.33570914e+02 
 7.99375729e-07  4.33164973e+02  1.89747448e+01  4.33974746e+02 
 8.09375729e-07  4.33568545e+02  1.89609948e+01  4.34378285e+02 
 8.19375729e-07  4.33971824e+02  1.89472223e+01  4.34781531e+02 
 8.29375729e-07  4.34374809e+02  1.89334275e+01  4.35184484e+02 
 8.39375729e-07  4.34777501e+02  1.89196103e+01  4.35587143e+02 
 8.49375729e-07  4.35179899e+02  1.89057708e+01  4.35989508e+02 
 8.59375729e-07  4.35582002e+02  1.88919089e+01  4.36391578e+02 
 8.69375729e-07  4.35983809e+02  1.88780246e+01  4.36793352e+02 
 8.79375729e-07  4.36385321e+02  1.88641181e+01  4.37194831e+02 
 8.89375729e-07  4.36786537e+02  1.88501892e+01  4.37596014e+02 
 8.99375729e-07  4.37187456e+02  1.88362381e+01  4.37996901e+02 
 9.09375729e-07  4.37588079e+02  1.88222647e+01  4.38397490e+02 
 9.19375729e-07  4.37988403e+02  1.88082691e+01  4.38797781e+02 
 9.29375729e-07  4.38388430e+02  1.87942512e+01  4.39197774e+02 
 9.39375729e-07  4.38788158e+02  1.87802112e+01  4.39597469e+02 
 9.49375729e-07  4.39187588e+02  1.87661489e+01  4.39996865e+02 
 9.59375729e-07  4.39586717e+02  1.87520644e+01  4.40395961e+02 
 9.69375729e-07  4.39985547e+02  1.87379578e+01  4.40794758e+02 
 9.79375729e-07  4.40384077e+02  1.87238291e+01  4.41193254e+02 
 9.89375729e-07  4.40782306e+02  1.87096782e+01  4.41591449e+02 
 9.99375729e-07  4.41180233e+02  1.86955052e+01  4.41989342e+02 
 1.00937573e-06  4.41577858e+02  1.86813101e+01  4.42386934e+02 
 1.01937573e-06  4.41975182e+02  1.86670929e+01  4.42784223e+02 
 1.02937573e-06  4.42372202e+02  1.86528536e+01  4.43181210e+02 
 1.03937573e-06  4.42768920e+02  1.86385923e+01  4.43577893e+02 
 1.04937573e-06  4.43165333e+02  1.86243090e+01  4.43974273e+02 
 1.05937573e-06  4.43561443e+02  1.86100037e+01  4.44370348e+02 
 1.06937573e-06  4.43957248e+02  1.85956763e+01  4.44766119e+02 
 1.07937573e-06  4.44352748e+02  1.85813270e+01  4.45161585e+02 
 1.08937573e-06  4.44747942e+02  1.85669558e+01  4.45556745e+02 
 1.09937573e-06  4.45142831e+02  1.85525625e+01  4.45951599e+02 
 1.10937573e-06  4.45537413e+02  1.85381474e+01  4.46346146e+02 
 1.11937573e-06  4.45931688e+02  1.85237103e+01  4.46740386e+02 
 1.12937573e-06  4.46325655e+02  1.85092514e+01  4.47134319e+02 
 1.13937573e-06  4.46719315e+02  1.84947706e+01  4.47527944e+02 
 1.14937573e-06  4.47112666e+02  1.84802679e+01  4.47921261e+02 
 1.15937573e-06  4.47505709e+02  1.84657434e+01  4.48314269e+02 
 1.16937573e-06  4.47898442e+02  1.84511970e+01  4.48706967e+02 
 1.17937573e-06  4.48290866e+02  1.84366288e+01  4.49099355e+02 
 1.18937573e-06  4.48682979e+02  1.84220389e+01  4.49491434e+02 
 1.19937573e-06  4.49074782e+02  1.84074272e+01  4.49883201e+02 
 1.20937573e-06  4.49466273e+02  1.83927937e+01  4.50274658e+02 
 1.21937573e-06  4.49857453e+02  1.83781385e+01  4.50665802e+02 
 1.22937573e-06  4.50248321e+02  1.83634615e+01  4.51056635e+02 
 1.23937573e-06  4.50638877e+02  1.83487629e+01  4.51447155e+02 
 1.24937573e-06  4.51029119e+02  1.83340425e+01  4.51837362e+02 
 1.25937573e-06  4.51419048e+02  1.83193005e+01  4.52227256e+02 
 1.26937573e-06  4.51808663e+02  1.83045369e+01  4.52616835e+02 
 1.27937573e-06  4.52197964e+02  1.82897516e+01  4.53006100e+02 
 1.28937573e-06  4.52586950e+02  1.82749447e+01  4.53395051e+02 
 1.29937573e-06  4.52975621e+02  1.82601162e+01  4.53783686e+02 
 1.30937573e-06  4.53363976e+02  1.82452661e+01  4.54172005e+02 
 1.31937573e-06  4.53752015e+02  1.82303944e+01  4.54560008e+02 
 1.32937573e-06  4.54139737e+02  1.82155012e+01  4.54947694e+02 
 1.33937573e-06  4.54527142e+02  1.82005865e+01  4.55335063e+02 
 1.34937573e-06  4.54914230e+02  1.81856503e+01  4.55722114e+02 
 1.35937573e-06  4.55300999e+02  1.81706925e+01  4.56108847e+02 
 1.36937573e-06  4.55687450e+02  1.81557133e+01  4.56495262e+02 
 1.37937573e-06  4.56073582e+02  1.81407127e+01  4.56881358e+02 
 1.38937573e-06  4.56459395e+02  1.81256906e+01  4.57267134e+02 
 1.39937573e-06  4.56844888e+02  1.81106470e+01  4.57652590e+02 
 1.40937573e-06  4.57230060e+02  1.80955821e+01  4.58037726e+02 
 1.41937573e-06  4.57614912e+02  1.80804958e+01  4.58422541e+02 
 1.42937573e-06  4.57999443e+02  1.80653881e+01  4.58807035e+02 
 1.43937573e-06  4.58383652e+02  1.80502590e+01  4.59191207e+02 
 1.44937573e-06  4.58767538e+02  1.80351086e+01  4.59575057e+02 
 1.45937573e-06  4.59151103e+02  1.80199369e+01  4.59958584e+02 
 1.46937573e-06  4.59534344e+02  1.80047439e+01  4.60341789e+02 
 1.47937573e-06  4.59917261e+02  1.79895297e+01  4.60724669e+02 
 1.48937573e-06  4.60299855e+02  1.79742941e+01  4.61107226e+02 
 1.49937573e-06  4.60682125e+02  1.79590373e+01  4.61489458e+02 
 1.50937573e-06  4.61064069e+02  1.79437593e+01  4.61871365e+02 
 1.51937573e-06  4.61445688e+02  1.79284601e+01  4.62252947e+02 
 1.52937573e-06  4.61826982e+02  1.79131397e+01  4.62634203e+02 
 1.53937573e-06  4.62207949e+02  1.78977981e+01  4.63015133e+02 
 1.54937573e-06  4.62588590e+02  1.78824354e+01  4.63395736e+02 
 1.55937573e-06  4.62968903e+02  1.78670515e+01  4.63776012e+02 
 1.56937573e-06  4.63348889e+02  1.78516466e+01  4.64155960e+02 
 1.57937573e-06  4.63728547e+02  1.78362205e+01  4.64535581e+02 
 1.58937573e-06  4.64107877e+02  1.78207733e+01  4.64914872e+02 
 1.59937573e-06  4.64486878e+02  1.78053051e+01  4.65293835e+02 
 1.60937573e-06  4.64865549e+02  1.77898158e+01  4.65672468e+02 
 1.61937573e-06  4.65243891e+02  1.77743055e+01  4.66050772e+02 
 1.62937573e-06  4.65621902e+02  1.77587742e+01  4.66428745e+02 
 1.63937573e-06  4.65999583e+02  1.77432219e+01  4.66806388e+02 
 1.64937573e-06  4.66376932e+02  1.77276486e+01  4.67183699e+02 
 1.65937573e-06  4.66753950e+02  1.77120544e+01  4.67560679e+02 
 1.66937573e-06  4.67130636e+02  1.76964393e+01  4.67937326e+02 
 1.67937573e-06  4.67506990e+02  1.76808032e+01  4.68313641e+02 
 1.68937573e-06  4.67883011e+02  1.76651462e+01  4.68689623e+02 
 1.69937573e-06  4.68258698e+02  1.76494684e+01  4.69065272e+02 
 1.70937573e-06  4.68634051e+02  1.76337697e+01  4.69440587e+02 
 1.71937573e-06  4.69009071e+02  1.76180502e+01  4.69815567e+02 
 1.72937573e-06  4.69383755e+02  1.76023098e+01  4.70190213e+02 
 1.73937573e-06  4.69758105e+02  1.75865486e+01  4.70564523e+02 
 1.74937573e-06  4.70132118e+02  1.75707667e+01  4.70938498e+02 
 1.75937573e-06  4.70505796e+02  1.75549639e+01  4.71312137e+02 
 1.76937573e-06  4.70879138e+02  1.75391405e+01  4.71685439e+02 
 1.77937573e-06  4.71252142e+02  1.75232963e+01  4.72058405e+02 
 1.78937573e-06  4.71624810e+02  1.75074313e+01  4.72431033e+02 
 1.79937573e-06  4.71997139e+02  1.74915457e+01  4.72803323e+02 
 1.80937573e-06  4.72369130e+02  1.74756395e+01  4.73175274e+02 
 1.81937573e-06  4.72740783e+02  1.74597125e+01  4.73546888e+02 
 1.82937573e-06  4.73112096e+02  1.74437650e+01  4.73918161e+02 
 1.83937573e-06  4.73483070e+02  1.74277968e+01  4.74289096e+02 
 1.84937573e-06  4.73853704e+02  1.74118080e+01  4.74659690e+02 
 1.85937573e-06  4.74223998e+02  1.73957986e+01  4.75029944e+02 
 1.86937573e-06  4.74593950e+02  1.73797687e+01  4.75399857e+02 
 1.87937573e-06  4.74963562e+02  1.73637182e+01  4.75769428e+02 
 1.88937573e-06  4.75332832e+02  1.73476472e+01  4.76138658e+02 
 1.89937573e-06  4.75701759e+02  1.73315558e+01  4.76507545e+02 
 1.90937573e-06  4.76070344e+02  1.73154438e+01  4.76876090e+02 
 1.91937573e-06  4.76438586e+02  1.72993113e+01  4.77244292e+02 
 1.92937573e-06  4.76806485e+02  1.72831585e+01  4.77612150e+02 
 1.93937573e-06  4.77174039e+02  1.72669851e+01  4.77979664e+02 
 1.94937573e-06  4.77541250e+02  1.72507914e+01  4.78346834e+02 
 1.95937573e-06  4.77908115e+02  1.72345773e+01  4.78713659e+02 
 1.96937573e-06  4.78274635e+02  1.72183428e+01  4.79080139e+02 
 1.97937573e-06  4.78640810e+02  1.72020880e+01  4.79446273e+02 
 1.98937573e-06  4.79006639e+02  1.71858128e+01  4.79812061e+02 
 1.99937573e-06  4.79372121e+02  1.71695174e+01  4.80177502e+02 
 2.00937573e-06  4.79737256e+02  1.71532016e+01  4.80542596e+02 
 2.01937573e-06  4.80102044e+02  1.71368656e+01  4.80907343e+02 
 2.02937573e-06  4.80466484e+02  1.71205093e+01  4.81271742e+02 
 2.03937573e-06  4.80830576e+02  1.71041328e+01  4.81635793e+02 
 2.04937573e-06  4.81194319e+02  1.70877360e+01  4.81999495e+02 
 2.05937573e-06  4.81557713e+02  1.70713191e+01  4.82362848e+02 
 2.06937573e-06  4.81920758e+02  1.70548820e+01  4.82725851e+02 
 2.07937573e-06  4.82283452e+02  1.70384247e+01  4.83088504e+02 
 2.08937573e-06  4.82645797e+02  1.70219473e+01  4.83450807e+02 
 2.09937573e-06  4.83007790e+02  1.70054497e+01  4.83812759e+02 
 2.10937573e-06  4.83369432e+02  1.69889321e+01  4.84174359e+02 
 2.11937573e-06  4.83730723e+02  1.69723944e+01  4.84535608e+02 
 2.12937573e-06  4.84091661e+02  1.69558366e+01  4.84896505e+02 
 2.13937573e-06  4.84452247e+02  1.69392588e+01  4.85257049e+02 
 2.14937573e-06  4.84812481e+02  1.69226610e+01  4.85617240e+02 
 2.15937573e-06  4.85172360e+02  1.69060432e+01  4.85977078e+02 
 2.16937573e-06  4.85531886e+02  1.68894054e+01  4.86336562e+02 
 2.17937573e-06  4.85891058e+02  1.68727476e+01  4.86695691e+02 
 2.18937573e-06  4.86249875e+02  1.68560699e+01  4.87054466e+02 
 2.19937573e-06  4.86608337e+02  1.68393723e+01  4.87412886e+02 
 2.20937573e-06  4.86966444e+02  1.68226547e+01  4.87770950e+02 
 2.21937573e-06  4.87324194e+02  1.68059173e+01  4.88128658e+02 
 2.22937573e-06  4.87681589e+02  1.67891600e+01  4.88486010e+02 
 2.23937573e-06  4.88038626e+02  1.67723829e+01  4.88843005e+02 
 2.24937573e-06  4.88395307e+02  1.67555860e+01  4.89199643e+02 
 2.25937573e-06  4.88751629e+02  1.67387692e+01  4.89555923e+02 
 2.26937573e-06  4.89107594e+02  1.67219327e+01  4.89911845e+02 
 2.27937573e-06  4.89463201e+02  1.67050764e+01  4.90267408e+02 
 2.28937573e-06  4.89818448e+02  1.66882003e+01  4.90622612e+02 
 2.29937573e-06  4.90173336e+02  1.66713046e+01  4.90977458e+02 
 2.30937573e-06  4.90527865e+02  1.66543891e+01  4.91331943e+02 
 2.31937573e-06  4.90882033e+02  1.66374540e+01  4.91686068e+02 
 2.32937573e-06  4.91235841e+02  1.66204991e+01  4.92039833e+02 
 2.33937573e-06  4.91589288e+02  1.66035247e+01  4.92393236e+02 
 2.34937573e-06  4.91942374e+02  1.65865306e+01  4.92746278e+02 
 2.35937573e-06  4.92295098e+02  1.65695169e+01  4.93098959e+02 
 2.36937573e-06  4.92647459e+02  1.65524836e+01  4.93451277e+02 
 2.37937573e-06  4.92999458e+02  1.65354308e+01  4.93803232e+02 
 2.38937573e-06  4.93351094e+02  1.65183584e+01  4.94154824e+02 
 2.39937573e-06  4.93702367e+02  1.65012665e+01  4.94506053e+02 
 2.40937573e-06  4.94053275e+02  1.64841551e+01  4.94856917e+02 
 2.41937573e-06  4.94403820e+02  1.64670243e+01  4.95207418e+02 
 2.42937573e-06  4.94753999e+02  1.64498739e+01  4.95557553e+02 
 2.43937573e-06  4.95103814e+02  1.64327041e+01  4.95907324e+02 
 2.44937573e-06  4.95453263e+02  1.64155149e+01  4.96256728e+02 
 2.45937573e-06  4.95802346e+02  1.63983063e+01  4.96605767e+02 
 2.46937573e-06  4.96151063e+02  1.63810783e+01  4.96954440e+02 
 2.47937573e-06  4.96499413e+02  1.63638310e+01  4.97302745e+02 
 2.48937573e-06  4.96847396e+02  1.63465643e+01  4.97650683e+02 
 2.49937573e-06  4.97195011e+02  1.63292783e+01  4.97998254e+02 
 2.50937573e-06  4.97542258e+02  1.63119730e+01  4.98345456e+02 
 2.51937573e-06  4.97889137e+02  1.62946484e+01  4.98692290e+02 
 2.52937573e-06  4.98235647e+02  1.62773045e+01  4.99038756e+02 
 2.53937573e-06  4.98581788e+02  1.62599414e+01  4.99384851e+02 
 2.54937573e-06  4.98927559e+02  1.62425591e+01  4.99730578e+02 
 2.55937573e-06  4.99272960e+02  1.62251576e+01  5.00075934e+02 
 2.56937573e-06  4.99617991e+02  1.62077370e+01  5.00420919e+02 
 2.57937573e-06  4.99962651e+02  1.61902971e+01  5.00765534e+02 
 2.58937573e-06  5.00306939e+02  1.61728382e+01  5.01109777e+02 
 2.59937573e-06  5.00650856e+02  1.61553601e+01  5.01453648e+02 
 2.60937573e-06  5.00994401e+02  1.61378629e+01  5.01797148e+02 
 2.61937573e-06  5.01337573e+02  1.61203467e+01  5.02140274e+02 
 2.62937573e-06  5.01680373e+02  1.61028114e+01  5.02483028e+02 
 2.63937573e-06  5.02022799e+02  1.60852570e+01  5.02825408e+02 
 2.64937573e-06  5.02364851e+02  1.60676837e+01  5.03167415e+02 
 2.65937573e-06  5.02706530e+02  1.60500914e+01  5.03509048e+02 
 2.66937573e-06  5.03047834e+02  1.60324801e+01  5.03850305e+02 
 2.67937573e-06  5.03388763e+02  1.60148498e+01  5.04191188e+02 
 2.68937573e-06  5.03729316e+02  1.59972007e+01  5.04531696e+02 
 2.69937573e-06  5.04069494e+02  1.59795326e+01  5.04871827e+02 
 2.70937573e-06  5.04409296e+02  1.59618456e+01  5.05211583e+02 
 2.71937573e-06  5.04748721e+02  1.59441398e+01  5.05550962e+02 
 2.72937573e-06  5.05087769e+02  1.59264151e+01  5.05889964e+02 
 2.73937573e-06  5.05426441e+02  1.59086716e+01  5.06228588e+02 
 2.74937573e-06  5.05764734e+02  1.58909093e+01  5.06566835e+02 
 2.75937573e-06  5.06102649e+02  1.58731282e+01  5.06904703e+02 
 2.76937573e-06  5.06440186e+02  1.58553284e+01  5.07242193e+02 
 2.77937573e-06  5.06777343e+02  1.58375098e+01  5.07579304e+02 
 2.78937573e-06  5.07114122e+02  1.58196725e+01  5.07916035e+02 
 2.79937573e-06  5.07450521e+02  1.58018165e+01  5.08252387e+02 
 2.80937573e-06  5.07786539e+02  1.57839418e+01  5.08588358e+02 
 2.81937573e-06  5.08122177e+02  1.57660485e+01  5.08923949e+02 
 2.82937573e-06  5.08457435e+02  1.57481365e+01  5.09259159e+02 
 2.83937573e-06  5.08792310e+02  1.57302060e+01  5.09593988e+02 
 2.84937573e-06  5.09126805e+02  1.57122568e+01  5.09928434e+02 
 2.85937573e-06  5.09460917e+02  1.56942891e+01  5.10262499e+02 
 2.86937573e-06  5.09794646e+02  1.56763028e+01  5.10596181e+02 
 2.87937573e-06  5.10127993e+02  1.56582980e+01  5.10929480e+02 
 2.88937573e-06  5.10460956e+02  1.56402747e+01  5.11262395e+02 
 2.89937573e-06  5.10793536e+02  1.56222329e+01  5.11594927e+02 
 2.90937573e-06  5.11125732e+02  1.56041726e+01  5.11927075e+02 
 2.91937573e-06  5.11457543e+02  1.55860939e+01  5.12258838e+02 
 2.92937573e-06  5.11788970e+02  1.55679968e+01  5.12590216e+02 
 2.93937573e-06  5.12120011e+02  1.55498813e+01  5.12921209e+02 
 2.94937573e-06  5.12450666e+02  1.55317473e+01  5.13251817e+02 
 2.95937573e-06  5.12780936e+02  1.55135951e+01  5.13582038e+02 
 2.96937573e-06  5.13110819e+02  1.54954245e+01  5.13911872e+02 
 2.97937573e-06  5.13440315e+02  1.54772356e+01  5.14241320e+02 
 2.98937573e-06  5.13769424e+02  1.54590284e+01  5.14570380e+02 
 2.99937573e-06  5.14098146e+02  1.54408029e+01  5.14899053e+02 
 3.00937573e-06  5.14426479e+02  1.54225592e+01  5.15227338e+02 
 3.01937573e-06  5.14754424e+02  1.54042973e+01  5.15555234e+02 
 3.02937573e-06  5.15081981e+02  1.53860171e+01  5.15882742e+02 
 3.03937573e-06  5.15409148e+02  1.53677188e+01  5.16209860e+02 
 3.04937573e-06  5.15735926e+02  1.53494023e+01  5.16536589e+02 
 3.05937573e-06  5.16062314e+02  1.53310676e+01  5.16862927e+02 
 3.06937573e-06  5.16388311e+02  1.53127149e+01  5.17188875e+02 
 3.07937573e-06  5.16713918e+02  1.52943440e+01  5.17514433e+02 
 3.08937573e-06  5.17039134e+02  1.52759551e+01  5.17839599e+02 
 3.09937573e-06  5.17363959e+02  1.52575481e+01  5.18164374e+02 
 3.10937573e-06  5.17688391e+02  1.52391231e+01  5.18488757e+02 
 3.11937573e-06  5.18012432e+02  1.52206801e+01  5.18812748e+02 
 3.12937573e-06  5.18336079e+02  1.52022191e+01  5.19136345e+02 
 3.13937573e-06  5.18659334e+02  1.51837401e+01  5.19459550e+02 
 3.14937573e-06  5.18982196e+02  1.51652432e+01  5.19782362e+02 
 3.15937573e-06  5.19304663e+02  1.51467283e+01  5.20104779e+02 
 3.16937573e-06  5.19626737e+02  1.51281956e+01  5.20426803e+02 
 3.17937573e-06  5.19948416e+02  1.51096449e+01  5.20748431e+02 
 3.18937573e-06  5.20269700e+02  1.50910764e+01  5.21069665e+02 
 3.19937573e-06  5.20590589e+02  1.50724901e+01  5.21390504e+02 
 3.20937573e-06  5.20911082e+02  1.50538860e+01  5.21710946e+02 
 3.21937573e-06  5.21231179e+02  1.50352641e+01  5.22030993e+02 
 3.22937573e-06  5.21550880e+02  1.50166244e+01  5.22350643e+02 
 3.23937573e-06  5.21870184e+02  1.49979669e+01  5.22669896e+02 
 3.24937573e-06  5.22189091e+02  1.49792918e+01  5.22988752e+02 
 3.25937573e-06  5.22507601e+02  1.49605989e+01  5.23307211e+02 
 3.26937573e-06  5.22825712e+02  1.49418883e+01  5.23625271e+02 
 3.27937573e-06  5.23143425e+02  1.49231601e+01  5.23942933e+02 
 3.28937573e-06  5.23460740e+02  1.49044143e+01  5.24260196e+02 
 3.29937573e-06  5.23777655e+02  1.48856508e+01  5.24577061e+02 
 3.30937573e-06  5.24094171e+02  1.48668698e+01  5.24893525e+02 
 3.31937573e-06  5.24410288e+02  1.48480711e+01  5.25209590e+02 
 3.32937573e-06  5.24726004e+02  1.48292550e+01  5.25525255e+02 
