 time            v(doh)          v(qol)          v(qoh)          v(qrl)          v(qrh)          v(col)          v(coh)         
 3.58960000e-02  8.93873529e+00  8.61438462e+00  8.93923529e+00  8.61438462e+00  8.93923529e+00  8.61938462e+00  8.94423529e+00 
 3.59960000e-02  8.93579412e+00  8.61053846e+00  8.93629412e+00  8.61053846e+00  8.93629412e+00  8.61553846e+00  8.94129412e+00 
 3.60960000e-02  8.93285294e+00  8.60669231e+00  8.93335294e+00  8.60669231e+00  8.93335294e+00  8.61169231e+00  8.93835294e+00 
 3.61960000e-02  8.92991176e+00  8.60284615e+00  8.93041176e+00  8.60284615e+00  8.93041176e+00  8.60784615e+00  8.93541176e+00 
 3.62960000e-02  8.92697059e+00  8.59900000e+00  8.92747059e+00  8.59900000e+00  8.92747059e+00  8.60400000e+00  8.93247059e+00 
 3.63960000e-02  8.92402941e+00  8.59515385e+00  8.92452941e+00  8.59515385e+00  8.92452941e+00  8.60015385e+00  8.92952941e+00 
 3.64960000e-02  8.92108824e+00  8.59130769e+00  8.92158824e+00  8.59130769e+00  8.92158824e+00  8.59630769e+00  8.92658824e+00 
 3.65960000e-02  8.91814706e+00  8.58746154e+00  8.91864706e+00  8.58746154e+00  8.91864706e+00  8.59246154e+00  8.92364706e+00 
 3.66960000e-02  8.91520588e+00  8.58361538e+00  8.91570588e+00  8.58361538e+00  8.91570588e+00  8.58861538e+00  8.92070588e+00 
 3.67960000e-02  8.91226471e+00  8.57976923e+00  8.91276471e+00  8.57976923e+00  8.91276471e+00  8.58476923e+00  8.91776471e+00 
 3.68960000e-02  8.90932353e+00  8.57592308e+00  8.90982353e+00  8.57592308e+00  8.90982353e+00  8.58092308e+00  8.91482353e+00 
 3.69960000e-02  8.90638235e+00  8.57207692e+00  8.90688235e+00  8.57207692e+00  8.90688235e+00  8.57707692e+00  8.91188235e+00 
 3.70960000e-02  8.90344118e+00  8.56823077e+00  8.90394118e+00  8.56823077e+00  8.90394118e+00  8.57323077e+00  8.90894118e+00 
 3.71960000e-02  8.90050000e+00  8.56438462e+00  8.90100000e+00  8.56438462e+00  8.90100000e+00  8.56938462e+00  8.90600000e+00 
 3.72960000e-02  8.89755882e+00  8.56053846e+00  8.89805882e+00  8.56053846e+00  8.89805882e+00  8.56553846e+00  8.90305882e+00 
 3.73960000e-02  8.89461765e+00  8.55669231e+00  8.89511765e+00  8.55669231e+00  8.89511765e+00  8.56169231e+00  8.90011765e+00 
 3.74960000e-02  8.89167647e+00  8.55284615e+00  8.89217647e+00  8.55284615e+00  8.89217647e+00  8.55784615e+00  8.89717647e+00 
 3.75960000e-02  8.88873529e+00  8.54900000e+00  8.88923529e+00  8.54900000e+00  8.88923529e+00  8.55400000e+00  8.89423529e+00 
 3.76960000e-02  8.88579412e+00  8.54515385e+00  8.88629412e+00  8.54515385e+00  8.88629412e+00  8.55015385e+00  8.89129412e+00 
 3.77960000e-02  8.88285294e+00  8.54130769e+00  8.88335294e+00  8.54130769e+00  8.88335294e+00  8.54630769e+00  8.88835294e+00 
 3.78960000e-02  8.87991176e+00  8.53746154e+00  8.88041176e+00  8.53746154e+00  8.88041176e+00  8.54246154e+00  8.88541176e+00 
 3.79960000e-02  8.87697059e+00  8.53361538e+00  8.87747059e+00  8.53361538e+00  8.87747059e+00  8.53861538e+00  8.88247059e+00 
 3.80960000e-02  8.87402941e+00  8.52976923e+00  8.87452941e+00  8.52976923e+00  8.87452941e+00  8.53476923e+00  8.87952941e+00 
 3.81960000e-02  8.87108824e+00  8.52592308e+00  8.87158824e+00  8.52592308e+00  8.87158824e+00  8.53092308e+00  8.87658824e+00 
 3.82960000e-02  8.86814706e+00  8.52207692e+00  8.86864706e+00  8.52207692e+00  8.86864706e+00  8.52707692e+00  8.87364706e+00 
 3.83960000e-02  8.86520588e+00  8.51823077e+00  8.86570588e+00  8.51823077e+00  8.86570588e+00  8.52323077e+00  8.87070588e+00 
 3.84960000e-02  8.86226471e+00  8.51438462e+00  8.86276471e+00  8.51438462e+00  8.86276471e+00  8.51938462e+00  8.86776471e+00 
 3.85960000e-02  8.85932353e+00  8.51053846e+00  8.85982353e+00  8.51053846e+00  8.85982353e+00  8.51553846e+00  8.86482353e+00 
 3.86960000e-02  8.85638235e+00  8.50669231e+00  8.85688235e+00  8.50669231e+00  8.85688235e+00  8.51169231e+00  8.86188235e+00 
 3.87960000e-02  8.85344118e+00  8.50284615e+00  8.85394118e+00  8.50284615e+00  8.85394118e+00  8.50784615e+00  8.85894118e+00 
 3.88960000e-02  8.85050000e+00  8.49900000e+00  8.85100000e+00  8.49900000e+00  8.85100000e+00  8.50400000e+00  8.85600000e+00 
 3.89960000e-02  8.84755882e+00  8.49515385e+00  8.84805882e+00  8.49515385e+00  8.84805882e+00  8.50015385e+00  8.85305882e+00 
 3.90960000e-02  8.84461765e+00  8.49130769e+00  8.84511765e+00  8.49130769e+00  8.84511765e+00  8.49630769e+00  8.85011765e+00 
 3.91960000e-02  8.84167647e+00  8.48746154e+00  8.84217647e+00  8.48746154e+00  8.84217647e+00  8.49246154e+00  8.84717647e+00 
 3.92960000e-02  8.83873529e+00  8.48361538e+00  8.83923529e+00  8.48361538e+00  8.83923529e+00  8.48861538e+00  8.84423529e+00 
 3.93960000e-02  8.83579412e+00  8.47976923e+00  8.83629412e+00  8.47976923e+00  8.83629412e+00  8.48476923e+00  8.84129412e+00 
 3.94960000e-02  8.83285294e+00  8.47592308e+00  8.83335294e+00  8.47592308e+00  8.83335294e+00  8.48092308e+00  8.83835294e+00 
 3.95960000e-02  8.82991176e+00  8.47207692e+00  8.83041176e+00  8.47207692e+00  8.83041176e+00  8.47707692e+00  8.83541176e+00 
 3.96960000e-02  8.82697059e+00  8.46823077e+00  8.82747059e+00  8.46823077e+00  8.82747059e+00  8.47323077e+00  8.83247059e+00 
 3.97960000e-02  8.82402941e+00  8.46438462e+00  8.82452941e+00  8.46438462e+00  8.82452941e+00  8.46938462e+00  8.82952941e+00 
 3.98960000e-02  8.82108824e+00  8.46053846e+00  8.82158824e+00  8.46053846e+00  8.82158824e+00  8.46553846e+00  8.82658824e+00 
 3.99960000e-02  8.81814706e+00  8.45669231e+00  8.81864706e+00  8.45669231e+00  8.81864706e+00  8.46169231e+00  8.82364706e+00 
 4.00960000e-02  8.81520588e+00  8.45284615e+00  8.81570588e+00  8.45284615e+00  8.81570588e+00  8.45784615e+00  8.82070588e+00 
 4.01960000e-02  8.81226471e+00  8.44900000e+00  8.81276471e+00  8.44900000e+00  8.81276471e+00  8.45400000e+00  8.81776471e+00 
 4.02960000e-02  8.80932353e+00  8.44515385e+00  8.80982353e+00  8.44515385e+00  8.80982353e+00  8.45015385e+00  8.81482353e+00 
 4.03960000e-02  8.80638235e+00  8.44130769e+00  8.80688235e+00  8.44130769e+00  8.80688235e+00  8.44630769e+00  8.81188235e+00 
 4.04960000e-02  8.80344118e+00  8.43746154e+00  8.80394118e+00  8.43746154e+00  8.80394118e+00  8.44246154e+00  8.80894118e+00 
 4.05960000e-02  8.80050000e+00  8.43361538e+00  8.80100000e+00  8.43361538e+00  8.80100000e+00  8.43861538e+00  8.80600000e+00 
 4.06960000e-02  8.79755882e+00  8.42976923e+00  8.79805882e+00  8.42976923e+00  8.79805882e+00  8.43476923e+00  8.80305882e+00 
 4.07960000e-02  8.79461765e+00  8.42592308e+00  8.79511765e+00  8.42592308e+00  8.79511765e+00  8.43092308e+00  8.80011765e+00 
 4.08960000e-02  8.79167647e+00  8.42207692e+00  8.79217647e+00  8.42207692e+00  8.79217647e+00  8.42707692e+00  8.79717647e+00 
 4.09960000e-02  8.78873529e+00  8.41823077e+00  8.78923529e+00  8.41823077e+00  8.78923529e+00  8.42323077e+00  8.79423529e+00 
 4.10960000e-02  8.78579412e+00  8.41438462e+00  8.78629412e+00  8.41438462e+00  8.78629412e+00  8.41938462e+00  8.79129412e+00 
 4.11960000e-02  8.78285294e+00  8.41053846e+00  8.78335294e+00  8.41053846e+00  8.78335294e+00  8.41553846e+00  8.78835294e+00 
 4.12960000e-02  8.77991176e+00  8.40669231e+00  8.78041176e+00  8.40669231e+00  8.78041176e+00  8.41169231e+00  8.78541176e+00 
 4.13960000e-02  8.77697059e+00  8.40284615e+00  8.77747059e+00  8.40284615e+00  8.77747059e+00  8.40784615e+00  8.78247059e+00 
 4.14960000e-02  8.77402941e+00  8.39900000e+00  8.77452941e+00  8.39900000e+00  8.77452941e+00  8.40400000e+00  8.77952941e+00 
 4.15960000e-02  8.77108824e+00  8.39515385e+00  8.77158824e+00  8.39515385e+00  8.77158824e+00  8.40015385e+00  8.77658824e+00 
 4.16960000e-02  8.76814706e+00  8.39130769e+00  8.76864706e+00  8.39130769e+00  8.76864706e+00  8.39630769e+00  8.77364706e+00 
 4.17960000e-02  8.76520588e+00  8.38746154e+00  8.76570588e+00  8.38746154e+00  8.76570588e+00  8.39246154e+00  8.77070588e+00 
 4.18960000e-02  8.76226471e+00  8.38361538e+00  8.76276471e+00  8.38361538e+00  8.76276471e+00  8.38861538e+00  8.76776471e+00 
 4.19960000e-02  8.75932353e+00  8.37976923e+00  8.75982353e+00  8.37976923e+00  8.75982353e+00  8.38476923e+00  8.76482353e+00 
 4.20960000e-02  8.75638235e+00  8.37592308e+00  8.75688235e+00  8.37592308e+00  8.75688235e+00  8.38092308e+00  8.76188235e+00 
 4.21960000e-02  8.75344118e+00  8.37207692e+00  8.75394118e+00  8.37207692e+00  8.75394118e+00  8.37707692e+00  8.75894118e+00 
 4.22960000e-02  8.75050000e+00  8.36823077e+00  8.75100000e+00  8.36823077e+00  8.75100000e+00  8.37323077e+00  8.75600000e+00 
 4.23960000e-02  8.74755882e+00  8.36438462e+00  8.74805882e+00  8.36438462e+00  8.74805882e+00  8.36938462e+00  8.75305882e+00 
 4.24960000e-02  8.74461765e+00  8.36053846e+00  8.74511765e+00  8.36053846e+00  8.74511765e+00  8.36553846e+00  8.75011765e+00 
 4.25960000e-02  8.74167647e+00  8.35669231e+00  8.74217647e+00  8.35669231e+00  8.74217647e+00  8.36169231e+00  8.74717647e+00 
 4.26960000e-02  8.73873529e+00  8.35284615e+00  8.73923529e+00  8.35284615e+00  8.73923529e+00  8.35784615e+00  8.74423529e+00 
 4.27960000e-02  8.73579412e+00  8.34900000e+00  8.73629412e+00  8.34900000e+00  8.73629412e+00  8.35400000e+00  8.74129412e+00 
 4.28960000e-02  8.73285294e+00  8.34515385e+00  8.73335294e+00  8.34515385e+00  8.73335294e+00  8.35015385e+00  8.73835294e+00 
 4.29960000e-02  8.72991176e+00  8.34130769e+00  8.73041176e+00  8.34130769e+00  8.73041176e+00  8.34630769e+00  8.73541176e+00 
 4.30960000e-02  8.72697059e+00  8.33746154e+00  8.72747059e+00  8.33746154e+00  8.72747059e+00  8.34246154e+00  8.73247059e+00 
 4.31960000e-02  8.72402941e+00  8.33361538e+00  8.72452941e+00  8.33361538e+00  8.72452941e+00  8.33861538e+00  8.72952941e+00 
 4.32960000e-02  8.72108824e+00  8.32976923e+00  8.72158824e+00  8.32976923e+00  8.72158824e+00  8.33476923e+00  8.72658824e+00 
 4.33960000e-02  8.71814706e+00  8.32592308e+00  8.71864706e+00  8.32592308e+00  8.71864706e+00  8.33092308e+00  8.72364706e+00 
 4.34960000e-02  8.71520588e+00  8.32207692e+00  8.71570588e+00  8.32207692e+00  8.71570588e+00  8.32707692e+00  8.72070588e+00 
 4.35960000e-02  8.71226471e+00  8.31823077e+00  8.71276471e+00  8.31823077e+00  8.71276471e+00  8.32323077e+00  8.71776471e+00 
 4.36960000e-02  8.70932353e+00  8.31438462e+00  8.70982353e+00  8.31438462e+00  8.70982353e+00  8.31938462e+00  8.71482353e+00 
 4.37960000e-02  8.70638235e+00  8.31053846e+00  8.70688235e+00  8.31053846e+00  8.70688235e+00  8.31553846e+00  8.71188235e+00 
 4.38960000e-02  8.70344118e+00  8.30669231e+00  8.70394118e+00  8.30669231e+00  8.70394118e+00  8.31169231e+00  8.70894118e+00 
 4.39960000e-02  8.70050000e+00  8.30284615e+00  8.70100000e+00  8.30284615e+00  8.70100000e+00  8.30784615e+00  8.70600000e+00 
 4.40960000e-02  8.69755882e+00  8.29900000e+00  8.69805882e+00  8.29900000e+00  8.69805882e+00  8.30400000e+00  8.70305882e+00 
 4.41960000e-02  8.69461765e+00  8.29515385e+00  8.69511765e+00  8.29515385e+00  8.69511765e+00  8.30015385e+00  8.70011765e+00 
 4.42960000e-02  8.69167647e+00  8.29130769e+00  8.69217647e+00  8.29130769e+00  8.69217647e+00  8.29630769e+00  8.69717647e+00 
 4.43960000e-02  8.68873529e+00  8.28746154e+00  8.68923529e+00  8.28746154e+00  8.68923529e+00  8.29246154e+00  8.69423529e+00 
 4.44960000e-02  8.68579412e+00  8.28361538e+00  8.68629412e+00  8.28361538e+00  8.68629412e+00  8.28861538e+00  8.69129412e+00 
 4.45960000e-02  8.68285294e+00  8.27976923e+00  8.68335294e+00  8.27976923e+00  8.68335294e+00  8.28476923e+00  8.68835294e+00 
 4.46960000e-02  8.67991176e+00  8.27592308e+00  8.68041176e+00  8.27592308e+00  8.68041176e+00  8.28092308e+00  8.68541176e+00 
 4.47960000e-02  8.67697059e+00  8.27207692e+00  8.67747059e+00  8.27207692e+00  8.67747059e+00  8.27707692e+00  8.68247059e+00 
 4.48960000e-02  8.67402941e+00  8.26823077e+00  8.67452941e+00  8.26823077e+00  8.67452941e+00  8.27323077e+00  8.67952941e+00 
 4.49960000e-02  8.67108824e+00  8.26438462e+00  8.67158824e+00  8.26438462e+00  8.67158824e+00  8.26938462e+00  8.67658824e+00 
 4.50960000e-02  8.66814706e+00  8.26053846e+00  8.66864706e+00  8.26053846e+00  8.66864706e+00  8.26553846e+00  8.67364706e+00 
 4.51960000e-02  8.66520588e+00  8.25669231e+00  8.66570588e+00  8.25669231e+00  8.66570588e+00  8.26169231e+00  8.67070588e+00 
 4.52960000e-02  8.66226471e+00  8.25284615e+00  8.66276471e+00  8.25284615e+00  8.66276471e+00  8.25784615e+00  8.66776471e+00 
 4.53960000e-02  8.65932353e+00  8.24900000e+00  8.65982353e+00  8.24900000e+00  8.65982353e+00  8.25400000e+00  8.66482353e+00 
 4.54960000e-02  8.65638235e+00  8.24515385e+00  8.65688235e+00  8.24515385e+00  8.65688235e+00  8.25015385e+00  8.66188235e+00 
 4.55960000e-02  8.65344118e+00  8.24130769e+00  8.65394118e+00  8.24130769e+00  8.65394118e+00  8.24630769e+00  8.65894118e+00 
 4.56960000e-02  8.65050000e+00  8.23746154e+00  8.65100000e+00  8.23746154e+00  8.65100000e+00  8.24246154e+00  8.65600000e+00 
 4.57960000e-02  8.64755882e+00  8.23361538e+00  8.64805882e+00  8.23361538e+00  8.64805882e+00  8.23861538e+00  8.65305882e+00 
 4.58960000e-02  8.64461765e+00  8.22976923e+00  8.64511765e+00  8.22976923e+00  8.64511765e+00  8.23476923e+00  8.65011765e+00 
 4.59960000e-02  8.64167647e+00  8.22592308e+00  8.64217647e+00  8.22592308e+00  8.64217647e+00  8.23092308e+00  8.64717647e+00 
 4.60960000e-02  8.63873529e+00  8.22207692e+00  8.63923529e+00  8.22207692e+00  8.63923529e+00  8.22707692e+00  8.64423529e+00 
 4.61960000e-02  8.63579412e+00  8.21823077e+00  8.63629412e+00  8.21823077e+00  8.63629412e+00  8.22323077e+00  8.64129412e+00 
 4.62960000e-02  8.63285294e+00  8.21438462e+00  8.63335294e+00  8.21438462e+00  8.63335294e+00  8.21938462e+00  8.63835294e+00 
 4.63960000e-02  8.62991176e+00  8.21053846e+00  8.63041176e+00  8.21053846e+00  8.63041176e+00  8.21553846e+00  8.63541176e+00 
 4.64960000e-02  8.62697059e+00  8.20669231e+00  8.62747059e+00  8.20669231e+00  8.62747059e+00  8.21169231e+00  8.63247059e+00 
 4.65960000e-02  8.62402941e+00  8.20284615e+00  8.62452941e+00  8.20284615e+00  8.62452941e+00  8.20784615e+00  8.62952941e+00 
 4.66960000e-02  8.62108824e+00  8.19900000e+00  8.62158824e+00  8.19900000e+00  8.62158824e+00  8.20400000e+00  8.62658824e+00 
 4.67960000e-02  8.61814706e+00  8.19515385e+00  8.61864706e+00  8.19515385e+00  8.61864706e+00  8.20015385e+00  8.62364706e+00 
 4.68960000e-02  8.61520588e+00  8.19130769e+00  8.61570588e+00  8.19130769e+00  8.61570588e+00  8.19630769e+00  8.62070588e+00 
 4.69960000e-02  8.61226471e+00  8.18746154e+00  8.61276471e+00  8.18746154e+00  8.61276471e+00  8.19246154e+00  8.61776471e+00 
 4.70960000e-02  8.60932353e+00  8.18361538e+00  8.60982353e+00  8.18361538e+00  8.60982353e+00  8.18861538e+00  8.61482353e+00 
 4.71960000e-02  8.60638235e+00  8.17976923e+00  8.60688235e+00  8.17976923e+00  8.60688235e+00  8.18476923e+00  8.61188235e+00 
 4.72960000e-02  8.60344118e+00  8.17592308e+00  8.60394118e+00  8.17592308e+00  8.60394118e+00  8.18092308e+00  8.60894118e+00 
 4.73960000e-02  8.60050000e+00  8.17207692e+00  8.60100000e+00  8.17207692e+00  8.60100000e+00  8.17707692e+00  8.60600000e+00 
 4.74960000e-02  8.59755882e+00  8.16823077e+00  8.59805882e+00  8.16823077e+00  8.59805882e+00  8.17323077e+00  8.60305882e+00 
 4.75960000e-02  8.59461765e+00  8.16438462e+00  8.59511765e+00  8.16438462e+00  8.59511765e+00  8.16938462e+00  8.60011765e+00 
 4.76960000e-02  8.59167647e+00  8.16053846e+00  8.59217647e+00  8.16053846e+00  8.59217647e+00  8.16553846e+00  8.59717647e+00 
 4.77960000e-02  8.58873529e+00  8.15669231e+00  8.58923529e+00  8.15669231e+00  8.58923529e+00  8.16169231e+00  8.59423529e+00 
 4.78960000e-02  8.58579412e+00  8.15284615e+00  8.58629412e+00  8.15284615e+00  8.58629412e+00  8.15784615e+00  8.59129412e+00 
 4.79960000e-02  8.58285294e+00  8.14900000e+00  8.58335294e+00  8.14900000e+00  8.58335294e+00  8.15400000e+00  8.58835294e+00 
 4.80960000e-02  8.57991176e+00  8.14515385e+00  8.58041176e+00  8.14515385e+00  8.58041176e+00  8.15015385e+00  8.58541176e+00 
 4.81960000e-02  8.57697059e+00  8.14130769e+00  8.57747059e+00  8.14130769e+00  8.57747059e+00  8.14630769e+00  8.58247059e+00 
 4.82960000e-02  8.57402941e+00  8.13746154e+00  8.57452941e+00  8.13746154e+00  8.57452941e+00  8.14246154e+00  8.57952941e+00 
 4.83960000e-02  8.57108824e+00  8.13361538e+00  8.57158824e+00  8.13361538e+00  8.57158824e+00  8.13861538e+00  8.57658824e+00 
 4.84960000e-02  8.56814706e+00  8.12976923e+00  8.56864706e+00  8.12976923e+00  8.56864706e+00  8.13476923e+00  8.57364706e+00 
 4.85960000e-02  8.56520588e+00  8.12592308e+00  8.56570588e+00  8.12592308e+00  8.56570588e+00  8.13092308e+00  8.57070588e+00 
 4.86960000e-02  8.56226471e+00  8.12207692e+00  8.56276471e+00  8.12207692e+00  8.56276471e+00  8.12707692e+00  8.56776471e+00 
 4.87960000e-02  8.55932353e+00  8.11823077e+00  8.55982353e+00  8.11823077e+00  8.55982353e+00  8.12323077e+00  8.56482353e+00 
 4.88960000e-02  8.55638235e+00  8.11438462e+00  8.55688235e+00  8.11438462e+00  8.55688235e+00  8.11938462e+00  8.56188235e+00 
 4.89960000e-02  8.55344118e+00  8.11053846e+00  8.55394118e+00  8.11053846e+00  8.55394118e+00  8.11553846e+00  8.55894118e+00 
 4.90960000e-02  8.55050000e+00  8.10669231e+00  8.55100000e+00  8.10669231e+00  8.55100000e+00  8.11169231e+00  8.55600000e+00 
 4.91960000e-02  8.54755882e+00  8.10284615e+00  8.54805882e+00  8.10284615e+00  8.54805882e+00  8.10784615e+00  8.55305882e+00 
 4.92960000e-02  8.54461765e+00  8.09900000e+00  8.54511765e+00  8.09900000e+00  8.54511765e+00  8.10400000e+00  8.55011765e+00 
 4.93960000e-02  8.54167647e+00  8.09515385e+00  8.54217647e+00  8.09515385e+00  8.54217647e+00  8.10015385e+00  8.54717647e+00 
 4.94960000e-02  8.53873529e+00  8.09130769e+00  8.53923529e+00  8.09130769e+00  8.53923529e+00  8.09630769e+00  8.54423529e+00 
 4.95960000e-02  8.53579412e+00  8.08746154e+00  8.53629412e+00  8.08746154e+00  8.53629412e+00  8.09246154e+00  8.54129412e+00 
 4.96960000e-02  8.53285294e+00  8.08361538e+00  8.53335294e+00  8.08361538e+00  8.53335294e+00  8.08861538e+00  8.53835294e+00 
 4.97960000e-02  8.52991176e+00  8.07976923e+00  8.53041176e+00  8.07976923e+00  8.53041176e+00  8.08476923e+00  8.53541176e+00 
 4.98960000e-02  8.52697059e+00  8.07592308e+00  8.52747059e+00  8.07592308e+00  8.52747059e+00  8.08092308e+00  8.53247059e+00 
 4.99960000e-02  8.52402941e+00  8.07207692e+00  8.52452941e+00  8.07207692e+00  8.52452941e+00  8.07707692e+00  8.52952941e+00 
 5.00960000e-02  8.52108824e+00  8.06823077e+00  8.52158824e+00  8.06823077e+00  8.52158824e+00  8.07323077e+00  8.52658824e+00 
 5.01960000e-02  8.51814706e+00  8.06438462e+00  8.51864706e+00  8.06438462e+00  8.51864706e+00  8.06938462e+00  8.52364706e+00 
 5.02960000e-02  8.51520588e+00  8.06053846e+00  8.51570588e+00  8.06053846e+00  8.51570588e+00  8.06553846e+00  8.52070588e+00 
 5.03960000e-02  8.51226471e+00  8.05669231e+00  8.51276471e+00  8.05669231e+00  8.51276471e+00  8.06169231e+00  8.51776471e+00 
 5.04960000e-02  8.50932353e+00  8.05284615e+00  8.50982353e+00  8.05284615e+00  8.50982353e+00  8.05784615e+00  8.51482353e+00 
 5.05960000e-02  8.50638235e+00  8.04900000e+00  8.50688235e+00  8.04900000e+00  8.50688235e+00  8.05400000e+00  8.51188235e+00 
 5.06960000e-02  8.50344118e+00  8.04515385e+00  8.50394118e+00  8.04515385e+00  8.50394118e+00  8.05015385e+00  8.50894118e+00 
 5.07960000e-02  8.50050000e+00  8.04130769e+00  8.50100000e+00  8.04130769e+00  8.50100000e+00  8.04630769e+00  8.50600000e+00 
 5.08960000e-02  8.49755882e+00  8.03746154e+00  8.49805882e+00  8.03746154e+00  8.49805882e+00  8.04246154e+00  8.50305882e+00 
 5.09960000e-02  8.49461765e+00  8.03361538e+00  8.49511765e+00  8.03361538e+00  8.49511765e+00  8.03861538e+00  8.50011765e+00 
 5.10960000e-02  8.49167647e+00  8.02976923e+00  8.49217647e+00  8.02976923e+00  8.49217647e+00  8.03476923e+00  8.49717647e+00 
 5.11960000e-02  8.48873529e+00  8.02592308e+00  8.48923529e+00  8.02592308e+00  8.48923529e+00  8.03092308e+00  8.49423529e+00 
 5.12960000e-02  8.48579412e+00  8.02207692e+00  8.48629412e+00  8.02207692e+00  8.48629412e+00  8.02707692e+00  8.49129412e+00 
 5.13960000e-02  8.48285294e+00  8.01823077e+00  8.48335294e+00  8.01823077e+00  8.48335294e+00  8.02323077e+00  8.48835294e+00 
 5.14960000e-02  8.47991176e+00  8.01438462e+00  8.48041176e+00  8.01438462e+00  8.48041176e+00  8.01938462e+00  8.48541176e+00 
 5.15960000e-02  8.47697059e+00  8.01053846e+00  8.47747059e+00  8.01053846e+00  8.47747059e+00  8.01553846e+00  8.48247059e+00 
 5.16960000e-02  8.47402941e+00  8.00669231e+00  8.47452941e+00  8.00669231e+00  8.47452941e+00  8.01169231e+00  8.47952941e+00 
 5.17960000e-02  8.47108824e+00  8.00284615e+00  8.47158824e+00  8.00284615e+00  8.47158824e+00  8.00784615e+00  8.47658824e+00 
 5.18960000e-02  8.46814706e+00  7.99900000e+00  8.46864706e+00  7.99900000e+00  8.46864706e+00  8.00400000e+00  8.47364706e+00 
 5.19960000e-02  8.46520588e+00  7.99515385e+00  8.46570588e+00  7.99515385e+00  8.46570588e+00  8.00015385e+00  8.47070588e+00 
 5.20960000e-02  8.46226471e+00  7.99130769e+00  8.46276471e+00  7.99130769e+00  8.46276471e+00  7.99630769e+00  8.46776471e+00 
 5.21960000e-02  8.45932353e+00  7.98746154e+00  8.45982353e+00  7.98746154e+00  8.45982353e+00  7.99246154e+00  8.46482353e+00 
 5.22960000e-02  8.45638235e+00  7.98361538e+00  8.45688235e+00  7.98361538e+00  8.45688235e+00  7.98861538e+00  8.46188235e+00 
 5.23960000e-02  8.45344118e+00  7.97976923e+00  8.45394118e+00  7.97976923e+00  8.45394118e+00  7.98476923e+00  8.45894118e+00 
 5.24960000e-02  8.45050000e+00  7.97592308e+00  8.45100000e+00  7.97592308e+00  8.45100000e+00  7.98092308e+00  8.45600000e+00 
 5.25960000e-02  8.44755882e+00  7.97207692e+00  8.44805882e+00  7.97207692e+00  8.44805882e+00  7.97707692e+00  8.45305882e+00 
 5.26960000e-02  8.44461765e+00  7.96823077e+00  8.44511765e+00  7.96823077e+00  8.44511765e+00  7.97323077e+00  8.45011765e+00 
 5.27960000e-02  8.44167647e+00  7.96438462e+00  8.44217647e+00  7.96438462e+00  8.44217647e+00  7.96938462e+00  8.44717647e+00 
 5.28960000e-02  8.43873529e+00  7.96053846e+00  8.43923529e+00  7.96053846e+00  8.43923529e+00  7.96553846e+00  8.44423529e+00 
 5.29960000e-02  8.43579412e+00  7.95669231e+00  8.43629412e+00  7.95669231e+00  8.43629412e+00  7.96169231e+00  8.44129412e+00 
 5.30960000e-02  8.43285294e+00  7.95284615e+00  8.43335294e+00  7.95284615e+00  8.43335294e+00  7.95784615e+00  8.43835294e+00 
 5.31960000e-02  8.42991176e+00  7.94900000e+00  8.43041176e+00  7.94900000e+00  8.43041176e+00  7.95400000e+00  8.43541176e+00 
 5.32960000e-02  8.42697059e+00  7.94515385e+00  8.42747059e+00  7.94515385e+00  8.42747059e+00  7.95015385e+00  8.43247059e+00 
 5.33960000e-02  8.42402941e+00  7.94130769e+00  8.42452941e+00  7.94130769e+00  8.42452941e+00  7.94630769e+00  8.42952941e+00 
 5.34960000e-02  8.42108824e+00  7.93746154e+00  8.42158824e+00  7.93746154e+00  8.42158824e+00  7.94246154e+00  8.42658824e+00 
 5.35960000e-02  8.41814706e+00  7.93361538e+00  8.41864706e+00  7.93361538e+00  8.41864706e+00  7.93861538e+00  8.42364706e+00 
 5.36960000e-02  8.41520588e+00  7.92976923e+00  8.41570588e+00  7.92976923e+00  8.41570588e+00  7.93476923e+00  8.42070588e+00 
 5.37960000e-02  8.41226471e+00  7.92592308e+00  8.41276471e+00  7.92592308e+00  8.41276471e+00  7.93092308e+00  8.41776471e+00 
 5.38960000e-02  8.40932353e+00  7.92207692e+00  8.40982353e+00  7.92207692e+00  8.40982353e+00  7.92707692e+00  8.41482353e+00 
 5.39960000e-02  8.40638235e+00  7.91823077e+00  8.40688235e+00  7.91823077e+00  8.40688235e+00  7.92323077e+00  8.41188235e+00 
 5.40960000e-02  8.40344118e+00  7.91438462e+00  8.40394118e+00  7.91438462e+00  8.40394118e+00  7.91938462e+00  8.40894118e+00 
 5.41960000e-02  8.40050000e+00  7.91053846e+00  8.40100000e+00  7.91053846e+00  8.40100000e+00  7.91553846e+00  8.40600000e+00 
 5.42960000e-02  8.39755882e+00  7.90669231e+00  8.39805882e+00  7.90669231e+00  8.39805882e+00  7.91169231e+00  8.40305882e+00 
 5.43960000e-02  8.39461765e+00  7.90284615e+00  8.39511765e+00  7.90284615e+00  8.39511765e+00  7.90784615e+00  8.40011765e+00 
 5.44960000e-02  8.39167647e+00  7.89900000e+00  8.39217647e+00  7.89900000e+00  8.39217647e+00  7.90400000e+00  8.39717647e+00 
 5.45960000e-02  8.38873529e+00  7.89515385e+00  8.38923529e+00  7.89515385e+00  8.38923529e+00  7.90015385e+00  8.39423529e+00 
