 time            v(doh)          v(qol)          v(qoh)          v(qrl)          v(qrh)          v(col)          v(coh)         
 1.70960000e-02  9.49167647e+00  9.33746154e+00  9.49217647e+00  9.33746154e+00  9.49217647e+00  9.34246154e+00  9.49717647e+00 
 1.71960000e-02  9.48873529e+00  9.33361538e+00  9.48923529e+00  9.33361538e+00  9.48923529e+00  9.33861538e+00  9.49423529e+00 
 1.72960000e-02  9.48579412e+00  9.32976923e+00  9.48629412e+00  9.32976923e+00  9.48629412e+00  9.33476923e+00  9.49129412e+00 
 1.73960000e-02  9.48285294e+00  9.32592308e+00  9.48335294e+00  9.32592308e+00  9.48335294e+00  9.33092308e+00  9.48835294e+00 
 1.74960000e-02  9.47991176e+00  9.32207692e+00  9.48041176e+00  9.32207692e+00  9.48041176e+00  9.32707692e+00  9.48541176e+00 
 1.75960000e-02  9.47697059e+00  9.31823077e+00  9.47747059e+00  9.31823077e+00  9.47747059e+00  9.32323077e+00  9.48247059e+00 
 1.76960000e-02  9.47402941e+00  9.31438462e+00  9.47452941e+00  9.31438462e+00  9.47452941e+00  9.31938462e+00  9.47952941e+00 
 1.77960000e-02  9.47108824e+00  9.31053846e+00  9.47158824e+00  9.31053846e+00  9.47158824e+00  9.31553846e+00  9.47658824e+00 
 1.78960000e-02  9.46814706e+00  9.30669231e+00  9.46864706e+00  9.30669231e+00  9.46864706e+00  9.31169231e+00  9.47364706e+00 
 1.79960000e-02  9.46520588e+00  9.30284615e+00  9.46570588e+00  9.30284615e+00  9.46570588e+00  9.30784615e+00  9.47070588e+00 
 1.80960000e-02  9.46226471e+00  9.29900000e+00  9.46276471e+00  9.29900000e+00  9.46276471e+00  9.30400000e+00  9.46776471e+00 
 1.81960000e-02  9.45932353e+00  9.29515385e+00  9.45982353e+00  9.29515385e+00  9.45982353e+00  9.30015385e+00  9.46482353e+00 
 1.82960000e-02  9.45638235e+00  9.29130769e+00  9.45688235e+00  9.29130769e+00  9.45688235e+00  9.29630769e+00  9.46188235e+00 
 1.83960000e-02  9.45344118e+00  9.28746154e+00  9.45394118e+00  9.28746154e+00  9.45394118e+00  9.29246154e+00  9.45894118e+00 
 1.84960000e-02  9.45050000e+00  9.28361538e+00  9.45100000e+00  9.28361538e+00  9.45100000e+00  9.28861538e+00  9.45600000e+00 
 1.85960000e-02  9.44755882e+00  9.27976923e+00  9.44805882e+00  9.27976923e+00  9.44805882e+00  9.28476923e+00  9.45305882e+00 
 1.86960000e-02  9.44461765e+00  9.27592308e+00  9.44511765e+00  9.27592308e+00  9.44511765e+00  9.28092308e+00  9.45011765e+00 
 1.87960000e-02  9.44167647e+00  9.27207692e+00  9.44217647e+00  9.27207692e+00  9.44217647e+00  9.27707692e+00  9.44717647e+00 
 1.88960000e-02  9.43873529e+00  9.26823077e+00  9.43923529e+00  9.26823077e+00  9.43923529e+00  9.27323077e+00  9.44423529e+00 
 1.89960000e-02  9.43579412e+00  9.26438462e+00  9.43629412e+00  9.26438462e+00  9.43629412e+00  9.26938462e+00  9.44129412e+00 
 1.90960000e-02  9.43285294e+00  9.26053846e+00  9.43335294e+00  9.26053846e+00  9.43335294e+00  9.26553846e+00  9.43835294e+00 
 1.91960000e-02  9.42991176e+00  9.25669231e+00  9.43041176e+00  9.25669231e+00  9.43041176e+00  9.26169231e+00  9.43541176e+00 
 1.92960000e-02  9.42697059e+00  9.25284615e+00  9.42747059e+00  9.25284615e+00  9.42747059e+00  9.25784615e+00  9.43247059e+00 
 1.93960000e-02  9.42402941e+00  9.24900000e+00  9.42452941e+00  9.24900000e+00  9.42452941e+00  9.25400000e+00  9.42952941e+00 
 1.94960000e-02  9.42108824e+00  9.24515385e+00  9.42158824e+00  9.24515385e+00  9.42158824e+00  9.25015385e+00  9.42658824e+00 
 1.95960000e-02  9.41814706e+00  9.24130769e+00  9.41864706e+00  9.24130769e+00  9.41864706e+00  9.24630769e+00  9.42364706e+00 
 1.96960000e-02  9.41520588e+00  9.23746154e+00  9.41570588e+00  9.23746154e+00  9.41570588e+00  9.24246154e+00  9.42070588e+00 
 1.97960000e-02  9.41226471e+00  9.23361538e+00  9.41276471e+00  9.23361538e+00  9.41276471e+00  9.23861538e+00  9.41776471e+00 
 1.98960000e-02  9.40932353e+00  9.22976923e+00  9.40982353e+00  9.22976923e+00  9.40982353e+00  9.23476923e+00  9.41482353e+00 
 1.99960000e-02  9.40638235e+00  9.22592308e+00  9.40688235e+00  9.22592308e+00  9.40688235e+00  9.23092308e+00  9.41188235e+00 
 2.00960000e-02  9.40344118e+00  9.22207692e+00  9.40394118e+00  9.22207692e+00  9.40394118e+00  9.22707692e+00  9.40894118e+00 
 2.01960000e-02  9.40050000e+00  9.21823077e+00  9.40100000e+00  9.21823077e+00  9.40100000e+00  9.22323077e+00  9.40600000e+00 
 2.02960000e-02  9.39755882e+00  9.21438462e+00  9.39805882e+00  9.21438462e+00  9.39805882e+00  9.21938462e+00  9.40305882e+00 
 2.03960000e-02  9.39461765e+00  9.21053846e+00  9.39511765e+00  9.21053846e+00  9.39511765e+00  9.21553846e+00  9.40011765e+00 
 2.04960000e-02  9.39167647e+00  9.20669231e+00  9.39217647e+00  9.20669231e+00  9.39217647e+00  9.21169231e+00  9.39717647e+00 
 2.05960000e-02  9.38873529e+00  9.20284615e+00  9.38923529e+00  9.20284615e+00  9.38923529e+00  9.20784615e+00  9.39423529e+00 
 2.06960000e-02  9.38579412e+00  9.19900000e+00  9.38629412e+00  9.19900000e+00  9.38629412e+00  9.20400000e+00  9.39129412e+00 
 2.07960000e-02  9.38285294e+00  9.19515385e+00  9.38335294e+00  9.19515385e+00  9.38335294e+00  9.20015385e+00  9.38835294e+00 
 2.08960000e-02  9.37991176e+00  9.19130769e+00  9.38041176e+00  9.19130769e+00  9.38041176e+00  9.19630769e+00  9.38541176e+00 
 2.09960000e-02  9.37697059e+00  9.18746154e+00  9.37747059e+00  9.18746154e+00  9.37747059e+00  9.19246154e+00  9.38247059e+00 
 2.10960000e-02  9.37402941e+00  9.18361538e+00  9.37452941e+00  9.18361538e+00  9.37452941e+00  9.18861538e+00  9.37952941e+00 
 2.11960000e-02  9.37108824e+00  9.17976923e+00  9.37158824e+00  9.17976923e+00  9.37158824e+00  9.18476923e+00  9.37658824e+00 
 2.12960000e-02  9.36814706e+00  9.17592308e+00  9.36864706e+00  9.17592308e+00  9.36864706e+00  9.18092308e+00  9.37364706e+00 
 2.13960000e-02  9.36520588e+00  9.17207692e+00  9.36570588e+00  9.17207692e+00  9.36570588e+00  9.17707692e+00  9.37070588e+00 
 2.14960000e-02  9.36226471e+00  9.16823077e+00  9.36276471e+00  9.16823077e+00  9.36276471e+00  9.17323077e+00  9.36776471e+00 
 2.15960000e-02  9.35932353e+00  9.16438462e+00  9.35982353e+00  9.16438462e+00  9.35982353e+00  9.16938462e+00  9.36482353e+00 
 2.16960000e-02  9.35638235e+00  9.16053846e+00  9.35688235e+00  9.16053846e+00  9.35688235e+00  9.16553846e+00  9.36188235e+00 
 2.17960000e-02  9.35344118e+00  9.15669231e+00  9.35394118e+00  9.15669231e+00  9.35394118e+00  9.16169231e+00  9.35894118e+00 
 2.18960000e-02  9.35050000e+00  9.15284615e+00  9.35100000e+00  9.15284615e+00  9.35100000e+00  9.15784615e+00  9.35600000e+00 
 2.19960000e-02  9.34755882e+00  9.14900000e+00  9.34805882e+00  9.14900000e+00  9.34805882e+00  9.15400000e+00  9.35305882e+00 
 2.20960000e-02  9.34461765e+00  9.14515385e+00  9.34511765e+00  9.14515385e+00  9.34511765e+00  9.15015385e+00  9.35011765e+00 
 2.21960000e-02  9.34167647e+00  9.14130769e+00  9.34217647e+00  9.14130769e+00  9.34217647e+00  9.14630769e+00  9.34717647e+00 
 2.22960000e-02  9.33873529e+00  9.13746154e+00  9.33923529e+00  9.13746154e+00  9.33923529e+00  9.14246154e+00  9.34423529e+00 
 2.23960000e-02  9.33579412e+00  9.13361538e+00  9.33629412e+00  9.13361538e+00  9.33629412e+00  9.13861538e+00  9.34129412e+00 
 2.24960000e-02  9.33285294e+00  9.12976923e+00  9.33335294e+00  9.12976923e+00  9.33335294e+00  9.13476923e+00  9.33835294e+00 
 2.25960000e-02  9.32991176e+00  9.12592308e+00  9.33041176e+00  9.12592308e+00  9.33041176e+00  9.13092308e+00  9.33541176e+00 
 2.26960000e-02  9.32697059e+00  9.12207692e+00  9.32747059e+00  9.12207692e+00  9.32747059e+00  9.12707692e+00  9.33247059e+00 
 2.27960000e-02  9.32402941e+00  9.11823077e+00  9.32452941e+00  9.11823077e+00  9.32452941e+00  9.12323077e+00  9.32952941e+00 
 2.28960000e-02  9.32108824e+00  9.11438462e+00  9.32158824e+00  9.11438462e+00  9.32158824e+00  9.11938462e+00  9.32658824e+00 
 2.29960000e-02  9.31814706e+00  9.11053846e+00  9.31864706e+00  9.11053846e+00  9.31864706e+00  9.11553846e+00  9.32364706e+00 
 2.30960000e-02  9.31520588e+00  9.10669231e+00  9.31570588e+00  9.10669231e+00  9.31570588e+00  9.11169231e+00  9.32070588e+00 
 2.31960000e-02  9.31226471e+00  9.10284615e+00  9.31276471e+00  9.10284615e+00  9.31276471e+00  9.10784615e+00  9.31776471e+00 
 2.32960000e-02  9.30932353e+00  9.09900000e+00  9.30982353e+00  9.09900000e+00  9.30982353e+00  9.10400000e+00  9.31482353e+00 
 2.33960000e-02  9.30638235e+00  9.09515385e+00  9.30688235e+00  9.09515385e+00  9.30688235e+00  9.10015385e+00  9.31188235e+00 
 2.34960000e-02  9.30344118e+00  9.09130769e+00  9.30394118e+00  9.09130769e+00  9.30394118e+00  9.09630769e+00  9.30894118e+00 
 2.35960000e-02  9.30050000e+00  9.08746154e+00  9.30100000e+00  9.08746154e+00  9.30100000e+00  9.09246154e+00  9.30600000e+00 
 2.36960000e-02  9.29755882e+00  9.08361538e+00  9.29805882e+00  9.08361538e+00  9.29805882e+00  9.08861538e+00  9.30305882e+00 
 2.37960000e-02  9.29461765e+00  9.07976923e+00  9.29511765e+00  9.07976923e+00  9.29511765e+00  9.08476923e+00  9.30011765e+00 
 2.38960000e-02  9.29167647e+00  9.07592308e+00  9.29217647e+00  9.07592308e+00  9.29217647e+00  9.08092308e+00  9.29717647e+00 
 2.39960000e-02  9.28873529e+00  9.07207692e+00  9.28923529e+00  9.07207692e+00  9.28923529e+00  9.07707692e+00  9.29423529e+00 
 2.40960000e-02  9.28579412e+00  9.06823077e+00  9.28629412e+00  9.06823077e+00  9.28629412e+00  9.07323077e+00  9.29129412e+00 
 2.41960000e-02  9.28285294e+00  9.06438462e+00  9.28335294e+00  9.06438462e+00  9.28335294e+00  9.06938462e+00  9.28835294e+00 
 2.42960000e-02  9.27991176e+00  9.06053846e+00  9.28041176e+00  9.06053846e+00  9.28041176e+00  9.06553846e+00  9.28541176e+00 
 2.43960000e-02  9.27697059e+00  9.05669231e+00  9.27747059e+00  9.05669231e+00  9.27747059e+00  9.06169231e+00  9.28247059e+00 
 2.44960000e-02  9.27402941e+00  9.05284615e+00  9.27452941e+00  9.05284615e+00  9.27452941e+00  9.05784615e+00  9.27952941e+00 
 2.45960000e-02  9.27108824e+00  9.04900000e+00  9.27158824e+00  9.04900000e+00  9.27158824e+00  9.05400000e+00  9.27658824e+00 
 2.46960000e-02  9.26814706e+00  9.04515385e+00  9.26864706e+00  9.04515385e+00  9.26864706e+00  9.05015385e+00  9.27364706e+00 
 2.47960000e-02  9.26520588e+00  9.04130769e+00  9.26570588e+00  9.04130769e+00  9.26570588e+00  9.04630769e+00  9.27070588e+00 
 2.48960000e-02  9.26226471e+00  9.03746154e+00  9.26276471e+00  9.03746154e+00  9.26276471e+00  9.04246154e+00  9.26776471e+00 
 2.49960000e-02  9.25932353e+00  9.03361538e+00  9.25982353e+00  9.03361538e+00  9.25982353e+00  9.03861538e+00  9.26482353e+00 
 2.50960000e-02  9.25638235e+00  9.02976923e+00  9.25688235e+00  9.02976923e+00  9.25688235e+00  9.03476923e+00  9.26188235e+00 
 2.51960000e-02  9.25344118e+00  9.02592308e+00  9.25394118e+00  9.02592308e+00  9.25394118e+00  9.03092308e+00  9.25894118e+00 
 2.52960000e-02  9.25050000e+00  9.02207692e+00  9.25100000e+00  9.02207692e+00  9.25100000e+00  9.02707692e+00  9.25600000e+00 
 2.53960000e-02  9.24755882e+00  9.01823077e+00  9.24805882e+00  9.01823077e+00  9.24805882e+00  9.02323077e+00  9.25305882e+00 
 2.54960000e-02  9.24461765e+00  9.01438462e+00  9.24511765e+00  9.01438462e+00  9.24511765e+00  9.01938462e+00  9.25011765e+00 
 2.55960000e-02  9.24167647e+00  9.01053846e+00  9.24217647e+00  9.01053846e+00  9.24217647e+00  9.01553846e+00  9.24717647e+00 
 2.56960000e-02  9.23873529e+00  9.00669231e+00  9.23923529e+00  9.00669231e+00  9.23923529e+00  9.01169231e+00  9.24423529e+00 
 2.57960000e-02  9.23579412e+00  9.00284615e+00  9.23629412e+00  9.00284615e+00  9.23629412e+00  9.00784615e+00  9.24129412e+00 
 2.58960000e-02  9.23285294e+00  8.99900000e+00  9.23335294e+00  8.99900000e+00  9.23335294e+00  9.00400000e+00  9.23835294e+00 
 2.59960000e-02  9.22991176e+00  8.99515385e+00  9.23041176e+00  8.99515385e+00  9.23041176e+00  9.00015385e+00  9.23541176e+00 
 2.60960000e-02  9.22697059e+00  8.99130769e+00  9.22747059e+00  8.99130769e+00  9.22747059e+00  8.99630769e+00  9.23247059e+00 
 2.61960000e-02  9.22402941e+00  8.98746154e+00  9.22452941e+00  8.98746154e+00  9.22452941e+00  8.99246154e+00  9.22952941e+00 
 2.62960000e-02  9.22108824e+00  8.98361538e+00  9.22158824e+00  8.98361538e+00  9.22158824e+00  8.98861538e+00  9.22658824e+00 
 2.63960000e-02  9.21814706e+00  8.97976923e+00  9.21864706e+00  8.97976923e+00  9.21864706e+00  8.98476923e+00  9.22364706e+00 
 2.64960000e-02  9.21520588e+00  8.97592308e+00  9.21570588e+00  8.97592308e+00  9.21570588e+00  8.98092308e+00  9.22070588e+00 
 2.65960000e-02  9.21226471e+00  8.97207692e+00  9.21276471e+00  8.97207692e+00  9.21276471e+00  8.97707692e+00  9.21776471e+00 
 2.66960000e-02  9.20932353e+00  8.96823077e+00  9.20982353e+00  8.96823077e+00  9.20982353e+00  8.97323077e+00  9.21482353e+00 
 2.67960000e-02  9.20638235e+00  8.96438462e+00  9.20688235e+00  8.96438462e+00  9.20688235e+00  8.96938462e+00  9.21188235e+00 
 2.68960000e-02  9.20344118e+00  8.96053846e+00  9.20394118e+00  8.96053846e+00  9.20394118e+00  8.96553846e+00  9.20894118e+00 
 2.69960000e-02  9.20050000e+00  8.95669231e+00  9.20100000e+00  8.95669231e+00  9.20100000e+00  8.96169231e+00  9.20600000e+00 
 2.70960000e-02  9.19755882e+00  8.95284615e+00  9.19805882e+00  8.95284615e+00  9.19805882e+00  8.95784615e+00  9.20305882e+00 
 2.71960000e-02  9.19461765e+00  8.94900000e+00  9.19511765e+00  8.94900000e+00  9.19511765e+00  8.95400000e+00  9.20011765e+00 
 2.72960000e-02  9.19167647e+00  8.94515385e+00  9.19217647e+00  8.94515385e+00  9.19217647e+00  8.95015385e+00  9.19717647e+00 
 2.73960000e-02  9.18873529e+00  8.94130769e+00  9.18923529e+00  8.94130769e+00  9.18923529e+00  8.94630769e+00  9.19423529e+00 
 2.74960000e-02  9.18579412e+00  8.93746154e+00  9.18629412e+00  8.93746154e+00  9.18629412e+00  8.94246154e+00  9.19129412e+00 
 2.75960000e-02  9.18285294e+00  8.93361538e+00  9.18335294e+00  8.93361538e+00  9.18335294e+00  8.93861538e+00  9.18835294e+00 
 2.76960000e-02  9.17991176e+00  8.92976923e+00  9.18041176e+00  8.92976923e+00  9.18041176e+00  8.93476923e+00  9.18541176e+00 
 2.77960000e-02  9.17697059e+00  8.92592308e+00  9.17747059e+00  8.92592308e+00  9.17747059e+00  8.93092308e+00  9.18247059e+00 
 2.78960000e-02  9.17402941e+00  8.92207692e+00  9.17452941e+00  8.92207692e+00  9.17452941e+00  8.92707692e+00  9.17952941e+00 
 2.79960000e-02  9.17108824e+00  8.91823077e+00  9.17158824e+00  8.91823077e+00  9.17158824e+00  8.92323077e+00  9.17658824e+00 
 2.80960000e-02  9.16814706e+00  8.91438462e+00  9.16864706e+00  8.91438462e+00  9.16864706e+00  8.91938462e+00  9.17364706e+00 
 2.81960000e-02  9.16520588e+00  8.91053846e+00  9.16570588e+00  8.91053846e+00  9.16570588e+00  8.91553846e+00  9.17070588e+00 
 2.82960000e-02  9.16226471e+00  8.90669231e+00  9.16276471e+00  8.90669231e+00  9.16276471e+00  8.91169231e+00  9.16776471e+00 
 2.83960000e-02  9.15932353e+00  8.90284615e+00  9.15982353e+00  8.90284615e+00  9.15982353e+00  8.90784615e+00  9.16482353e+00 
 2.84960000e-02  9.15638235e+00  8.89900000e+00  9.15688235e+00  8.89900000e+00  9.15688235e+00  8.90400000e+00  9.16188235e+00 
 2.85960000e-02  9.15344118e+00  8.89515385e+00  9.15394118e+00  8.89515385e+00  9.15394118e+00  8.90015385e+00  9.15894118e+00 
 2.86960000e-02  9.15050000e+00  8.89130769e+00  9.15100000e+00  8.89130769e+00  9.15100000e+00  8.89630769e+00  9.15600000e+00 
 2.87960000e-02  9.14755882e+00  8.88746154e+00  9.14805882e+00  8.88746154e+00  9.14805882e+00  8.89246154e+00  9.15305882e+00 
 2.88960000e-02  9.14461765e+00  8.88361538e+00  9.14511765e+00  8.88361538e+00  9.14511765e+00  8.88861538e+00  9.15011765e+00 
 2.89960000e-02  9.14167647e+00  8.87976923e+00  9.14217647e+00  8.87976923e+00  9.14217647e+00  8.88476923e+00  9.14717647e+00 
 2.90960000e-02  9.13873529e+00  8.87592308e+00  9.13923529e+00  8.87592308e+00  9.13923529e+00  8.88092308e+00  9.14423529e+00 
 2.91960000e-02  9.13579412e+00  8.87207692e+00  9.13629412e+00  8.87207692e+00  9.13629412e+00  8.87707692e+00  9.14129412e+00 
 2.92960000e-02  9.13285294e+00  8.86823077e+00  9.13335294e+00  8.86823077e+00  9.13335294e+00  8.87323077e+00  9.13835294e+00 
 2.93960000e-02  9.12991176e+00  8.86438462e+00  9.13041176e+00  8.86438462e+00  9.13041176e+00  8.86938462e+00  9.13541176e+00 
 2.94960000e-02  9.12697059e+00  8.86053846e+00  9.12747059e+00  8.86053846e+00  9.12747059e+00  8.86553846e+00  9.13247059e+00 
 2.95960000e-02  9.12402941e+00  8.85669231e+00  9.12452941e+00  8.85669231e+00  9.12452941e+00  8.86169231e+00  9.12952941e+00 
 2.96960000e-02  9.12108824e+00  8.85284615e+00  9.12158824e+00  8.85284615e+00  9.12158824e+00  8.85784615e+00  9.12658824e+00 
 2.97960000e-02  9.11814706e+00  8.84900000e+00  9.11864706e+00  8.84900000e+00  9.11864706e+00  8.85400000e+00  9.12364706e+00 
 2.98960000e-02  9.11520588e+00  8.84515385e+00  9.11570588e+00  8.84515385e+00  9.11570588e+00  8.85015385e+00  9.12070588e+00 
 2.99960000e-02  9.11226471e+00  8.84130769e+00  9.11276471e+00  8.84130769e+00  9.11276471e+00  8.84630769e+00  9.11776471e+00 
 3.00960000e-02  9.10932353e+00  8.83746154e+00  9.10982353e+00  8.83746154e+00  9.10982353e+00  8.84246154e+00  9.11482353e+00 
 3.01960000e-02  9.10638235e+00  8.83361538e+00  9.10688235e+00  8.83361538e+00  9.10688235e+00  8.83861538e+00  9.11188235e+00 
 3.02960000e-02  9.10344118e+00  8.82976923e+00  9.10394118e+00  8.82976923e+00  9.10394118e+00  8.83476923e+00  9.10894118e+00 
 3.03960000e-02  9.10050000e+00  8.82592308e+00  9.10100000e+00  8.82592308e+00  9.10100000e+00  8.83092308e+00  9.10600000e+00 
 3.04960000e-02  9.09755882e+00  8.82207692e+00  9.09805882e+00  8.82207692e+00  9.09805882e+00  8.82707692e+00  9.10305882e+00 
 3.05960000e-02  9.09461765e+00  8.81823077e+00  9.09511765e+00  8.81823077e+00  9.09511765e+00  8.82323077e+00  9.10011765e+00 
 3.06960000e-02  9.09167647e+00  8.81438462e+00  9.09217647e+00  8.81438462e+00  9.09217647e+00  8.81938462e+00  9.09717647e+00 
 3.07960000e-02  9.08873529e+00  8.81053846e+00  9.08923529e+00  8.81053846e+00  9.08923529e+00  8.81553846e+00  9.09423529e+00 
 3.08960000e-02  9.08579412e+00  8.80669231e+00  9.08629412e+00  8.80669231e+00  9.08629412e+00  8.81169231e+00  9.09129412e+00 
 3.09960000e-02  9.08285294e+00  8.80284615e+00  9.08335294e+00  8.80284615e+00  9.08335294e+00  8.80784615e+00  9.08835294e+00 
 3.10960000e-02  9.07991176e+00  8.79900000e+00  9.08041176e+00  8.79900000e+00  9.08041176e+00  8.80400000e+00  9.08541176e+00 
 3.11960000e-02  9.07697059e+00  8.79515385e+00  9.07747059e+00  8.79515385e+00  9.07747059e+00  8.80015385e+00  9.08247059e+00 
 3.12960000e-02  9.07402941e+00  8.79130769e+00  9.07452941e+00  8.79130769e+00  9.07452941e+00  8.79630769e+00  9.07952941e+00 
 3.13960000e-02  9.07108824e+00  8.78746154e+00  9.07158824e+00  8.78746154e+00  9.07158824e+00  8.79246154e+00  9.07658824e+00 
 3.14960000e-02  9.06814706e+00  8.78361538e+00  9.06864706e+00  8.78361538e+00  9.06864706e+00  8.78861538e+00  9.07364706e+00 
 3.15960000e-02  9.06520588e+00  8.77976923e+00  9.06570588e+00  8.77976923e+00  9.06570588e+00  8.78476923e+00  9.07070588e+00 
 3.16960000e-02  9.06226471e+00  8.77592308e+00  9.06276471e+00  8.77592308e+00  9.06276471e+00  8.78092308e+00  9.06776471e+00 
 3.17960000e-02  9.05932353e+00  8.77207692e+00  9.05982353e+00  8.77207692e+00  9.05982353e+00  8.77707692e+00  9.06482353e+00 
 3.18960000e-02  9.05638235e+00  8.76823077e+00  9.05688235e+00  8.76823077e+00  9.05688235e+00  8.77323077e+00  9.06188235e+00 
 3.19960000e-02  9.05344118e+00  8.76438462e+00  9.05394118e+00  8.76438462e+00  9.05394118e+00  8.76938462e+00  9.05894118e+00 
 3.20960000e-02  9.05050000e+00  8.76053846e+00  9.05100000e+00  8.76053846e+00  9.05100000e+00  8.76553846e+00  9.05600000e+00 
 3.21960000e-02  9.04755882e+00  8.75669231e+00  9.04805882e+00  8.75669231e+00  9.04805882e+00  8.76169231e+00  9.05305882e+00 
 3.22960000e-02  9.04461765e+00  8.75284615e+00  9.04511765e+00  8.75284615e+00  9.04511765e+00  8.75784615e+00  9.05011765e+00 
 3.23960000e-02  9.04167647e+00  8.74900000e+00  9.04217647e+00  8.74900000e+00  9.04217647e+00  8.75400000e+00  9.04717647e+00 
 3.24960000e-02  9.03873529e+00  8.74515385e+00  9.03923529e+00  8.74515385e+00  9.03923529e+00  8.75015385e+00  9.04423529e+00 
 3.25960000e-02  9.03579412e+00  8.74130769e+00  9.03629412e+00  8.74130769e+00  9.03629412e+00  8.74630769e+00  9.04129412e+00 
 3.26960000e-02  9.03285294e+00  8.73746154e+00  9.03335294e+00  8.73746154e+00  9.03335294e+00  8.74246154e+00  9.03835294e+00 
 3.27960000e-02  9.02991176e+00  8.73361538e+00  9.03041176e+00  8.73361538e+00  9.03041176e+00  8.73861538e+00  9.03541176e+00 
 3.28960000e-02  9.02697059e+00  8.72976923e+00  9.02747059e+00  8.72976923e+00  9.02747059e+00  8.73476923e+00  9.03247059e+00 
 3.29960000e-02  9.02402941e+00  8.72592308e+00  9.02452941e+00  8.72592308e+00  9.02452941e+00  8.73092308e+00  9.02952941e+00 
 3.30960000e-02  9.02108824e+00  8.72207692e+00  9.02158824e+00  8.72207692e+00  9.02158824e+00  8.72707692e+00  9.02658824e+00 
 3.31960000e-02  9.01814706e+00  8.71823077e+00  9.01864706e+00  8.71823077e+00  9.01864706e+00  8.72323077e+00  9.02364706e+00 
 3.32960000e-02  9.01520588e+00  8.71438462e+00  9.01570588e+00  8.71438462e+00  9.01570588e+00  8.71938462e+00  9.02070588e+00 
 3.33960000e-02  9.01226471e+00  8.71053846e+00  9.01276471e+00  8.71053846e+00  9.01276471e+00  8.71553846e+00  9.01776471e+00 
 3.34960000e-02  9.00932353e+00  8.70669231e+00  9.00982353e+00  8.70669231e+00  9.00982353e+00  8.71169231e+00  9.01482353e+00 
 3.35960000e-02  9.00638235e+00  8.70284615e+00  9.00688235e+00  8.70284615e+00  9.00688235e+00  8.70784615e+00  9.01188235e+00 
 3.36960000e-02  9.00344118e+00  8.69900000e+00  9.00394118e+00  8.69900000e+00  9.00394118e+00  8.70400000e+00  9.00894118e+00 
 3.37960000e-02  9.00050000e+00  8.69515385e+00  9.00100000e+00  8.69515385e+00  9.00100000e+00  8.70015385e+00  9.00600000e+00 
 3.38960000e-02  8.99755882e+00  8.69130769e+00  8.99805882e+00  8.69130769e+00  8.99805882e+00  8.69630769e+00  9.00305882e+00 
 3.39960000e-02  8.99461765e+00  8.68746154e+00  8.99511765e+00  8.68746154e+00  8.99511765e+00  8.69246154e+00  9.00011765e+00 
 3.40960000e-02  8.99167647e+00  8.68361538e+00  8.99217647e+00  8.68361538e+00  8.99217647e+00  8.68861538e+00  8.99717647e+00 
 3.41960000e-02  8.98873529e+00  8.67976923e+00  8.98923529e+00  8.67976923e+00  8.98923529e+00  8.68476923e+00  8.99423529e+00 
 3.42960000e-02  8.98579412e+00  8.67592308e+00  8.98629412e+00  8.67592308e+00  8.98629412e+00  8.68092308e+00  8.99129412e+00 
 3.43960000e-02  8.98285294e+00  8.67207692e+00  8.98335294e+00  8.67207692e+00  8.98335294e+00  8.67707692e+00  8.98835294e+00 
 3.44960000e-02  8.97991176e+00  8.66823077e+00  8.98041176e+00  8.66823077e+00  8.98041176e+00  8.67323077e+00  8.98541176e+00 
 3.45960000e-02  8.97697059e+00  8.66438462e+00  8.97747059e+00  8.66438462e+00  8.97747059e+00  8.66938462e+00  8.98247059e+00 
 3.46960000e-02  8.97402941e+00  8.66053846e+00  8.97452941e+00  8.66053846e+00  8.97452941e+00  8.66553846e+00  8.97952941e+00 
 3.47960000e-02  8.97108824e+00  8.65669231e+00  8.97158824e+00  8.65669231e+00  8.97158824e+00  8.66169231e+00  8.97658824e+00 
 3.48960000e-02  8.96814706e+00  8.65284615e+00  8.96864706e+00  8.65284615e+00  8.96864706e+00  8.65784615e+00  8.97364706e+00 
 3.49960000e-02  8.96520588e+00  8.64900000e+00  8.96570588e+00  8.64900000e+00  8.96570588e+00  8.65400000e+00  8.97070588e+00 
 3.50960000e-02  8.96226471e+00  8.64515385e+00  8.96276471e+00  8.64515385e+00  8.96276471e+00  8.65015385e+00  8.96776471e+00 
 3.51960000e-02  8.95932353e+00  8.64130769e+00  8.95982353e+00  8.64130769e+00  8.95982353e+00  8.64630769e+00  8.96482353e+00 
 3.52960000e-02  8.95638235e+00  8.63746154e+00  8.95688235e+00  8.63746154e+00  8.95688235e+00  8.64246154e+00  8.96188235e+00 
 3.53960000e-02  8.95344118e+00  8.63361538e+00  8.95394118e+00  8.63361538e+00  8.95394118e+00  8.63861538e+00  8.95894118e+00 
 3.54960000e-02  8.95050000e+00  8.62976923e+00  8.95100000e+00  8.62976923e+00  8.95100000e+00  8.63476923e+00  8.95600000e+00 
 3.55960000e-02  8.94755882e+00  8.62592308e+00  8.94805882e+00  8.62592308e+00  8.94805882e+00  8.63092308e+00  8.95305882e+00 
 3.56960000e-02  8.94461765e+00  8.62207692e+00  8.94511765e+00  8.62207692e+00  8.94511765e+00  8.62707692e+00  8.95011765e+00 
 3.57960000e-02  8.94167647e+00  8.61823077e+00  8.94217647e+00  8.61823077e+00  8.94217647e+00  8.62323077e+00  8.94717647e+00 
