role	group_id	source_row	time	v(acsrc,acn)	v(vd)	v(vb)	v(sw)	v(gate)	i(Lboost)	i(Vchannel)	i(Vbody)	i(Vac)	v(q)	v(en)	v(fault)	v(f2ctl)	v(standby_req)	v(arm)	v(permit)
GROUP	3	22758603	5.01578160157259645e-1	9.51147947760398011e1	3.76980958688129078e2	3.76911919806252001e2	3.78216797505192062e2	-1.23207156551258388e-5	4.18235972070759843e0	3.78216797505191660e-10	1.27120289896130600e-9	-4.18237128528664925e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	3	22758604	5.01578160157259645e-1	9.51147947760397869e1	3.76980958688128339e2	3.76911919806252001e2	3.78216797505190186e2	-1.23207156691542274e-5	4.18235972064631056e0	3.78216797505189799e-10	1.27572367760922290e-9	-4.18237128526112656e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	3	22758605	5.01578160157259645e-1	9.51147947760397869e1	3.76980958688127487e2	3.76911919806252058e2	3.78216797505188026e2	-1.23207156849588610e-5	4.18235972056924954e0	3.78216797505187679e-10	1.18975276498900053e-9	-4.18237128524816626e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	3	22758606	5.01578160157259756e-1	9.51147947760438086e1	3.76980958688125611e2	3.76911919806252172e2	3.78216797505183251e2	-1.23207157221746443e-5	4.18235972041512838e0	3.78216797505182820e-10	1.09062811621261882e-9	-4.18237128493859700e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	4	23026064	5.06775395445279275e-1	9.40405724994428738e1	3.79710137288105329e2	3.79645992308100006e2	3.80939588803697234e2	-1.28199833579227667e-5	3.84663094548755691e0	3.80939588803696825e-10	1.24760566309803800e-9	-3.84664052870220985e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	4	23026065	5.06775395445279386e-1	9.40405724994348446e1	3.79710137288103510e2	3.79645992308100176e2	3.80939588803692800e2	-1.28199833905811317e-5	3.84663094535095773e0	3.80939588803692379e-10	1.20923210570546444e-9	-3.84664052851042015e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	4	23026066	5.06775395445279386e-1	9.40405724994348304e1	3.79710137288102601e2	3.79645992308100290e2	3.80939588803690469e2	-1.28199834088032177e-5	3.84663094528200311e0	3.80939588803690053e-10	1.20229021351676923e-9	-3.84664052840827253e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	4	23026067	5.06775395445279386e-1	9.40405724994348446e1	3.79710137288101521e2	3.79645992308100347e2	3.80939588803687457e2	-1.28199834325424205e-5	3.84663094519423510e0	3.80939588803687106e-10	1.27826199543086927e-9	-3.84664052840292925e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
RIGHT	4	23026068	5.06775395445279497e-1	9.40405724994308372e1	3.79710137288099361e2	3.79645992308100460e2	3.80939588803681545e2	-1.28199834786493631e-5	3.84663094501870084e0	3.80939588803681161e-10	1.30773125515578613e-9	-3.84664052824666669e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
LEFT	5	23026866	5.06790867820901547e-1	9.32149741876877584e1	3.79703532997410775e2	3.79640137969053228e2	3.80932002139004908e2	-5.49614388219230986e-6	3.79619021481223662e0	3.80932002139004550e-10	1.32992188055360613e-9	-3.79619986975728807e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
GROUP	5	23026867	5.06790867820901658e-1	9.32149741876837368e1	3.79703532997408558e2	3.79640137969053342e2	3.80932002138999394e2	-5.49614392895840411e-6	3.79619021464853601e0	3.80932002138999019e-10	1.32436440040622129e-9	-3.79619986963285783e0	5.00000000000000000e0	4.99999999999999378e0	0.00000000000000000e0	5.00000000000000000e0	0.00000000000000000e0	5.00000000000000000e0	5.00000000000000000e0
