 time                     v(pwm_input)             v(xdriver.pwm_state)     v(xdriver.inm_state)     v(xdriver.aux_state)     v(xdriver.driver_req)    v(xdriver.drv_delay)     v(driver_out)            v(gate)                 
 4.39800000000000330e-02  1.92824740705886233e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912606610683232e-19  2.62888816307016473e-19  2.62650913270348840e-19 
 4.44800000000000334e-02  1.95016927389673050e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906022882887447e-19  2.62877292042078425e-19  2.62589983633988011e-19 
 4.49800000000000338e-02  1.97209114073459840e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912599743822626e-19  2.62888803560339414e-19  2.62650841725507439e-19 
 4.54800000000000343e-02  1.99401300757246630e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906029741814425e-19  2.62877304773917590e-19  2.62590055094949289e-19 
 4.59800000000000347e-02  2.01593487441033420e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912592892820032e-19  2.62888790843320762e-19  2.62650770348327966e-19 
 4.64800000000000352e-02  2.03785674124820210e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906036584901833e-19  2.62877317476133064e-19  2.62590126388445180e-19 
 4.69800000000000356e-02  2.05977860808607027e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912586057638374e-19  2.62888778155891038e-19  2.62650699138417434e-19 
 4.74800000000000361e-02  2.08170047492393817e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906043412186937e-19  2.62877330148794324e-19  2.62590197514868237e-19 
 4.79800000000000365e-02  2.10362234176180607e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912579238240771e-19  2.62888765497981053e-19  2.62650628095384158e-19 
 4.84800000000000370e-02  2.12554420859967369e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62906050223706476e-19  2.62877342791970415e-19  2.62590268474609714e-19 
 4.89800000000000374e-02  2.14746607543754159e-01  9.99900009999000154e-05  9.99900009999000154e-05  9.99990000099998944e-01  2.62935575072133383e-19  2.62912572434590053e-19  2.62888752869521570e-19  2.62650557218836885e-19 
