previous_time_s	5.01430997312117155e-1
current_time_s	5.01430997312117155e-1
previous_index	22822236
current_index	22822237
missing_mask	0
xu.raw	5.00000000000000000e0
xu.pwm_hold	8.09856626204918939e-1
pwm	2.42956987861475682e0
pwm_input	2.20000422079289004e0
xdriver.driver_req	1.49999999999999716e1
xdriver.drv_delay	2.32507196548458414e-7
xu.phase	1.95008772185811807e-6
xu.blank	8.37477081633291992e-24
isense	-6.96755564229199487e-2
xu.ov	4.99999999499999936e-9
xu.fault	0.00000000000000000e0
xu.pcl_hold	0.00000000000000000e0
xu.pcl_request	0.00000000000000000e0
disable	1.04086116764483760e-1
xu.m1	5.84713079591784091e-1
xu.m2	1.70492980367307601e0
