role	group_id	source_row	time	v(acsrc)	v(acn)	i(Vac)	v(load)	v(vb)	i(Lboost)	v(vd)	v(sw)	v(gate)	v(q)	v(en)	v(fault)	v(vcomp)	v(icomp)
LEFT	1	24394491	5.23714715123116625e-1	8.61564345118104313e1	-7.97751134197142164e-1	-6.18651281978670475e-1	3.84494405560539064e2	3.84509792950850056e2	6.18639305123154903e-1	3.84526125830949979e2	3.85657133588041006e2	-1.52599944387988384e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35884255927702524e0	1.77036711750806419e0
GROUP	1	24394492	5.23714715123116736e-1	8.61564345124855606e1	-7.97751133517323296e-1	-6.18651286396905586e-1	3.84494405560539064e2	3.84509792950850056e2	6.18639304936302037e-1	3.84526125830947365e2	3.85657133588010765e2	-1.52599947047044831e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35884255927702569e0	1.77036711750704234e0
GROUP	1	24394493	5.23714715123116736e-1	8.61564345116265855e1	-7.97751134376298410e-1	-6.18651317762247022e-1	3.84494405560538951e2	3.84509792950849942e2	6.18639304848369265e-1	3.84526125830946341e2	3.85657133587996498e2	-1.52599948304623467e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35884255927702613e0	1.77036711750656162e0
RIGHT	1	24394494	5.23714715123116847e-1	8.61564345123383788e1	-7.97751133659801326e-1	-6.18651291693105954e-1	3.84494405560538837e2	3.84509792950849828e2	6.18639304737921725e-1	3.84526125830944977e2	3.85657133587978649e2	-1.52599949871989123e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35884255927702657e0	1.77036711750595721e0
LEFT	2	25242406	5.40390807303361198e-1	8.55694701201322800e1	-7.97200662619772515e-1	-6.12022937580436910e-1	3.85007139401102620e2	3.85022547310920856e2	6.12010842231399343e-1	3.85038809642419551e2	3.86169353727208033e2	-1.83898185698337824e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35781400125590723e0	1.76353815530722335e0
GROUP	2	25242407	5.40390807303361309e-1	8.55694701192357030e1	-7.97200663511645757e-1	-6.12022949982486963e-1	3.85007139401102734e2	3.85022547310920970e2	6.12010842114819709e-1	3.85038809642417789e2	3.86169353727203656e2	-1.83898186014007556e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35781400125590768e0	1.76353815530659430e0
GROUP	2	25242408	5.40390807303361309e-1	8.55694701206412134e1	-7.97200662106135383e-1	-6.12022928844430769e-1	3.85007139401102734e2	3.85022547310920970e2	6.12010842052126081e-1	3.85038809642416766e2	3.86169353727201212e2	-1.83898186186262513e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35781400125590723e0	1.76353815530625546e0
GROUP	2	25242409	5.40390807303361309e-1	8.55694701160303026e1	-7.97200666717046147e-1	-6.12022981323013138e-1	3.85007139401102677e2	3.85022547310920913e2	6.12010841973627429e-1	3.85038809642415629e2	3.86169353727198086e2	-1.83898186410861804e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35781400125590590e0	1.76353815530583136e0
RIGHT	2	25242410	5.40390807303361420e-1	8.55694701197266454e1	-7.97200663011295774e-1	-6.12022961506503371e-1	3.85007139401102677e2	3.85022547310920913e2	6.12010841816629902e-1	3.85038809642413639e2	3.86169353727192004e2	-1.83898186858378278e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35781400125590501e0	1.76353815530498403e0
LEFT	3	25790429	5.51312007745302646e-1	8.77996762083804612e1	-8.14216393034570274e-1	-8.42605037177656335e-1	3.84204852975425524e2	3.84220228777899138e2	8.42591194348448314e-1	3.84239858087524567e2	3.85384285903838361e2	-1.78231193982974610e-5	5.00000000000000000e0	4.99999999999999467e0	0.00000000000000000e0	2.35787699716899679e0	1.78515272604009234e0
