previous_time_s	5.23714715123116736e-1
current_time_s	5.23714715123116736e-1
previous_index	24394491
current_index	24394492
missing_mask	0
xu.raw	5.00000000000000000e0
xu.pwm_hold	8.09854960870382001e-1
pwm	2.42956488261114600e0
pwm_input	2.19999969685261254e0
xdriver.driver_req	1.49999999999999716e1
xdriver.drv_delay	7.04477412051787702e-7
xu.phase	1.82581424890138067e-6
xu.blank	8.35154475958178568e-25
isense	-9.86514699411634305e-3
xu.ov	4.99999999499999936e-9
xu.fault	0.00000000000000000e0
xu.pcl_hold	0.00000000000000000e0
xu.pcl_request	0.00000000000000000e0
disable	1.04086116764485856e-1
xu.m1	3.37317721053709219e-1
xu.m2	8.39359682869132540e-1
