runner_wall_s	case	tracked_wall_s	sim_s	percent	sim_per_wall	callbacks
5.008	LL08	wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks	first_invalid	duplicate_count	backwards_count
15.017	LL08	10.063975	1.63025798468719486e-2	2.508089	1.619894708291e-3	228720	false	0	0
25.032	LL08	20.134825	2.46640442694678191e-2	3.794468	8.302640010555e-4	458615	false	0	0
35.046	LL08	30.181153	3.27884648841678186e-2	5.044379	8.086955635926e-4	687310	false	0	0
45.056	LL08	40.217376	4.07271678113411417e-2	6.265718	7.910050483405e-4	906865	false	0	0
55.067	LL08	50.306641	4.91057504497740896e-2	7.554731	8.304452390264e-4	1124761	false	0	0
65.076	LL08	60.355704	5.73477812976833159e-2	8.822736	8.201791117805e-4	1310564	false	0	0
75.087	LL08	70.377820	5.98962954032151995e-2	9.214815	2.542890186024e-4	1456977	false	0	0
85.102	LL08	80.427675	6.59920387192888536e-2	10.152621	6.065503395278e-4	1613404	false	0	0
95.114	LL08	90.475152	6.87246481654885943e-2	10.573023	2.719697343101e-4	1761510	false	0	0
105.126	LL08	100.528240	7.43138302683998136e-2	11.432897	5.559666828014e-4	1918651	false	0	0
115.141	LL08	110.597618	7.71453136571104703e-2	11.868510	2.811974425581e-4	2069411	false	0	0
125.154	LL08	120.656786	8.21603660067072028e-2	12.640056	4.985553721637e-4	2227583	false	0	0
135.170	LL08	130.705614	8.50457403154353392e-2	13.083960	2.871354096836e-4	2379354	false	0	0
145.185	LL08	140.757114	8.90335100936995721e-2	13.697463	3.967338102486e-4	2537031	false	0	0
155.200	LL08	150.828180	9.19624829427456575e-2	14.148074	2.908304642992e-4	2689824	false	0	0
165.214	LL08	160.885188	9.50006733616609450e-2	14.615488	3.020968394082e-4	2844721	false	0	0
175.225	LL08	170.959433	9.81175387749850109e-2	15.095006	3.093894753056e-4	2999319	false	0	0
185.240	LL08	181.028425	1.01086861501289149e-1	15.551825	2.948977301937e-4	3151933	false	0	0
195.255	LL08	191.084491	1.06119597454332942e-1	16.326092	5.004676462734e-4	3308549	false	0	0
205.266	LL08	201.152698	1.08476845016648712e-1	16.688745	2.341278569340e-4	3455544	false	0	0
215.280	LL08	211.231447	1.11348920415589067e-1	17.130603	2.849634644941e-4	3607895	false	0	0
225.294	LL08	221.288416	1.15485854669215751e-1	17.767055	4.113500276851e-4	3765024	false	0	0
235.309	LL08	231.339778	1.18390243611347576e-1	18.213884	2.889547443683e-4	3916263	false	0	0
245.324	LL08	241.419364	1.21729227194224604e-1	18.727573	3.312619890440e-4	4072270	false	0	0
255.338	LL08	251.492936	1.24733750183458975e-1	19.189808	2.982579505784e-4	4226350	false	0	0
265.351	LL08	261.569803	1.27776989918288425e-1	19.657998	3.020025615744e-4	4378858	false	0	0
275.367	LL08	271.645320	1.30876102842212350e-1	20.134785	3.075884777766e-4	4532742	false	0	0
285.382	LL08	281.697016	1.33935677471396702e-1	20.605489	3.043839349475e-4	4685103	false	0	0
295.397	LL08	291.745105	1.36963606603292765e-1	21.071324	3.013437948163e-4	4838940	false	0	0
305.412	LL08	301.804931	1.39992571632701568e-1	21.537319	3.010951447819e-4	4992179	false	0	0
315.431	LL08	311.843583	1.43046279737844895e-1	22.007120	3.041950623763e-4	5142544	false	0	0
325.445	LL08	321.891450	1.46041879861093321e-1	22.467982	2.981329381377e-4	5294190	false	0	0
335.460	LL08	331.956248	1.49077912808858931e-1	22.935064	3.016486554995e-4	5448495	false	0	0
345.475	LL08	342.035713	1.52183862593616326e-1	23.412902	3.081462952043e-4	5600905	false	0	0
355.484	LL08	352.074969	1.55189378406033918e-1	23.875289	2.993763457168e-4	5752800	false	0	0
365.496	LL08	362.138265	1.58241039842400927e-1	24.344775	3.032467044716e-4	5906288	false	0	0
375.510	LL08	372.203661	1.61331301381304443e-1	24.820200	3.070183917665e-4	6059539	false	0	0
385.521	LL08	382.260548	1.64403266400366926e-1	25.292810	3.054588255477e-4	6214857	false	0	0
395.535	LL08	392.307305	1.67519966268975196e-1	25.772303	3.102194910119e-4	6366433	false	0	0
405.548	LL08	402.345325	1.70556408954144589e-1	26.239448	3.024942006906e-4	6521036	false	0	0
415.560	LL08	412.403656	1.73593903371273117e-1	26.706754	3.019879097251e-4	6675738	false	0	0
425.570	LL08	422.430877	1.76737436197730025e-1	27.190375	3.134999189061e-4	6827665	false	0	0
435.586	LL08	432.501464	1.79817866809393268e-1	27.664287	3.058839082069e-4	6984214	false	0	0
445.597	LL08	442.554238	1.82871736392931278e-1	28.134113	3.037837749332e-4	7138185	false	0	0
455.610	LL08	452.601670	1.86005457116155182e-1	28.616224	3.118926912135e-4	7290684	false	0	0
465.624	LL08	462.648158	1.89106810349920051e-1	29.093355	3.087002492341e-4	7447690	false	0	0
475.639	LL08	472.705433	1.92259400390723451e-1	29.578369	3.134636501771e-4	7600696	false	0	0
485.653	LL08	482.743867	1.95308411061620446e-1	30.047448	3.037336856523e-4	7755005	false	0	0
495.669	LL08	492.783124	1.98385837212047361e-1	30.520898	3.065392454222e-4	7911326	false	0	0
505.681	LL08	502.819384	2.01564484757659479e-1	31.009921	3.167163384575e-4	8063474	false	0	0
515.693	LL08	512.908501	2.04652094360309900e-1	31.484938	3.060336710928e-4	8220851	false	0	0
525.706	LL08	522.964315	2.07726926313814092e-1	31.957989	3.057765202452e-4	8376249	false	0	0
535.721	LL08	533.034914	2.10916143427796576e-1	32.448637	3.166859560514e-4	8529411	false	0	0
545.737	LL08	543.093643	2.14043412848574338e-1	32.929756	3.109010603189e-4	8687780	false	0	0
555.750	LL08	553.151196	2.17238594671762653e-1	33.421322	3.176897849364e-4	8841293	false	0	0
565.765	LL08	563.200049	2.20328900539446176e-1	33.896754	3.075281936667e-4	8996518	false	0	0
575.778	LL08	573.262350	2.23429771501582802e-1	34.373811	3.081671978683e-4	9154653	false	0	0
585.794	LL08	583.312382	2.26664148159741952e-1	34.871407	3.218275064812e-4	9307118	false	0	0
595.810	LL08	593.371555	2.29770655907889726e-1	35.349332	3.088233704247e-4	9465476	false	0	0
605.821	LL08	603.396949	2.32853553581547579e-1	35.823624	3.075088614353e-4	9619988	false	0	0
615.834	LL08	613.458000	2.36053757391863878e-1	36.315963	3.180785064379e-4	9773032	false	0	0
625.845	LL08	623.529271	2.39161839165719842e-1	36.794129	3.086086911178e-4	9931799	false	0	0
635.860	LL08	633.534226	2.42451378953399577e-1	37.300212	3.287910545806e-4	10087685	false	0	0
645.873	LL08	643.606592	2.45618175054625715e-1	37.787412	3.144043964861e-4	10248327	false	0	0
655.887	LL08	653.681277	2.48749262271772076e-1	38.269117	3.107875929224e-4	10407956	false	0	0
665.901	LL08	663.731551	2.52023732774709741e-1	38.772882	3.258090777364e-4	10560851	false	0	0
675.915	LL08	673.781202	2.55106294883754914e-1	39.247122	3.067332420163e-4	10718805	false	0	0
685.930	LL08	683.844678	2.58189633453406397e-1	39.721482	3.063890207608e-4	10871219	false	0	0
695.945	LL08	693.848681	2.61306374180734657e-1	40.200981	3.115493854659e-4	11022231	false	0	0
705.960	LL08	703.938305	2.64362236887739799e-1	40.671113	3.028717998518e-4	11179135	false	0	0
715.974	LL08	713.950114	2.67545526461584804e-1	41.160850	3.179534848107e-4	11329441	false	0	0
725.988	LL08	724.005496	2.70585592841170564e-1	41.628553	3.023322689450e-4	11484377	false	0	0
736.004	LL08	734.053041	2.73525412406645463e-1	42.080833	2.925908382640e-4	11635664	false	0	0
746.019	LL08	744.136952	2.76687759402222677e-1	42.567348	3.136031989490e-4	11784342	false	0	0
756.030	LL08	754.234289	2.79651907240226205e-1	43.023370	2.935574024594e-4	11937166	false	0	0
766.046	LL08	764.322628	2.82611727589356654e-1	43.478727	2.933902547417e-4	12087884	false	0	0
776.061	LL08	774.399323	2.85724244311528874e-1	43.957576	3.088826887141e-4	12236520	false	0	0
786.072	LL08	784.485979	2.88648191405336596e-1	44.407414	2.898826886484e-4	12387917	false	0	0
796.088	LL08	794.577649	2.91668296017172590e-1	44.872046	2.992671070560e-4	12537425	false	0	0
806.104	LL08	804.681453	2.94720410164005797e-1	45.341602	3.020757313887e-4	12688017	false	0	0
816.119	LL08	814.762570	2.97641240986734112e-1	45.790960	2.897328682473e-4	12839452	false	0	0
826.130	LL08	824.762692	3.00681564656265610e-1	46.258702	3.040286489260e-4	12985439	false	0	0
836.146	LL08	834.774098	3.03593378030168559e-1	46.706674	2.908496004148e-4	13133134	false	0	0
846.182	LL08	844.854367	3.06508969359473360e-1	47.155226	2.892374468235e-4	13284272	false	0	0
856.196	LL08	854.917776	3.09565159181725169e-1	47.625409	3.036932846391e-4	13428453	false	0	0
866.210	LL08	865.011769	3.12431012041202327e-1	48.066310	2.839166656474e-4	13576300	false	0	0
876.222	LL08	875.026028	3.15174822077010364e-1	48.488434	2.739903413024e-4	13718226	false	0	0
886.232	LL08	885.129108	3.18265396911837195e-1	48.963907	3.059042076154e-4	13863848	false	0	0
896.243	LL08	895.227905	3.21171982879026208e-1	49.411074	2.878150666076e-4	14014420	false	0	0
906.259	LL08	905.330964	3.24103383845985138e-1	49.862059	2.901498546270e-4	14164401	false	0	0
916.272	LL08	915.332611	3.27154997671896930e-1	50.331538	3.051111091591e-4	14309380	false	0	0
926.282	LL08	925.430950	3.30090921948658189e-1	50.783219	2.907334050571e-4	14461412	false	0	0
936.295	LL08	935.506135	3.33049333775239154e-1	51.238359	2.936334882653e-4	14609634	false	0	0
946.312	LL08	945.510880	3.36019364017738242e-1	51.695287	2.968621581982e-4	14754007	false	0	0
956.327	LL08	955.592815	3.38993694647157617e-1	52.152876	2.950158493413e-4	14907792	false	0	0
966.342	LL08	965.597530	3.41980866319080978e-1	52.612441	2.985763983929e-4	15053928	false	0	0
976.354	LL08	975.694244	3.44955908089678687e-1	53.070140	2.946544498552e-4	15202395	false	0	0
986.368	LL08	985.697563	3.47866627573457821e-1	53.517943	2.909753663794e-4	15353132	false	0	0
996.377	LL08	995.802502	3.50950701885077432e-1	53.992416	3.052046516976e-4	15499698	false	0	0
1006.392	LL08	1005.805873	3.53869330811449834e-1	54.441436	2.917645546195e-4	15649405	false	0	0
1016.407	LL08	1015.899954	3.56776051534269834e-1	54.888623	2.879628791297e-4	15800253	false	0	0
1026.424	LL08	1025.994199	3.59874303153567998e-1	55.365277	3.069324844039e-4	15946361	false	0	0
1036.439	LL08	1036.068368	3.62741928215226883e-1	55.806450	2.846512643335e-4	16095082	false	0	0
1046.455	LL08	1046.135089	3.65411927884157106e-1	56.217220	2.652303269440e-4	16233467	false	0	0
1056.484	LL08	1056.204184	3.67904143611021139e-1	56.600637	2.475114009040e-4	16348465	false	0	0
1066.499	LL08	1066.283882	3.70630621832845619e-1	57.020096	2.704920579601e-4	16489877	false	0	0
1076.514	LL08	1076.285789	3.73395731234672845e-1	57.445497	2.764582207611e-4	16633553	false	0	0
1086.532	LL08	1086.381756	3.76325549028161788e-1	57.896238	2.901968460575e-4	16770917	false	0	0
1096.553	LL08	1096.467129	3.79051804919418311e-1	58.315662	2.703178015793e-4	16912126	false	0	0
