wall_s	sim_s	percent	recent_sim_s_per_wall_s	callbacks
10.082255	1.68143405803569020e-2	3.362868	1.667716251009e-3	275278
20.088371	2.66367513882432086e-2	5.327350	9.816406725418e-4	548894
30.100850	4.04470735141034959e-2	8.089415	1.379310981860e-3	814968
40.135814	5.57288997612935752e-2	11.145780	1.522858097423e-3	1068524
50.151495	5.94548103866216829e-2	11.890962	3.720077342427e-4	1237352
60.040848	6.61645657843214913e-2	13.232913	6.784827221021e-4	1412801
